time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00004.chdata
="2026/04/02 16:35:54.320",2.03096,0.22391,0.12629,0.03024,0.83948,0.51832,0.27408,0.06786,0.02496,10.16074,0.38079,0.17367,-0.2732,1.22402,0.23802,-0.19075,0.75165,-0.64278,-2.73461,828.67072
="2026/04/02 16:35:54.340",0.5457,0.20635,-1.37771,-2.07451,-0.15289,1.86237,0.44579,0.03629,-0.02187,30.89225,0.711,-0.01016,-1.57004,1.94071,-0.0289,-0.15658,1.02885,-0.8742,-2.88251,826.11224
="2026/04/02 16:35:54.360",0.66822,0.33759,-0.48701,0.73117,-0.25258,0.31418,0.93105,-0.04749,-0.05012,50.32332,0.9954,0.20905,-1.73979,1.63016,0.31272,-1.10002,1.05626,-0.6707,-3.00913,833.60992
="2026/04/02 16:35:54.380",1.42835,0.22262,-0.84547,-1.75618,-0.30276,-0.37988,0.85417,0.04371,-0.10979,62.30584,2.69477,0.11575,-1.72598,1.2801,-0.17349,0.02503,0.09588,-0.52291,-2.33117,843.52942
="2026/04/02 16:35:54.400",-0.8319,0.19826,-0.98369,-0.30414,-1.04825,0.24467,1.0021,0.05808,-0.05426,72.05134,1.38769,0.04254,-2.25564,1.11884,-0.06958,-0.31947,0.58098,-0.59474,-1.77007,862.17694
="2026/04/02 16:35:54.420",0.85547,0.21777,0.37712,0.70894,-1.09186,-1.99436,1.50468,-0.09987,-0.14654,69.5815,2.39326,-0.01468,-1.1693,0.0011,0.03572,-0.31342,-0.64137,-0.3447,-1.43512,878.28265
="2026/04/02 16:35:54.440",-0.47984,0.16772,-1.34599,-1.9772,-1.32381,-0.54735,0.73352,-0.03385,-0.03497,60.48226,2.08351,-0.04622,-2.37275,0.80966,-0.30514,0.11759,-0.4529,-0.72263,-0.00718,892.75397
="2026/04/02 16:35:54.460",-0.98059,0.06337,0.08119,1.2343,-1.4045,-1.91158,0.81824,-0.07622,0.03779,46.13265,0.87022,0.01866,-1.02371,0.24747,0.11705,-0.70308,-0.4903,-0.1772,0.21098,904.29779
="2026/04/02 16:35:54.480",0.20063,0.02563,0.15055,-1.07041,-1.37923,-1.70543,0.4979,0.00934,-0.04285,25.48224,2.05772,0.08968,-0.75242,-0.53335,0.01623,0.0041,-1.0735,0.04168,1.10195,904.07318
="2026/04/02 16:35:54.500",-1.89006,0.1909,-0.81371,0.61602,-1.92561,0.09181,0.27044,-0.05375,0.01908,8.37632,-0.13535,0.22525,-0.64059,-0.1316,-0.04603,0.05867,-0.37599,0.3184,1.23487,900.11871
="2026/04/02 16:35:54.520",0.07333,0.23204,1.34382,0.71889,-0.47006,-2.00817,-0.08305,-0.11901,-0.09594,0,0.31449,-0.10939,0.67522,-1.04471,0.16002,-0.43505,-0.5047,0.85391,1.74233,885.61914
="2026/04/02 16:35:54.540",-0.85305,0.05889,0.29347,-1.61671,-0.80886,0.42014,-0.08619,-0.05066,0.01635,0,-0.33486,0.03206,0.67241,-0.80963,-0.19908,0.61263,-0.2258,0.8587,2.56555,865.40063
="2026/04/02 16:35:54.560",-0.99859,-0.16569,0.92716,1.50185,-0.09779,0.14852,-0.43981,0.01533,0.06222,0,-1.5105,-0.06777,1.33827,-1.34105,0.17804,-0.06776,0.24871,0.9702,2.04589,846.9165
="2026/04/02 16:35:54.580",0.35869,-0.29926,1.44915,-1.00574,0.58925,0.40053,-0.81414,-0.09183,-0.02329,0,-0.48394,-0.00526,1.61374,-1.63058,-0.08433,0.72009,0.1173,0.79243,1.96786,825.9826
="2026/04/02 16:35:54.600",-1.28315,-0.40851,0.05429,-0.15783,0.42041,1.89646,-0.989,-0.03884,0.03717,0,-2.00354,-0.2422,1.6346,-1.03058,-0.06238,0.0471,0.68007,0.37177,1.48368,814.55359
="2026/04/02 16:35:54.620",-0.06208,-0.49941,1.66346,1.32528,1.12239,0.01559,-0.94768,-0.03286,0.03963,2.75862,-1.10105,-0.05544,2.0974,-1.46344,0.18321,-0.45159,0.30434,0.52696,0.96313,808.20514
="2026/04/02 16:35:54.640",0.21459,-0.33086,-0.08989,-1.02852,1.06302,1.38742,-0.8815,0.03926,0.12632,18.85706,-1.05585,-0.20217,1.9443,-0.65854,-0.15709,0.51405,0.27035,-0.03315,1.21745,810.08069
="2026/04/02 16:35:54.660",-0.68303,-0.25047,0.76972,2.32183,1.33106,0.2008,-0.67016,0.04688,0.01264,35.60983,-1.76528,-0.22933,1.6732,-1.21555,0.32783,-0.57641,0.49948,0.46926,0.54075,824.78314
="2026/04/02 16:35:54.680",0.72718,-0.21272,0.44221,0.6623,1.48212,-0.45294,-0.67775,-0.11674,-0.09552,45.38716,0.04671,0.03606,1.30614,-0.53519,0.02009,0.20129,-0.56708,0.00045,0.51279,841.66809
="2026/04/02 16:35:54.700",-0.53372,-0.11057,-0.80975,0.95441,1.774,-0.00621,-0.3763,-0.00565,-0.02496,54.35749,-1.11953,-0.28489,0.58257,1.00711,0.25781,-0.11286,-0.13386,-0.22058,0.36487,866.17603
="2026/04/02 16:35:54.720",0.84645,-0.13992,0.45666,3.12218,1.49813,-2.03873,-0.38532,0.13264,0.03255,53.73999,-0.22812,0.24534,1.01645,0.38375,0.30971,-0.53011,-0.73787,-0.12756,-0.30535,888.67804
="2026/04/02 16:35:54.740",0.21399,-0.10854,-1.2095,-0.10152,1.20451,-0.09192,0.31456,0.08543,0.04866,46.64278,0.1275,-0.30693,-0.3413,1.53107,-0.09885,0.37497,-0.96656,-0.67591,-0.90819,906.38098
="2026/04/02 16:35:54.760",-0.2036,0.07865,-0.80862,2.42684,0.57686,-0.37329,0.00035,0.061,0.09055,37.05883,-0.85634,0.17518,-0.30866,1.93122,0.26385,-0.55784,-0.33493,-0.71426,-1.60069,921.86731
="2026/04/02 16:35:54.780",1.42952,0.17809,-0.2066,0.29601,0.48629,-1.51232,0.24412,0.01462,-0.09116,20.92699,0.99689,0.08589,-0.31427,1.56823,-0.06492,-0.20631,-0.90124,-0.83426,-1.97336,923.56531
="2026/04/02 16:35:54.800",-0.42173,0.16012,-1.67354,-0.08904,-0.19863,1.24456,0.76303,0.10071,0.01295,8.39698,-0.22101,-0.1282,-1.52111,2.2637,-0.00744,0.17115,-0.14803,-0.99063,-2.24258,918.87561
="2026/04/02 16:35:54.820",0.94242,0.24573,-0.00453,1.02001,-0.32281,-0.65095,0.62784,0.05586,-0.01969,0,0.50499,0.14644,-1.23147,1.47766,0.07893,-0.56811,0.00268,-1.00083,-2.71646,904.73334
="2026/04/02 16:35:54.840",0.98046,0.45962,-1.34146,-2.80119,-0.76921,0.97466,0.76706,0.02856,-0.02239,0,1.14519,0.05315,-1.69349,1.68321,-0.29607,0.54391,0.17112,-1.28789,-2.338,883.03632
="2026/04/02 16:35:54.860",-0.70202,0.34376,-0.61327,-0.41483,-1.14581,0.72912,-0.22504,0.11195,0.0753,0,0.15458,-0.05353,-1.80812,0.87728,0.02399,-0.49839,0.99327,-0.43411,-2.84701,862.23987
="2026/04/02 16:35:54.880",1.67985,0.36095,-0.05097,-1.77433,-1.13741,0.48903,1.29992,0.10089,-0.07853,0,1.50164,0.11132,-0.83764,-0.2039,-0.09346,0.26763,0.63125,-0.46431,-2.2555,837.33514
="2026/04/02 16:35:54.900",-0.41853,0.51576,-1.14792,-2.68471,-1.45905,1.58573,0.90722,0.00896,-0.01118,9.34859,0.76956,0.0041,-2.08169,-0.01614,-0.06681,-0.11311,1.19196,-0.31941,-1.30725,821.51263
="2026/04/02 16:35:54.920",0.26283,0.38155,1.03214,-0.37036,-1.08077,-0.37076,0.33725,-0.03295,-0.1043,23.34771,0.74552,0.03949,-0.89136,-1.08933,0.19992,-0.95564,1.13875,0.38083,-0.50241,812.36505
="2026/04/02 16:35:54.940",0.41276,0.22903,-0.29883,-3.23615,-0.83334,-1.03114,0.51909,-0.05451,-0.04081,36.54403,1.98716,0.21081,-1.02336,-1.15337,-0.10462,0.39734,0.58659,0.26983,0.58493,809.61206
="2026/04/02 16:35:54.960",-1.33521,-0.09495,0.26376,1.10705,-0.44814,-0.05864,0.67329,0.00819,0.06033,50.07985,0.52525,-0.0505,-0.56845,-1.60536,0.24418,-0.31258,0.88078,0.71617,1.48261,819.19177
="2026/04/02 16:35:54.980",0.127,-0.23497,1.01515,-0.27546,0.16988,-2.42197,-0.33068,-0.03518,-0.02658,53.66181,1.65061,0.06809,0.47059,-2.03468,0.02067,0.06154,-0.1902,0.79936,1.76581,831.44617
="2026/04/02 16:35:55.000",-1.55681,-0.311,-0.23061,-0.41764,-0.41901,-0.04638,-0.56631,0.07308,-0.02991,55.03462,0.37811,-0.07752,-0.14021,-1.26729,-0.19802,0.18897,-0.18542,0.75123,2.52771,851.54089
="2026/04/02 16:35:55.020",-0.71348,-0.31705,1.27509,2.2977,0.0876,-2.31711,-0.58239,-0.01307,0.06652,48.89807,0.0027,0.04881,1.25475,-1.70079,0.12961,-0.66535,-0.63957,0.91946,3.06238,871.41052
="2026/04/02 16:35:55.040",-0.78879,-0.32648,0.81482,-0.31787,0.16904,-1.05316,-0.77249,-0.03037,0.02233,36.07081,0.04328,-0.13937,1.66092,-1.30168,-0.06596,0.8803,-1.0488,0.71257,3.25178,886.11084
="2026/04/02 16:35:55.060",-1.76583,-0.26612,0.51365,2.52083,0.20543,-0.78303,-1.00295,0.02835,0.01643,22.17487,-1.88892,-0.2951,1.61885,-1.24498,0.18694,-0.20967,-0.48773,0.25009,2.23012,899.70544
="2026/04/02 16:35:55.080",0.15172,-0.1699,1.20448,1.84356,0.82857,-1.28757,-0.95712,-0.05056,0.03568,3.25374,-0.82673,0.09142,2.20949,-1.07756,0.04068,0.01007,-1.25414,0.32701,2.78503,901.43561
="2026/04/02 16:35:55.100",-0.98816,-0.39208,-0.38142,0.13338,0.99268,0.52412,-1.45844,0.12454,0.19616,0,-2.06084,-0.16932,1.18929,-0.36972,-0.05677,0.71134,-0.38121,0.17093,2.16696,897.89758
="2026/04/02 16:35:55.120",-0.04748,-0.25492,1.44042,2.92413,1.34227,-0.67909,-0.60406,0.0742,0.15676,0,-2.35855,0.3201,2.33045,-1.21728,0.37349,-0.01705,-0.30459,0.44176,0.93752,888.43597
="2026/04/02 16:35:55.140",0.56714,-0.1127,-0.18225,-0.62436,1.64105,1.16292,-0.87444,0.0739,0.04934,0,-1.42384,-0.22726,1.30852,-0.29438,-0.0611,0.26791,-0.40936,-0.12413,0.56245,871.43591
="2026/04/02 16:35:55.160",-0.49329,-0.06362,-0.75973,0.68549,1.48664,1.14577,-0.46548,-0.05854,0.06354,0,-2.77287,0.01008,0.65307,0.50474,0.18825,-0.47413,0.71356,-0.15251,-1.16726,857.5658
="2026/04/02 16:35:55.180",1.90663,-0.04362,0.24167,-0.16636,1.96073,0.47975,-0.01865,0.06028,-0.00563,0,-0.78051,-0.28798,0.90788,0.04653,0.01338,-0.02732,0.32713,-0.14671,-1.89124,841.49225
="2026/04/02 16:35:55.200",0.55094,-0.21017,-1.34853,-1.43376,0.08141,3.25583,-0.07596,0.10651,0.23055,2.84187,-0.88185,0.02067,-0.20784,1.4183,0.04659,0.36794,0.77324,-0.70791,-2.11974,832.34589
="2026/04/02 16:35:55.220",0.93902,-0.11838,-0.18774,1.06601,0.19304,0.55065,0.48739,0.05318,-0.00739,22.28675,-0.39643,0.12841,-0.48596,1.23496,0.20892,-0.6427,0.94818,-0.62246,-2.7557,830.87762
="2026/04/02 16:35:55.240",1.79935,0.00014,-0.84445,-2.31937,0.54613,0.69782,0.45438,0.00984,-0.08576,39.2316,1.4984,-0.04596,-0.97637,1.65074,-0.21348,0.14814,0.61864,-0.86702,-2.78661,832.6322
="2026/04/02 16:35:55.260",-0.19492,0.16522,-1.43457,0.10961,-0.397,1.35061,0.64531,0.06158,-0.0174,56.3139,0.7611,0.10356,-1.69143,1.85584,0.03223,-0.31626,0.88176,-0.79838,-2.53832,846.59369
="2026/04/02 16:35:55.280",1.49442,0.17247,-0.26671,0.1688,-0.4651,-1.38586,0.71259,0.01873,-0.10081,63.89362,2.29298,0.16732,-1.56249,1.20771,0.02576,-0.40534,0.09164,-0.54595,-2.86912,861.65149
="2026/04/02 16:35:55.300",0.36905,0.39799,-1.58007,-1.82681,-0.87923,-0.02075,0.94237,-0.04618,-0.06856,67.27383,1.99909,0.04675,-2.36424,1.64477,-0.21076,0.39787,0.12594,-0.82601,-1.41512,878.42615
="2026/04/02 16:35:55.320",-0.44308,0.49878,0.12014,1.1018,-0.74203,-1.91352,0.71697,-0.0071,-0.03107,62.63675,1.68023,0.01327,-1.98266,0.64815,0.10367,-0.55147,-0.00455,-0.02166,-1.38743,894.2561
="2026/04/02 16:35:55.340",0.82389,0.57682,-0.68062,-1.58477,-1.18627,-1.46531,1.1987,0.01673,0.04107,49.01177,2.49929,0.13941,-1.42236,0.68545,-0.31454,0.37242,-0.61532,-0.2488,-0.06876,901.69147
="2026/04/02 16:35:55.360",-1.41321,0.28574,-0.77634,-0.00543,-1.28354,-0.83355,0.49353,0.26449,0.0863,35.08961,0.59394,-0.08738,-1.75036,0.10282,-0.09038,-0.32185,0.22605,0.21296,0.29051,907.61438
="2026/04/02 16:35:55.380",0.18325,0.13693,0.6495,0.11418,-1.06836,-1.70057,0.52049,-0.12251,-0.06653,15.60201,1.1344,0.33946,-0.59494,-1.28625,-0.17671,0.0186,-0.62788,0.51561,0.21279,902.26355
="2026/04/02 16:35:55.400",-0.95724,-0.09003,-0.73725,-2.80129,-0.79836,-0.23083,0.66811,-0.05423,-0.04356,0,0.22697,-0.08198,-1.23835,-0.7327,-0.2329,0.11702,-0.08292,0.22321,1.02036,889.88007
="2026/04/02 16:35:55.420",-0.93565,-0.19049,0.99553,0.75248,-0.90983,-0.58995,-0.26697,-0.05282,0.00066,0,-0.67055,0.04904,0.33747,-1.56416,0.11096,-0.35282,0.1157,0.74067,1.02871,873.76202
="2026/04/02 16:35:55.440",0.27089,-0.20034,0.94684,-1.995,-0.62761,-0.12897,-0.21946,-0.00659,-0.03449,0,0.06861,-0.18856,0.79632,-2.12431,-0.13834,0.95074,-0.09039,0.74941,1.9523,850.62573
="2026/04/02 16:35:55.460",-1.4014,-0.22188,0.01639,-0.75065,-1.04945,2.14366,-0.47103,0.04782,-0.06798,0,-1.63606,-0.12489,0.62335,-1.75549,-0.02971,0.11365,0.68489,0.72664,1.97499,833.29205
="2026/04/02 16:35:55.480",0.44044,-0.08729,1.75993,0.02389,-0.28954,0.27431,-0.53164,-0.06946,-0.10211,0,-0.65442,0.04399,1.67,-2.20482,0.22756,-0.04036,0.24298,1.11514,1.93634,817.15637
="2026/04/02 16:35:55.500",-0.48562,-0.16096,0.11236,-2.07975,-0.02692,1.62244,-0.61288,0.03669,0.00817,0,-0.8687,-0.13801,1.33403,-1.29506,-0.05733,0.54138,0.42309,1.03324,1.97684,808.55176
="2026/04/02 16:35:55.520",-1.02639,-0.25663,1.60386,1.86044,0.4756,0.66509,-0.80355,-0.01574,0.0236,14.28128,-1.39354,0.04745,1.61692,-1.40059,0.23342,-0.64978,0.51995,1.1868,1.60282,810.59973
="2026/04/02 16:35:55.540",1.15203,-0.29162,0.68688,-0.31509,1.13523,0.23173,-0.41561,-0.11097,-0.03927,26.34411,-0.15498,-0.03206,1.80357,-0.95629,-0.04353,0.15821,-0.33943,0.53125,1.46318,816.58325
="2026/04/02 16:35:55.560",-1.48068,-0.30838,-0.13488,0.78855,1.28449,0.58678,-1.29425,-0.07025,0.048,40.78503,-1.05947,-0.06233,0.76317,0.40501,0.05213,-0.29306,0.17654,0.1028,1.50212,835.41992
="2026/04/02 16:35:55.580",0.3902,-0.35557,1.37342,2.42208,1.6385,-0.87482,-0.79319,0.04061,0.05914,47.38492,-0.47126,-0.16634,2.27589,-0.46888,0.10138,0.02295,-0.40844,0.25092,0.74132,856.11859
="2026/04/02 16:35:55.600",0.24899,-0.28555,-0.71662,-0.02627,1.1886,0.40527,-0.57425,0.06704,0.17223,48.1065,-0.19481,0.0305,0.78288,0.37831,-0.08895,1.04003,-0.81305,-0.24493,0.25685,877.58936
="2026/04/02 16:35:55.620",-0.61033,-0.08632,-0.15095,2.76696,1.20182,0.51473,-0.65573,0.01874,0.04621,44.08302,-1.58661,-0.14166,0.69347,0.6592,0.18212,-0.59053,-0.32084,-0.37945,0.09559,899.9541
="2026/04/02 16:35:55.640",1.24794,-0.1365,-0.21923,-0.57252,0.87459,-1.25043,-0.40166,-0.10458,-0.07104,33.21574,-0.10554,-0.08725,0.86161,0.69726,-0.09334,-0.01006,-0.99624,-0.61516,-0.73599,911.95532
="2026/04/02 16:35:55.660",-0.49297,-0.13925,-1.46398,0.92509,-0.12724,0.81982,-0.07449,0.12692,0.06731,24.29947,-1.1987,0.06227,-0.45867,1.43909,0.17604,0.03421,-0.32994,-0.72327,-1.04756,920.43231
="2026/04/02 16:35:55.680",1.01442,0.09976,0.13474,1.55287,0.95613,-0.9646,0.39879,0.01155,0.0167,10.17732,-0.50957,-0.01856,-0.06473,1.03261,0.10707,-0.74971,-0.49716,-0.6905,-1.98942,917.7356
="2026/04/02 16:35:55.700",0.67623,0.26909,-1.2206,-1.56111,0.1689,1.08188,0.97445,-0.00841,-0.08522,0,0.0324,0.08816,-1.10024,2.13835,-0.25825,0.69775,-0.09176,-0.8846,-2.22704,905.50885
="2026/04/02 16:35:55.720",0.30599,0.24297,-0.98269,0.68624,-0.35539,-0.03104,0.61816,0.04504,-0.06025,0,-0.51039,0.06331,-1.20126,1.61037,0.06806,-0.54276,0.49383,-0.54909,-2.54905,890.49066
="2026/04/02 16:35:55.740",1.70394,0.31043,-0.05895,-1.42165,-0.1921,0.33171,1.0424,0.01981,-0.02831,0,1.30752,0.0698,-1.32436,1.1978,-0.0903,0.31465,0.15032,-0.08499,-1.6201,867.91162
="2026/04/02 16:35:55.760",0.15221,0.17166,-1.65208,-1.81728,-0.83004,2.13517,1.12784,0.0399,-0.05738,0,0.50353,0.01677,-2.1467,1.47293,-0.08846,-0.01109,1.06094,-0.22516,-2.37614,849.86108
="2026/04/02 16:35:55.780",0.98615,0.31553,0.47607,-0.36175,-1.1392,0.11064,1.22831,-0.13843,-0.2589,6.5304,1.50099,0.30729,-1.45534,0.46825,0.10666,-0.68634,0.70852,0.09457,-2.2896,833.435
="2026/04/02 16:35:55.800",0.47849,0.23162,-0.95323,-3.51401,-1.33339,1.22836,0.55362,0.07812,-0.0762,19.56606,2.23785,-0.01173,-2.26781,1.2485,-0.47056,0.05623,0.72013,-0.25006,-1.70887,821.07812
="2026/04/02 16:35:55.820",-0.43975,0.01245,0.05358,-0.53343,-1.47152,0.60408,0.55169,0.05677,0.12821,35.75967,1.10022,0.07377,-1.45623,0.57157,0.00585,-0.51922,1.12958,0.15229,-0.99198,820.32172
="2026/04/02 16:35:55.840",1.08808,-0.11794,0.7094,-1.36652,-1.60479,0.1324,0.45042,-0.03758,-0.10037,45.16777,2.66934,-0.08679,-0.91089,-0.75287,-0.30755,0.62845,0.19564,0.07285,0.19424,822.46912
="2026/04/02 16:35:55.860",-1.40873,-0.08648,-0.81011,-1.46626,-2.04501,1.12578,0.23356,0.16579,0.0551,54.67699,1.15636,0.17068,-1.4,-0.40948,-0.14396,0.3037,0.49365,0.08338,1.33781,834.20392
="2026/04/02 16:35:55.880",-0.39513,0.07469,1.32478,0.82522,-0.85137,-1.99237,-0.00277,-0.06992,-0.06051,55.45715,1.00528,0.03826,0.02539,-1.19473,0.1619,-0.52861,-0.08833,0.55254,1.89793,849.69006
="2026/04/02 16:35:55.900",-0.74447,-0.0139,0.36017,-1.42443,-0.83474,-0.98551,-0.20925,0.03421,-0.06556,49.62299,1.33265,0.12184,0.09405,-1.12339,-0.19177,0.54372,-0.64988,0.66957,2.43634,864.6051
="2026/04/02 16:35:55.920",-1.88661,-0.00394,0.45947,2.09841,-0.6562,-1.00459,-0.49041,-0.08531,-0.03268,41.07724,-0.92508,-0.00606,0.94467,-1.098,0.20613,-0.49727,-0.49279,0.83189,3.01728,881.22113
="2026/04/02 16:35:55.940",-0.05512,-0.07825,1.5538,0.89944,0.33667,-2.03336,-0.71279,-0.11004,-0.15653,24.06543,-0.02055,-0.10193,1.79579,-1.57431,0.12621,0.20137,-1.17303,0.83132,3.16551,889.44196
="2026/04/02 16:35:55.960",-1.75788,-0.0813,0.33808,0.6326,0.31781,-0.27213,-0.63482,-0.10791,0.05847,10.29906,-1.58578,-0.13011,1.48658,-1.11534,0.07808,0.49719,-0.8865,0.78138,3.94304,894.56195
="2026/04/02 16:35:55.980",-0.654,-0.55234,1.47423,2.90525,1.04644,-1.13555,-0.95452,-0.03456,0.05907,0,-1.8611,-0.19017,2.35568,-1.28439,0.19235,-0.38508,-0.75854,1.08056,2.4152,892.34137
="2026/04/02 16:35:56.000",0.5199,-0.60363,-0.16025,-0.11183,1.16961,0.41476,-0.50919,-0.0585,-0.02472,0,-1.51087,-0.01073,2.07597,-0.54096,-0.13613,0.63455,-0.84201,-0.18742,2.39805,881.33771
="2026/04/02 16:35:56.020",-1.23988,-0.52567,0.35339,1.87105,1.27905,0.51832,-1.01622,-0.05318,-0.02102,0,-2.55993,-0.14761,1.27803,-0.13268,0.21212,-0.30496,-0.0767,0.32802,1.21126,871.48822
="2026/04/02 16:35:56.040",1.44075,-0.30001,0.39734,0.92602,1.4222,0.56728,-0.66411,-0.18349,-0.1073,0,-1.08834,0.07679,2.06933,0.48188,0.05744,0.2165,-0.43385,0.27025,0.29861,856.23126
="2026/04/02 16:35:56.060",0.06483,-0.28032,-0.97773,-0.34673,1.12706,2.26246,-0.47131,0.08787,0.03796,0,-1.35006,-0.33091,0.64092,1.43726,-0.06109,0.50465,0.53158,-0.4487,-0.41825,843.69482
="2026/04/02 16:35:56.080",0.9019,-0.11957,0.49484,2.27382,0.54711,1.78882,-0.01735,0.03719,0.0373,0,-1.15819,0.07855,1.18732,0.88783,0.1602,-0.2607,0.52282,-0.09818,-1.67974,834.99695
="2026/04/02 16:35:56.100",1.48722,-0.11017,-0.47914,-1.78592,0.42751,1.66309,0.0236,0.02645,-0.0342,12.7475,0.12337,-0.03162,-0.09036,1.87604,-0.27102,0.25042,0.45493,-0.4954,-1.71532,830.14124
="2026/04/02 16:35:56.120",0.09035,0.09304,-1.11864,0.65943,0.53015,1.97352,0.13137,0.02868,0.04892,32.39524,-0.44617,-0.00481,-0.70669,1.94481,0.12743,-0.54399,0.9453,-0.60362,-2.26689,836.49908
="2026/04/02 16:35:56.140",1.8164,0.16547,0.01488,0.08032,0.62584,-0.70375,0.41901,-0.02887,-0.13751,45.57125,1.34353,0.22577,-0.53474,1.43359,0.13909,0.136,0.13429,-0.74993,-2.34633,845.04352
="2026/04/02 16:35:56.160",-0.06574,0.09328,-1.67188,-0.92764,-0.11498,1.22061,0.71795,0.07703,0.0082,57.14008,1.01412,-0.11852,-1.88865,2.12248,-0.1048,0.51107,0.44111,-0.89866,-2.35044,860.74158
="2026/04/02 16:35:56.180",0.59302,0.30133,-0.27434,1.48813,-0.11148,-1.37333,0.96806,0.0361,-0.04031,62.20467,1.2091,0.26975,-1.51342,1.49831,0.1582,-0.69332,0.17546,-0.79132,-2.25183,878.40759
="2026/04/02 16:35:56.200",1.03658,0.31801,-1.21725,-1.64915,-0.36023,-1.22578,0.72642,0.05205,-0.11321,58.94888,2.38877,0.01975,-1.77715,1.4975,-0.17688,0.07556,-0.54533,-0.95097,-1.64725,890.57526
="2026/04/02 16:35:56.220",-1.18,0.19756,-0.78508,0.56993,-1.00473,-0.3904,0.83957,0.01864,0.00804,52.94308,0.87091,-0.03481,-2.06786,1.07804,0.0999,-0.31517,0.07426,-0.75041,-1.21531,903.99982
="2026/04/02 16:35:56.240",1.0693,0.18257,0.32814,0.31728,-0.96789,-1.92823,1.64676,-0.00246,-0.09514,38.20959,1.78765,0.02257,-0.69642,-0.12261,0.07575,-0.01204,-0.70568,-0.5267,-0.92654,907.64471
="2026/04/02 16:35:56.260",-0.98824,0.33964,-1.43316,-1.99039,-1.33602,-0.21447,0.54541,-0.04564,-0.03615,23.44494,1.05948,0.03927,-2.0489,0.6593,-0.19743,0.04872,-0.27903,-0.82211,-0.11924,904.3418
="2026/04/02 16:35:56.280",-0.61946,0.30713,0.3851,0.85328,-1.34036,-1.51291,0.75067,-0.02292,-0.08991,8.88995,0.1941,0.03525,-0.71587,-0.04103,0.15225,-0.91258,-0.14198,-0.05067,-0.49311,894.35962
="2026/04/02 16:35:56.300",0.32756,0.161,0.18737,-1.92896,-1.16973,-1.26495,0.45101,-0.03016,0.01225,0,1.36267,0.20977,-0.55031,-0.29909,-0.29893,0.87862,-0.27569,0.29041,0.50092,875.92279
="2026/04/02 16:35:56.320",-1.45499,0.28706,-0.20245,0.71186,-1.34129,1.14067,-0.14383,0.04115,0.00331,0,-0.51563,-0.05554,-0.23138,-0.19076,0.10802,-0.43789,0.49499,0.60715,0.8552,858.98444
="2026/04/02 16:35:56.340",0.47186,0.17804,1.4742,-0.02353,-0.23877,-1.29038,-0.03506,-0.12373,-0.10648,0,0.48294,0.02402,0.71967,-1.50222,0.0873,0.06032,0.13023,1.00884,1.41235,837.99298
="2026/04/02 16:35:56.360",-0.78026,-0.14519,0.17163,-1.6905,-0.63432,1.35133,-0.05902,-0.02367,-0.08474,0,-0.03822,-0.02209,0.3358,-0.89975,-0.13759,0.63111,0.51094,0.8683,2.00563,821.45471
="2026/04/02 16:35:56.380",-0.51394,-0.33897,1.06233,1.41713,0.26749,0.42189,-0.50946,0.01586,0.04224,1.41059,-0.82865,-0.15055,1.35002,-1.57238,0.24613,-0.10411,0.65399,1.0233,1.63816,812.50903
="2026/04/02 16:35:56.400",0.15475,-0.3234,1.17846,-1.18699,0.61414,0.12161,-0.7138,-0.03733,0.00427,11.12774,0.14748,0.06641,1.38019,-1.51672,-0.1275,0.3228,0.12488,0.79217,1.94393,808.26489
="2026/04/02 16:35:56.420",-1.56696,-0.39113,-0.01442,0.59506,0.38525,1.21432,-0.73816,-0.0223,0.04493,25.58646,-1.34549,-0.32142,1.23467,-1.23984,0.08561,-0.18305,0.43941,0.28783,0.9501,816.93396
="2026/04/02 16:35:56.440",-0.04985,-0.28715,1.78414,1.66464,1.08758,-0.82945,-1.03647,0.008,0.05872,34.11455,-0.39505,0.06482,1.96614,-1.42049,0.15755,-0.33221,-0.34629,0.33588,1.48954,829.42706
="2026/04/02 16:35:56.460",-0.65139,-0.32883,-0.16648,-0.42065,1.06914,0.43283,-1.16881,0.03131,0.17671,40.68442,-0.85969,-0.27323,1.55633,-0.72483,-0.09861,0.52616,-0.23692,-0.11902,1.76931,847.84137
="2026/04/02 16:35:56.480",-0.78047,-0.33388,0.92107,3.15156,1.31713,-1.27451,-0.66584,0.09383,0.06571,43.82489,-1.69574,-0.03633,1.92489,-1.42856,0.51642,-0.39144,-0.349,0.27793,1.05051,870.57288
="2026/04/02 16:35:56.500",0.71259,-0.11063,0.05434,0.79318,1.56659,-1.14829,-0.63544,-0.10674,-0.03317,38.84965,-0.28329,-0.04652,1.03813,-0.65001,-0.04797,0.54996,-1.30835,-0.15022,0.83324,887.91547
="2026/04/02 16:35:56.520",-1.34639,-0.05579,-0.55505,1.26597,1.69595,-0.79982,-0.65394,0.0256,0.00584,32.94986,-1.99384,-0.08203,0.89576,0.91284,0.24583,-0.2408,-0.49623,-0.19382,0.89535,904.93042
