time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 15:52:15.340",-0.00599,0.00282,0.00841,-0.20946,-0.01294,0.20689,0,872.15442,-0.39961,-0.0045,0.02453,0.02728,-0.01187,0.03704,0.06095,-0.00893,-0.00049,-0.00764,0.00874,-0.00304
="2026/04/02 15:52:15.360",0.18246,0.01011,-0.13645,-0.39007,0.00192,0.46071,0,859.54486,-0.32645,-0.01746,0.03593,0.00361,-0.00212,0.03705,0.15728,-0.00146,0.02887,0.03093,0.00234,0.00324
="2026/04/02 15:52:15.380",0.3585,0.01263,-0.22804,-0.47817,-0.01125,0.56347,0,848.1026,-0.23366,-0.00189,0.10107,0.0063,-0.01297,-0.01628,0.17929,-0.00996,0.02627,0.03516,0.01367,0.00786
="2026/04/02 15:52:15.400",0.44508,0.01938,-0.3071,-0.4992,-0.0262,0.60626,5.20548,839.98883,-0.08055,-0.00923,0.01281,-0.01065,0.00951,-0.0129,0.20885,-0.01413,0.0267,-0.02513,-0.0015,0.00564
="2026/04/02 15:52:15.420",0.45969,0.02954,-0.31417,-0.41363,-0.0304,0.55924,13.84274,836.67206,0.08871,-0.00843,-0.01249,-0.04633,0.00645,-0.00112,0.17964,-0.01026,0.04865,-0.02518,0.00122,0.01067
="2026/04/02 15:52:15.440",0.38988,0.02258,-0.2789,-0.25777,-0.02334,0.36847,23.78128,838.14319,0.24691,-0.0108,-0.04206,-0.06427,0.01397,-0.00218,0.12625,0.00552,0.03732,0.03799,0.00099,-0.00405
="2026/04/02 15:52:15.460",0.24577,0.02376,-0.15987,-0.04938,-0.01097,0.10265,33.94196,843.71301,0.36183,0.01489,-0.04391,-0.07209,0.03999,-0.04577,0.05875,-0.00443,0.00368,0.01787,0.00711,-0.00443
="2026/04/02 15:52:15.480",0.05169,-0.006,-0.04515,0.18477,0.00699,-0.16939,41.08384,852.90552,0.4207,-0.00809,-0.0716,-0.10307,0.03455,-0.02161,-0.02352,-0.0022,-0.0115,-0.03236,-0.00609,0.00198
="2026/04/02 15:52:15.500",-0.14905,0.00395,0.0981,0.3526,0.00745,-0.36923,44.07544,864.14551,0.39498,-0.00078,-0.05175,-0.06852,0.01465,-0.04987,-0.1083,0.01288,-0.02975,0.02558,0.01067,0.00608
="2026/04/02 15:52:15.520",-0.32742,-0.00331,0.2125,0.49861,0.02163,-0.57405,43.26076,875.89655,0.31311,0.00014,-0.06123,-0.05492,0.0212,-0.04356,-0.16863,0.0117,-0.03214,0.00629,-0.00291,-0.00776
="2026/04/02 15:52:15.540",-0.46206,-0.02585,0.27943,0.53318,0.0138,-0.63559,39.02531,885.5199,0.17728,-0.00797,-0.04524,-0.05383,0.01548,-0.02052,-0.19791,0.01835,-0.05136,-0.00883,0.01526,0.0302
="2026/04/02 15:52:15.560",-0.47578,-0.00803,0.32512,0.47622,0.02061,-0.59884,30.73031,891.32501,0.00411,-0.0006,-0.01992,-0.04056,0.01195,-0.00927,-0.17566,0.00359,-0.03394,0.0251,0.003,-0.00016
="2026/04/02 15:52:15.580",-0.47119,-0.00604,0.2643,0.37295,0.01318,-0.46338,20.24774,892.37854,-0.16922,-0.00284,0.0017,0.00557,-0.00577,0.0015,-0.14591,0.02982,-0.07185,0.00255,0.011,0.02631
="2026/04/02 15:52:15.600",-0.35819,-0.02116,0.22601,0.17108,-0.00016,-0.21247,10.3239,888.16113,-0.28405,-0.00021,0.03887,0.02968,0.00087,0.07335,-0.07856,0.00432,-0.02412,-0.01317,0.00505,-0.00154
="2026/04/02 15:52:15.620",-0.12527,-0.00185,0.09987,-0.0598,-0.00698,0.02837,3.14645,879.1532,-0.36367,0.00244,0.04034,0.0179,-0.00754,-0.01646,-0.01197,0.01579,-0.03113,0.00298,0.01041,0.00641
