time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 15:49:53.140",0.16699,0.64301,3.58408,1.17303,-0.14479,0.28697,0,865.59625,-1.26571,-0.06555,1.18104,-1.86095,0.17496,-0.1878,-0.30449,-0.06628,1.06186,-0.16823,-0.0625,-0.04898
="2026/04/02 15:49:53.160",0.72127,0.42968,2.87354,-0.25692,-0.57961,3.36051,0,846.24493,-0.4737,-0.07668,1.63762,-1.46882,0.03008,0.25092,-1.49064,-0.14409,0.84402,-0.1553,-0.05473,-0.10086
="2026/04/02 15:49:53.180",1.12996,0.33306,1.63607,0.3071,-0.42054,3.00752,12.42571,831.552,-1.22179,-0.29907,1.87523,-0.85408,0.01329,0.24927,0.47874,-0.06551,0.29962,-0.20946,-0.07036,-0.07671
="2026/04/02 15:49:53.200",1.09306,0.07004,1.0082,1.7033,-0.73294,4.16281,31.40774,825.1181,-0.08752,-0.12272,1.05101,-0.27271,0.24244,-0.19434,-0.30365,-0.06494,0.65628,0.08638,-0.06546,-0.05231
="2026/04/02 15:49:53.220",1.18998,0.45802,-0.47035,0.97884,-0.79247,4.62617,47.40364,823.63171,0.06884,-0.00863,0.73899,0.05244,0.07127,0.3038,0.02168,-0.00848,-0.4094,-0.04251,0.07637,0.07211
="2026/04/02 15:49:53.240",0.90433,0.06531,-1.02748,2.76808,-0.28516,2.57935,60.78318,832.70721,-0.0033,0.00753,0.22221,-0.20623,0.1738,0.15505,1.07448,-0.01735,-0.40022,-0.06594,0.00281,0.15617
="2026/04/02 15:49:53.260",0.1166,0.13601,-1.46211,1.82191,-0.34916,3.06123,68.16261,847.23547,1.10206,-0.0814,-0.6499,0.62893,0.12865,-0.03638,-0.21937,0.10144,-0.41594,0.22308,0.0124,0.00137
="2026/04/02 15:49:53.280",-0.2964,0.01889,-1.88897,1.76839,0.16135,0.24097,66.39672,866.81476,0.14235,-0.05198,-0.95196,0.32815,-0.0192,0.01304,1.00653,0.20675,-1.44196,0.25241,0.17,0.08897
="2026/04/02 15:49:53.300",-0.93038,-0.56804,-2.24843,1.81566,0.4703,-0.94341,59.47218,887.65656,0.86683,-0.03991,-1.67153,1.19933,0.07415,-0.40607,0.18307,0.21218,-0.87996,0.13164,0.04218,0.05712
="2026/04/02 15:49:53.320",-1.25601,-0.26452,-2.32852,0.10192,0.45119,-2.08611,44.25275,902.97333,0.38526,0.03913,-1.87664,1.51336,-0.08494,0.05965,0.05569,0.25353,-0.98705,0.36472,0.07372,0.11542
="2026/04/02 15:49:53.340",-1.3659,-0.66729,-1.37097,0.23479,0.99027,-4.82077,26.09169,915.31793,-0.20155,0.25351,-1.97193,0.8851,-0.16908,0.04961,0.68568,0.05768,-0.95378,0.22171,0.09754,0.09139
="2026/04/02 15:49:53.360",-1.34772,-0.81172,-0.64793,-1.54771,0.81899,-3.71482,7.90055,915.58105,0.27538,0.08316,-1.92789,1.72059,-0.27084,0.37702,-0.33288,-0.08876,-0.3825,0.20534,0.10109,0.12423
="2026/04/02 15:49:53.380",-0.90289,-0.53992,-0.27156,-2.03159,1.07091,-4.8658,0,907.42841,-1.10189,0.08277,-0.93605,1.49864,-0.31043,0.29127,0.47478,-0.07696,0.01644,0.71762,0.14308,0.22786
="2026/04/02 15:49:53.400",-0.41298,-0.5462,0.4678,-2.70298,0.6353,-4.21098,0,891.98895,-0.88426,0.2118,-0.52838,1.29017,-0.19806,0.15767,0.57203,-0.20881,-0.74383,0.10463,0.02836,0.09807
="2026/04/02 15:49:53.420",0.52926,-0.44868,0.45296,-3.33844,-0.18177,-0.87297,0,866.89728,-1.09726,-0.49736,-0.2691,2.37209,-0.20566,-0.11612,-0.00629,-0.31354,0.79614,0.22021,0.00004,-0.02572
="2026/04/02 15:49:53.440",1.09419,-0.06767,-0.00203,-3.24897,0.35433,-2.71048,0,843.65369,-1.38938,0.16558,1.23533,1.69391,-0.08684,-0.20233,1.1847,-0.39857,0.14435,0.61066,0.03854,0.06511
="2026/04/02 15:49:53.460",1.52507,-0.28095,0.0808,-3.48339,0.13016,0.57156,0,820.9361,-0.18946,-0.31899,0.95546,1.71436,-0.1501,0.04204,0.20272,-0.27343,0.07068,0.20199,-0.04349,0.04979
="2026/04/02 15:49:53.480",2.01252,0.19937,-0.66389,-1.40829,-0.36912,1.86874,6.47261,805.47919,-0.83376,-0.20331,1.5803,1.52306,0.03891,-0.53555,0.68949,0.10319,0.84563,-0.30535,0.00512,0.06206
="2026/04/02 15:49:53.500",1.7305,0.1549,-0.62883,-1.31167,-0.05686,1.44595,26.11941,799.28693,0.36656,-0.00627,1.66048,0.21251,0.05013,-0.04823,1.13799,0.15932,-0.00513,-0.3085,0.13674,-0.04337
="2026/04/02 15:49:53.520",1.81634,0.15368,-0.50184,-0.12078,-0.60613,4.54756,41.52752,801.23553,0.64646,-0.23772,1.19401,0.09316,0.13378,0.12288,-0.00593,0.06857,0.24908,-0.1259,-0.01584,-0.01671
="2026/04/02 15:49:53.540",0.91822,0.46701,-1.20301,1.7042,-0.53524,2.00636,55.22343,816.76019,0.49414,0.08196,1.25504,-0.91565,0.25449,-1.00908,0.562,-0.05112,0.25569,-0.18345,-0.07142,-0.00902
="2026/04/02 15:49:53.560",0.33769,0.33371,-0.99219,0.99524,-0.88346,3.094,61.68946,838.31146,1.91671,0.03321,0.38391,-0.90688,0.02687,0.03367,-0.60763,-0.06922,-0.21774,-0.09528,-0.07387,-0.08899
="2026/04/02 15:49:53.580",-0.48774,0.67678,-0.63174,3.02056,-0.77542,2.15499,59.14785,864.9787,0.93071,0.0824,-0.06589,-1.32339,0.23564,-0.27532,-0.56097,0.09463,0.68863,-0.54526,-0.05079,-0.05406
="2026/04/02 15:49:53.600",-1.34698,0.72739,0.74225,2.68714,-0.55878,0.4642,51.32609,891.89001,1.53426,-0.02029,-0.39134,-2.27154,0.23549,0.13563,-0.79591,0.26884,-0.0484,-0.26981,-0.05933,-0.06889
="2026/04/02 15:49:53.620",-1.58204,0.71846,1.40763,2.05774,-0.91857,1.08442,35.30175,912.67908,0.62671,0.24583,-0.07646,-1.90688,0.06715,0.44915,-1.49081,0.31554,0.43307,-0.95961,0.08763,-0.05343
="2026/04/02 15:49:53.640",-1.96194,0.64413,1.98257,2.8662,-0.40476,-1.40072,17.60582,927.6311,0.05942,0.10123,-1.13857,-2.23059,0.18628,-0.04991,-0.85263,0.45579,0.49171,-0.10415,-0.06393,-0.01546
="2026/04/02 15:49:53.660",-1.79295,0.24333,2.32982,0.74938,-0.653,-0.03446,0,930.87378,0.06236,0.0938,-0.5268,-2.01665,0.00573,0.66307,-2.19575,0.2729,0.6494,-0.20659,-0.05416,-0.10833
="2026/04/02 15:49:53.680",-1.45767,0.11191,2.55651,0.12922,0.1886,-2.00119,0,924.16724,-1.21986,0.20552,-0.23598,-1.2642,-0.04025,0.41214,-0.53881,0.21894,0.5502,-0.24673,-0.08482,-0.09232
="2026/04/02 15:49:53.700",-1.00548,-0.10145,2.73114,0.32807,-0.30065,-0.1133,0,906.49939,-0.63886,-0.18692,-0.42755,-0.51494,0.01657,0.23682,-1.43497,0.074,1.00408,0.15201,-0.0825,-0.09445
="2026/04/02 15:49:53.720",0.02322,0.19172,2.17745,-1.49286,-0.23844,-0.0484,0,880.37714,-1.34591,0.1479,0.33971,-0.15598,-0.07596,0.53335,-0.6299,0.04098,0.50214,-0.08587,0.04877,-0.03646
="2026/04/02 15:49:53.740",0.67789,-0.18127,1.90505,-0.29214,0.19292,0.0772,0,854.06598,-1.35295,-0.0332,0.39548,-0.13805,-0.01079,0.57476,0.51609,-0.05892,0.56597,-0.0374,-0.03109,0.11816
="2026/04/02 15:49:53.760",1.15413,-0.09283,1.15933,-1.2325,-0.13441,2.15043,0,829.01447,-0.66462,-0.22524,0.64793,0.82543,0.04563,0.19078,-0.12407,-0.08492,0.49375,0.23897,0.01525,0.00971
="2026/04/02 15:49:53.780",1.63505,-0.17213,-0.0186,-0.83269,0.30704,0.74977,18.56804,813.28387,-1.19068,-0.15184,0.83011,0.50451,0.0131,-0.04538,1.42853,-0.02861,-0.19164,0.30788,0.14918,0.07919
="2026/04/02 15:49:53.800",1.6348,-0.53103,-1.36726,-0.00389,0.31656,2.47681,42.01063,806.76819,0.0433,-0.34747,0.29165,1.51687,0.13964,-0.59593,0.70169,-0.03508,-0.4751,0.18824,0.03375,0.03868
="2026/04/02 15:49:53.820",1.45664,-0.05548,-2.5699,-0.61413,0.33487,1.68792,61.02606,808.28192,-0.06871,-0.14591,0.35415,1.61136,0.08875,-0.16732,1.21192,0.0561,-0.69756,0.27384,0.05308,0.10733
="2026/04/02 15:49:53.840",1.05031,-0.36776,-2.88451,0.69022,0.40709,0.01032,75.64268,821.78571,0.32403,0.00145,-0.46276,0.95532,-0.04191,-0.15649,1.53107,0.05964,-0.92617,0.20919,0.09683,0.11853
="2026/04/02 15:49:53.860",0.46128,-0.51982,-2.99016,0.26757,0.33441,0.84638,80.15881,841.13971,1.14468,0.08101,-1.08187,1.65911,-0.07081,0.01992,0.65243,0.07487,-0.90487,0.13228,0.08295,0.11603
="2026/04/02 15:49:53.880",-0.21201,-0.40924,-2.76392,0.46347,0.78411,-1.91155,75.48837,866.60999,0.31348,0.11911,-0.95776,1.14329,-0.1029,-0.17052,1.10738,0.14701,-0.55638,0.70148,0.12757,0.15225
="2026/04/02 15:49:53.900",-0.89601,-0.25801,-2.27627,0.20135,0.27092,-1.78486,62.85981,891.66559,0.79134,0.20725,-1.40785,0.99616,0.01433,-0.26999,0.59207,-0.0001,-1.74875,0.05491,0.07901,0.06035
="2026/04/02 15:49:53.920",-1.15016,-0.30281,-1.71259,-0.47479,-0.28745,-1.21582,40.88631,909.09589,0.20649,-0.06933,-1.80184,1.80472,-0.09721,-0.49995,-0.13973,-0.09912,-0.38941,0.15997,-0.01255,-0.01203
="2026/04/02 15:49:53.940",-1.43102,-0.08758,-1.19983,-1.0791,0.22008,-4.5864,16.61505,920.23767,-0.22435,0.32657,-0.81959,1.35512,-0.07921,-0.16687,0.39285,-0.3115,-0.5848,0.55672,0.05835,0.07794
="2026/04/02 15:49:53.960",-1.35164,-0.38774,0.06237,-2.21543,0.25339,-2.93249,0,918.21179,0.04172,-0.06102,-1.13383,1.36058,-0.17692,0.00474,-0.47756,-0.27551,-0.59135,0.16246,-0.05047,-0.00481
="2026/04/02 15:49:53.980",-0.70448,-0.06721,0.33178,-1.45142,0.03583,-3.3862,0,906.89703,-1.12387,0.01211,-0.21728,1.18574,0.02117,-0.12434,-0.25796,-0.00227,0.70335,-0.43414,-0.02702,-0.03291
="2026/04/02 15:49:54.000",-0.42129,-0.0261,1.2203,-2.52228,0.51121,-2.98377,0,886.30731,-0.43189,0.2563,0.27222,0.36454,-0.07501,0.38307,0.16517,-0.07813,0.32734,-0.19202,0.12701,0.04657
="2026/04/02 15:49:54.020",0.64818,-0.05076,2.20646,-1.99537,0.18664,0.18114,0,858.83282,-0.83428,-0.21671,0.75248,0.38566,0.04526,0.27505,-0.48093,-0.1354,0.6786,-0.01934,-0.06793,-0.08299
="2026/04/02 15:49:54.040",0.82326,0.25301,1.45596,-1.43344,0.03897,-0.29583,0,833.28711,-0.87548,0.03676,1.56351,-0.4459,0.02615,-0.3971,0.02741,-0.13805,1.18334,-0.23895,-0.067,-0.13083
="2026/04/02 15:49:54.060",1.36032,0.26545,1.35455,-2.00135,-0.48021,2.61894,0,809.87921,0.14628,-0.13453,1.43228,-0.34249,-0.0443,0.15113,-0.45428,-0.18151,0.56838,-0.13506,-0.08704,-0.05104
="2026/04/02 15:49:54.080",1.54231,0.5524,1.05691,0.28781,-0.62266,3.34122,4.33828,797.73553,-0.36391,-0.03639,1.56736,-0.92758,0.22999,-0.27998,-0.22704,-0.19139,1.30171,-0.54512,-0.05263,-0.04612
="2026/04/02 15:49:54.100",1.34163,0.74052,1.12349,0.5268,-0.79645,3.86242,30.53056,797.15515,0.76087,-0.20368,1.40352,-1.93687,0.24271,0.18283,-0.17855,-0.15912,0.50826,-0.34347,-0.07461,-0.09036
="2026/04/02 15:49:54.120",1.19392,0.79267,0.94761,1.51044,-1.33134,4.96794,53.46751,807.3877,0.37811,0.00357,1.81756,-1.66289,0.21012,-0.019,-0.45415,-0.16264,0.33702,-1.11223,0.04946,-0.0564
="2026/04/02 15:49:54.140",0.4109,0.87838,0.58774,3.31355,-0.86254,3.3597,71.44548,829.98309,0.81331,0.02117,0.34056,-1.94667,0.33041,-0.52676,-0.05376,0.04795,0.36056,-0.11575,-0.05531,-0.01043
="2026/04/02 15:49:54.160",-0.23471,0.68719,0.19019,2.73665,-1.04009,4.27422,79.75552,857.48004,1.13449,0.03693,0.37243,-1.75539,0.17176,-0.07211,-1.20677,0.09409,0.08099,-0.26553,-0.0309,-0.11669
="2026/04/02 15:49:54.180",-0.85497,0.33787,0.26651,3.0122,-0.3823,0.59737,77.40324,888.93768,0.58196,0.00407,-0.1314,-1.36236,0.17892,-0.27613,0.02509,0.23326,-0.38131,-0.20795,-0.08245,-0.09518
="2026/04/02 15:49:54.200",-1.5634,0.17046,0.73678,3.41851,-0.45263,1.39993,65.42521,916.42932,1.10315,0.00829,-1.17112,-0.75334,0.16333,-0.18046,-1.37081,0.3374,0.33697,0.11508,-0.04184,-0.00642
="2026/04/02 15:49:54.220",-1.83578,0.42761,0.36029,1.90032,-0.06071,-1.11072,44.49214,934.97272,0.07426,0.22826,-0.93314,-0.80737,0.06889,0.29584,-0.84517,0.33641,-0.54517,-0.05826,0.05155,-0.00638
="2026/04/02 15:49:54.240",-1.74452,-0.20017,1.00619,1.79076,0.18463,-2.17543,20.97552,943.7428,-0.14229,0.20056,-1.3641,-0.82527,-0.08892,0.43492,-0.39067,0.19848,-0.18901,-0.10382,-0.00539,0.08772
="2026/04/02 15:49:54.260",-1.77261,-0.03379,1.14735,0.29703,0.03958,-1.58204,0,938.58643,-0.47448,0.01941,-1.43085,0.26599,-0.12363,0.32643,-1.05018,0.06578,0.09213,0.31043,0.03379,-0.0132
="2026/04/02 15:49:54.280",-1.04744,-0.31139,1.12051,-0.74647,0.71195,-3.70019,0,922.987,-1.42989,0.09032,-0.82638,0.0909,-0.08423,0.18561,0.42626,-0.00361,-0.65983,0.44458,0.12014,0.06786
="2026/04/02 15:49:54.300",-0.47607,-0.75171,0.28751,-1.44736,0.66581,-1.54525,0,896.00757,-0.95936,-0.13969,-0.95543,1.34266,-0.11154,0.11742,-0.26755,-0.04285,-0.00182,0.1559,0.09171,0.03246
="2026/04/02 15:49:54.320",0.2658,-0.38405,-0.60751,-2.53411,0.76034,-2.17306,0,862.54865,-1.67101,-0.05794,-0.17883,1.49586,-0.10201,-0.02492,0.73414,-0.04882,-0.30351,0.2346,-0.02065,0.03055
="2026/04/02 15:49:54.340",1.14802,-0.69416,-0.49934,-2.66119,0.9484,-1.68094,0,831.56976,-1.19766,-0.06448,-0.05104,1.30947,-0.17635,0.14986,1.2,-0.08448,-0.20927,0.20642,0.05701,0.09691
="2026/04/02 15:49:54.360",1.8262,-0.63873,-1.04054,-2.91064,0.6293,0.65576,0,804.02136,-0.54178,-0.07357,-0.01573,2.06641,-0.20959,0.29758,0.83954,-0.12766,0.04444,0.2407,0.09309,0.14265
="2026/04/02 15:49:54.380",2.01378,-0.51606,-1.59171,-2.63823,0.70043,-0.31244,17.60466,787.46674,-0.63763,-0.17067,0.75312,1.59432,-0.14767,-0.20308,1.65663,-0.05577,-0.10109,0.87244,0.16885,0.22979
="2026/04/02 15:49:54.400",2.02766,-0.34303,-1.95839,-2.27726,0.04405,1.42743,43.57271,784.23407,0.23524,-0.0248,0.48715,1.5207,-0.09503,-0.21418,1.44014,-0.1426,-0.96618,0.10806,0.04325,0.03399
="2026/04/02 15:49:54.420",1.7627,-0.2058,-2.4092,-0.92691,-0.47931,2.50877,63.83486,794.07367,0.22126,-0.44351,0.10179,1.98699,-0.00855,-0.70425,0.96557,-0.15907,-0.14761,0.23328,0.04307,-0.03884
="2026/04/02 15:49:54.440",1.18247,-0.06421,-2.54808,-0.91699,-0.25808,-0.20652,78.62263,816.47351,0.65155,-0.00018,0.67825,1.3433,0.07406,-0.53639,1.31886,-0.30949,-0.85353,0.59,-0.00889,0.07271
="2026/04/02 15:49:54.460",0.31028,-0.20891,-2.05942,0.01924,-0.29302,0.62054,82.36344,843.55255,1.23579,0.00756,-0.34762,0.993,-0.00094,-0.26305,0.2706,-0.23277,-0.85584,0.02846,-0.04745,0.0184
="2026/04/02 15:49:54.480",-0.28894,0.18131,-1.75091,1.68278,-0.36475,-0.58164,75.36229,875.35718,0.66025,0.01745,-0.21309,0.78479,0.04251,-0.58789,0.11491,0.05326,-0.17381,-0.30867,0.05053,-0.04342
="2026/04/02 15:49:54.500",-1.08669,0.03738,-0.81689,0.65945,-0.04411,-1.66253,59.11301,903.86206,1.24728,0.25681,-0.39337,-0.16558,-0.30101,0.52482,0.02508,0.1021,-0.61713,-0.19317,0.1053,0.01771
="2026/04/02 15:49:54.520",-1.40854,-0.05356,0.50771,1.45573,-0.16839,-0.78402,33.68794,924.15729,0.50992,0.02501,-0.59561,-0.18204,-0.01221,0.11645,-0.89695,0.18388,-0.05839,-0.20004,-0.03417,-0.06982
="2026/04/02 15:49:54.540",-1.78515,0.2224,0.73839,0.94898,0.02984,-2.70182,6.94403,935.0896,0.13559,0.18553,-0.12837,-0.72935,0.00625,-0.4252,-0.77732,0.14829,0.32852,-0.27031,-0.07683,-0.09662
="2026/04/02 15:49:54.560",-1.50953,0.20287,1.57499,-0.19496,-0.22217,-1.20827,0,931.0567,0.14064,0.16645,-0.34248,-0.71362,-0.10225,0.40145,-1.20525,0.03718,0.32274,-0.15182,-0.07617,-0.07812
="2026/04/02 15:49:54.580",-1.18951,0.49232,2.21411,0.62497,-0.17317,-1.11524,0,915.74493,-0.70136,0.08354,0.13917,-1.09032,0.12499,-0.02104,-1.09226,-0.07157,1.18028,-0.55074,-0.06887,-0.07258
="2026/04/02 15:49:54.600",-0.71496,0.61779,2.99466,-0.77062,-0.26963,-0.05273,0,889.59644,-0.25163,-0.20945,0.58364,-1.74425,0.14905,0.44472,-1.02418,-0.08362,0.71776,-0.30444,-0.10929,-0.12184
="2026/04/02 15:49:54.620",0.14144,0.66335,3.10371,-0.21966,-0.73471,1.70353,0,859.20233,-1.17146,0.03075,1.56788,-1.77952,0.05063,0.51856,-0.9168,-0.12173,0.97991,-0.9399,0.04916,0.00716
="2026/04/02 15:49:54.640",0.57268,0.64888,2.65948,0.20007,-0.35581,1.88334,0,830.83374,-0.65455,-0.07656,0.92038,-1.88372,0.19547,-0.07158,-0.3113,0.00841,0.8753,-0.13792,-0.09131,-0.03824
="2026/04/02 15:49:54.660",1.2244,0.49653,1.96872,-0.39789,-0.57747,4.10819,0,807.94452,-0.57149,-0.09702,1.38121,-1.77048,0.00395,0.25783,-0.92575,-0.12262,0.76611,-0.25603,-0.03692,-0.11834
="2026/04/02 15:49:54.680",1.4148,0.31978,1.22136,0.12133,-0.13598,2.34455,14.57781,797.00421,-0.48949,-0.2267,1.34124,-1.29594,0.05751,0.07389,0.65137,-0.11296,0.25922,-0.20545,-0.12072,-0.14014
="2026/04/02 15:49:54.700",1.25899,0.106,0.6649,0.95135,-0.55045,4.26312,45.8527,797.55438,0.70579,-0.06766,0.61649,-0.32789,0.21217,-0.02969,-0.58217,-0.1217,0.63164,0.09089,-0.035,-0.09559
="2026/04/02 15:49:54.720",1.11507,0.3589,-0.42011,1.59035,-0.21617,2.73743,72.92422,811.92603,0.29474,0.00418,0.62792,-0.39704,0.14925,0.07222,0.17564,-0.04462,-0.2505,-0.07018,0.02733,-0.00036
="2026/04/02 15:49:54.740",0.57733,-0.08826,-0.42598,2.31131,-0.21976,1.91243,91.27806,837.90619,1.05674,-0.05945,-0.22213,-0.31939,0.11963,0.17161,0.49596,0.02471,-0.46866,-0.13167,0.01937,0.06184
="2026/04/02 15:49:54.760",-0.23784,0.07191,-0.74884,2.38278,-0.3208,1.59948,96.83378,867.69891,1.062,-0.00497,-0.66103,0.43937,0.13282,-0.1487,-0.31738,0.11478,-0.31863,0.33053,0.00774,0.03284
="2026/04/02 15:49:54.780",-0.90493,-0.16468,-0.88406,2.41787,0.33509,-1.31767,90.97602,899.23914,0.53406,0.00501,-0.90394,0.1082,0.02681,-0.00371,0.67242,0.16769,-1.27395,0.37879,0.108,0.08302
="2026/04/02 15:49:54.800",-1.36174,-0.58106,-1.3639,1.76753,0.31982,-0.7513,73.45851,925.33435,0.79859,-0.01842,-1.56492,1.33056,-0.01915,-0.3552,-0.35904,0.15358,-0.79542,-0.01607,0.05288,0.04251
="2026/04/02 15:49:54.820",-1.6466,-0.30802,-1.58422,1.05615,0.39657,-3.04174,46.6201,941.81702,-0.32043,0.05384,-1.52141,1.21106,-0.08173,-0.08799,0.23477,0.16049,-0.82824,0.41776,0.09905,0.12141
="2026/04/02 15:49:54.840",-1.65663,-0.69251,-0.86858,0.06401,0.56784,-3.86461,17.10822,945.26874,-0.24823,0.19622,-1.69214,1.0015,-0.18231,0.30166,0.28529,0.07273,-1.00371,0.27972,0.08354,0.08442
="2026/04/02 15:49:54.860",-1.33595,-0.66573,-0.58484,-1.17337,0.78178,-2.97956,0,932.30603,-0.67222,0.09865,-1.45993,1.73958,-0.20959,0.3614,0.00607,-0.06557,-0.43571,0.17174,0.08329,0.10897
="2026/04/02 15:49:54.880",-0.84197,-0.50194,-0.5781,-1.83616,1.02581,-3.96872,0,909.32599,-1.43606,0.03713,-0.81413,1.36076,-0.30715,0.0921,0.68314,-0.06134,-0.06298,0.79,0.1538,0.23254
="2026/04/02 15:49:54.900",-0.01127,-0.41942,-0.36019,-3.26655,0.40913,-2.07231,0,876.77997,-1.22376,0.2231,-0.44644,1.4556,-0.24867,0.17596,0.62855,-0.18504,-0.89113,0.08744,-0.02496,0.05597
="2026/04/02 15:49:54.920",0.93384,-0.36855,-0.55712,-3.10308,-0.10103,-0.22615,0,840.52655,-1.63989,-0.33384,-0.38799,2.11941,-0.17928,-0.25601,0.61823,-0.2102,0.6098,0.05608,0.00797,-0.02315
="2026/04/02 15:49:54.940",1.50176,-0.05232,-0.93107,-4.00347,0.17366,-1.05734,0,808.4278,-1.0322,0.19644,0.86081,1.73677,-0.14547,0.02376,1.20635,-0.36184,-0.04478,0.62237,-0.00913,0.04118
="2026/04/02 15:49:54.960",2.00253,-0.24332,-0.7497,-3.72128,0.14351,0.92994,0,783.9245,-0.2305,-0.24828,0.76599,1.61715,-0.12592,-0.01923,0.70229,-0.26459,0.0326,0.09621,-0.06053,0.03427
="2026/04/02 15:49:54.980",2.24646,0.14652,-1.06158,-1.63595,-0.28821,1.47133,13.28979,774.48279,-0.21434,-0.1435,1.12169,1.11501,0.02494,-0.28561,0.77256,0.11114,0.7517,-0.30419,0.02604,0.02041
="2026/04/02 15:49:55.000",1.84746,0.20866,-0.79925,-1.82623,-0.08078,1.54896,41.95621,778.06451,0.9103,0.03274,1.21517,0.09579,-0.04329,0.01483,0.94476,0.09359,0.03171,-0.1402,0.12133,0.01011
="2026/04/02 15:49:55.020",1.712,0.05594,-0.24269,0.30038,-0.42108,2.67919,65.36088,796.21149,0.91895,-0.17363,0.9442,-0.28323,0.12121,-0.00594,0.13172,0.00545,0.29398,-0.13724,-0.00698,-0.06306
="2026/04/02 15:49:55.040",0.59998,0.36145,-0.67517,1.48143,-0.47115,1.25707,82.39998,825.9989,1.31846,0.09146,0.91151,-1.01517,0.08901,-0.65071,-0.09843,-0.05156,0.23866,-0.17875,-0.0583,-0.0697
="2026/04/02 15:49:55.060",0.01769,0.31115,-0.15287,1.40822,-0.64431,1.52032,87.05485,861.31372,1.79852,0.01741,0.46406,-0.92638,0.00328,0.04203,-0.62974,-0.07345,-0.07936,-0.27446,-0.0729,-0.05618
="2026/04/02 15:49:55.080",-1.01247,0.57838,0.39061,3.41706,-0.66297,0.60635,79.22104,898.22351,1.19847,0.13588,-0.05045,-1.45514,0.21196,-0.33307,-0.92499,0.07128,0.69618,-0.5534,-0.04888,-0.04999
="2026/04/02 15:49:55.100",-1.76378,0.7138,1.52337,2.72411,-0.6232,0.13346,60.09458,927.69885,1.40728,-0.06761,-0.15002,-2.08572,0.21183,0.24219,-1.19904,0.23339,-0.08868,-0.25544,-0.07962,-0.07018
="2026/04/02 15:49:55.120",-1.9069,0.70146,2.0871,2.77182,-0.86721,0.08119,32.89847,947.67657,0.10345,0.22219,0.42317,-2.02237,0.17512,0.25543,-1.35945,0.32004,0.45967,-0.97811,0.07732,-0.04139
="2026/04/02 15:49:55.140",-2.19588,0.63653,2.31223,2.79666,-0.59007,-0.67085,4.11027,953.14868,-0.01474,0.03243,-0.8624,-2.07702,0.18843,-0.0331,-1.19951,0.53271,0.39541,-0.16801,-0.10104,0.01057
="2026/04/02 15:49:55.160",-1.82981,0.25098,2.18396,1.07049,-0.51844,0.38979,0,942.12286,-0.79889,0.08805,0.01914,-2.02921,0.01587,0.56213,-1.6965,0.3311,0.44055,-0.23936,-0.05387,-0.09914
="2026/04/02 15:49:55.180",-1.37001,-0.00266,2.15649,0.16915,0.15187,-1.16673,0,919.73303,-1.34481,0.12492,-0.14712,-1.40717,-0.00938,0.3978,-0.26587,0.25674,0.49353,-0.08115,-0.10441,-0.12658
="2026/04/02 15:49:55.200",-0.63133,-0.12805,1.88442,0.00463,-0.33137,1.54561,0,887.06171,-0.91914,-0.09971,-0.28,-0.45082,-0.03598,0.35549,-1.19427,0.05487,0.84408,0.22396,-0.1045,-0.1223
="2026/04/02 15:49:55.220",0.33672,0.10932,1.07314,-1.38475,0.04971,0.39338,0,851.61346,-1.54799,0.13911,0.39545,-0.49075,-0.01777,0.51407,-0.09105,0.02844,0.37708,-0.1515,0.00067,-0.10477
="2026/04/02 15:49:55.240",1.06199,-0.2404,0.95527,-1.01998,0.07027,1.63155,0,819.81818,-0.88443,-0.0114,0.01569,-0.35576,-0.08804,0.5587,0.52752,-0.03217,0.40375,-0.07344,-0.03118,0.12009
="2026/04/02 15:49:55.260",1.46199,0.01411,0.31303,-1.35165,-0.0607,2.35382,0,796.0025,-0.66345,-0.14389,0.37043,0.42789,-0.03305,0.0683,0.33854,-0.11446,0.4622,0.336,-0.00836,-0.03447
="2026/04/02 15:49:55.280",1.71635,-0.16064,-0.41981,-1.09999,0.46766,0.7629,28.0439,786.73358,-0.41671,-0.10793,0.37431,0.23221,-0.02787,0.0268,1.40593,-0.1071,-0.35439,0.42485,0.13225,0.05813
="2026/04/02 15:49:55.300",1.60696,-0.42691,-1.5798,-0.34088,0.24499,2.22322,59.19811,790.77039,0.63436,-0.3036,-0.34897,1.38877,-0.00096,-0.34651,0.58053,-0.05318,-0.3506,0.16358,0.06433,0.04332
="2026/04/02 15:49:55.320",1.24925,-0.15636,-2.2872,-0.17578,0.54561,-0.21247,83.97436,808.26056,0.39202,-0.02137,0.0642,1.25039,0.0583,-0.22652,1.2734,0.084,-0.58468,0.34806,0.05535,0.12355
="2026/04/02 15:49:55.340",0.66623,-0.57514,-2.06984,0.50479,0.53325,-0.69637,99.52989,835.78912,1.02888,-0.05996,-0.75601,0.95438,-0.08142,-0.02975,0.95784,0.11368,-0.84743,0.18346,0.07314,0.10256
