time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ
="2026/04/02 17:28:02.040",0.00833,0.00368,-0.00903,-0.00697,-0.00808,0.03478,-0.00501,-0.00575,0.00039,19.63249,0.00096,0.00326,-0.00244,-0.02099,-0.00522,-0.0025,860.21594,0.0093,-0.00192,0.00242
="2026/04/02 17:28:02.060",0.01577,0.00691,0.00827,0.00332,-0.00186,-0.01304,-0.0155,-0.00578,-0.00603,19.20344,0.00598,-0.00486,-0.0291,-0.00913,0.00057,0.01331,859.52692,-0.00031,-0.00365,0.006
="2026/04/02 17:28:02.080",-0.0011,0.00307,0.01288,-0.00165,0.00127,-0.00283,-0.02613,-0.00439,-0.00044,19.46101,0.00829,-0.00055,-0.00537,-0.00513,0.00711,0.00167,859.75378,-0.00341,0.00335,-0.00084
="2026/04/02 17:28:02.100",-0.00451,-0.0029,0.01513,0.01001,-0.01003,0.00221,0.03252,0.00177,0.00586,19.64003,-0.0016,-0.00047,-0.00812,0.0002,0.0074,-0.00962,860.8147,0.00158,-0.00276,0.01044
="2026/04/02 17:28:02.120",0.01274,-0.00029,0.02927,0.00329,0.00926,-0.04186,0.0103,0.00025,-0.02123,19.01166,0.01522,0.00518,-0.01102,-0.00253,0.00396,0.00812,861.49628,-0.01391,-0.00179,-0.00141
="2026/04/02 17:28:02.140",0.00082,0.00286,0.00877,-0.00211,-0.00304,-0.00465,-0.01466,-0.00294,-0.01339,19.09382,-0.00782,0.00155,0.00431,-0.01065,0.00258,0.003,861.54919,0.00476,-0.00407,0.01069
="2026/04/02 17:28:02.160",-0.00696,0.00807,0.02039,0.01754,0.01275,-0.04552,-0.01566,0.0002,0.00635,19.71778,-0.00413,0.00477,0.00809,-0.00695,-0.00456,0.00301,860.97461,-0.01449,-0.0109,-0.00797
="2026/04/02 17:28:02.180",0.00045,0.00394,-0.00566,-0.00179,0.00278,-0.00872,-0.03163,-0.00407,0.00565,19.365,-0.00532,0.00359,0.00938,-0.00922,-0.00441,0.00519,860.98132,-0.00749,0.00232,0.00247
="2026/04/02 17:28:02.200",-0.00583,0.00267,0.00001,0.01564,-0.00545,0.0039,0.00477,-0.00356,0.0012,18.67055,-0.02329,0.00692,0.00386,-0.01995,-0.00331,0.01104,861.56238,-0.00002,0.00824,0.00246
="2026/04/02 17:28:02.220",0.01176,-0.00194,-0.00942,0.00661,0.00006,-0.02123,-0.0293,-0.00118,0.00044,18.88977,-0.00252,-0.00264,0.01987,-0.00271,-0.00387,0.01889,861.36328,-0.00898,0.0046,-0.00453
="2026/04/02 17:28:02.240",-0.00457,-0.00339,-0.01535,0.00192,0.00001,0.02289,0.02296,-0.00442,-0.00495,19.46872,-0.02284,-0.00474,-0.00463,-0.00168,0.00249,-0.00385,860.80432,0.00577,-0.00317,-0.00629
="2026/04/02 17:28:02.260",0.04085,-2.73956,-3.26636,0.02094,0.00087,-0.0006,0.01487,0.006,-0.01261,19.83836,-0.0003,0.00354,0.02511,-0.00165,0.0003,0.00862,861.10321,2.48929,-0.43011,-3.3333
="2026/04/02 17:28:02.280",-0.27996,-0.73229,-3.54038,-0.00479,-0.00769,0.02972,0.05734,0.01752,-0.00374,19.4838,-0.00743,0.00544,-0.02625,-0.00062,-0.00009,-0.00246,861.43549,-0.88243,-0.24846,0.9698
="2026/04/02 17:28:02.300",-0.30894,-1.15336,-1.83071,0.01504,-0.001,0.0275,0.04181,-0.00244,-0.00824,19.41003,-0.01108,0.00441,0.00205,-0.00997,-0.00809,-0.01421,860.90436,-1.36655,0.23298,1.56364
="2026/04/02 17:28:02.320",0.23575,0.10724,-0.95002,0.00749,0.00161,-0.00492,0.00463,0.00141,0.0021,20.07167,0.00286,-0.00597,-0.01668,-0.00842,-0.00076,0.00035,860.68481,2.96683,0.71483,-2.56383
="2026/04/02 17:28:02.340",-0.56364,2.01276,-1.09186,0.00006,-0.00146,0.01035,0.02054,-0.00571,0.00017,19.83735,0.0009,0.00768,-0.00584,-0.00967,-0.00548,0.00837,861.07892,-3.28898,0.25692,3.61466
="2026/04/02 17:28:02.360",0.06272,0.05119,1.9485,0.00766,0.00657,-0.02519,0.01808,-0.00383,0.00103,19.23517,0.00873,0.00242,-0.00601,-0.01961,-0.00325,-0.0079,860.8584,2.26687,-0.35092,-0.84031
="2026/04/02 17:28:02.380",-0.05922,1.7047,0.38128,-0.00708,0.00084,-0.00761,-0.00917,0.00047,-0.00722,19.29054,0.00796,0.00493,-0.02346,-0.00182,0.00161,-0.00724,860.35895,-1.55213,-0.28816,-0.92001
="2026/04/02 17:28:02.400",-0.71177,1.006,2.96375,0.00545,-0.002,-0.01505,0.00848,0.00867,-0.00546,18.84726,0.00876,0.00113,0.00077,-0.00362,-0.00305,0.00395,860.31824,-2.92031,-0.29946,4.09471
="2026/04/02 17:28:02.420",0.18403,0.3948,4.24642,-0.00857,0.00964,-0.02934,-0.05841,-0.01402,0.00122,19.0838,0.0146,0.00164,0.00393,-0.00016,0.00104,-0.00858,860.77649,2.26763,-0.33609,-2.96747
="2026/04/02 17:28:02.440",-0.45077,1.83651,3.07727,-0.00256,-0.00296,-0.02014,-0.05251,-0.0074,0.01286,19.39577,-0.00905,0.00542,0.0093,-0.01213,0.00493,0.0061,861.29224,-4.77707,-0.02775,3.55097
="2026/04/02 17:28:02.460",-0.08316,-0.7013,4.37077,0.01754,0.00742,-0.02433,-0.03678,-0.01542,0.00087,19.46074,0.00882,-0.00833,-0.00032,-0.01055,-0.01061,-0.00112,861.60724,1.35219,-0.24943,1.108
="2026/04/02 17:28:02.480",0.93906,0.04806,2.74348,-0.01362,-0.00022,-0.00726,-0.02951,-0.00545,0.00073,19.48158,-0.00866,0.00171,-0.00149,0.004,0.0022,-0.00487,861.45734,-1.28203,0.03588,-1.69875
="2026/04/02 17:28:02.500",-0.68074,-0.13859,1.25131,0.0152,-0.00233,-0.00729,-0.05658,-0.00309,0.02549,19.31636,-0.0125,-0.00597,0.01401,-0.0084,0.00226,0.0007,860.90735,-1.73465,0.40862,3.18525
="2026/04/02 17:28:02.520",0.77436,-1.77811,0.21681,-0.00668,0.009,0.00555,0.01488,0.0041,-0.00867,19.26185,-0.00649,-0.00244,0.00171,-0.00894,-0.00143,-0.00754,860.23541,3.15114,0.19559,-2.53723
="2026/04/02 17:28:02.540",0.33866,-0.3424,-3.35955,-0.0012,-0.00837,0.0327,-0.00483,0.00116,-0.00353,19.10546,-0.01621,-0.00157,0.0074,-0.01389,0.00037,-0.01542,860.4668,-2.46039,0.17691,-0.24076
="2026/04/02 17:28:02.560",-0.34163,-1.76082,-3.72483,0.01462,-0.00013,0.0148,0.01003,0.0032,0.00573,18.78463,0.00205,-0.00438,0.01509,-0.00769,-0.00053,-0.0038,860.33264,3.45602,0.33109,0.86377
="2026/04/02 17:28:02.580",0.94876,-1.17085,-5.49473,-0.00311,-0.01108,0.03701,0.04377,0.0156,-0.00396,18.7188,-0.01041,-0.0015,0.00448,-0.00216,0.0042,0.00515,859.47443,1.12137,0.20405,-4.4185
="2026/04/02 17:28:02.600",-0.9919,-1.07729,-6.83167,0.01609,-0.00589,0.01313,-0.00416,0.00617,0.00187,19.00764,0.00119,-0.00086,-0.01754,-0.00952,0.00241,-0.00295,859.26495,0.80136,0.42537,0.81064
="2026/04/02 17:28:02.620",0.04491,-1.88607,-5.63768,-0.00185,-0.00028,0.01581,-0.0169,-0.00684,0.00827,19.60413,0.00443,-0.00009,-0.00678,-0.01061,-0.0018,0.0055,859.84863,4.46492,-0.11844,-2.94038
="2026/04/02 17:28:02.640",-0.36224,-0.21617,-6.4244,0.00486,0.00337,0.01245,-0.01445,0.00187,0.01389,19.76102,-0.00269,-0.0011,-0.01591,-0.00646,0.00206,-0.00518,860.7558,-1.49598,-0.24809,-2.11018
="2026/04/02 17:28:02.660",-1.54198,-1.0279,-3.34029,0.00985,0.00791,-0.01447,-0.0077,-0.00694,-0.00197,19.11302,0.01084,0.00227,-0.01615,-0.01445,-0.00336,0.00633,861.34277,3.46469,-0.18245,1.23746
="2026/04/02 17:28:02.680",0.39426,-0.12451,-1.1403,-0.01425,0.00187,0.00237,-0.04815,-0.00239,0.01023,19.27344,0.00031,0.00021,-0.01093,-0.0024,-0.00218,-0.00561,861.34357,-0.46297,-0.18481,-2.76869
="2026/04/02 17:28:02.700",-1.44631,0.08062,0.71668,0.00972,-0.00054,-0.03307,-0.01045,-0.01224,0.00852,19.90461,0.00146,-0.00203,-0.00442,-0.00678,0.00192,-0.00291,861.32245,-0.90557,0.0991,1.51004
="2026/04/02 17:28:02.720",-0.04098,-0.14101,3.93446,0.0077,0.00679,-0.02714,0.0445,0.00566,0.00151,19.65154,0.00522,0.00179,-0.00673,-0.00987,-0.00456,-0.00816,861.26678,1.31121,-0.27885,1.34357
="2026/04/02 17:28:02.740",0.05209,0.94827,4.71903,0.00748,0.00035,-0.02254,0.02008,0.01346,-0.00552,18.84961,-0.00711,0.00151,-0.01078,-0.00392,0.00959,-0.00239,860.76062,-4.0122,-0.37263,-0.06146
="2026/04/02 17:28:02.760",-0.79173,0.55376,6.5571,0.02086,0.0057,-0.03647,0.02908,0.00272,0.01507,18.87671,0.00036,-0.00914,0.00785,1.00128,-0.16778,-0.27836,860.53735,0.45463,-0.43384,3.92662
="2026/04/02 17:28:02.780",0.74728,1.09727,6.52981,-0.0053,0.00008,-0.00056,0.00489,0.00751,-0.00157,18.90736,-0.01735,-0.00079,0.00375,-0.66907,0.68907,-0.59428,860.99042,-3.23868,-0.52226,0.32336
="2026/04/02 17:28:02.800",-0.23536,1.30015,6.225,0.0251,0.00487,-0.01304,0.00545,-0.00219,0.00136,18.67104,-0.00351,-0.00046,0.00477,-4.58095,-0.31091,0.02423,861.16754,-2.50099,-0.48361,1.90382
="2026/04/02 17:28:02.820",0.18957,1.50805,4.47989,0.00122,-0.00055,0.01078,0.0039,0.00482,0.0044,18.82059,-0.00566,0.00215,0.00382,-0.46994,0.26257,-1.09724,860.84668,-0.10324,-0.72177,2.14723
="2026/04/02 17:28:02.840",0.99869,1.14047,2.88036,0.00149,-0.00332,0.01677,0.02859,0.00671,0.00257,19.16727,-0.01392,-0.00456,0.00731,-1.43565,0.54742,-0.48895,860.49139,-3.57534,-0.95343,-0.77813
="2026/04/02 17:28:02.860",-0.35593,0.70791,1.37961,0.00927,-0.0128,0.02189,-0.04399,-0.01028,0.01984,19.1825,-0.00036,0.00588,0.00593,-2.48455,0.16933,1.49124,860.75751,2.00918,-0.57483,1.23442
="2026/04/02 17:28:02.880",0.81182,1.12014,-1.54211,-0.00136,-0.00628,0.03305,0.0155,-0.00044,-0.0017,18.73045,-0.0101,-0.00177,-0.00694,2.40665,0.30415,-0.74149,860.7796,-1.7973,0.08417,-0.46749
="2026/04/02 17:28:02.900",-0.13389,-0.18984,-2.75669,0.00328,0.00403,0.01723,-0.02493,0.0006,-0.00743,18.63853,0.00125,-0.01008,-0.01303,-1.44167,-0.22635,0.7855,860.94177,0.66871,0.75502,-2.10026
="2026/04/02 17:28:02.920",-0.47106,0.00409,-4.8362,0.00533,-0.00833,0.00804,0.05279,0.00853,-0.01266,19.31217,0.00042,0.00307,-0.01659,1.4813,-0.24045,1.18289,861.22998,2.49603,0.7017,0.11079
="2026/04/02 17:28:02.940",0.08203,-0.76176,-5.17245,0.00242,-0.00319,-0.00004,-0.02608,0.01068,0.00938,20.1022,0.00038,0.00299,-0.0207,1.86042,0.05833,-0.85531,861.00653,-1.41687,0.35996,-2.67234
="2026/04/02 17:28:02.960",-1.1831,-1.29209,-4.97321,-0.0046,-0.00538,-0.00967,-0.03876,-0.00842,0.00289,20.12433,0.00073,0.00404,-0.01445,-0.25454,-0.60178,1.6724,860.91101,3.76174,0.24885,-1.45652
="2026/04/02 17:28:02.980",-0.3761,-0.7102,-4.68292,0.00095,0.00401,-0.00834,-5.14656,-0.00105,0.271,19.61327,-0.00426,-0.00867,-0.01831,3.72252,0.16894,-0.62451,861.06024,-0.47194,0.09728,-0.95549
="2026/04/02 17:28:03.000",-1.24063,-1.88915,-2.6142,0.00917,0.00147,-0.04918,0.00855,0.63762,0.34988,19.37821,0.00442,0.0091,0.0046,0.09711,0.35727,-0.35553,860.99823,1.37708,0.0155,-1.88209
="2026/04/02 17:28:03.020",-0.91931,-1.3662,-2.63535,-0.0025,0.00119,-0.02285,1.06427,-0.27769,-0.27748,19.55323,0.00737,0.00277,-0.01486,1.68385,-0.42771,1.19508,860.84802,1.72176,-0.02796,0.15978
="2026/04/02 17:28:03.040",-0.11807,-2.02242,-0.51472,0.00738,0.00124,-0.03447,0.8522,-0.3061,-0.60953,19.30168,-0.00853,0.00309,0.02152,1.68281,0.54189,-1.75099,861.0202,-1.94847,-0.13735,-1.20236
="2026/04/02 17:28:03.060",-0.68367,-1.62795,0.76297,0.01292,-0.00089,-0.00444,1.46057,-0.0951,-0.1096,19.06967,0.00591,-0.00435,-0.01543,-1.16635,-0.2084,0.46248,861.19391,2.39326,-0.12357,0.34363
="2026/04/02 17:28:03.080",1.14015,-0.15616,1.45222,0.00391,-0.00401,-0.0044,1.75774,0.06102,0.12583,18.85549,-0.01539,-0.00372,0.01549,1.19601,-0.0632,-0.19926,861.5481,-1.89794,-0.0854,1.59487
="2026/04/02 17:28:03.100",0.89139,-0.80882,2.40409,0.01921,0.0003,-0.01088,0.27024,-0.13551,-0.22033,19.32112,-0.00111,-0.00256,-0.00861,-1.73156,0.18192,-1.78164,861.41736,0.70621,-0.52857,-0.21903
="2026/04/02 17:28:03.120",1.11694,0.5028,1.52465,0.00416,-0.00199,0.02849,1.62979,-0.00292,-0.03205,19.81767,-0.00801,0.00205,0.01891,-0.99811,-0.69688,0.80061,860.54767,0.59317,-0.5781,1.67389
="2026/04/02 17:28:03.140",1.50427,0.50641,1.51352,0.01563,-0.0001,0.01719,1.04192,0.04702,0.0434,19.23155,-0.01708,-0.00475,-0.00368,-1.16306,0.3993,-1.75389,860.42065,-2.12267,-0.54882,0.71288
="2026/04/02 17:28:03.160",0.7819,0.82037,1.48186,0.01057,0.00947,0.02581,0.27727,-0.07697,-0.15734,18.93514,0.00698,0.00661,0.01979,-3.02047,0.14913,0.1662,860.43091,2.21564,-0.49401,0.08234
="2026/04/02 17:28:03.180",1.03343,1.89737,-0.11542,-0.00717,0.00389,0.02175,0.55676,0.13539,0.24983,19.65383,0.00202,-0.00787,-0.01628,-0.41584,-0.00112,-0.07462,860.89532,-2.16598,-0.33694,1.08838
="2026/04/02 17:28:03.200",0.32215,1.20003,0.70659,0.01709,0.00191,0.0156,0.12004,0.02427,-0.00265,20.48792,0.00648,0.00329,-0.00884,-2.33015,0.51655,-1.54222,861.50208,0.80877,-0.36963,-0.71232
="2026/04/02 17:28:03.220",-0.14943,1.98293,-0.20369,0.00131,-0.00813,0.01305,-0.4172,0.07718,0.02019,20.00664,-0.05502,-0.97772,-0.2108,-0.93031,-1.08936,2.65101,860.83704,0.22909,-0.09611,0.15199
="2026/04/02 17:28:03.240",-0.7567,1.34731,0.88143,0.00418,-0.00416,0.00484,-0.79026,0.12981,0.18688,19.34162,-1.2541,0.00368,-0.23262,-0.57292,0.07785,-0.25,859.90131,-1.46639,0.07809,-0.26206
="2026/04/02 17:28:03.260",-1.25978,0.93956,0.41227,0.00362,-0.00387,-0.00827,-1.34849,-0.08464,-0.08672,19.20247,-1.63163,0.7568,0.44219,-1.03605,-0.14064,0.19468,860.0191,1.54238,0.32203,-0.30574
="2026/04/02 17:28:03.280",-1.31552,0.65007,0.62129,-0.06817,-0.01224,-0.06181,-1.08967,0.13571,0.14057,19.26551,0.46852,0.59066,-3.66952,0.67468,-0.44188,1.99546,860.87775,-2.57395,0.50779,0.49566
="2026/04/02 17:28:03.300",-1.72296,-0.30725,2.13499,4.66691,-3.18391,4.2099,-1.32032,0.10073,0.19429,19.45918,-1.27481,-0.06725,1.88589,-0.15498,0.31378,-0.93349,861.1236,-0.07701,0.46617,-0.32599
="2026/04/02 17:28:03.320",-1.24759,0.17767,1.70326,-2.50426,3.03215,-9.2097,-1.43305,-0.01862,-0.01951,19.08917,1.57277,0.17868,-0.98535,1.46709,-0.63159,1.58296,860.46191,-0.88131,0.67038,0.87559
="2026/04/02 17:28:03.340",-0.82474,-0.58933,2.35141,0.73068,1.13937,1.97689,-1.10636,0.13814,0.1662,18.82912,0.12724,-0.00011,-1.32491,1.70011,-0.23242,0.04554,860.36981,-1.64279,0.38539,0.39024
="2026/04/02 17:28:03.360",-0.57621,-1.13762,2.19114,0.12485,1.07943,-4.36426,-1.07881,-0.1021,-0.11747,19.44149,-0.05477,0.15856,3.99279,2.09867,-0.13681,-0.10801,860.60919,0.76593,0.27999,0.56109
="2026/04/02 17:28:03.380",0.41719,-0.66935,0.88257,-2.70115,0.75054,-2.70101,-0.45267,0.08621,0.09555,19.92435,1.62124,-0.22185,-1.01042,2.7996,-0.49762,1.47061,860.81036,-1.7478,0.25825,0.7747
="2026/04/02 17:28:03.400",0.41045,-1.5015,-0.00861,2.77613,-1.1416,5.55472,-0.05605,0.01362,0.07464,19.35172,-1.44822,-0.1553,3.7524,1.37194,0.45822,-0.9491,860.59082,1.37046,0.27654,-0.22425
="2026/04/02 17:28:03.420",1.13908,-1.12055,-2.14628,-3.1366,1.2882,-5.29508,-0.05325,-0.17215,-0.46195,19.28884,1.33521,-0.61155,2.63683,2.72723,-0.06931,0.59004,860.50122,0.71796,0.14183,-0.13492
="2026/04/02 17:28:03.440",1.13034,-1.39984,-3.29101,0.73454,-1.10202,8.7946,0.68726,0.09541,0.0912,19.85703,-0.60056,-0.36972,0.60512,0.90304,0.09254,-0.21761,860.60858,0.45072,0.10132,-0.34134
="2026/04/02 17:28:03.460",0.97667,-1.07489,-4.12356,3.09698,-1.40655,4.28672,0.63253,-0.12572,-0.1602,19.50157,-0.52146,0.04653,3.76186,1.39126,0.12032,-0.77885,860.78809,2.44887,-0.12029,-0.66816
="2026/04/02 17:28:03.480",1.02037,-0.32432,-4.58462,-3.20648,-0.78091,2.27806,1.31342,-0.09264,-0.08081,18.82527,1.75181,-0.42202,-1.34861,1.14582,-0.40216,0.21526,860.57941,0.56762,-0.08804,-1.06287
="2026/04/02 17:28:03.500",0.36673,-0.09246,-4.45827,3.28257,-2.28017,9.95923,1.46774,0.07442,0.095,18.8038,-1.62761,0.03738,-0.26833,-1.19705,0.14575,-1.2618,860.32855,2.30284,-0.19138,-0.65558
="2026/04/02 17:28:03.520",0.22786,0.28898,-4.64717,1.13723,-0.24666,-1.23648,1.38975,-0.16728,-0.2034,19.56394,2.05074,0.39356,-0.62057,0.12226,-0.33703,-0.1339,860.32001,1.34082,-0.42315,-1.37525
="2026/04/02 17:28:03.540",-0.29734,0.25771,-2.95466,-1.93224,-1.41366,4.46817,1.92139,-0.04032,-0.02143,19.90985,-0.39749,-0.12184,-4.40987,-1.99775,-0.27405,-0.07607,860.54834,0.44105,-0.10798,-1.10988
="2026/04/02 17:28:03.560",-1.00018,0.27523,-1.24138,4.09212,-0.13943,-0.65492,1.31469,-0.05048,0.06734,19.74121,-0.68772,0.74629,-1.71221,-1.5843,-0.11661,-0.58385,860.88458,1.19258,-0.10463,-0.35049
="2026/04/02 17:28:03.580",-0.64184,0.63647,0.51392,-3.91651,1.19245,-6.37626,0.93054,-0.0074,-0.0524,19.56377,1.57867,-0.16435,-4.42265,-1.99024,-0.41753,0.63404,862.55017,-1.22343,0.01115,-0.48521
="2026/04/02 17:28:03.600",-1.44874,0.56179,2.6972,0.75354,0.23928,-1.49193,0.69971,-0.01459,-0.02759,20.2131,-2.47337,0.63902,-3.26433,-3.36232,0.07736,-0.71442,866.92249,-0.29919,-0.26135,0.5981
="2026/04/02 17:28:03.620",-0.70974,0.83761,4.17615,0.67636,1.814,-10.44819,0.52363,-0.08723,-0.26856,20.33627,1.3078,0.23632,-1.25447,-1.4898,-0.16207,0.47219,868.0166,-1.513,-0.38648,0.71822
="2026/04/02 17:28:03.640",-0.78854,0.77355,5.21786,-5.17019,0.66533,-4.91846,-0.0214,0.13721,0.17322,19.70961,-1.71855,-0.22322,-2.79939,-3.36755,-0.19648,0.28942,871.21594,-2.35674,-0.3809,1.0999
="2026/04/02 17:28:03.660",-0.49718,0.65556,5.8698,2.67505,1.58271,-7.16192,-0.62154,0.14246,0.10108,20.0333,-1.25661,0.59554,0.87431,-1.51221,0.10884,0.19216,871.25787,-1.21171,-0.29712,1.74356
="2026/04/02 17:28:03.680",0.27387,0.47509,4.74239,-3.55383,1.7223,-7.74043,-0.75305,-0.0268,-0.02729,22.32359,0.77856,-0.50056,1.26232,-0.97684,-0.23662,0.64466,865.55499,-2.64465,-0.31846,0.95794
="2026/04/02 17:28:03.700",0.31302,0.05979,4.33544,-0.63188,0.70522,-0.36879,-1.12119,0.12816,0.22212,22.74717,-3.01328,-0.04268,1.80513,-1.74031,0.07031,0.31181,860.80951,-1.54975,-0.14192,2.25944
="2026/04/02 17:28:03.720",1.11059,-0.05878,3.28642,3.01227,1.36496,-4.32885,-1.26032,0.08638,0.16627,24.95099,0.94097,-0.44005,3.8985,1.42806,-0.06432,0.32791,849.78278,-0.52391,-0.1662,0.74137
="2026/04/02 17:28:03.740",1.43231,0.7571,1.34757,-3.25006,0.16649,2.60758,-1.37722,0.14975,0.23935,25.04147,-0.9349,-0.22808,3.16722,-0.11851,0.03253,0.40904,842.94781,-1.07233,-0.07301,0.80471
="2026/04/02 17:28:03.760",0.73286,0.11706,-0.21749,5.64059,0.2443,4.01883,-1.97058,0.20331,0.26615,21.00138,-0.83715,-0.30543,3.43931,0.9287,0.18184,0.11609,835.67798,1.13594,0.00931,0.62616
="2026/04/02 17:28:03.780",1.16595,-0.12263,-2.61827,0.42002,0.00611,4.66678,-1.24219,0.04183,0.07682,21.44125,2.29023,-0.5704,3.16534,1.62087,-0.02587,0.2243,829.81781,0.53243,0.11966,-0.81251
="2026/04/02 17:28:03.800",0.14754,-0.1204,-4.26031,0.94576,-1.06348,9.1489,-0.97191,0.17193,0.15236,17.1525,-0.85083,-0.4682,2.33797,1.43846,0.32351,-0.68817,836.50189,0.96922,0.58661,-0.63451
="2026/04/02 17:28:03.820",-0.02576,-0.57659,-4.93637,5.80307,-0.5177,5.60159,-0.53649,-0.00832,0.04686,13.49707,3.03692,-0.52506,0.92034,2.57391,0.28592,0.03509,839.87592,1.62384,0.5267,-1.28915
="2026/04/02 17:28:03.840",-0.73274,-0.83042,-5.54086,-2.15754,-1.766,9.84934,-0.38049,0.06888,0.09785,12.81826,1.05793,0.17932,0.38324,0.7687,0.08353,-0.26372,853.37708,0.75957,0.27149,-1.98161
="2026/04/02 17:28:03.860",-1.42027,-1.04266,-4.79743,2.75739,-1.24019,3.60945,0.06644,-0.01735,0.22375,5.37045,1.16022,-0.05032,-1.36467,2.09312,-0.09931,-0.44791,868.93256,1.778,0.06072,-1.08931
="2026/04/02 17:28:03.880",-1.34453,-1.06539,-3.74082,1.05303,-2.26455,4.01199,0.33663,-0.13975,-0.08611,6.54511,3.14263,0.15616,-1.6221,1.69158,-0.01362,0.10676,879.50256,0.69693,-0.07456,-2.02594
="2026/04/02 17:28:03.900",-1.74239,-0.61541,-1.52706,-2.92344,-1.60055,1.35226,1.06868,-0.06793,-0.05416,6.04913,-0.66668,0.33642,-2.42261,0.47602,0.15166,-0.13156,896.85657,0.85284,-0.04184,-0.78005
="2026/04/02 17:28:03.920",-1.29119,-0.80639,-0.5193,1.37625,-0.67824,-3.85664,1.40883,-0.06218,-0.05377,5.84125,1.92137,0.07042,-3.26726,1.28248,-0.02437,0.04131,897.82819,1.36663,0.1821,-0.97938
="2026/04/02 17:28:03.940",-0.91462,-0.83919,0.48407,-4.62576,-1.49141,-0.46211,1.47287,-0.09867,-0.05538,15.12136,-0.82056,0.2957,-1.68433,-0.4661,0.10474,-0.25499,900.22107,-0.82205,-0.14027,-0.20578
="2026/04/02 17:28:03.960",-0.49138,-1.08964,1.71918,-1.81253,0.21722,-7.41431,1.53143,-0.11527,-0.08934,15.53069,-1.34697,0.09338,-2.30074,-0.00691,-0.05302,-0.29269,897.06592,1.20621,-0.36515,0.72336
="2026/04/02 17:28:03.980",0.68445,-0.37799,1.73398,-1.96349,-0.06034,-3.59588,1.86003,-0.09298,-0.14386,26.05672,-0.05955,-0.22118,-1.00898,0.3134,-0.11262,-0.80498,881.59894,-0.90071,-0.41734,0.28975
="2026/04/02 17:28:04.000",1.03136,-0.03295,2.47459,-4.74249,0.66421,-4.28908,0.97666,-0.10105,-0.11788,36.1232,-2.92306,0.10848,0.01163,-1.06635,0.11532,-0.53527,873.42908,-0.73701,-0.19566,1.44118
="2026/04/02 17:28:04.020",1.58457,0.36253,2.85755,0.79727,1.35027,-6.08276,1.14156,-0.2349,-0.28752,39.01692,0.00369,-0.03608,-0.48438,-0.84274,-0.19974,0.3613,850.87372,0.45803,-0.29191,1.39603
="2026/04/02 17:28:04.040",1.79182,0.92188,2.34921,-2.05513,0.34604,0.50286,0.65795,-0.04891,-0.11408,49.71468,-1.91401,0.21698,1.81174,-1.46153,0.02449,-0.29783,835.42517,-1.34161,-0.50708,1.06158
="2026/04/02 17:28:04.060",1.18189,0.93047,1.69441,0.9213,2.12543,-5.47847,0.16436,0.15971,0.09543,46.35028,-1.26889,-0.57239,0.14042,-1.15116,-0.19554,-0.07456,825.5459,0.51902,-0.55139,1.17799
="2026/04/02 17:28:04.080",1.34734,1.41809,1.27942,3.16015,1.80889,0.57666,-0.3628,0.03906,-0.16273,46.09618,0.25723,0.08158,1.07479,-1.22359,0.09005,0.13599,812.66278,-0.79176,-0.48789,0.37606
="2026/04/02 17:28:04.100",0.22896,1.58733,0.71139,0.81671,2.00392,-0.60795,-0.48057,0.03612,0.01729,42.95031,-1.4738,-0.12323,1.39935,-1.52105,0.28127,0.09715,818.84863,-0.40207,-0.38694,0.29446
="2026/04/02 17:28:04.120",-0.15985,1.10818,-0.02841,5.0075,2.09026,-1.16186,-0.97339,0.13023,0.12867,28.43681,1.46531,-0.16228,-0.39529,-0.74151,0.01871,0.69262,822.82605,0.19509,0.05818,0.17099
="2026/04/02 17:28:04.140",-1.09536,1.13126,0.39315,2.17681,0.56653,3.68953,-1.3832,0.14218,0.17631,22.75603,-0.09503,0.15844,1.17265,-0.99949,0.12436,0.32277,836.6051,-2.01929,-0.00072,0.13344
="2026/04/02 17:28:04.160",-1.25838,0.81747,0.44503,3.08669,1.49366,-2.58056,-1.55866,0.14617,0.13772,6.82936,0.92654,-0.22571,-0.30206,-0.05665,-0.17089,0.77803,857.32922,1.00853,0.40094,-0.59076
="2026/04/02 17:28:04.180",-1.6025,0.71494,0.18891,2.95387,0.04739,2.55415,-1.30145,0.06825,0.1242,0,1.57739,0.08254,-0.29435,0.2926,-0.20701,0.60584,869.92334,-1.98773,0.48836,-0.50333
="2026/04/02 17:28:04.200",-1.88932,-0.18279,0.62599,0.49901,0.04067,0.15504,-1.73507,-0.0109,-0.03946,0,-0.33893,0.15786,0.84985,-0.14799,0.15807,0.4389,889.88977,-0.92418,0.19823,-0.0562
="2026/04/02 17:28:04.220",-1.44487,-0.41433,0.68405,0.78964,-0.02178,-1.79548,-1.16448,0.12592,0.11591,0,1.28043,-0.28316,-0.32373,0.90982,-0.25844,0.73294,895.77026,-0.18765,0.22266,-0.32246
