time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ
="2026/04/02 17:29:46.520",0.81608,0.99201,-1.26164,0.18534,-0.13584,-0.88008,1.11985,-0.05241,-0.14574,27.61819,1.43966,0.08184,-1.69703,2.59805,-0.12552,0.07166,874.19952,0.71032,-0.23784,-1.22222
="2026/04/02 17:29:46.540",1.127,1.09156,-0.75325,0.27358,0.02988,1.13156,1.16526,-0.13718,-0.12141,31.78227,1.37672,0.31835,-1.87289,1.46411,-0.15912,-0.15044,873.37616,0.29453,-0.34041,-0.5172
="2026/04/02 17:29:46.560",0.93696,0.76247,-1.13068,0.39876,0.49459,-1.60079,1.4273,-0.09355,-0.14067,34.2586,1.32846,0.24856,-1.73113,1.98,-0.17369,0.26714,874.12115,0.18455,-0.57761,-0.51229
="2026/04/02 17:29:46.580",1.23622,0.52551,0.17645,0.02993,0.94952,-3.17381,1.76442,-0.27387,-0.27838,34.12936,1.9689,0.00238,-2.45385,1.15558,-0.16993,0.01917,872.14771,0.35446,-0.37739,-0.88564
="2026/04/02 17:29:46.600",0.47439,0.69695,0.40511,-0.43693,1.33099,-2.52269,1.18698,-0.19593,-0.17039,33.38636,0.41865,0.12453,-1.06213,0.31834,-0.12328,-0.01803,869.31982,-0.47312,-0.18411,0.33141
="2026/04/02 17:29:46.620",0.78903,0.36906,1.2638,-0.19832,2.06754,-5.95316,1.0776,0.0024,0.015,30.48813,1.20998,-0.0992,-1.91765,-0.25175,-0.30648,0.51234,865.44183,-0.17037,0.21004,0.09295
="2026/04/02 17:29:46.640",0.23481,0.27323,1.26954,-0.888,1.33384,-3.22618,0.92543,0.0067,-0.09492,27.63455,-0.07925,0.05106,-0.98934,-1.13022,-0.16222,-0.04172,860.4787,-0.38861,0.18381,0.27123
="2026/04/02 17:29:46.660",0.13018,-0.03013,1.9763,0.03395,1.44839,-4.47574,0.60569,-0.08477,-0.17865,23.93496,0.32434,0.29694,-0.92789,-1.1424,-0.16431,0.50792,856.49146,-0.80207,0.16783,1.11162
="2026/04/02 17:29:46.680",-0.06694,-0.31652,2.05894,-0.11026,0.323,-2.76147,0.17962,-0.15071,-0.06439,20.08807,0.22638,-0.28005,-0.27039,-2.16641,-0.01397,-0.34165,850.91962,-0.20911,0.11734,0.63015
="2026/04/02 17:29:46.700",-0.28519,-0.41428,1.8479,-0.45151,0.89376,-2.63901,-0.34474,0.08486,0.11805,17.77912,-1.03221,0.1947,0.60475,-1.8538,0.07717,-0.15997,847.89441,-0.93506,0.22027,1.16755
="2026/04/02 17:29:46.720",-0.46318,-1.31501,0.54527,-0.04126,1.35162,-3.84651,-0.70034,0.14329,0.10007,13.86292,-0.39486,-0.3724,0.54885,-2.02513,0.04888,0.12853,844.91339,-0.33061,0.29398,0.81851
="2026/04/02 17:29:46.740",-0.4889,-1.26462,1.10112,-0.23912,0.68593,0.58155,-1.22005,0.06783,0.1132,11.78655,-1.61515,0.01465,1.59558,-2.51108,0.17451,-0.1392,842.96814,-1.26499,0.42402,1.353
="2026/04/02 17:29:46.760",-0.50097,-1.08822,0.85389,0.23573,0.43662,-1.17619,-1.4148,0.06567,0.11575,10.41505,-1.13,-0.1262,1.695,-1.63248,0.22107,-0.03388,844.38593,0.15799,0.48764,0.82905
="2026/04/02 17:29:46.780",-0.57431,-0.52122,0.19806,-0.13635,-0.59935,2.08562,-1.56493,0.1515,0.19811,9.3791,-0.92513,-0.25128,1.72706,-2.06873,0.21382,-0.21286,845.47723,-0.49972,0.53545,0.41106
="2026/04/02 17:29:46.800",-0.59406,-0.65326,-0.12046,0.19033,-1.11549,3.46807,-1.76071,0.13287,0.21684,10.39284,-1.66859,-0.13095,2.45883,-1.94765,0.38447,-0.07132,849.86475,-0.28794,0.20242,0.64764
="2026/04/02 17:29:46.820",-0.74557,-0.39026,-0.1624,0.36987,-1.11261,2.68253,-1.39212,0.19443,0.21896,10.40608,-0.14713,-0.14087,1.27671,-1.35641,0.213,0.04027,853.8197,1.01377,-0.09131,-0.42613
="2026/04/02 17:29:46.840",-0.44036,0.16381,-0.71796,0.19451,-2.08064,6.17423,-1.05804,0.12784,0.16585,11.80363,-1.11177,-0.11738,2.18801,-0.00147,0.26775,-0.34386,858.83728,-0.25901,0.01489,0.20811
="2026/04/02 17:29:46.860",-0.58949,-0.09315,-0.88456,0.92472,-1.78677,3.93715,-0.5817,0.09444,0.06572,12.89576,0.12368,-0.16544,1.20995,0.33489,0.12958,0.14528,864.78491,0.89641,0.03296,-0.51628
="2026/04/02 17:29:46.880",-0.18141,0.27306,-1.65979,-0.01285,-2.10127,5.3762,-0.46144,0.01546,0.1519,14.40883,-0.12644,-0.08649,0.94561,1.01232,0.08133,-0.43747,868.84875,0.39105,-0.20682,-0.84925
="2026/04/02 17:29:46.900",-0.12174,0.43472,-1.66008,-0.41198,-0.98886,3.40983,-0.31963,-0.07164,0.11215,17.46439,-0.0744,0.06927,0.2907,1.66694,-0.05661,-0.49505,875.29291,0.22134,-0.21549,-0.65562
="2026/04/02 17:29:46.920",0.29833,0.57294,-1.65515,0.93318,-1.64269,3.51262,0.74919,-0.03596,-0.09921,18.97598,1.244,0.03129,-0.78693,1.86722,-0.01739,-0.29744,877.25183,1.15727,-0.21885,-1.58804
="2026/04/02 17:29:46.940",0.4798,1.13489,-1.28918,-0.37325,-1.66563,3.28355,0.9284,-0.06921,-0.09983,22.20291,0.58231,0.28033,-0.75667,2.39634,0.03719,0.18727,877.41437,-0.152,-0.43889,-0.95888
="2026/04/02 17:29:46.960",0.70538,0.79314,-0.94197,0.03306,-0.37394,-0.32576,1.27893,-0.12409,-0.18836,24.20369,1.56908,0.21008,-1.77879,2.56422,-0.17633,-0.14434,876.96637,1.63141,-0.32917,-1.37601
="2026/04/02 17:29:46.980",0.652,0.65676,-1.44446,-0.46284,-0.35514,1.13361,1.49147,-0.11328,-0.09652,26.67618,1.20902,0.15579,-1.78041,2.00881,-0.2501,0.08459,874.31958,-0.25158,-0.36424,-0.86454
="2026/04/02 17:29:47.000",0.72598,0.11135,-0.42058,-0.1307,0.75883,-2.64891,1.41325,-0.13353,-0.15269,29.40483,0.9475,0.20193,-1.77819,2.04234,-0.1561,0.10863,872.61292,0.68953,-0.14981,-0.61724
="2026/04/02 17:29:47.020",0.55731,0.39936,-0.18357,-0.2275,1.35997,-3.15535,1.97761,-0.07579,-0.10367,30.30239,1.58755,0.008,-2.439,1.803,-0.34842,0.05409,867.72589,0.54205,-0.19993,-0.53564
="2026/04/02 17:29:47.040",0.73615,0.58347,0.53727,-0.63696,1.50307,-3.14972,1.15092,-0.2466,-0.20986,31.77991,0.77616,0.16824,-1.52768,1.29899,-0.14087,0.23986,863.46338,-0.93694,0.10946,0.48699
="2026/04/02 17:29:47.060",0.38512,0.03415,1.41728,-0.48655,2.03773,-6.20935,0.81214,-0.06811,-0.21607,30.86711,1.49005,0.04324,-1.89029,0.13501,-0.17993,0.44287,858.63745,0.78802,0.10778,0.16806
="2026/04/02 17:29:47.080",0.38242,0.13035,1.27497,-0.5118,1.65752,-3.83299,0.88873,-0.07076,-0.03142,29.66031,0.46865,0.08393,-1.02367,-0.13923,0.01447,0.31642,853.24817,-1.13279,0.0301,0.68595
="2026/04/02 17:29:47.100",-0.09611,-0.36534,1.67165,-0.16232,2.60204,-6.63724,0.65699,-0.01832,-0.08722,27.97113,0.00397,-0.07655,-0.75537,-0.82294,-0.11335,-0.05218,851.47266,-0.25519,0.0839,0.74702
="2026/04/02 17:29:47.120",-0.09633,-0.38863,1.79465,0.65339,2.30286,-3.98247,-0.17763,-0.15115,-0.12327,25.07633,-0.12747,-0.00895,-0.27224,-1.56869,-0.08707,-0.23698,848.10394,-0.38234,0.1362,0.64345
="2026/04/02 17:29:47.140",-0.28592,-0.37312,1.76571,-0.15568,1.9436,-4.11194,-0.42696,0.06847,0.05751,21.87126,-1.18467,-0.24099,0.52592,-1.45171,0.15737,-0.13959,847.67023,-1.43329,0.15923,1.27969
="2026/04/02 17:29:47.160",-0.2935,-1.083,2.50785,0.53854,1.62516,-3.23988,-1.23325,0.15567,0.11422,16.35998,-0.80258,-0.0231,0.76245,-2.10399,0.10188,-0.42824,847.51953,0.10876,0.55232,1.30513
="2026/04/02 17:29:47.180",-0.49651,-0.25984,1.25544,-0.41255,0.28372,0.13409,-1.25888,0.11534,0.09364,13.17379,-1.54064,-0.17189,1.78333,-1.90712,0.23125,-0.12594,847.54907,-1.8718,0.17227,1.28079
="2026/04/02 17:29:47.200",-0.49901,-0.34975,1.46402,0.04498,0.08443,-0.49261,-1.43892,0.10831,0.1638,10.00385,-1.39144,-0.17647,1.97626,-1.89219,0.25287,-0.35059,850.68805,0.46492,0.02971,0.59472
="2026/04/02 17:29:47.220",-0.5271,-0.05277,0.08807,0.07852,-0.84622,2.88696,-1.20684,0.16602,0.18476,6.36514,-1.28432,-0.32293,2.10474,-1.78969,0.10751,-0.02369,851.82581,-0.77244,-0.00514,0.53114
="2026/04/02 17:29:47.240",-0.64497,-0.42449,0.29509,0.02705,-1.3771,3.52128,-1.63134,-0.04422,0.0935,5.17037,-1.77793,-0.24069,2.74321,-1.98287,0.21,0.27179,855.08154,-0.5774,-0.06981,0.21805
="2026/04/02 17:29:47.260",-0.6577,-0.24578,-0.82619,0.20744,-1.96735,3.92448,-1.31295,0.16948,0.10872,3.74904,-1.2955,-0.37628,2.13854,-1.69067,0.2242,-0.09851,857.75568,0.81971,0.12625,-0.44421
="2026/04/02 17:29:47.280",-0.23911,0.02236,-1.41234,0.09558,-2.59461,6.41205,-0.88419,0.11214,0.24852,6.13229,-1.451,-0.07451,1.67859,-0.41838,0.1671,0.07418,860.87305,-0.60821,0.25712,-0.01523
="2026/04/02 17:29:47.300",-0.43458,-0.26937,-1.55858,0.35638,-2.41906,4.54601,-0.6293,0.21611,0.1581,9.68386,-0.60294,-0.01842,1.02803,-0.32201,0.12928,-0.06886,864.64227,1.12958,0.15265,-0.82445
="2026/04/02 17:29:47.320",0.10239,0.53119,-1.80393,0.59938,-3.14236,6.28148,-0.21581,0.0373,0.09016,12.78671,-0.30624,0.14046,1.18387,0.45797,-0.08165,0.18129,865.98065,0.16964,-0.08321,-0.75795
="2026/04/02 17:29:47.340",0.0445,0.30488,-1.72438,-0.11616,-2.25761,3.84145,0.65919,0.03751,0.0382,17.14374,0.05486,0.12975,-0.15228,1.17504,-0.26951,-0.60311,869.36719,0.59865,-0.14682,-0.74668
="2026/04/02 17:29:47.360",0.3747,0.29386,-2.00225,0.60583,-1.4063,3.7816,0.61527,-0.06518,-0.04354,20.88478,0.93644,0.16073,-0.97466,1.39583,-0.2348,0.13212,870.56799,1.49569,-0.25502,-1.53655
="2026/04/02 17:29:47.380",0.46758,0.16261,-2.46718,-0.01275,-0.95325,1.97764,1.11324,-0.08831,-0.04842,26.00938,1.05654,0.14836,-0.85067,2.28136,-0.07568,0.09148,871.99445,-0.09252,-0.36801,-1.02275
="2026/04/02 17:29:47.400",0.39086,-0.27804,-1.64019,0.25354,-0.25011,0.29254,1.51109,-0.09038,-0.05612,29.07711,1.64903,0.09562,-2.21001,1.91339,-0.00273,0.30414,873.34015,1.92147,-0.35798,-1.3766
="2026/04/02 17:29:47.420",0.62928,0.21051,-1.4883,0.28617,0.44158,-0.26958,1.20483,-0.11188,-0.13644,32.1554,1.45707,0.27675,-1.82786,2.22479,-0.11432,0.16131,872.13934,-0.53428,-0.15067,-0.44153
="2026/04/02 17:29:47.440",0.38181,0.08549,0.02009,-0.55689,1.40842,-3.2397,0.18597,-0.08422,-0.10005,34.66351,1.62448,0.23244,-2.29327,1.37308,0.00025,-0.06117,872.37787,0.65101,-0.07534,-0.31111
="2026/04/02 17:29:47.460",0.8266,0.55582,0.13404,0.35125,1.58302,-3.21313,1.73846,0.05305,-0.08877,34.07875,1.73726,0.29508,-2.34354,1.2949,-0.07065,-0.10652,869.88507,0.58316,-0.19325,0.0176
="2026/04/02 17:29:47.480",0.47725,0.47641,0.63876,-0.27835,1.92919,-4.64379,1.29648,-0.09306,-0.12505,33.56103,1.70124,0.16704,-2.31921,1.35531,-0.09262,-0.25763,867.20764,-0.94246,-0.24387,0.16543
="2026/04/02 17:29:47.500",0.16426,0.09433,1.09459,-0.22463,2.3215,-5.95057,0.61385,-0.11356,-0.25901,30.32309,1.50949,0.13597,-1.53912,0.19884,0.06372,-0.00029,863.51086,0.7019,-0.32064,0.19833
="2026/04/02 17:29:47.520",0.24221,0.43724,1.62801,0.00804,2.35408,-4.74225,0.49032,-0.01392,0.04293,26.48334,0.72378,-0.25887,-0.69514,0.28626,-0.00982,0.03472,858.43396,-1.36729,-0.04277,0.76903
="2026/04/02 17:29:47.540",-0.16657,-0.18191,2.37979,-0.65826,2.87233,-5.4269,-0.12103,0.02407,-0.08357,22.88152,0.14768,0.07857,-0.74962,-0.6209,-0.04691,-0.22516,854.71881,-0.21239,0.12998,1.04981
="2026/04/02 17:29:47.560",-0.10377,0.01246,2.16781,-0.66197,1.67378,-3.74311,-0.09482,0.03161,0.02379,17.61948,-0.64168,-0.11866,0.12591,-1.03215,-0.11832,-0.0596,849.52423,-0.63619,0.13893,0.97253
="2026/04/02 17:29:47.580",-0.3418,-0.13799,2.36465,-0.78106,1.21747,-3.08938,-0.61089,-0.02849,0.03686,14.10812,-0.91288,-0.01702,0.82133,-1.31374,-0.04951,-0.44932,846.60052,-1.45989,0.06837,1.46795
="2026/04/02 17:29:47.600",-0.7073,-0.02125,1.92677,-0.76135,0.22498,-0.92612,-1.24912,0.11289,0.10241,11.103,-1.15791,-0.19071,0.92866,-2.17463,0.11822,0.18531,844.573,0.00234,0.10851,0.99787
="2026/04/02 17:29:47.620",-0.48076,-0.14361,1.41863,-0.25433,-0.02048,-0.22754,-1.40025,0.05919,0.09146,9.92532,-1.52421,-0.11636,1.97513,-1.62382,0.07563,0.1001,843.26776,-1.57987,0.13158,0.74214
="2026/04/02 17:29:47.640",-1.06165,-0.57559,0.93971,-1.14885,-0.36602,1.21027,-1.39134,0.03094,0.05387,9.07225,-1.45719,-0.25947,1.79952,-2.20279,0.16406,-0.1452,845.07721,0.45197,0.08062,0.45403
="2026/04/02 17:29:47.660",-0.7448,-0.27707,0.31254,0.08726,-1.33965,3.25284,-0.60008,0.01605,0.05413,8.43776,-1.66697,-0.11989,2.21607,-0.80389,0.05754,-0.31975,847.27838,-0.6233,0.23258,0.81264
="2026/04/02 17:29:47.680",-0.91108,-0.62663,-0.3748,-0.44199,-1.71495,3.53783,-1.31756,0.02246,0.06587,9.97923,-1.18309,-0.3162,1.6479,-1.07923,0.06048,0.38153,851.21558,-0.33039,0.37413,-0.01074
="2026/04/02 17:29:47.700",-0.80007,-0.52457,-0.51008,0.07699,-2.28503,5.30026,-1.09824,0.05589,0.06634,10.37899,-1.57616,0.13829,2.59406,-1.09886,0.03462,0.31212,855.80975,0.7209,0.46855,-0.14072
="2026/04/02 17:29:47.720",-0.47097,-0.19442,-1.30721,0.35306,-2.41991,5.18264,-0.82862,0.15343,0.16202,12.02829,-0.98277,-0.0805,1.15726,0.15758,-0.11535,0.16187,861.27222,-0.4411,0.24806,-0.18639
="2026/04/02 17:29:47.740",-0.34084,-0.29809,-1.47199,0.16541,-2.34327,4.82948,-0.71335,0.12405,0.10359,14.01639,-0.78166,0.16901,0.82559,-0.12668,0.03457,0.03318,867.30896,1.22432,0.00578,-0.96629
="2026/04/02 17:29:47.760",-0.0241,0.32022,-2.16323,0.99062,-2.11666,3.65474,0.35732,0.06418,-0.03175,15.64769,-0.62635,0.00347,0.65513,1.07258,0.03035,0.03206,871.71924,0.14097,-0.19368,-0.73569
="2026/04/02 17:29:47.780",0.1026,-0.0989,-1.97019,1.22397,-0.74188,3.0362,0.49285,-0.06761,-0.0367,18.41509,0.44567,0.1928,-0.75447,1.21537,-0.04663,0.1227,875.45392,0.58341,-0.23999,-1.06901
="2026/04/02 17:29:47.800",0.34673,0.1112,-2.54877,0.75055,-0.53314,2.87546,0.89637,-0.01902,-0.01549,20.48284,0.09772,0.19065,-0.62242,1.33099,-0.17606,0.05453,877.5304,0.95652,-0.18047,-1.0937
="2026/04/02 17:29:47.820",0.64147,0.20995,-1.69783,0.52437,-0.01087,-0.20429,1.07183,-0.03565,0.03309,22.85309,1.20863,0.07689,-1.43097,2.44477,-0.08685,-0.23604,877.91339,-0.00749,-0.31828,-1.17686
="2026/04/02 17:29:47.840",1.0236,0.66496,-1.08794,0.61542,0.11904,0.38797,1.13166,-0.03926,-0.07173,25.69026,1.44392,0.06488,-2.04357,1.56674,0.02961,-0.28225,876.72827,1.27134,-0.25098,-0.74175
="2026/04/02 17:29:47.860",1.16789,0.7872,-0.73947,0.76962,0.84367,-1.27371,1.38192,-0.04968,-0.09474,28.16179,1.4416,0.27248,-1.79938,2.16613,-0.13728,0.17112,873.39886,-0.13591,-0.33728,-0.58743
="2026/04/02 17:29:47.880",1.25093,0.60827,-0.43784,-0.33919,1.14234,-3.13082,1.27533,-0.06792,-0.11886,29.53577,2.08821,0.10312,-2.3933,0.96748,-0.09076,0.0388,869.71759,0.39582,-0.48498,-0.39458
="2026/04/02 17:29:47.900",0.96869,0.79383,0.00724,0.13879,1.31008,-3.16637,1.24961,-0.089,-0.04251,30.58298,1.00859,0.06291,-1.07926,0.38308,-0.19087,-0.01204,865.79175,0.15321,-0.33793,-0.03746
="2026/04/02 17:29:47.920",0.78621,0.56138,0.9131,0.00978,2.13138,-5.3468,1.18521,0.08233,-0.07057,31.46614,1.64408,-0.03988,-2.23018,0.46372,-0.18696,-0.08757,860.67603,-0.65608,-0.24891,0.13586
="2026/04/02 17:29:47.940",0.40785,0.31188,1.67144,-0.57513,2.06959,-4.1856,0.68439,-0.0854,-0.09202,31.02929,0.54795,-0.04456,-1.12028,-0.81568,-0.05556,0.09567,856.20184,0.32495,0.08295,0.29628
="2026/04/02 17:29:47.960",0.22606,0.3161,1.57688,-0.05393,1.85692,-4.70223,0.13139,0.07265,-0.06069,28.15449,0.491,0.01661,-0.75976,-0.15014,0.00199,-0.05152,853.18701,-0.96068,0.18006,0.97043
="2026/04/02 17:29:47.980",-0.14909,-0.16879,2.02106,-0.85368,0.96477,-2.80531,-0.44449,-0.06564,-0.00907,24.88629,0.59095,-0.03545,-0.64836,-1.65495,0.11018,0.40816,849.75574,-0.29987,0.12148,0.73019
="2026/04/02 17:29:48.000",-0.21053,-0.20502,1.97248,-1.04482,0.42124,-2.48358,-0.3626,0.15096,-0.00924,22.06407,-0.84454,0.15373,0.75328,-1.75124,-0.18532,0.11807,847.63525,-0.69473,0.13945,1.09784
="2026/04/02 17:29:48.020",-0.49597,-0.83915,1.66895,-0.86288,0.55785,-3.01263,-0.67182,0.06866,0.03073,19.22155,-0.23669,-0.15766,0.39507,-1.62845,-0.09356,-0.05772,847.2312,-0.56538,0.13055,0.42497
="2026/04/02 17:29:48.040",-0.73773,-0.88451,1.32394,-0.49365,0.14657,-0.19945,-0.90678,-0.02124,-0.00158,15.83594,-1.42003,-0.14989,1.43345,-2.22207,0.01769,0.00943,847.35999,-0.50631,0.23908,1.36807
="2026/04/02 17:29:48.060",-0.90721,-1.06662,0.97138,-0.16709,0.39118,-0.84633,-1.22298,0.03143,0.09144,11.53836,-1.36169,-0.11193,2.01947,-1.33696,0.00638,0.1736,848.6535,-0.66984,0.41156,0.49936
="2026/04/02 17:29:48.080",-0.81544,-1.00126,0.36705,-0.70693,-0.63978,1.77379,-1.43997,0.11014,0.18201,8.55234,-1.12962,-0.25623,1.65816,-1.98306,0.23092,-0.04045,850.28815,-0.15232,0.58384,0.43316
="2026/04/02 17:29:48.100",-1.03934,-0.5894,-0.40094,0.06669,-1.28881,2.88624,-1.60421,0.17026,0.24239,7.27994,-1.84493,-0.08707,2.43283,-1.13448,0.19678,0.37036,853.72595,-0.39705,0.49455,0.7314
="2026/04/02 17:29:48.120",-0.7322,-0.7869,-0.22536,0.06245,-1.30896,2.78773,-1.13136,0.15444,0.22468,6.27446,-0.49946,-0.08747,1.19452,-0.27133,0.11907,0.27962,857.23315,0.26749,0.28138,-0.15789
="2026/04/02 17:29:48.140",-1.02894,-0.21735,-1.09232,0.22836,-2.04217,5.41739,-1.16038,0.00657,0.09444,6.41916,-1.29686,-0.0174,2.16066,-0.02456,0.10941,-0.01372,860.36078,0.11442,-0.00972,0.13061
="2026/04/02 17:29:48.160",-0.49341,-0.06543,-1.32511,1.05133,-1.69582,3.86424,-0.69208,0.06398,0.06856,7.26783,-0.25901,-0.03696,1.00091,1.04472,0.03099,0.21062,863.86707,0.1906,-0.01919,-0.31682
="2026/04/02 17:29:48.180",-0.13859,0.09592,-1.62628,-0.05939,-1.80967,4.54368,-0.14372,0.05656,-0.01132,9.86587,-0.60348,-0.08638,0.64604,0.96886,0.26087,0.11078,866.39563,0.96115,-0.10489,-1.13495
="2026/04/02 17:29:48.200",-0.02093,0.32013,-2.02831,0.52457,-0.32908,2.15391,-0.15461,-0.02251,0.14734,14.17471,-0.36097,0.12814,0.32189,2.34686,0.31777,-0.29615,869.52972,0.16911,-0.16264,-0.49271
="2026/04/02 17:29:48.220",0.26246,0.17424,-1.84624,1.12767,-0.2474,2.97509,0.15118,-0.02626,-0.02289,18.76794,0.94365,0.02642,-0.7494,2.13234,0.13923,0.25502,870.19141,0.90405,-0.15438,-1.34696
="2026/04/02 17:29:48.240",0.71693,1.13182,-0.76634,0.39796,-1.03174,3.47429,0.89621,-0.06279,-0.05993,23.36518,0.11739,0.21682,-0.29018,2.07241,0.02939,-0.20255,871.2691,0.35699,-0.16307,-0.63226
="2026/04/02 17:29:48.260",0.84283,1.08286,-1.10692,0.11718,-0.13535,-0.70302,0.84589,-0.036,-0.11497,27.04515,1.51862,0.08048,-1.77204,2.63388,-0.07015,0.04989,872.42072,0.9123,-0.23322,-1.21318
="2026/04/02 17:29:48.280",1.12927,1.11366,-0.88241,0.18398,-0.05525,1.1222,1.27293,-0.09012,-0.07291,31.23438,1.29933,0.26038,-1.86583,1.60717,-0.11971,-0.27096,872.1828,0.20917,-0.31733,-0.64794
="2026/04/02 17:29:48.300",0.81978,0.68902,-1.04037,0.32846,0.47703,-1.94341,1.43912,-0.12859,-0.16797,33.69499,1.3132,0.21973,-1.78064,2.03942,-0.16958,0.09089,872.70636,0.27926,-0.58878,-0.35602
="2026/04/02 17:29:48.320",1.10825,0.44953,0.1393,-0.06392,0.98553,-2.98984,1.83186,-0.21871,-0.29317,33.88656,1.89317,-0.04481,-2.39716,1.34337,-0.19152,-0.07598,870.63269,0.40655,-0.34313,-0.88336
="2026/04/02 17:29:48.340",0.41636,0.64622,0.30457,-0.52636,1.30795,-2.63788,1.09808,-0.17728,-0.21906,33.92748,0.35809,0.13694,-1.02481,0.59152,-0.06703,-0.07749,868.74103,-0.44283,-0.13967,0.15453
="2026/04/02 17:29:48.360",0.5696,0.26936,1.16427,-0.25694,1.96794,-5.82414,1.00458,-0.11534,-0.06326,31.86141,1.27568,-0.16059,-1.94692,-0.25608,-0.28951,0.40701,865.12006,-0.11858,0.16892,0.26425
="2026/04/02 17:29:48.380",0.30349,0.24919,1.37689,-0.92574,1.25027,-3.07421,0.95708,-0.07804,-0.11676,29.39677,-0.09457,0.12162,-1.01199,-1.14192,-0.3082,-0.19277,860.47894,-0.54439,0.2066,0.36725
="2026/04/02 17:29:48.400",-0.00789,-0.1877,1.99848,0.01658,1.45377,-4.77699,0.58886,-0.05641,-0.13592,25.58142,0.3081,0.2379,-0.99,-1.02548,-0.21855,0.67165,857.91296,-0.77387,0.1334,1.23292
="2026/04/02 17:29:48.420",-0.03515,-0.43584,1.87118,0.07019,0.46422,-2.86788,0.09173,-0.09452,-0.09649,20.62481,0.16095,-0.29534,-0.23289,-2.13546,-0.05065,-0.25396,852.81494,-0.27036,0.12686,0.60917
="2026/04/02 17:29:48.440",-0.33134,-0.57022,1.74272,-0.32816,1.09425,-3.04538,-0.64347,0.02197,0.00043,17.30843,-1.18492,0.13174,0.72591,-1.79238,-0.02032,-0.37288,849.20007,-1.01137,0.2161,1.16897
="2026/04/02 17:29:48.460",-0.38353,-1.37602,0.73195,0.17614,1.53384,-3.66051,-0.68582,0.0179,0.00994,12.99824,-0.39618,-0.32951,0.43293,-2.12679,0.01076,0.16475,845.92767,-0.17629,0.38624,0.88885
="2026/04/02 17:29:48.480",-0.46507,-1.17364,1.14627,-0.2376,0.72377,0.34103,-1.2138,0.01615,0.07394,10.71742,-1.69839,0.04753,1.65707,-2.41434,0.13442,-0.02328,844.13647,-1.45344,0.40628,1.48363
="2026/04/02 17:29:48.500",-0.42305,-0.93556,0.91859,0.28608,0.3868,-1.03086,-1.44663,0.10522,0.13533,8.85815,-1.12876,-0.18825,1.69559,-1.58128,0.24633,0.01569,845.19916,0.22529,0.39624,0.79064
="2026/04/02 17:29:48.520",-0.48803,-0.30111,0.38461,-0.06514,-0.5725,2.22034,-1.50959,0.14786,0.19193,7.18265,-1.01476,-0.22939,1.81717,-2.02246,0.2355,-0.18256,845.68353,-0.37866,0.39661,0.5114
="2026/04/02 17:29:48.540",-0.56002,-0.62519,0.04209,0.14104,-1.09997,3.51745,-1.83229,0.08354,0.14215,8.0657,-1.69518,-0.15641,2.51029,-2.10544,0.45313,0.09103,849.44269,-0.37854,0.11915,0.62804
="2026/04/02 17:29:48.560",-0.50486,-0.4019,-0.28402,0.44701,-1.24819,2.8201,-1.23993,0.18598,0.18151,9.33192,-0.2886,-0.15629,1.40572,-1.48671,0.25297,0.14154,852.81293,1.03517,0.00509,-0.61072
="2026/04/02 17:29:48.580",-0.52312,0.20362,-0.88453,0.17789,-2.13441,6.20555,-0.78973,0.06348,0.22155,11.63473,-1.22784,-0.11229,2.20733,-0.1224,0.27197,-0.48979,857.95477,-0.45112,-0.02674,0.24692
="2026/04/02 17:29:48.600",-0.51243,-0.09769,-1.09828,0.87887,-1.77897,3.86183,-0.81448,0.07366,0.00608,13.43348,0.03038,-0.2873,1.16543,0.02819,0.19163,0.04284,864.09418,1.0345,0.03695,-0.81885
="2026/04/02 17:29:48.620",-0.04862,0.36054,-1.78194,0.19383,-2.20043,5.88638,-0.35727,-0.00686,0.06241,15.01022,-0.1451,-0.00249,1.01279,0.86038,0.15484,-0.37534,868.63782,0.49521,-0.15008,-1.0652
="2026/04/02 17:29:48.640",-0.16503,0.44862,-1.71223,-0.45705,-1.38529,3.50278,0.0008,0.02529,0.0493,17.20235,0.02374,0.13582,0.0608,1.7642,0.19303,-0.54995,874.99884,0.16652,-0.18336,-0.72327
="2026/04/02 17:29:48.660",0.25439,0.51046,-1.61867,0.8037,-1.85048,3.69922,0.60976,-0.02313,-0.02984,18.82751,1.32564,0.09749,-0.74935,1.86705,0.01383,-0.10553,876.92456,1.23726,-0.23217,-1.59056
="2026/04/02 17:29:48.680",0.33908,1.04561,-1.70168,-0.39207,-1.57834,3.1933,0.81675,-0.05914,-0.04995,23.18321,0.70232,0.30968,-0.71395,2.49492,-0.01414,-0.16055,877.91937,-0.28845,-0.53853,-1.01333
="2026/04/02 17:29:48.700",0.68049,0.61084,-1.19842,0.21808,-0.37125,-0.2204,1.34867,-0.11067,-0.16706,25.57395,1.63695,0.12104,-1.70054,2.37382,-0.16408,-0.09287,878.14478,1.73104,-0.33258,-1.50048
