time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00003.chdata,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ
="2026/04/02 17:26:54.040",0.24661,0.27898,1.03753,27.95509,-1.41105,0.0503,-0.06985,851.04504,0.52358,-0.15573,0.3788,-0.1089,-0.11208,0.56389,-0.53121,0.02478,0.00113,-0.03354,0.03114,0.08936
="2026/04/02 17:26:54.060",0.36556,0.55022,0.65388,32.15916,-0.20378,0.04616,1.06768,851.99359,0.11834,-0.13029,0.68196,-0.69799,-0.0006,0.47297,-0.30935,-0.04684,-0.08515,0.10351,0.05783,-0.33965
="2026/04/02 17:26:54.080",0.09272,0.5451,1.09489,34.93551,-0.50475,-0.12465,0.03071,856.36615,0.32917,-0.10567,0.1717,-0.72361,-0.02612,0.9232,0.00903,-0.06045,-0.06552,-0.18555,-0.17656,0.18953
="2026/04/02 17:26:54.100",0.21292,0.57485,1.21895,34.92954,-0.73583,0.27881,-0.11531,862.06952,0.21699,-0.03452,0.19681,-0.50065,-0.04648,0.34828,-0.02741,0.00141,-0.01546,-0.00177,0.0161,-0.57714
="2026/04/02 17:26:54.120",0.02628,0.55265,1.5964,32.64808,0.14252,-0.35635,0.02956,866.71057,0.16869,-0.03283,0.41608,-0.67928,-0.02425,0.43325,0.05012,-0.05621,0.08568,-0.22373,-0.06963,-0.19154
="2026/04/02 17:26:54.140",-0.01168,0.60177,1.26555,28.3905,-0.46587,-0.05573,-0.82976,870.41718,0.47733,0.08933,0.00666,-0.63159,0.12232,1.10023,0.32484,0.05701,0.02617,-0.25639,0.03401,-0.3019
="2026/04/02 17:26:54.160",-0.08552,-0.08869,1.39191,22.43575,0.34603,-0.29691,-0.34047,872.76056,-0.13601,0.03493,0.21935,-0.5373,0.24553,0.17073,0.40516,-0.00976,0.01797,-0.33834,0.0848,-0.63411
="2026/04/02 17:26:54.180",0.04266,0.01592,1.15898,16.27695,0.33826,-0.47683,-0.39293,871.88434,0.13422,0.02522,-0.34269,-0.6906,0.40583,0.91713,0.21186,0.01351,0.02882,-0.57046,-0.00021,-0.23582
="2026/04/02 17:26:54.200",0.10418,0.14758,0.39071,10.47351,0.0171,-0.26852,-1.16014,869.0686,0.2367,0.07294,0.1893,-0.63094,0.2235,0.5328,0.53401,0.00774,-0.00904,-0.38792,0.01115,-0.83552
="2026/04/02 17:26:54.220",0.35346,-0.02146,0.84561,6.35335,0.71438,-0.29608,-0.14767,864.21173,-0.35596,0.01424,0.08273,-0.17284,0.08913,0.28285,0.58926,0.07507,0.05704,-0.1711,-0.0155,-0.89976
="2026/04/02 17:26:54.240",0.20622,0.32731,0.09588,4.58924,0.29875,-0.24016,-0.77458,858.01886,-0.05745,0.1215,-0.18564,-0.30628,-0.14213,0.37373,0.40204,-0.00239,0.03401,-0.31892,0.08296,0.08814
="2026/04/02 17:26:54.260",0.42777,0.05749,0.9524,4.61592,0.1912,-0.10612,-0.45438,850.86749,-0.44689,0.11032,-0.33543,0.11636,0.03839,-0.15461,0.12355,0.03179,-0.01102,-0.22416,-0.1855,-0.31426
="2026/04/02 17:26:54.280",0.41363,0.13027,-0.31466,7.46461,0.17867,0.47416,-0.21809,844.95612,-0.26412,0.12737,-0.47703,0.50425,0.06069,-0.10897,0.53425,0.03333,0.1203,-0.22933,-0.00033,-0.33643
="2026/04/02 17:26:54.300",0.32743,-0.21738,-0.57858,11.42012,-0.23004,0.19256,-0.27343,840.94934,-0.11043,0.23486,-0.53266,0.20945,0.1067,-0.25523,0.56532,0.0419,0.07151,-0.20952,0.06546,0.11678
="2026/04/02 17:26:54.320",0.29827,-0.31102,-1.12592,17.1173,0.16413,-0.3368,-0.17445,839.43091,-0.56909,0.17565,-0.24182,0.80745,0.06636,-0.85716,0.45295,0.04357,0.0686,0.23647,-0.03891,-0.2928
="2026/04/02 17:26:54.340",0.08912,-0.347,-1.29061,22.91138,0.7745,-0.30928,0.73141,841.61511,-0.34929,0.18108,-0.25697,0.38416,0.10607,-0.19536,0.03165,0.01139,-0.01484,0.12851,0.04412,0.27751
="2026/04/02 17:26:54.360",0.03218,-0.5416,-1.01512,26.05772,0.32501,0.06306,-0.41993,846.41071,-0.5878,0.22914,-0.23291,0.72978,-0.0095,-0.68757,0.02579,-0.03051,-0.07114,0.3968,-0.00412,0.17407
="2026/04/02 17:26:54.380",-0.21859,-0.41255,-1.11553,28.0057,0.58576,0.06672,0.14935,852.19196,-0.91412,0.07456,-0.26161,0.72585,-0.014,-0.8421,0.15853,0.07779,-0.02163,0.38938,-0.03724,-0.06111
="2026/04/02 17:26:54.400",-0.40047,-0.38689,-1.21604,28.40459,0.67933,0.36148,-0.09175,859.77124,-0.34012,0.10472,-0.66011,0.50303,-0.10782,-0.44698,-0.22276,0.09868,-0.03444,0.37762,0.04466,0.3449
="2026/04/02 17:26:54.420",-0.46763,-0.2108,-0.76231,26.17186,0.37747,0.36718,-0.6684,867.96741,-0.25046,0.11709,-0.49584,0.63489,-0.10657,-0.88184,-0.00067,-0.00642,-0.0231,0.6211,-0.02708,-0.16201
="2026/04/02 17:26:54.440",-0.61904,-0.08174,-0.74315,22.58281,0.83665,0.24176,0.13844,874.49628,-0.59213,0.01789,-0.12787,0.65826,-0.01346,-0.88564,-0.30798,0.00049,0.01586,0.32693,0.10086,0.44635
="2026/04/02 17:26:54.460",-0.70286,-0.14804,-0.59863,17.90164,0.22578,0.52334,-0.62646,878.85815,-0.02414,-0.00082,-0.32915,0.10636,0.0209,-0.09448,-0.33694,-0.04925,-0.05784,0.44581,-0.01294,0.47029
="2026/04/02 17:26:54.480",-0.54872,-0.44404,-0.30839,13.69396,0.11358,0.33866,0.35157,879.75549,-0.25935,-0.12896,0.14619,0.75855,-0.13081,-0.78542,-0.3032,-0.0178,-0.03801,0.29482,-0.02171,0.20989
="2026/04/02 17:26:54.500",-0.45816,-0.13893,-0.30057,10.83441,0.255,0.2283,0.04924,878.63904,0.15914,-0.05765,0.35001,0.16409,-0.04585,-0.33437,-0.52204,-0.02954,-0.0307,0.2851,-0.01955,0.45717
="2026/04/02 17:26:54.520",-0.31433,-0.21247,-0.14158,9.13691,-0.52554,0.37927,0.1917,875.31061,0.2121,-0.04097,-0.08632,-0.01349,-0.02572,0.24591,-0.63992,-0.09005,-0.08867,0.10645,0.05785,0.73587
="2026/04/02 17:26:54.540",-0.11641,-0.0974,-0.3901,9.23642,-0.15183,0.019,1.01356,869.09729,0.06762,-0.19154,0.35431,0.24837,-0.08853,-0.41331,-0.4638,-0.02427,-0.02669,0.13728,-0.08982,0.16535
="2026/04/02 17:26:54.560",0.03837,0.16073,-0.07701,11.50162,-0.70284,0.24663,0.24795,862.36554,0.60899,-0.17477,0.24525,-0.48942,-0.15815,0.60542,-0.92591,0.0661,0.03895,-0.12375,0.02742,0.64382
="2026/04/02 17:26:54.580",0.16263,0.0812,0.08467,15.51755,-1.23469,0.31301,0.32056,856.53253,0.24865,-0.23942,0.48206,-0.00452,-0.13799,0.17701,-0.32532,-0.04959,0.01652,-0.04152,-0.00569,-0.02877
="2026/04/02 17:26:54.600",0.22782,0.24777,0.52076,21.00546,-0.23302,0.17612,1.21215,852.30878,0.71656,-0.26166,0.2292,-0.23269,-0.0182,0.18492,-0.3571,0.00584,-0.06472,-0.07658,-0.0447,0.18855
="2026/04/02 17:26:54.620",0.31069,0.34686,0.78915,26.64648,-0.97643,0.08545,1.1609,850.21545,0.70514,-0.19574,0.37621,-0.32741,0.00359,0.85971,-0.22163,-0.07928,-0.07528,-0.04678,0.20674,0.25394
="2026/04/02 17:26:54.640",0.3455,0.32242,1.05658,31.69469,-1.11573,-0.2684,0.44651,851.22766,-0.00863,-0.16047,0.59,-0.24129,0.037,0.28465,-0.37042,-0.09507,-0.06056,0.03023,-0.11851,-0.47648
="2026/04/02 17:26:54.660",0.18524,0.3464,0.80313,34.875,-0.39638,-0.07569,1.24253,854.80316,0.43564,-0.21805,0.19346,-0.79878,0.01945,0.98768,-0.46752,-0.03377,-0.01372,-0.121,0.17024,0.17262
="2026/04/02 17:26:54.680",0.21314,0.25974,1.22142,35.61612,-0.94022,-0.20802,-0.19241,859.36249,1.03551,-0.03712,0.0131,-0.40016,-0.06033,0.59963,-0.11201,0.00634,-0.00662,0.02801,-0.11686,-0.39877
="2026/04/02 17:26:54.700",0.17039,0.61099,1.32282,34.57911,0.09008,-0.26025,0.08813,864.604,0.08662,-0.15736,0.40247,-0.9075,-0.02202,0.61318,0.01135,-0.04125,-0.06992,-0.12457,0.04328,-0.51816
="2026/04/02 17:26:54.720",-0.00764,0.77663,1.36155,30.05514,-0.07554,-0.20091,-0.32791,868.92505,0.40978,0.01722,0.04505,-0.75471,0.03026,0.73868,-0.02888,0.00199,-0.06016,-0.23617,-0.02911,-0.28314
="2026/04/02 17:26:54.740",0.20279,0.37328,1.67019,23.69205,-0.30348,-0.02026,-1.03007,871.70087,0.26186,-0.11681,0.34923,-0.72677,0.02647,0.60632,0.53435,0.01633,-0.0092,-0.27224,0.01065,-0.71054
="2026/04/02 17:26:54.760",-0.057,0.40155,1.25814,17.83591,0.39116,-0.40427,-0.17448,872.33765,0.13727,0.0132,-0.08145,-0.41165,-0.01041,0.16532,0.34656,0.08138,0.10087,-0.48772,-0.00895,-0.38702
="2026/04/02 17:26:54.780",0.24575,0.32764,1.04509,13.06365,-0.1326,-0.23633,-0.77946,870.5174,0.22712,-0.00907,-0.18063,-0.75149,0.23172,1.05834,0.44744,-0.00281,0.08423,-0.43237,0.01215,-0.2375
="2026/04/02 17:26:54.800",0.16547,0.02778,0.97232,9.28963,0.1645,-0.57438,-0.34526,866.4646,-0.18897,-0.00464,0.39219,-0.16657,0.25078,-0.08104,0.66453,0.01291,0.04885,-0.49471,-0.09811,-0.42567
="2026/04/02 17:26:54.820",0.28041,0.03713,0.2357,6.55924,0.31677,-0.45693,-0.22121,860.36346,-0.10286,0.12551,0.02501,-0.24854,0.277,0.43944,0.23478,0.01818,0.019,-0.54732,0.04202,-0.14853
="2026/04/02 17:26:54.840",0.36606,-0.20021,0.05801,4.73487,-0.12776,-0.29269,-0.81843,853.8374,-0.13022,0.10352,-0.18542,-0.10185,0.09906,-0.0207,0.37449,0.06615,0.05746,-0.53485,0.08158,-0.16968
="2026/04/02 17:26:54.860",0.5562,-0.29709,0.16672,4.8784,0.50373,-0.25551,-0.63249,847.90735,-0.31587,0.09706,-0.28039,0.26874,0.14038,-0.10477,1.15872,0.16043,0.1283,-0.40381,-0.11861,-0.62388
="2026/04/02 17:26:54.880",0.22595,-0.02606,-0.76352,8.15584,1.0977,0.03807,0.06303,843.00403,-0.23248,0.24932,-0.40479,0.15066,-0.06537,-0.15694,0.39647,-0.0109,0.05353,-0.35134,0.05779,0.07201
="2026/04/02 17:26:54.900",0.57016,-0.22202,-0.40961,13.02298,0.17393,0.33841,-0.72266,839.60522,-0.7425,0.2097,-0.25677,0.70663,0.03289,-0.63983,0.06421,-0.09482,-0.06545,0.04567,-0.02341,-0.34116
="2026/04/02 17:26:54.920",0.11657,-0.06693,-0.91393,19.2918,0.84402,-0.0634,0.40757,839.79102,-0.78744,0.18767,-0.14925,0.62021,-0.03459,-0.50371,0.33338,-0.06309,0.04716,0.12725,-0.02011,-0.00538
="2026/04/02 17:26:54.940",0.16799,-0.30133,-0.99203,24.47237,0.24009,0.21614,-0.24888,844.06647,0.13183,0.13711,-0.79271,0.67483,0.00071,-0.53044,0.37286,0.10712,-0.0197,0.36095,0.03164,0.21045
="2026/04/02 17:26:54.960",-0.15183,-0.46397,-1.09617,27.49094,0.44783,0.16807,0.00607,849.77979,-0.09727,0.10853,-0.49731,0.99344,-0.03307,-1.15149,0.22415,0.01868,0.00661,0.65176,0.0323,-0.14368
="2026/04/02 17:26:54.980",-0.38588,-0.37303,-1.32095,28.56022,1.07929,-0.21618,0.34837,856.53442,-0.16831,0.08578,-0.24497,0.40239,0.06881,-0.56677,0.05224,-0.01794,-0.04371,0.35492,0.01844,0.46306
="2026/04/02 17:26:55.000",-0.48718,-0.63561,-1.67226,26.73983,0.45501,0.3501,-0.75113,864.12518,0.03823,0.0642,-0.18184,0.53488,0.05563,-0.80575,-0.11996,-0.0259,-0.00342,0.73782,0.03716,0.0435
="2026/04/02 17:26:55.020",-0.56572,-0.84633,-1.02185,24.25097,0.83822,0.29576,0.35886,871.69012,-0.16521,-0.04603,-0.02181,0.70397,-0.12299,-1.00029,-0.39426,0.00546,-0.00401,0.43061,-0.01772,0.08342
="2026/04/02 17:26:55.040",-0.61426,-0.1309,-1.07469,20.87967,0.62234,0.47511,-0.31523,877.32343,0.27705,0.01931,0.01098,0.23906,-0.20394,-0.20884,-0.41394,-0.04482,-0.05265,0.48684,0.00519,0.55147
="2026/04/02 17:26:55.060",-0.41886,-0.26267,-0.37962,15.64565,-0.01045,0.53602,-0.59676,879.74847,0.09641,0.05612,0.00659,0.50873,-0.1876,-0.42938,-0.51093,0.03537,-0.08538,0.56729,-0.07351,-0.0695
="2026/04/02 17:26:55.080",-0.42507,-0.14598,-0.44863,11.31365,0.57395,0.39156,0.61927,879.05328,0.07924,0.01133,0.04239,0.44747,-0.2064,-0.72455,-0.37115,-0.0421,-0.02962,0.08686,0.09821,0.8227
="2026/04/02 17:26:55.100",-0.3254,-0.00501,-0.20562,8.68793,-0.60344,0.47314,-0.30944,877.08765,0.32589,0.01623,0.02086,0.00095,-0.14867,0.09642,-0.58615,-0.05383,-0.06869,-0.03986,-0.05607,0.89951
="2026/04/02 17:26:55.120",-0.10767,-0.26043,0.06594,8.98811,-0.64933,0.26681,1.08533,872.63538,0.03319,-0.17217,0.21106,0.47547,-0.02166,-0.23879,-0.46385,-0.02462,-0.04158,-0.18664,-0.04829,0.06827
="2026/04/02 17:26:55.140",-0.08469,0.04574,-0.2853,11.24007,-0.51034,0.03046,0.73226,865.98486,0.52984,-0.19404,0.33698,-0.08967,-0.03195,0.13137,-0.24132,-0.04488,-0.07221,0.03379,0.06474,0.20614
="2026/04/02 17:26:55.160",0.18429,-0.00249,0.55378,13.77445,-0.94961,-0.57296,1.62718,859.48096,0.45461,-0.12002,0.30166,-0.05258,-0.05636,0.64235,-0.68479,-0.14357,-0.19652,0.08097,0.02339,0.42318
="2026/04/02 17:26:55.180",0.25098,0.22144,0.1897,18.48339,-0.78428,-0.70247,1.00514,854.29675,0.34605,-0.26874,0.67805,0.01058,-0.08446,0.02191,-0.49534,-0.05976,-0.06294,0.1025,0.0355,0.02269
="2026/04/02 17:26:55.200",0.2332,0.33713,0.61765,24.46692,-0.7053,-0.08902,1.15343,851.10883,0.53659,-0.12704,0.33762,-0.51872,-0.14372,0.67795,-0.29252,0.03728,0.04182,-0.06625,-0.05727,0.20041
="2026/04/02 17:26:55.220",0.3363,0.40352,1.12938,29.41487,-1.25521,0.69135,0.0849,851.28705,0.4028,-0.16549,0.34783,-0.09077,-0.13089,0.2629,-0.36116,0.01395,0.05877,0.01955,0.20753,-0.15512
="2026/04/02 17:26:55.240",0.09354,0.62114,0.52859,33.43018,-0.34106,-0.12625,0.60502,853.59674,0.53196,-0.2581,0.30674,-0.69712,-0.02929,0.63457,-0.18437,-0.02059,0.01113,-0.09631,-0.20424,-0.18265
="2026/04/02 17:26:55.260",0.15147,0.35839,1.20914,35.11923,-0.47951,0.09804,0.38716,857.11078,0.60071,-0.12206,0.40562,-0.64817,0.00191,0.89255,-0.28394,-0.04269,-0.08546,-0.01467,0.10633,0.10659
="2026/04/02 17:26:55.280",0.20869,0.40474,1.48211,34.3941,-0.64233,-0.03291,-0.79522,861.94672,0.34804,-0.10302,0.30185,-0.55794,0.14421,0.39235,-0.00702,0.00554,-0.04176,-0.05636,-0.1153,-0.63524
="2026/04/02 17:26:55.300",-0.06229,0.26194,0.99508,31.46428,0.2662,-0.38569,0.30754,866.88647,0.31377,-0.08037,0.18633,-0.64328,0.04577,0.58248,-0.10536,-0.08404,0.03154,-0.0978,0.15299,-0.30645
="2026/04/02 17:26:55.320",-0.04523,0.0295,1.15224,26.39513,-0.44201,-0.47124,-1.35361,870.90442,0.48712,0.01844,-0.1462,-0.79549,0.00584,0.83242,0.25894,0.04333,-0.01073,-0.24778,-0.09239,-0.50138
="2026/04/02 17:26:55.340",-0.01742,-0.15566,1.14531,21.2845,0.49682,-0.40967,-0.08664,872.68652,-0.08214,-0.08169,0.31505,-0.35961,0.07281,0.02861,0.46306,0.03303,0.08328,-0.34854,0.07736,-0.54243
="2026/04/02 17:26:55.360",0.01777,0.39656,1.03516,16.29597,0.20707,-0.39259,-1.00439,872.3147,0.18532,0.23635,-0.30346,-0.6544,0.1722,0.56387,0.26559,-0.02986,0.03323,-0.58315,-0.0812,-0.17134
="2026/04/02 17:26:55.380",0.33658,0.09252,0.935,10.23558,0.06653,-0.0264,-1.28386,868.50439,-0.13697,0.10551,0.08848,-0.43614,0.22128,0.29984,0.50348,0.07535,0.00639,-0.57933,0.1013,-0.56945
="2026/04/02 17:26:55.400",0.19936,0.06915,0.71539,6.31697,0.60072,-0.26869,-0.38686,862.06097,-0.26839,0.20476,-0.11728,0.01652,-0.13207,0.14112,0.37644,0.04414,0.08435,-0.43759,-0.00045,-0.84284
="2026/04/02 17:26:55.420",0.42871,0.29859,-0.01301,4.87368,0.21873,-0.13086,-0.98454,856.18445,-0.09782,0.1558,-0.52275,-0.47692,-0.02506,0.32205,0.59583,0.08092,0.04504,-0.46102,0.08525,-0.05572
="2026/04/02 17:26:55.440",0.31842,0.05492,0.49729,5.53417,0.34194,-0.18274,-0.04888,850.11725,-0.52913,0.11866,-0.3129,0.57192,0.09505,-0.72384,0.69434,-0.04816,0.00279,-0.16157,-0.15474,-0.37636
="2026/04/02 17:26:55.460",0.40793,0.07267,-0.82142,8.62472,0.33596,-0.16755,0.39527,844.56372,-0.46785,0.21609,-0.28096,0.26602,0.14873,-0.09664,0.51194,0.0913,0.00412,-0.08577,0.09297,-0.04357
="2026/04/02 17:26:55.480",0.26164,-0.34615,-0.7428,12.95423,-0.44131,-0.24596,-0.42651,841.1037,-0.50303,0.24732,-0.53511,0.34417,0.09727,-0.52798,0.38458,-0.02068,0.10963,0.00519,0.01694,-0.04637
="2026/04/02 17:26:55.500",0.27967,-0.40962,-1.0089,17.91881,0.22266,-0.26941,0.10883,839.83496,-0.65209,0.16898,-0.34436,0.77295,0.07641,-0.73657,0.35402,0.10515,0.10888,0.30167,-0.1024,-0.41588
="2026/04/02 17:26:55.520",0.02606,-0.24859,-1.21476,22.5059,0.79156,-0.17514,0.41582,841.86487,-0.11491,0.14019,-0.61105,0.29779,0.08841,-0.37391,0.69675,-0.02631,0.05764,0.24763,0.07957,0.20202
="2026/04/02 17:26:55.540",0.01099,-0.41316,-1.31899,25.60247,0.29613,0.18834,-0.68765,846.67865,-0.45352,0.12897,-0.47516,0.86581,-0.01639,-0.92898,-0.09932,0.05491,0.01164,0.39209,-0.04648,-0.12848
="2026/04/02 17:26:55.560",-0.29983,-0.34128,-1.43435,28.12119,0.84234,0.21864,0.46127,853.61444,-0.97525,0.07135,-0.18272,0.58783,-0.05871,-0.85735,0.42784,0.02706,0.04559,0.4006,0.08345,0.10965
="2026/04/02 17:26:55.580",-0.40113,-0.40943,-1.08308,28.28268,0.40291,0.36159,-0.60521,861.53925,-0.39477,0.08695,-0.46328,0.55329,-0.12007,-0.42669,0.30652,-0.01347,0.02726,0.45077,0.00801,0.3679
="2026/04/02 17:26:55.600",-0.49249,-0.46739,-0.82459,26.08336,0.37331,0.36845,-0.19955,869.22321,-0.45985,0.0589,-0.11709,0.74501,-0.07225,-0.80188,-0.16935,-0.05459,-0.01661,0.53471,0.00402,-0.06089
="2026/04/02 17:26:55.620",-0.64797,-0.36188,-0.73262,22.65879,0.80528,0.18675,0.07255,875.5462,-0.33757,0.07657,-0.24168,0.57691,0.05982,-0.7492,-0.18378,0.00526,-0.02192,0.35748,0.04056,0.45197
="2026/04/02 17:26:55.640",-0.6166,-0.29032,-0.78062,17.35286,0.13339,0.49306,-0.68981,879.72852,-0.15207,0.04591,-0.08375,0.208,0.0435,-0.19089,-0.20882,-0.08902,-0.03436,0.56226,-0.01069,0.27885
="2026/04/02 17:26:55.660",-0.5976,-0.50199,-0.58512,12.34833,0.25617,0.25706,0.35154,880.08844,-0.31302,-0.03724,0.01372,0.54725,-0.13218,-0.77618,-0.28524,0.03596,-0.01831,0.23927,0.04753,0.30112
="2026/04/02 17:26:55.680",-0.53147,-0.1344,-0.65597,9.71103,0.08217,0.39756,-0.31318,877.92053,0.27004,-0.03425,0.13174,0.01828,-0.24272,-0.14402,-0.4357,-0.1069,-0.0687,0.31533,0.07356,0.29204
="2026/04/02 17:26:55.700",-0.19978,-0.12349,0.2578,8.90207,-0.48363,0.49397,-0.02148,874.44983,0.08835,-0.09716,0.29915,0.37077,-0.13146,-0.24197,-0.64147,-0.10433,-0.08629,0.05429,-0.02661,0.50658
="2026/04/02 17:26:55.720",-0.11344,0.10637,0.12006,9.76097,0.00263,0.39171,0.98817,868.81079,0.25444,-0.21348,0.46159,0.1911,-0.0712,-0.11332,-0.5241,-0.09623,-0.06463,0.0653,-0.09401,0.27708
="2026/04/02 17:26:55.740",-0.0416,0.15722,0.26177,11.12965,-0.79609,0.31943,0.86268,861.81812,0.33913,-0.1432,0.38398,-0.14238,-0.08857,0.35747,-1.01394,-0.01062,-0.03442,-0.11191,0.05959,0.83042
="2026/04/02 17:26:55.760",0.36595,-0.00545,0.77988,14.84029,-1.64873,0.0882,0.42083,855.44397,0.21061,-0.24622,0.49722,0.3213,-0.02599,0.04696,-0.38094,0.00442,-0.01118,-0.08966,-0.08775,0.07583
="2026/04/02 17:26:55.780",0.1717,0.36288,0.01122,21.74394,-0.47923,-0.32379,1.73647,851.59656,0.77457,-0.19133,0.27501,-0.56035,-0.06431,0.56031,-0.17138,0.04363,0.00577,0.07389,0.06786,0.08916
="2026/04/02 17:26:55.800",0.34283,0.17551,0.73245,27.78838,-1.37069,-0.31884,0.76194,850.92737,0.53237,-0.1367,0.17448,-0.25161,-0.06738,0.55486,-0.45772,-0.0513,-0.04164,-0.06496,-0.09053,0.46176
="2026/04/02 17:26:55.820",0.3058,0.47031,1.36406,32.21348,-0.68309,-0.34394,0.76942,852.50739,-0.28328,-0.01172,0.80322,-0.36085,-0.0437,0.23801,-0.34267,-0.0474,-0.09612,-0.0372,-0.02598,-0.1309
="2026/04/02 17:26:55.840",0.26097,0.6479,1.28866,35.07063,-0.61283,-0.30143,0.6684,856.07611,0.0323,-0.06378,0.56446,-0.75344,0.04119,1.26134,-0.1448,-0.06417,-0.00752,-0.07169,-0.05231,0.03143
="2026/04/02 17:26:55.860",0.18413,0.27134,1.56171,35.03271,-0.73828,-0.09613,-0.59385,860.64142,0.34209,-0.01094,0.20278,-0.26321,-0.05299,0.37,-0.29534,-0.07187,-0.03506,-0.07321,0.09039,-0.36931
="2026/04/02 17:26:55.880",0.10659,0.61728,1.83421,33.0648,-0.1231,-0.28177,-0.06239,865.40564,0.0994,-0.15631,0.3305,-0.81028,-0.06368,0.66572,0.46503,0.10483,0.00683,-0.27495,-0.03301,-0.48925
="2026/04/02 17:26:55.900",-0.03651,0.9518,1.15107,28.92952,0.10966,0.05712,-1.09007,869.73102,0.11311,-0.13701,0.22215,-0.73826,0.04666,0.85648,0.04253,-0.05871,0.02733,-0.3382,0.01899,-0.13705
="2026/04/02 17:26:55.920",0.0891,0.15645,1.32021,23.03243,-0.13233,-0.03184,-0.93079,872.23499,-0.01056,-0.05962,0.16149,-0.69793,0.08788,0.11311,0.20877,0.07432,-0.00739,-0.40054,-0.02117,-0.67194
="2026/04/02 17:26:55.940",-0.17725,-0.02365,0.46594,17.44667,0.5698,-0.40332,-0.50665,872.83698,-0.13657,-0.09232,0.24654,-0.61546,0.08674,0.35479,0.53447,0.05461,0.10352,-0.53625,0.01034,-0.25639
="2026/04/02 17:26:55.960",-0.04287,0.01959,1.03713,12.15718,-0.17013,-0.297,-1.11739,871.00281,-0.02616,-0.09484,-0.52002,-0.61425,0.1619,0.47592,-0.00174,0.039,0.05096,-0.42018,-0.02808,-0.52924
="2026/04/02 17:26:55.980",0.31128,0.16968,0.35047,7.46099,0.65722,-0.64256,-0.21429,865.68909,-0.32873,0.01234,0.19084,-0.19116,0.21834,0.04968,0.51803,0.0983,0.03476,-0.25036,-0.05305,-0.7037
="2026/04/02 17:26:56.000",0.21593,0.05793,0.29046,5.06968,0.31191,-0.38654,-0.58819,858.9234,-0.04466,0.20802,-0.21107,-0.45024,0.19036,0.52867,0.54525,-0.02831,-0.00911,-0.37174,0.10564,-0.03971
="2026/04/02 17:26:56.020",0.43758,-0.13716,-0.38661,4.98255,0.052,-0.20105,-0.58371,852.83612,-0.34236,0.17919,-0.39341,0.16128,0.02261,-0.23101,0.07034,-0.04996,-0.00219,-0.42049,0.03273,-0.15042
="2026/04/02 17:26:56.040",0.39658,-0.10885,-0.19705,7.43947,0.28284,0.11743,-0.86413,846.59778,-0.40141,0.16239,-0.28199,0.07711,0.07721,-0.17591,0.90674,0.15343,0.08157,-0.39606,-0.15176,-0.54275
="2026/04/02 17:26:56.060",0.44861,0.07172,-0.92612,12.09344,0.77433,0.53125,-0.27744,842.05878,-0.22196,0.15661,-0.50124,0.17634,0.02193,0.04779,0.26798,-0.00177,0.04365,-0.36194,0.15709,0.23414
="2026/04/02 17:26:56.080",0.26813,-0.24897,-1.08244,16.61373,0.33085,0.17244,-0.69415,840.17645,-0.63497,0.1577,-0.43427,0.73792,0.03544,-1.03852,0.28443,-0.04279,-0.09493,-0.0651,-0.13861,-0.24953
="2026/04/02 17:26:56.100",0.21031,-0.19222,-1.50295,21.42458,1.04971,-0.17976,0.69414,841.74945,-0.68459,0.18642,-0.4949,0.44467,-0.00957,-0.38864,0.18773,0.05496,0.05184,0.09165,-0.02225,0.03462
="2026/04/02 17:26:56.120",-0.08854,-0.54396,-1.53355,25.00732,0.22671,0.05658,-0.46323,845.45667,-0.29965,0.19713,-0.65571,0.5466,-0.02308,-0.65671,0.28682,0.01951,0.10677,0.34657,0.10085,0.18974
="2026/04/02 17:26:56.140",-0.14651,-0.49332,-1.44935,27.0707,0.56795,-0.0495,0.1615,850.69342,-0.54691,0.12368,-0.41044,0.82653,0.03714,-1.02271,0.17799,0.05129,0.0335,0.51343,-0.10722,-0.26509
="2026/04/02 17:26:56.160",-0.39716,-0.37386,-1.40762,28.18168,1.04945,0.05334,0.32723,858.55402,-0.38532,0.14228,-0.34346,0.4451,0.13193,-0.39742,0.26903,0.00352,0.01862,0.50631,0.15785,0.36334
="2026/04/02 17:26:56.180",-0.52616,-0.53102,-1.16501,26.37742,0.40461,0.37488,-0.9614,866.75531,-0.02609,0.17874,-0.21204,0.41482,0.00742,-0.33896,-0.14539,-0.04159,0.04195,0.56403,-0.07907,0.14038
="2026/04/02 17:26:56.200",-0.58567,-0.41945,-0.77691,23.07972,0.86573,0.3596,0.47383,873.14795,-0.36093,0.04419,-0.02003,0.69277,-0.14805,-0.9263,-0.20906,-0.02819,0.00182,0.45095,0.07397,0.10344
="2026/04/02 17:26:56.220",-0.51738,0.00989,-0.97998,18.98041,0.32773,0.45753,-0.85863,877.73981,0.22415,0.03711,-0.40686,0.10168,-0.09508,0.03925,-0.30568,-0.00119,0.04009,0.37497,-0.00115,0.48593
