time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00003.chdata,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ
="2026/04/02 17:25:11.240",0.02284,-0.00333,-0.01253,19.21268,0.14253,-0.00668,0.01552,860.1214,0.01311,0.01259,0.00982,0.00764,-0.00163,0.01529,0.04656,0.01243,-0.00375,-0.0101,-0.00031,0.01112
="2026/04/02 17:25:11.260",0.01743,0.00627,0.00244,19.34405,0.13025,-0.00645,0.03494,860.50684,-0.00174,0.00022,-0.00669,0.02128,0.00797,0.00779,0.02007,0.00608,-0.01854,-0.001,-0.00177,0.01022
="2026/04/02 17:25:11.280",0.01671,-0.00502,-0.02256,19.39639,0.14013,-0.01315,0.02561,860.44946,0.00675,-0.00597,-0.0036,0.00911,0.0005,0.00912,0.04625,0.00409,-0.02501,0.00708,-0.00419,0.0185
="2026/04/02 17:25:11.300",0.01058,0.00572,-0.02082,19.66508,0.14803,-0.01444,0.03716,859.96588,-0.00035,0.00441,0.00423,0.00694,0.00313,0.0113,0.04079,0.00848,0.00593,-0.00449,0.0021,-0.00512
="2026/04/02 17:25:11.320",-0.0039,0.0049,-0.01544,19.82375,0.15795,-0.01194,0.02083,859.95044,0.00102,0.00879,0.01095,0.01393,-0.00037,-0.01206,0.02275,-0.00232,0.01066,0.01551,-0.00637,-0.00738
="2026/04/02 17:25:11.340",0.00776,0.00492,-0.01407,19.77633,0.15584,-0.01591,0.0096,860.29938,-0.01414,0.00224,0.00082,0.00222,0.00348,0.00218,-0.00387,-0.00147,-0.00116,0.02418,-0.00396,-0.00182
="2026/04/02 17:25:11.360",-0.01172,0.00146,0.00514,19.85066,0.17128,-0.013,-0.0152,860.604,-0.01219,-0.00723,-0.0129,0.00633,0.0026,0.00754,-0.03087,-0.01327,0.00225,0.00085,-0.00351,0.00071
="2026/04/02 17:25:11.380",-0.00718,0.00118,-0.00486,19.27041,0.18117,-0.001,-0.02896,860.7663,0.00093,-0.00544,0.00139,-0.005,-0.00435,-0.00494,0.03002,0.01727,0.00087,0.02455,0.00247,-0.01018
="2026/04/02 17:25:11.400",-0.01727,-0.00608,0.0102,18.29459,0.15954,-0.01702,-0.01093,860.96747,-0.00358,-0.00649,-0.00184,-0.00888,-0.00486,0.00553,-0.00549,0.00145,0.00213,0.01918,-0.01249,-0.02873
="2026/04/02 17:25:11.420",-0.01688,-0.00335,0.02309,18.48565,0.16481,-0.00485,-0.02316,861.25909,-0.00059,-0.00742,0.01025,0.00302,-0.00249,0.01154,0.0449,0.00968,0.01887,0.01588,-0.00211,-0.02081
="2026/04/02 17:25:11.440",-0.00737,-0.00577,0.01695,18.6969,0.15467,-0.014,-0.02711,861.35968,0.0064,-0.00075,-0.00347,0.00455,-0.00077,-0.01464,0.03101,0.003,-0.00276,0.00574,-0.00229,-0.01887
="2026/04/02 17:25:11.460",0.00752,-0.0015,0.02493,18.03317,0.18529,0.00249,-0.01951,861.3623,-0.00945,0.00586,0.00323,-0.00434,-0.00524,0.00545,0.05771,0.00215,-0.01485,-0.01978,0.00691,-0.00026
="2026/04/02 17:25:11.480",0.01194,-0.01139,0.02387,17.92083,0.16227,-0.00459,-0.00209,861.74286,-0.00854,-0.00986,0.01123,-0.00042,-0.00405,-0.00524,0.00789,0.01994,-0.00624,-0.00272,0.00848,-0.00304
="2026/04/02 17:25:11.500",-0.00369,-0.00726,-0.00368,18.46695,0.14937,-0.01181,-0.00199,861.73138,0.00561,-0.00378,-0.00421,0.00751,-0.00088,0.01201,0.00337,-0.00866,-0.01043,-0.02382,-0.0105,0.02109
="2026/04/02 17:25:11.520",0.02126,-0.01047,-0.01244,19.14162,0.14675,-0.00934,-0.00377,860.7973,-0.00493,-0.0021,0.01807,0.00641,-0.00698,0.00481,0.0142,0.00745,-0.00544,-0.00631,0.00658,0.00905
="2026/04/02 17:25:11.540",0.00771,-0.00072,-0.01879,19.14234,0.14546,-0.0151,0.00809,859.65002,0.01756,0.00055,-0.01744,0.00728,-0.00558,0.00911,-0.00902,0.01229,0.01109,-0.01059,-0.00107,0.03161
="2026/04/02 17:25:11.560",0.02113,0.0018,-0.00498,18.91628,0.13252,-0.02927,0.02198,859.3974,-0.00145,0.00253,0.01349,0.00529,0.0061,-0.00337,0.01599,-0.00589,-0.01275,-0.00964,-0.00447,0.01793
="2026/04/02 17:25:11.580",0.01219,0.00148,-0.02007,19.05091,0.16353,-0.02285,-0.00575,859.67017,-0.00671,0.00257,0.00343,0.00141,-0.00243,-0.00893,-0.01825,-0.00594,-0.00218,0.02216,-0.00055,0.01716
="2026/04/02 17:25:11.600",0.01002,-0.00334,-0.02564,19.83202,0.16435,-0.01006,0.02898,859.60443,0.00563,0.00604,-0.00469,0.00908,-0.00058,-0.00264,-0.02256,-0.00298,-0.00474,0.01275,-0.00675,0.0116
="2026/04/02 17:25:11.620",0.0031,-0.00398,-0.01862,20.49339,0.17669,-0.01355,0.00698,859.17365,-0.00682,-0.00856,-0.00295,0.00516,-0.00052,-0.01318,0.00226,-0.00503,0.008,0.02205,-0.00137,0.00787
="2026/04/02 17:25:11.640",-0.01727,-0.00636,-0.02035,20.18907,0.15751,-0.00633,0.02222,859.40521,0.00721,-0.00196,0.02468,0.0042,-0.00483,-0.00531,-0.0136,0.01111,0.01166,0.02564,-0.00433,-0.01548
="2026/04/02 17:25:11.660",-0.01662,0.00568,0.00937,19.61919,0.19561,-0.01211,-0.02876,860.19995,-0.00989,-0.00257,0.01825,-0.00148,0.00162,-0.01313,-0.01666,0.00032,0.01013,0.01853,0.00178,-0.0074
="2026/04/02 17:25:11.680",-0.02802,0.00233,0.00723,19.14735,0.19914,0.00148,-0.0265,860.90295,-0.00423,0.00496,0.00814,-0.00773,-0.00162,-0.00434,0.00335,-0.00581,-0.00989,0.00998,0.00415,-0.00122
="2026/04/02 17:25:11.700",-0.01607,-0.00649,0.02468,18.98083,0.20121,-0.01104,-0.04571,861.62439,0.01223,0.00253,-0.00133,0.00464,0.0012,-0.00521,-0.02051,0.00245,-0.00844,0.01428,0.00267,-0.00093
="2026/04/02 17:25:11.720",-0.00168,-0.00062,0.01216,18.51604,0.19364,-0.00623,-0.00651,861.66547,-0.00032,-0.00121,0.02781,-0.0191,-0.00269,0.00069,-0.06826,-0.01267,0.01697,0.00338,-0.00254,0.00055
="2026/04/02 17:25:11.740",-0.01196,-0.00317,0.02094,18.55382,0.17198,-0.00414,-0.05716,861.61108,0.00499,0.00304,0.01068,0.00313,0.00223,0.00353,-0.0279,-0.00355,0.01495,-0.00292,-0.00395,-0.00621
="2026/04/02 17:25:11.760",-0.00173,0.0055,0.02132,19.14667,0.17178,-0.01332,-0.00535,861.69867,-0.00959,-0.00415,-0.00087,0.0041,0.00559,0.00828,-0.05552,-0.01305,-0.00052,-0.00116,0.00614,0.00446
="2026/04/02 17:25:11.780",0.00646,0.00552,0.00427,19.0857,0.15878,-0.01213,-0.01663,861.29565,-0.00411,0.00775,-0.01086,0.00645,0.00048,0.01243,0.02175,0.00902,0.00199,-0.0012,-0.00086,0.00618
="2026/04/02 17:25:11.800",0.01621,-0.00774,0.01237,18.75876,0.16366,0.00485,-0.00172,860.289,-0.0008,0.00304,-0.00311,0.00875,0.00286,0.00965,0.00196,0.00643,0.00097,-0.01487,-0.0062,0.00921
="2026/04/02 17:25:11.820",0.01348,-0.00314,-0.00702,18.9004,0.15767,-0.02375,0.00186,859.51959,-0.0097,0.00201,0.02328,0.00688,-0.00022,0.00765,0.03847,0.00774,0.00127,-0.00587,-0.00437,0.00875
="2026/04/02 17:25:11.840",0.01644,0.00266,-0.00977,18.89052,0.15326,-0.01445,0.01883,859.65009,-0.00118,0.00219,0.00046,0.00488,-0.00287,-0.00507,0.02775,-0.00665,0.00044,-0.00385,-0.00015,0.00124
="2026/04/02 17:25:11.860",0.01485,0.005,-0.00049,19.00429,0.16307,-0.01018,0.0379,860.19061,-0.00468,0.01041,0.01203,0.00968,-0.00085,0.01011,-0.01564,0.00288,0.00787,-0.00449,-0.00024,0.0125
="2026/04/02 17:25:11.880",0.01415,-0.00208,-0.01523,19.42225,0.17133,-0.00313,0.04414,860.41632,-0.00448,0.00594,-0.00864,-0.00073,-0.00551,-0.0048,0.00023,-0.00221,0.0007,0.00612,-0.00159,0.00666
="2026/04/02 17:25:11.900",0.00851,0.00226,-0.02305,19.82026,0.17934,-0.00912,0.02616,859.71576,0.00515,0.00713,-0.02012,0.01329,-0.00513,-0.0043,0.00951,0.01059,0.00404,0.00839,0.0036,0.00685
="2026/04/02 17:25:11.920",0.00939,0.00061,-0.02008,20.26995,0.19937,-0.00801,0.01787,859.35577,0.00315,0.0046,-0.00119,-0.00663,0.00146,0.00061,-0.03465,-0.00402,-0.01361,0.01609,0.00217,-0.00488
="2026/04/02 17:25:11.940",0.0016,0.00416,-0.00365,19.80967,0.16825,-0.01016,0.02175,860.26788,0.00215,0.01279,-0.00974,0.00388,0.00117,-0.01367,-0.03227,-0.00123,0.00565,0.01345,-0.00523,-0.00927
="2026/04/02 17:25:11.960",-0.03359,-0.00586,-0.01306,19.64107,0.19123,-0.01618,0.01076,861.07227,0.00135,0.01254,-0.007,0.00492,-0.0046,-0.00076,0.01663,-0.00267,-0.00385,0.01681,0.00115,-0.01071
="2026/04/02 17:25:11.980",-0.00648,0.00353,0.00457,19.59983,0.19674,-0.01607,-0.00638,861.56079,-0.00639,0.00682,0.01916,-0.01197,-0.00107,-0.00552,-0.00461,-0.00153,0.00885,0.00743,-0.00017,0.00261
="2026/04/02 17:25:12.000",-0.01699,-0.00042,0.00136,19.48506,0.18751,-0.00027,-0.02354,861.73682,-0.01723,-0.00335,0.01256,0.00065,-0.00148,-0.00688,0.00366,-0.00619,0.00574,-0.00342,0.00661,-0.0156
="2026/04/02 17:25:12.020",-0.04325,-0.00939,0.00537,19.5113,0.1887,-0.00489,-0.04456,861.84326,-0.01088,-0.00313,0.01113,-0.01606,-0.00177,0.00342,0.02527,0.00264,-0.00287,0.001,0.00255,-0.00841
="2026/04/02 17:25:12.040",0.01321,0.0012,0.02553,18.85681,0.17289,-0.00476,-0.01675,861.44373,-0.00533,-0.00323,-0.00177,0.00647,0.00411,0.00707,0.06464,0.01546,-0.00576,-0.00951,0.01286,0.00684
="2026/04/02 17:25:12.060",0.02099,-0.00954,0.02479,18.2042,0.1757,-0.00749,-0.02604,860.98322,0.00243,-0.00618,0.00709,-0.00566,-0.00163,0.00022,0.01688,0.00136,-0.00719,-0.00737,-0.00063,0.01235
="2026/04/02 17:25:12.080",0.02053,0.00379,0.01337,18.11349,0.16106,-0.00908,-0.01871,860.80042,-0.00599,-0.00664,-0.01215,-0.01395,0.00034,0.02935,0.05532,0.01491,-0.02104,-0.01163,-0.00444,-0.00424
="2026/04/02 17:25:12.100",0.01761,-0.00744,0.0104,18.52105,0.15327,-0.00499,0.0062,860.64874,0.00043,0.00459,0.00917,-0.00477,-0.00092,0.02679,0.02674,0.01122,-0.00785,-0.00334,-0.00044,-0.0047
="2026/04/02 17:25:12.120",0.02973,-0.00693,-0.00023,19.37202,0.15949,-0.01323,0.00354,860.34198,-0.00557,-0.00827,-0.00547,-0.00415,0.00544,-0.00611,-0.01094,0.0034,-0.00875,-0.00075,-0.00143,0.03148
="2026/04/02 17:25:12.140",0.02863,0.00386,-0.00592,20.14562,0.14471,-0.02018,0.01072,859.71069,-0.00647,-0.00798,-0.00779,0.00835,0.00413,0.00381,0.07153,0.00705,-0.0202,0.00691,-0.00227,0.01023
="2026/04/02 17:25:12.160",0.00416,-0.00015,-0.01608,19.99641,0.18522,-0.01282,0.02013,860.12988,0.01254,-0.0021,0.00315,0.01836,-0.0073,-0.02543,-0.02767,0.00011,0.0059,0.01162,-0.00329,0.00848
="2026/04/02 17:25:12.180",0.00147,-0.00281,-0.01931,19.93693,0.18334,-0.01588,0.02219,860.71094,-0.00088,0.00169,-0.00476,0.00787,-0.00502,-0.01152,0.04815,0.00307,-0.01305,0.0049,-0.00659,0.01224
="2026/04/02 17:25:12.200",-0.00011,0.5086,1.22122,19.83074,0.19183,-0.0105,0.02014,860.11182,-0.01169,-0.00385,0.01569,-0.01921,-0.16681,0.1668,-0.01154,0.00105,0.00283,0.00531,0.00306,-0.00028
="2026/04/02 17:25:12.220",-0.11561,1.77053,-0.29637,19.9455,0.19499,-0.01401,0.00364,860.10797,-0.00471,0.0046,0.00557,1.98114,0.24838,-2.95367,0.01969,0.00826,0.0061,0.02221,-0.00389,-0.00684
="2026/04/02 17:25:12.240",-0.39442,1.87969,-1.74957,20.61437,0.18479,-0.0136,0.00173,860.86188,-0.00577,-0.00572,0.00868,-2.90703,0.60535,3.17522,-0.01003,-0.0023,-0.00343,0.00466,-0.00843,-0.00431
="2026/04/02 17:25:12.260",-0.52473,-0.98728,-0.51744,20.36661,0.21453,-0.01222,-0.00779,861.38281,-0.00522,-0.00143,0.00119,2.8497,-0.47794,-2.93052,0.008,-0.00025,-0.0129,0.01431,0.00511,0.01337
="2026/04/02 17:25:12.280",-0.2774,0.73293,-2.10683,19.56529,0.21076,-0.01264,-0.00047,861.82977,-0.00792,-0.00589,-0.01367,-1.43259,-0.07904,0.93911,-0.01905,-0.0027,-0.0077,0.00788,0.00388,-0.01172
="2026/04/02 17:25:12.300",-0.49528,-0.57863,-0.97101,19.40599,0.20014,-0.0068,-0.0206,862.07928,0.00132,0.00674,0.00699,-0.53994,0.60682,0.92423,0.02617,-0.00199,-0.01154,-0.00617,-0.00374,-0.00727
="2026/04/02 17:25:12.320",0.39635,-0.99646,-0.90204,19.28034,0.20959,-0.00289,-0.01903,861.21271,-0.00556,-0.00385,0.00248,1.20739,0.49264,-1.35441,0.00338,-0.00925,-0.0092,-0.00846,0.00781,-0.00877
="2026/04/02 17:25:12.340",-0.28262,-0.18366,-1.12013,18.41367,0.17718,-0.0135,-0.02249,860.75836,-0.00637,-0.00013,-0.00546,-3.12731,0.18198,2.65163,-0.02929,-0.00369,0.00178,-0.00728,-0.00158,-0.00618
="2026/04/02 17:25:12.360",0.45536,-1.67447,1.48637,18.14154,0.16866,-0.01743,-0.02945,861.28967,-0.00137,0.00258,0.00279,1.80413,-0.11038,-0.43684,-0.01366,-0.00264,-0.01703,-0.00524,0.0004,-0.01416
="2026/04/02 17:25:12.380",0.56846,0.23635,0.73726,18.73962,0.16772,-0.01133,-0.00097,861.6983,-0.00314,0.00445,0.00653,-2.39765,-0.14189,0.99181,-0.00267,-0.00004,-0.0037,-0.02087,-0.00122,0.01337
="2026/04/02 17:25:12.400",0.07944,-1.2202,2.02636,19.11025,0.15896,-0.01491,-0.00101,860.95996,-0.00556,-0.00295,-0.00194,-0.71071,-0.08748,2.43063,-0.00855,-0.0068,-0.01158,-0.01505,0.00525,0.00594
="2026/04/02 17:25:12.420",0.70024,-0.96145,2.00719,18.6604,0.19101,-0.01128,0.00524,860.09277,-0.00632,0.00022,0.00084,0.5835,-0.45478,-1.12488,-0.00527,-0.00061,0.01162,-0.0098,-0.00698,-0.0069
="2026/04/02 17:25:12.440",0.17608,0.48346,0.77948,18.7408,0.18653,-0.01877,0.01602,859.73431,-0.00706,-0.0013,-0.00237,-3.00667,-0.4504,2.56715,-0.00815,-0.0083,0.01502,-0.00716,0.00017,0.01016
="2026/04/02 17:25:12.460",0.47099,-0.78992,2.26677,19.25423,0.18601,-0.0131,0.03024,859.63379,-0.00754,-0.00219,-0.00246,2.11161,-0.16661,0.51827,0.03996,0.015,-0.00847,0.00819,-0.00738,0.01509
="2026/04/02 17:25:12.480",0.84948,0.38282,0.61148,20.06778,0.17033,-0.01557,0.01924,860.11646,0.00517,0.00051,-0.01158,-1.7351,-0.08829,-0.77322,-0.00093,0.01055,-0.00278,0.0062,-0.00003,0.00721
="2026/04/02 17:25:12.500",-0.10867,0.21901,0.22309,20.35637,0.20389,-0.02144,0.01133,860.34735,0.00152,-0.00307,-0.00266,0.41717,0.01784,2.00877,0.0304,0.00641,0.00541,0.01601,0.00427,0.00293
="2026/04/02 17:25:12.520",0.78822,0.18222,-0.57981,19.72577,0.22183,-0.01245,0.0314,859.67285,-0.0019,-0.00208,-0.00201,1.65725,-0.26439,-2.41229,-0.00335,-0.00197,-0.00332,0.01842,-0.00478,-0.01473
="2026/04/02 17:25:12.540",-0.19995,1.0861,-1.77887,19.83752,0.21327,-0.01032,-0.00114,860.24072,0.01551,-0.00619,-0.01164,-1.33067,-0.13657,0.23066,0.02294,0.0052,0.01181,0.0156,-0.00114,-0.0145
="2026/04/02 17:25:12.560",-0.26865,0.08713,-1.77871,20.21216,0.23626,-0.00719,-0.01713,861.76172,0.01201,-0.01,0.01435,3.15532,-0.04111,-0.48019,0.03684,0.002,-0.01977,0.01181,-0.00283,-0.01465
="2026/04/02 17:25:12.580",0.18944,0.72373,-2.19995,19.69449,0.21406,-0.01255,-0.01085,862.15826,0.00708,0.00136,-0.00345,-0.6226,0.1351,-2.50051,0.01252,-0.01007,-0.01845,0.00851,-0.00612,-0.01415
="2026/04/02 17:25:12.600",-1.11761,0.54432,-1.23368,18.84483,0.21033,-0.00538,-0.0221,861.95764,0.01049,0.00522,-0.00016,1.34839,0.33527,0.95614,-0.0062,-0.03299,-0.02171,-0.00129,0.00476,-0.01734
="2026/04/02 17:25:12.620",-0.13109,0.25647,-0.5511,18.52315,0.2054,-0.00961,-0.02201,861.70044,0.00974,0.00294,0.01137,1.75885,0.23177,-2.29253,-0.00755,-0.00216,-0.00258,-0.00479,0.00098,-0.01122
="2026/04/02 17:25:12.640",-0.70239,0.80026,-0.71726,18.44122,0.19644,-0.01096,-0.01875,861.37787,0.01196,-0.00096,0.00819,-1.19485,0.14411,-0.60673,0.01329,0.00463,0.00021,-0.01083,-0.00375,-0.00888
="2026/04/02 17:25:12.660",-0.93916,0.01132,0.27332,18.74016,0.19922,-0.00924,-0.02696,861.18909,0.00487,-0.00496,0.00779,2.1957,-0.06662,0.16946,-0.00227,0.00256,0.00145,-0.00251,-0.00313,0.00324
="2026/04/02 17:25:12.680",-0.02414,0.10076,0.81848,18.58725,0.18434,-0.01608,-0.00595,860.46619,-0.00133,-0.00717,-0.005,-0.98562,0.04847,-2.28514,0.05399,0.00619,-0.0136,-0.00736,-0.00776,0.00441
="2026/04/02 17:25:12.700",-1.24034,0.17329,1.50244,18.17322,0.1723,-0.00978,0.00044,860.20044,0.01415,0.00972,0.00318,0.11187,0.18878,1.87776,-0.02296,-0.00605,0.0014,-0.01173,0.00242,0.01574
="2026/04/02 17:25:12.720",0.0484,-0.41159,1.97621,18.88785,0.18668,-0.01411,0.01501,860.11896,3.3357,-0.19916,-1.07146,0.87616,0.22047,-0.74732,-0.00257,-0.00794,-0.01372,0.00258,0.00157,0.00858
="2026/04/02 17:25:12.740",-0.20952,-0.00254,1.49668,19.17925,0.18769,-0.01514,0.03842,859.50824,1.66733,-0.07329,-0.8733,-1.69252,0.12996,-0.21574,-0.0419,-0.01422,-0.01171,0.00316,-0.00378,-0.00525
="2026/04/02 17:25:12.760",-0.47557,-0.32899,1.20951,19.58173,0.19243,-0.01959,0.02319,859.41461,0.99079,-0.23075,0.80743,1.37581,0.03347,1.8392,-0.01548,0.00631,0.00126,-0.00335,-0.00413,0.00823
="2026/04/02 17:25:12.780",0.68385,-0.17053,0.13561,20.4697,0.19241,-0.01586,0.03447,860.17383,2.97873,0.32723,-0.76736,-1.32664,-0.20005,-1.68225,0.03153,0.00066,-0.0122,0.00588,-0.00292,0.00935
="2026/04/02 17:25:12.800",-0.55111,0.12365,-0.41649,20.72178,0.20508,-0.01778,0.01203,860.83441,-0.679,-0.2228,0.64547,0.28022,-0.2068,1.5532,0.01341,0.00202,-0.01158,0.01239,-0.00089,0.00403
="2026/04/02 17:25:12.820",0.36262,-0.15146,-0.91275,20.74287,0.21877,-0.01637,0.01317,860.89636,1.68267,0.01584,-0.18144,0.58384,0.03628,-0.13722,0.03126,0.01058,-0.00038,0.01103,0.00085,-0.00109
="2026/04/02 17:25:12.840",0.16691,-0.05495,-1.3534,20.36818,0.22059,-0.01057,0.00178,861.01123,-0.42745,0.22481,-0.12555,-1.35271,0.17108,-1.02126,-0.03257,-0.00347,-0.01435,0.00989,-0.00122,0.00931
="2026/04/02 17:25:12.860",-0.42171,-0.19139,-1.28537,20.11141,0.22707,-0.00518,-0.00236,861.77435,-1.67609,-0.14057,1.07601,1.52849,0.21391,1.69461,-0.05643,-0.01349,-0.00044,0.01395,0.01047,-0.00649
="2026/04/02 17:25:12.880",0.692,-0.38349,-1.37108,20.24049,0.21255,-0.01394,-0.01969,862.07922,-0.36592,0.34734,-0.57587,-1.38444,0.01526,-1.50363,-0.02571,-0.00497,0.00931,-0.00449,0.00017,-0.00992
="2026/04/02 17:25:12.900",-0.49353,-0.16033,-1.13344,20.13098,0.20772,-0.00526,-0.02278,862.12567,-3.1754,-0.05145,0.27834,0.20881,-0.19654,0.8328,0.00582,0.00187,0.00692,0.00001,0.00358,-0.00246
="2026/04/02 17:25:12.920",0.29502,-0.14672,-0.47088,19.08293,0.21102,-0.00941,-0.0118,861.43475,-0.94013,-0.11837,0.5189,-0.02097,-0.2541,0.5982,-0.00426,0.00561,0.02037,0.00155,-0.00597,-0.00513
="2026/04/02 17:25:12.940",0.19649,-0.22278,0.30277,18.58605,0.20121,-0.00703,-0.01891,861.13452,-2.36325,0.11152,-0.44289,-1.89411,-0.16389,-0.66335,-1.38386,-0.69123,-0.74763,-0.00909,0.00586,0.0124
="2026/04/02 17:25:12.960",-0.33417,0.14082,1.44594,18.69776,0.19303,-0.01346,-0.0155,860.57153,-2.54898,-0.44348,0.8736,0.56776,0.0044,1.99879,-0.0237,-0.03329,-0.12658,-0.00284,-0.002,0.00001
="2026/04/02 17:25:12.980",0.82696,0.02201,1.92712,18.85864,0.19056,-0.01164,-0.00018,860.09167,-0.25528,-0.02132,-0.50083,-2.21925,-0.04472,-0.07752,0.53815,0.23463,0.447,-0.01003,-0.00955,-0.01031
="2026/04/02 17:25:13.000",0.04985,-0.25649,1.99751,19.03658,0.19384,-0.01298,0.02047,860.4386,-2.39305,0.07835,0.16964,0.20792,-0.24386,0.7156,-0.2025,0.15211,0.12475,0.01177,-0.00118,0.00042
="2026/04/02 17:25:13.020",0.61023,0.03997,2.02476,19.59804,0.17655,-0.01501,0.01048,860.55151,-0.14665,-0.16824,1.07932,-1.02819,-0.27571,2.02103,0.4241,0.0701,0.03264,-0.01375,-0.00297,0.01567
="2026/04/02 17:25:13.040",0.90014,-0.17519,2.59688,19.88165,0.21072,-0.02163,0.02803,860.10614,-0.54085,0.38621,-0.98698,-1.01078,-0.19515,-0.62046,-0.01764,-0.01367,-0.04242,-0.01028,-0.01204,0.01058
="2026/04/02 17:25:13.060",0.40195,0.14018,1.25214,19.72687,0.20757,-0.00265,0.03637,859.98987,-0.59774,-0.3215,0.65691,1.03744,-0.06438,1.59694,0.27915,0.02038,0.01481,0.02298,-0.00042,-0.01115
="2026/04/02 17:25:13.080",1.04875,0.0071,0.47525,20.23051,0.19456,-0.00865,0.03394,860.6167,1.51704,0.13596,-0.32116,-1.43903,-0.00322,-0.18369,0.18846,0.21475,0.13703,0.0002,-0.00217,0.00882
="2026/04/02 17:25:13.100",0.37155,-0.16926,-0.2129,20.84573,0.23824,-0.01073,0.00964,860.9447,0.16905,0.27581,-0.88782,1.52775,0.18165,-0.61915,1.00781,0.04023,-0.01596,0.02173,0.00207,-0.0035
="2026/04/02 17:25:13.120",0.34934,0.68896,-1.32406,20.67017,0.21213,-0.01514,-0.00447,860.85345,1.80184,-0.21451,0.78732,0.26672,0.07098,0.42485,0.03867,-0.04551,-0.00812,0.02285,-0.0035,-0.00159
="2026/04/02 17:25:13.140",0.46844,0.31595,-1.27063,19.84929,0.24456,-0.00359,-0.00024,861.02533,1.41026,0.44395,-1.24209,0.37108,0.09744,-1.47192,0.15004,0.03131,0.09191,0.00933,-0.00377,-0.01891
="2026/04/02 17:25:13.160",-0.51695,0.61943,-1.90781,18.97243,0.24014,-0.00188,-0.01852,861.54108,0.84651,0.07085,0.87543,2.15472,0.1102,-0.45521,-0.08937,0.06433,0.06227,-0.07865,0.06433,0.18911
="2026/04/02 17:25:13.180",-0.11434,0.68218,-1.77646,18.88281,0.2325,-0.02105,-0.02626,861.72925,2.70337,0.27979,-0.85622,-0.4216,0.21316,-0.98051,0.24808,0.11767,0.15557,1.48919,-0.0294,-3.34409
="2026/04/02 17:25:13.200",-0.85894,-0.00638,-1.36883,19.55497,0.24009,-0.00445,-0.02776,861.98877,1.13558,0.29661,-0.99988,2.06914,0.24237,-1.83341,0.05462,-0.05009,-0.13444,-0.21777,0.79277,1.80054
="2026/04/02 17:25:13.220",-0.90886,0.55602,-1.39483,18.89271,0.21295,-0.01292,-0.02067,861.8996,1.94766,-0.34604,1.05882,0.20422,0.3069,-0.18996,0.13073,0.04563,0.05988,2.00472,-1.11919,-1.97808
="2026/04/02 17:25:13.240",-0.8113,-0.18736,-0.56527,18.11345,1.10472,-0.48896,6.78503,860.72815,1.6317,0.3628,-1.09012,0.04059,0.30992,-1.36205,0.30422,0.04544,0.12555,0.47285,0.51675,-0.52938
="2026/04/02 17:25:13.260",-1.02162,-0.3984,0.40557,18.68301,-4.50175,-0.76058,-2.79663,859.77606,1.04946,-0.21708,0.39616,1.51354,0.11435,-0.72754,-0.22706,-0.06547,-0.05853,0.48446,0.37771,0.82624
="2026/04/02 17:25:13.280",-0.59487,0.38688,0.59567,18.86276,-2.15311,-2.2839,0.19348,860.40533,1.80693,-0.16754,0.56496,-1.48075,-0.01435,0.30824,-0.11922,-0.0766,-0.0048,0.83862,-0.58152,-2.03161
="2026/04/02 17:25:13.300",-0.44424,-0.33057,2.10402,18.88444,1.2101,-0.90255,1.71948,860.39771,0.69501,0.27409,-0.70121,1.02169,0.05213,-0.49812,-0.28662,-0.0118,-0.1004,-1.03583,0.71997,2.12477
="2026/04/02 17:25:13.320",-0.08425,0.29979,1.48818,18.9408,-2.73228,1.25134,-6.02392,859.60834,1.12228,-0.43745,1.19074,-0.36131,-0.10855,0.19975,-0.02318,-0.08179,-0.07411,0.70658,-0.3249,-0.05236
="2026/04/02 17:25:13.340",0.04309,-0.12886,1.93009,18.9621,0.5694,-0.66527,2.52173,859.75989,0.59507,0.28254,-0.77011,-0.83976,-0.06807,0.33354,-0.23336,-0.02149,-0.05651,-1.82202,0.03943,1.02622
="2026/04/02 17:25:13.360",0.21106,-0.33491,1.34868,19.70359,0.6745,1.24587,-3.6738,860.39691,0.14717,-0.06232,0.30529,1.3883,-0.09837,-0.00534,-0.36029,-0.14822,-0.19203,-1.1239,0.0826,2.55244
="2026/04/02 17:25:13.380",0.46442,0.12268,0.04076,19.94184,-0.92742,1.329,-1.05473,861.1496,0.24373,-0.1513,0.56931,-1.54997,-0.00894,0.67545,-0.03492,-0.00982,0.02448,-0.48814,-0.48119,-0.34926
="2026/04/02 17:25:13.400",0.2613,-0.66888,0.26857,19.26806,4.28129,0.08459,3.61802,861.53253,-0.64239,0.3138,-0.42995,1.13594,0.00091,0.05531,-0.59345,-0.11752,-0.06345,-2.07929,0.09779,2.74815
="2026/04/02 17:25:13.420",0.55652,0.03544,-1.22182,19.20568,-0.38587,1.40389,-3.06293,861.07538,-0.52115,-0.43003,1.2533,-0.04338,-0.0351,-0.0502,-0.25441,-0.14239,-0.15896,0.59665,-0.1636,0.31662
