time,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSGD00003.chdata,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 17:16:33.740",0.03068,-0.0842,-0.12112,23.89928,0.08672,-0.09701,-0.03911,0.27862,-0.02634,-0.07278,862.36145,0.22296,0.02543,-0.35273,-0.22151,0.07384,-0.54561,0.45161,-0.00666,0.02189
="2026/04/02 17:16:33.760",-0.02871,0.04588,0.01836,23.59653,0.05292,0.02239,-0.28425,0.19057,-0.01958,-0.14212,864.51874,-0.03139,0.01709,0.11115,0.20832,0.03024,0.16847,0.15526,-0.07227,-0.04676
="2026/04/02 17:16:33.780",-0.00605,-0.02189,-0.02044,21.91927,0.00913,-0.16564,-0.29153,0.36747,-0.01029,-0.00292,865.96722,0.0899,0.02874,-0.20988,-0.17814,0.10947,-0.6107,0.1858,-0.02791,-0.03816
="2026/04/02 17:16:33.800",-0.09614,-0.01547,-0.12427,19.94952,0.06218,-0.10256,-0.11039,0.08655,-0.01032,-0.0112,866.38531,0.15244,-0.02699,-0.20835,0.33459,0.03586,0.09318,0.24194,-0.02933,-0.03931
="2026/04/02 17:16:33.820",-0.08044,0.06036,0.0763,19.11379,0.05262,-0.00964,-0.13165,0.20045,-0.00999,0.00614,865.74335,-0.11103,0.0075,0.21826,0.19737,0.09106,0.01523,0.22126,-0.02866,-0.09831
="2026/04/02 17:16:33.840",-0.04143,-0.01601,-0.03513,17.86121,0.0635,-0.10866,-0.15384,0.20505,0.02875,-0.07992,865.2605,0.13773,-0.02643,-0.17699,-0.0758,0.18148,-0.4016,0.05977,-0.03724,-0.02875
="2026/04/02 17:16:33.860",-0.20509,-0.04901,0.23158,16.95535,0.07789,0.05042,-0.14921,0.0799,0.06772,-0.00374,864.00323,-0.07866,0.00306,0.24484,0.18381,-0.03488,0.28882,0.35982,0.0259,-0.01031
="2026/04/02 17:16:33.880",-0.17187,-0.01342,0.15911,17.85862,0.12458,-0.00157,-0.0867,0.12742,0.07636,0.05322,862.89471,0.01143,0.01038,0.03689,-0.23175,0.29665,-0.17352,0.35417,0.00786,-0.00318
="2026/04/02 17:16:33.900",-0.14147,-0.00652,-0.11761,17.94421,0.0928,0.06128,-0.03915,-0.2026,0.07982,0.13304,861.67828,0.00888,0.01938,-0.05021,-0.25735,0.09357,0.29385,0.10934,-0.03999,-0.00912
="2026/04/02 17:16:33.920",-0.2012,0.0245,0.3238,18.20262,0.14516,0.18153,-0.10505,-0.10723,0.06169,0.14014,860.26141,-0.18442,0.02235,0.23219,-0.00077,-0.27459,0.28016,0.1654,0.04453,-0.06169
="2026/04/02 17:16:33.940",-0.15008,-0.06197,-0.02117,19.66757,0.16476,0.01981,0.00605,-0.10004,0.01617,0.01829,858.64154,0.15343,0.03816,-0.13915,-0.3424,-0.19664,0.11951,0.20584,-0.00078,0.00402
="2026/04/02 17:16:33.960",-0.22545,0.01219,0.14924,20.95077,0.00187,0.28255,0.06173,-0.06037,-0.10132,-0.09602,858.16626,0.03408,0.04973,0.1473,0.21182,-0.13116,0.8173,0.26606,-0.04237,-0.03386
="2026/04/02 17:16:33.980",-0.14345,0.0354,0.22676,22.39441,0.12719,0.22061,0.0681,0.09139,-0.06525,-0.06868,858.74664,0.00446,0.10558,0.22007,-0.09978,-0.13867,0.18134,0.19906,-0.00332,-0.05188
="2026/04/02 17:16:34.000",-0.14449,-0.08251,-0.00609,22.93423,-0.01103,-0.02209,0.15018,-0.25686,-0.01471,0.01208,859.49884,0.15642,0.05336,-0.1523,0.02738,-0.40339,0.35605,0.15673,-0.09519,-0.02151
="2026/04/02 17:16:34.020",-0.19941,0.03748,0.30208,23.41679,-0.13993,0.00609,-0.0799,0.01221,-0.02612,0.11152,860.94012,-0.26049,0.10432,0.37069,0.31923,-0.179,0.42784,0.0356,-0.00549,0.0282
="2026/04/02 17:16:34.040",0.04512,-0.01458,0.06604,23.65671,-0.14646,-0.01837,0.01019,-0.07639,0.01946,0.18059,862.81842,0.1483,0.00796,-0.09344,-0.01976,-0.07872,0.16848,0.17402,-0.00962,0.01573
="2026/04/02 17:16:34.060",-0.1084,-0.02307,0.13153,22.57937,-0.07288,0.03946,0.01168,-0.1042,0.0327,0.03529,863.88544,-0.19716,-0.01669,0.09516,0.30508,-0.42575,0.71337,0.12801,0.01784,-0.00021
="2026/04/02 17:16:34.080",0.07276,0.01388,0.09297,21.75125,-0.27462,-0.06743,-0.0007,0.04337,0.00777,-0.05989,864.48785,-0.10943,-0.02631,0.24115,0.05174,-0.2572,0.21069,-0.0404,0.01021,0.02155
="2026/04/02 17:16:34.100",-0.04504,0.07713,0.27226,20.75605,-0.19626,-0.02822,0.23827,-0.02813,0.03778,-0.1144,864.54645,0.0694,0.06229,-0.17438,0.03684,-0.15327,0.26731,-0.08509,0.03002,-0.03453
="2026/04/02 17:16:34.120",0.0537,-0.00675,0.01803,19.05951,-0.0959,0.12633,0.19919,-0.04662,0.01614,0.03773,864.38855,-0.23054,0.00232,0.29017,0.55291,-0.16207,0.3159,0.00473,-0.03633,-0.00155
="2026/04/02 17:16:34.140",-0.01581,-0.03498,0.16138,17.44874,-0.0382,-0.01354,0.31445,-0.04631,0.01371,0.02649,863.69733,-0.0617,-0.06089,-0.03109,0.19868,-0.03691,0.09076,-0.09061,0.02108,-0.01725
="2026/04/02 17:16:34.160",-0.22814,-0.00311,0.16965,16.51951,-0.16185,0.01538,0.12302,-0.22854,-0.01461,0.07098,862.67462,-0.13829,-0.0566,0.01217,0.21921,0.08365,-0.06384,-0.25992,0.00185,0.08699
="2026/04/02 17:16:34.180",0.04302,-0.01792,0.03552,17.10062,-0.24452,0.09069,0.0028,-0.12662,-0.02465,0.07547,860.99261,-0.13917,-0.00244,0.28191,0.33806,0.07888,0.35596,-0.19383,-0.01654,0.02517
="2026/04/02 17:16:34.200",-0.1483,0.09818,0.22318,17.86695,0.0364,0.03644,0.22114,0.05637,0.0318,-0.10603,858.69519,-0.03557,-0.03597,-0.0951,0.01731,-0.07161,0.45341,-0.2064,-0.00011,0.02348
="2026/04/02 17:16:34.220",0.03729,-0.05213,-0.076,17.73731,-0.02364,0.01774,-0.04093,-0.14013,-0.02258,-0.01417,857.70795,-0.06942,-0.01252,0.11188,0.16646,-0.221,0.16957,-0.12157,0.0336,0.0165
="2026/04/02 17:16:34.240",-0.03504,-0.07941,0.23595,18.67929,-0.10283,0.0219,0.17669,-0.14523,0.0147,0.04442,857.26257,-0.11328,0.04134,0.22575,0.19187,-0.26264,0.62071,-0.13627,0.07596,0.07582
="2026/04/02 17:16:34.260",-0.14361,0.00959,0.14456,20.29902,-0.0942,0.01262,0.1025,-0.01156,0.01809,-0.01618,856.70221,-0.08684,0.0322,-0.01749,0.00833,0.03789,0.45071,-0.11184,0.00824,0.01051
="2026/04/02 17:16:34.280",0.10249,-0.04004,0.0063,21.66959,-0.03496,0.11638,0.35025,-0.23081,-0.04599,0.20778,856.81903,0.06463,-0.03931,-0.03133,0.07334,-0.19832,0.33826,-0.09852,0.08917,0.04161
="2026/04/02 17:16:34.300",0.02896,0.07603,0.22446,22.53515,-0.02794,0.19957,0.18181,-0.1052,0.04331,0.15647,858.15863,-0.27343,-0.04611,0.21412,-0.09446,-0.21031,0.44277,-0.26753,0.01557,0.07829
="2026/04/02 17:16:34.320",0.1396,-0.06369,-0.04821,22.22851,-0.21063,0.01178,0.28169,-0.2444,0.00354,0.05942,859.79639,0.10249,0.04308,-0.23242,0.007,-0.23701,-0.07258,-0.19678,0.02101,-0.00164
="2026/04/02 17:16:34.340",0.12742,-0.04547,0.02143,22.25483,-0.17637,0.18452,-0.01343,-0.31846,-0.01956,-0.06478,860.22888,-0.24203,0.06758,0.2994,0.24317,-0.21178,0.14381,-0.19967,-0.01709,-0.00763
="2026/04/02 17:16:34.360",0.07796,0.03799,0.00732,21.19712,-0.1383,-0.09407,0.09189,-0.06393,0.02723,-0.02384,860.84637,-0.01992,0.10384,0.02672,0.21396,0.16504,-0.17247,-0.25936,-0.00075,0.01877
="2026/04/02 17:16:34.380",0.24902,0.0099,-0.18144,19.57052,-0.13713,-0.10804,0.27868,-0.17076,-0.01975,0.05914,861.55951,0.16013,0.03853,-0.10215,0.285,0.06159,-0.27388,-0.0736,0.02025,0.02685
="2026/04/02 17:16:34.400",-0.00926,-0.01135,-0.20539,18.4375,-0.04159,-0.07803,0.4137,0.06306,-0.01402,-0.08408,862.40375,-0.31402,0.06574,0.22746,0.20168,0.04101,-0.42644,-0.24227,-0.01443,0.01858
="2026/04/02 17:16:34.420",0.17905,0.01261,-0.27636,16.37597,-0.10132,-0.02769,0.35434,-0.10803,-0.08128,-0.02372,862.46075,0.27901,-0.12614,-0.34258,0.39466,0.52834,-0.73957,-0.26556,-0.00319,0.0295
="2026/04/02 17:16:34.440",0.12276,-0.03762,-0.20764,15.56997,0.04519,0.20024,0.2221,-0.15344,-0.05675,0.0592,861.64014,-0.17711,-0.11344,0.02245,0.18214,0.31188,0.14849,-0.11707,0.01333,0.00626
="2026/04/02 17:16:34.460",0.10614,0.01481,0.01209,15.81725,-0.11956,0.02733,0.21195,-0.02125,0.02719,-0.12034,860.80499,0.0134,-0.10096,0.00358,0.03219,0.21017,-0.24583,-0.24727,-0.01044,0.01564
="2026/04/02 17:16:34.480",0.18845,-0.04785,-0.24209,15.44246,0.04478,0.10722,0.43724,-0.01659,-0.0023,-0.04999,859.00201,0.22856,-0.01082,-0.36298,-0.2475,0.14912,-0.28518,-0.172,0.02589,0.07608
="2026/04/02 17:16:34.500",-0.05775,0.01875,0.13325,16.1092,0.09853,0.44265,0.09195,0.12851,-0.011,-0.19338,857.59467,-0.21696,0.07133,0.09662,-0.23227,0.22717,0.08309,-0.31226,0.01359,0.04811
="2026/04/02 17:16:34.520",0.08696,-0.08879,-0.05739,17.11988,-0.06099,-0.01344,0.18291,0.19271,-0.00304,-0.01529,856.25812,0.17491,0.00472,-0.3617,-0.27362,0.10489,-0.31087,-0.10515,0.01371,0.02813
="2026/04/02 17:16:34.540",-0.02814,-0.00131,-0.13901,18.5098,-0.00704,-0.04057,-0.2779,0.00201,-0.01545,0.14247,855.38074,-0.21242,0.06728,0.06416,-0.38082,-0.03023,0.19302,-0.11927,0.04118,0.02097
="2026/04/02 17:16:34.560",0.08566,0.05005,-0.08676,20.55859,-0.1068,-0.01508,-0.31771,0.27617,0.06333,-0.04001,856.23596,-0.00407,0.09679,0.09964,-0.2201,0.02547,-0.12489,-0.16654,0.01304,-0.00319
="2026/04/02 17:16:34.580",0.2325,0.04906,-0.20264,21.76918,0.06766,-0.04142,-0.12115,0.01814,-0.01985,-0.0286,857.69794,0.15884,0.08088,-0.11536,-0.29058,-0.259,0.12592,-0.12543,0.01815,-0.05993
="2026/04/02 17:16:34.600",0.09599,-0.03031,-0.15303,22.061,-0.04826,-0.05212,-0.1658,0.26253,0.00201,-0.0062,859.10675,-0.21127,-0.01427,0.18022,-0.0799,-0.22095,-0.31259,-0.08381,-0.01834,0.00366
="2026/04/02 17:16:34.620",0.13874,0.03729,-0.14714,22.01417,-0.00854,-0.2703,0.0541,0.02335,0.03413,-0.02238,860.46313,0.24211,0.05282,-0.19724,-0.01463,0.27654,-0.68522,-0.03615,-0.0232,0.01376
="2026/04/02 17:16:34.640",0.06207,-0.05425,-0.14469,21.69414,-0.05571,-0.11456,-0.26408,-0.03471,0.02218,0.15023,862.33795,-0.14017,-0.02636,-0.0494,-0.0579,0.30252,-0.34778,0.07686,-0.02804,0.01845
="2026/04/02 17:16:34.660",0.06689,-0.01581,-0.28554,20.83726,0.039,-0.31928,-0.2867,0.0595,0.02025,0.00553,863.74603,-0.01627,-0.00252,0.17243,0.03439,0.3123,-0.78352,-0.0268,-0.0087,0.0047
="2026/04/02 17:16:34.680",0.00118,0.01806,0.00967,19.4205,-0.06144,-0.2403,-0.13335,-0.01028,0.01316,0.07092,864.09387,0.14243,-0.07663,-0.28175,-0.02339,0.23706,-0.59484,0.14546,0.04269,-0.01034
="2026/04/02 17:16:34.700",0.12851,-0.01805,-0.38861,17.86324,0.08439,0.10866,-0.09224,0.15266,-0.04802,-0.04385,864.56946,-0.12807,-0.08753,0.00834,-0.07086,0.27935,-0.52098,0.29944,-0.01496,0.00946
="2026/04/02 17:16:34.720",0.08733,0.00132,-0.01179,16.39955,0.14812,0.05725,0.01405,0.19137,-0.00753,-0.02386,864.07721,0.30123,-0.17254,-0.16439,0.23875,-0.06044,0.00984,0.08583,0.00238,-0.01546
="2026/04/02 17:16:34.740",0.05079,0.01868,-0.09949,15.88986,0.19395,0.11759,-0.06808,0.01189,-0.04056,0.05937,862.93695,-0.10679,-0.08102,-0.20943,-0.46644,0.14335,-0.56505,0.13111,-0.00946,-0.04482
="2026/04/02 17:16:34.760",0.0629,-0.06361,-0.12186,15.96148,0.08634,0.04224,-0.162,-0.08276,-0.0874,0.08923,862.15607,0.16617,0.04952,-0.01376,-0.04879,0.00333,-0.19608,0.20138,-0.04118,-0.01996
="2026/04/02 17:16:34.780",-0.05039,0.08088,0.09644,16.68738,0.1519,0.09757,-0.08497,0.09757,-0.01341,-0.01965,861.15381,0.14983,0.06599,-0.2566,-0.35413,0.01611,-0.13839,0.05502,0.02518,-0.04779
="2026/04/02 17:16:34.800",0.02269,-0.05109,-0.363,17.79863,0.16784,0.03685,-0.2127,0.065,0.0089,0.01165,859.6709,0.20741,0.05371,-0.23792,-0.42878,0.21566,-0.52665,0.26693,-0.00601,-0.03186
="2026/04/02 17:16:34.820",0.02472,0.07145,-0.04391,18.70823,0.14543,-0.02671,-0.25681,0.13509,0.02003,-0.03672,858.02167,0.13033,0.03059,0.0479,0.1204,0.01665,0.13454,0.08666,-0.06106,0.01348
="2026/04/02 17:16:34.840",0.00581,-0.02241,-0.08962,20.10597,0.17725,-0.19137,-0.21445,0.34942,-0.02629,-0.1791,858.30487,0.00368,0.06039,-0.1953,-0.29411,0.17839,-0.49697,0.18646,0.02611,-0.07091
="2026/04/02 17:16:34.860",0.02443,0.01624,-0.18648,21.35567,0.03019,-0.17385,-0.22887,-0.00629,-0.02797,-0.12784,858.69604,0.28688,0.04153,-0.11221,-0.03338,0.15058,0.0408,0.1978,-0.02145,0.01381
="2026/04/02 17:16:34.880",-0.0446,-0.03914,0.21687,22.76644,0.09887,-0.0382,-0.39881,0.32922,0.04139,0.00371,859.23193,-0.07067,-0.00102,0.13264,-0.08982,0.02885,0.03317,0.23291,-0.01557,-0.02187
="2026/04/02 17:16:34.900",0.07755,-0.00196,-0.19781,23.37214,0.10345,-0.13479,-0.12055,0.28263,0.08331,0.09557,861.67834,0.18882,-0.01254,-0.14717,-0.49174,0.23002,-0.25129,0.20399,-0.04173,-0.00859
="2026/04/02 17:16:34.920",-0.07826,0.03898,0.0987,23.40436,0.00673,-0.04682,-0.01416,0.08426,-0.00039,0.13851,863.44556,0.00794,-0.01702,0.11443,-0.08789,-0.10976,0.35436,0.27078,-0.05261,-0.06278
="2026/04/02 17:16:34.940",-0.18046,0.02926,0.19835,23.53023,0.01794,-0.0382,-0.1401,0.44079,0.03277,0.06852,864.50671,-0.06446,0.00282,-0.10873,-0.35796,-0.0461,-0.11714,0.00345,-0.04183,-0.01475
="2026/04/02 17:16:34.960",-0.1304,-0.0744,-0.15065,22.21784,0.01143,-0.05161,0.00576,0.04962,-0.00136,0.03334,865.74384,0.24064,-0.03845,-0.13321,-0.13881,-0.24016,0.14411,0.36135,-0.00198,0.00128
="2026/04/02 17:16:34.980",-0.20385,0.12985,0.18794,20.29938,0.0323,0.08587,0.01646,0.43491,-0.0587,0.15002,866.37091,-0.16008,-0.01715,-0.09124,0.1847,-0.22481,0.41559,0.38096,0.03275,0.02198
="2026/04/02 17:16:35.000",-0.07096,-0.03173,-0.01581,18.23699,-0.01229,-0.04888,0.02606,0.46054,-0.01204,-0.06455,865.71674,0.17941,-0.04352,-0.19422,-0.16167,-0.29168,0.02321,0.12832,-0.07442,-0.03505
="2026/04/02 17:16:35.020",-0.22218,0.0029,0.16476,16.91909,0.00263,-0.00832,-0.11974,0.24718,-0.04071,0.03913,864.73865,0.00313,0.00619,0.07042,0.19363,-0.43071,0.47742,0.29819,-0.00018,-0.03615
="2026/04/02 17:16:35.040",-0.29397,0.02284,0.15469,17.44396,0.0541,-0.15096,0.12007,0.435,0.07016,0.00272,863.51508,-0.11648,0.02562,-0.09368,-0.05563,0.02258,-0.10522,0.08838,-0.05766,-0.01935
="2026/04/02 17:16:35.060",-0.08866,0.03505,-0.05431,17.35527,0.01335,-0.09697,-0.18291,0.03651,-0.00536,-0.01328,861.40259,0.14769,0.03886,-0.008,-0.05481,0.09048,0.42852,0.10404,-0.0391,-0.03503
="2026/04/02 17:16:35.080",-0.21998,-0.04036,0.34476,17.59821,0.1173,-0.09742,-0.33177,0.3398,0.04704,-0.29206,859.66528,-0.22624,0.0017,0.33444,0.22166,-0.29807,0.49797,0.10148,0.04818,-0.0483
="2026/04/02 17:16:35.100",-0.0881,-0.04409,0.18846,18.85641,0.06488,-0.14806,0.0334,0.19506,0.06124,-0.29774,858.79901,0.13292,-0.06014,0.00755,-0.04063,0.04838,-0.04876,0.12036,-0.01714,0.0221
="2026/04/02 17:16:35.120",-0.07514,0.04761,0.03819,19.52035,0.07508,0.13822,-0.06572,0.10813,-0.00413,-0.22722,858.08313,0.00914,-0.0354,0.21576,0.22699,0.02159,0.57881,0.17256,0.01969,-0.04561
="2026/04/02 17:16:35.140",-0.11612,0.00046,0.26267,20.67347,0.07354,0.12753,-0.27373,0.14494,-0.03523,-0.13037,857.59631,-0.10888,-0.03935,0.19689,0.25815,-0.14951,0.05287,0.07211,-0.0477,-0.00122
="2026/04/02 17:16:35.160",0.03066,-0.03594,-0.02537,21.74321,-0.06121,-0.09553,0.23976,-0.05863,-0.02622,0.00143,857.93396,0.06072,-0.0094,-0.14505,0.24365,-0.08332,0.23985,0.16047,0.03164,-0.03518
="2026/04/02 17:16:35.180",-0.01978,-0.04145,0.08646,22.63415,-0.04703,0.17034,0.14445,0.05683,-0.05103,0.02787,859.10327,-0.22011,0.01479,0.15123,0.62676,-0.07296,0.38255,0.0242,0.01211,0.00341
="2026/04/02 17:16:35.200",0.04903,0.04055,0.22958,23.03428,-0.07463,0.15099,0.02152,-0.07481,-0.00669,-0.00519,860.78247,0.03867,0.03629,0.08427,0.13612,0.01956,0.05901,0.28944,-0.04946,-0.0529
="2026/04/02 17:16:35.220",-0.04027,-0.03555,0.11767,22.23242,-0.15185,0.05776,0.1355,-0.13125,-0.03517,0.09652,862.37775,-0.15634,0.00993,0.07799,0.1725,-0.20406,0.53241,-0.08495,-0.03334,-0.08744
="2026/04/02 17:16:35.240",0.04813,-0.03905,0.16761,21.51397,-0.14662,0.07723,0.27869,0.03792,0.03461,-0.03735,863.36115,-0.14751,0.02815,0.22065,0.37212,-0.18878,0.17651,-0.17838,-0.01324,-0.02083
="2026/04/02 17:16:35.260",-0.17254,-0.00776,0.30508,20.99004,-0.13418,0.1197,0.28482,-0.21549,0.02496,0.04206,863.70905,0.03505,0.05914,0.11284,0.10152,-0.09111,0.05985,-0.05894,0.03969,-0.01754
="2026/04/02 17:16:35.280",-0.06254,0.01545,-0.13969,19.804,-0.1508,0.11286,0.25441,-0.1555,-0.02345,0.26165,863.81793,-0.29366,0.0407,0.0768,0.10424,0.03163,-0.0445,-0.13291,-0.02874,0.01629
="2026/04/02 17:16:35.300",-0.16834,-0.0413,0.21891,18.30754,-0.15691,0.03082,0.23923,0.01152,-0.00047,-0.10239,863.81256,-0.02433,-0.00636,0.21349,0.42549,-0.31472,0.69387,-0.13014,0.04786,0.00017
="2026/04/02 17:16:35.320",-0.16859,0.06182,0.23873,17.07824,-0.15933,0.00993,0.24386,0.04707,0.01761,0.0252,863.29999,-0.01593,0.05219,0.02219,-0.01346,-0.13046,0.18079,-0.08191,0.01164,0.00181
="2026/04/02 17:16:35.340",-0.01102,-0.04519,0.02112,16.53696,-0.07177,-0.0555,0.08055,-0.15856,-0.01378,0.00256,861.48022,-0.13909,0.08242,0.09605,0.20188,-0.18288,0.51547,-0.07892,0.01215,0.03578
="2026/04/02 17:16:35.360",-0.08413,0.14887,0.38237,16.70231,-0.07581,0.00457,0.01325,-0.16169,0.04552,-0.04763,859.35718,-0.29919,-0.01421,0.48073,0.00707,-0.26523,0.54157,-0.17468,0.00176,0.03293
="2026/04/02 17:16:35.380",0.15961,-0.1386,-0.13906,16.83806,-0.00674,-0.08066,0.17152,-0.13047,0.03199,0.20384,857.82495,0.11112,-0.03467,-0.14156,-0.07836,-0.14578,-0.15384,-0.23993,0.09675,0.05881
="2026/04/02 17:16:35.400",-0.02395,0.07189,0.10188,17.7707,-0.01491,0.13489,0.06055,-0.13046,0.06866,-0.03353,856.19714,-0.17642,-0.02953,0.22227,0.35307,-0.04457,0.75028,-0.25021,-0.01825,0.065
="2026/04/02 17:16:35.420",-0.00873,-0.08538,0.10612,19.52986,-0.00764,0.04929,0.12362,-0.02698,-0.01601,-0.20419,855.6424,-0.08274,-0.07826,0.1682,0.1284,0.13468,-0.37501,-0.16295,0.05254,0.02933
="2026/04/02 17:16:35.440",0.23071,0.08489,-0.17907,21.22427,-0.00387,-0.0506,0.06638,-0.26319,-0.02756,0.1135,856.12408,0.07342,-0.00296,-0.19469,0.10417,0.26178,0.47363,-0.14934,0.02095,0.02011
="2026/04/02 17:16:35.460",0.00245,-0.05455,0.11512,22.47829,-0.08075,0.13526,0.1151,-0.21054,0.00226,0.11055,856.50562,-0.34919,0.00479,0.40651,0.10019,-0.21487,0.16188,-0.22034,0.06323,0.00217
="2026/04/02 17:16:35.480",0.23299,-0.09901,-0.1194,21.68869,-0.04326,0.07439,0.26959,-0.25292,0.00598,0.19487,857.323,0.1031,0.0512,-0.15768,-0.10354,-0.00145,-0.24625,-0.1948,0.02472,0.02334
="2026/04/02 17:16:35.500",0.1432,0.09736,0.01271,21.39021,-0.00825,0.22435,0.48218,-0.3993,0.00841,0.02935,858.63293,-0.02246,-0.03182,0.0067,0.11192,-0.02588,0.80437,-0.1048,0.00797,0.00612
="2026/04/02 17:16:35.520",0.21657,0.0494,-0.00317,21.30563,-0.06767,0.16417,0.12262,-0.19321,0.05083,-0.07247,860.2973,-0.02515,-0.02542,0.14035,-0.18571,-0.20966,0.15043,-0.32237,0.04177,-0.00097
="2026/04/02 17:16:35.540",0.26056,-0.02279,-0.30487,19.69369,-0.23524,-0.18856,0.28327,-0.33201,0.08124,0.01688,861.57263,0.11504,0.06312,-0.33219,-0.33247,-0.37589,0.12249,-0.25503,-0.01145,0.0276
="2026/04/02 17:16:35.560",-0.00764,0.03265,0.09612,18.76826,-0.14178,0.0605,0.0799,-0.2228,0.09147,0.04574,862.54016,-0.11265,0.11997,0.27421,-0.05845,-0.14523,0.25345,-0.17567,-0.00301,0.00459
="2026/04/02 17:16:35.580",0.17217,0.0663,-0.13744,17.75204,-0.0366,-0.14404,0.21461,-0.3006,-0.01727,-0.00954,862.47577,0.21555,0.02651,-0.28298,-0.22587,0.2431,-0.26476,-0.25469,0.02416,-0.00285
="2026/04/02 17:16:35.600",-0.00627,-0.06867,-0.18508,16.98026,-0.02696,-0.21374,0.06928,-0.38011,-0.04947,-0.0889,861.85779,-0.00258,-0.08605,-0.16877,0.04817,-0.20103,0.31689,-0.11792,0.02475,0.04134
="2026/04/02 17:16:35.620",0.18915,0.08366,-0.06067,16.60781,-0.10033,-0.26941,0.13716,-0.28829,-0.01064,0.08144,861.39758,-0.00004,-0.09657,-0.08929,0.1174,0.09775,-0.43853,-0.07804,-0.03297,-0.02128
="2026/04/02 17:16:35.640",0.28534,-0.02673,-0.36432,15.90259,0.08581,-0.27949,0.12811,-0.43638,-0.02511,-0.03904,860.42365,0.21318,-0.04028,-0.42018,-0.21764,0.27154,-0.4173,-0.1287,-0.00433,-0.03213
="2026/04/02 17:16:35.660",0.14654,0.09807,-0.02978,16.34554,0.08308,0.00193,-0.28156,-0.21803,0.03011,0.00137,859.3548,-0.22883,-0.15824,0.09901,0.17331,0.25027,-0.03052,-0.17535,0.01142,0.01367
="2026/04/02 17:16:35.680",0.2455,-0.15638,-0.22561,17.34326,0.13256,-0.20023,-0.15482,-0.25272,0.03695,-0.00158,857.58405,0.1911,-0.15596,-0.1949,-0.21865,0.39959,-1.04924,-0.08743,0.03187,-0.00373
="2026/04/02 17:16:35.700",0.03726,0.03607,-0.11705,17.7947,0.13601,-0.07808,-0.08485,-0.29468,0.05968,0.10697,855.90173,-0.0758,-0.08653,-0.17231,-0.01782,0.56969,0.03797,-0.0627,0.04417,0.04462
="2026/04/02 17:16:35.720",0.18836,0.00055,-0.02744,18.61481,0.11969,0.06687,-0.00059,0.07815,0.00464,-0.02158,855.25391,0.02194,-0.02625,0.1274,-0.13043,0.37825,-0.55383,-0.04571,0.02615,0.05263
="2026/04/02 17:16:35.740",0.18177,-0.01962,-0.13348,20.19873,0.21266,0.06187,-0.06976,-0.05516,-0.03705,-0.13885,855.87378,0.25799,-0.04496,-0.19324,-0.43185,0.05489,-0.18709,-0.14148,0.0043,-0.04653
="2026/04/02 17:16:35.760",0.07822,-0.01942,-0.2265,21.82223,0.07031,0.14677,0.16737,0.14968,0.00259,-0.04234,857.71338,-0.12622,-0.07422,0.07293,-0.08778,-0.09274,-0.05529,-0.05877,-0.01349,-0.05511
="2026/04/02 17:16:35.780",0.13733,-0.01526,-0.03216,22.84687,0.06423,0.2004,-0.14403,0.18563,0.01135,-0.04251,859.28888,0.26512,-0.02167,-0.10679,-0.37701,0.10633,-0.40165,-0.11404,0.0105,-0.03502
="2026/04/02 17:16:35.800",-0.03438,0.02245,-0.11461,22.29681,0.0934,0.03644,-0.11067,-0.05291,-0.01617,0.00764,860.85205,-0.01019,0.08048,-0.29878,-0.31738,-0.07381,0.03845,-0.05017,-0.02324,0.01764
="2026/04/02 17:16:35.820",0.17943,0.00757,-0.28524,21.227,-0.04043,-0.13358,-0.22697,0.18474,0.0421,-0.07688,862.79822,0.0375,0.11813,0.09407,-0.08707,-0.11666,-0.19132,0.0342,-0.00519,-0.01949
="2026/04/02 17:16:35.840",-0.00612,0.01761,0.01408,20.32082,0.00855,-0.23837,-0.09298,0.31251,0.00252,-0.16299,863.8587,0.14284,0.1356,-0.22693,-0.32736,-0.11802,-0.18885,0.15157,0.01192,0.04049
="2026/04/02 17:16:35.860",0.00151,-0.00066,-0.26664,19.61544,0.02481,-0.10396,-0.23911,0.0264,-0.00538,0.08709,864.86084,-0.03302,0.0359,0.05788,-0.1496,0.17702,-0.74863,0.01943,-0.00187,0.04682
="2026/04/02 17:16:35.880",0.03176,0.02139,-0.08882,18.41785,0.00482,-0.15223,-0.15651,0.01303,-0.03262,-0.01039,864.92535,0.08933,-0.06015,-0.04403,0.04285,0.16866,-0.27963,0.01065,-0.01683,-0.0498
="2026/04/02 17:16:35.900",-0.09457,-0.00391,-0.10105,16.88793,0.09394,-0.06151,-0.10332,0.2942,-0.03592,-0.07396,863.8147,0.07108,-0.12886,-0.24961,-0.25147,0.27769,-0.51817,0.25652,-0.00294,-0.05317
="2026/04/02 17:16:35.920",0.08582,-0.0232,-0.03736,16.17532,0.06836,-0.02464,-0.27937,-0.09174,-0.08009,0.07887,862.4776,0.24564,-0.00395,-0.01822,0.07809,0.16753,-0.32661,0.13961,-0.01975,0.0189
