time,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSGD00003.chdata,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 17:15:48.240",-0.01415,0.02835,0.06509,19.13332,-0.01482,-0.01517,-0.00812,-0.0167,0.00251,0.02528,862.00922,0.00278,0.01426,-0.02353,0.01768,-0.00134,-0.02212,-0.0317,0.00568,0.01081
="2026/04/02 17:15:48.260",-0.05295,0.01771,0.08044,18.66139,0.06476,0.00181,-0.01476,-0.00043,0.00878,0.01389,862.39514,0.00146,-0.00234,-0.03727,0.03195,0.00702,0.04483,-0.00984,0.01206,0.02074
="2026/04/02 17:15:48.280",-0.03665,0.00909,-0.00273,18.01163,-0.02427,0.00643,-0.05414,0.00708,0.00525,0.06507,861.54236,0.01484,-0.03644,0.05579,0.0102,0.00819,0.03258,-0.0089,-0.00085,-0.00539
="2026/04/02 17:15:48.300",-0.01943,-0.00359,0.06999,17.7745,0.09974,-0.01491,0.00832,-0.04132,0.00065,0.12336,860.52521,-0.01965,0.01031,-0.09404,0.00858,-0.00309,0.04913,0.001,-0.00944,-0.00334
="2026/04/02 17:15:48.320",-0.0169,0.00882,-0.04156,18.02366,0.02926,0.00056,-0.01783,-0.06156,0.00629,0.07706,860.19373,0.00154,-0.00577,-0.00039,-0.00964,0.01095,0.08478,0.00498,-0.01287,-0.01806
="2026/04/02 17:15:48.340",-0.00903,-0.01448,0.00486,18.66125,-0.05282,-0.01475,-0.11171,-0.09952,-0.02022,-0.02926,860.24988,0.02304,-0.0155,-0.03107,0.01769,0.01364,0.06784,-0.04597,-0.01725,-0.01272
="2026/04/02 17:15:48.360",-0.01025,0.0174,0.02387,19.37165,-0.06643,0.00504,-0.06863,-0.06852,-0.01063,-0.06701,859.75275,0.01058,0.00092,-0.00594,-0.02762,0.02019,0.02926,-0.02826,-0.00427,0.00042
="2026/04/02 17:15:48.380",0.00583,-0.01737,-0.06116,20.05826,-0.07919,-0.50856,0.86974,-0.02027,0.00096,-0.08326,859.53571,1.61713,-0.12047,-2.16983,-0.02793,-0.00134,0.02096,-0.02586,0.01982,0.03395
="2026/04/02 17:15:48.400",0.02084,-0.00417,0.02428,20.60549,-0.04932,0.14632,-1.15669,-0.08133,-0.01277,0.02721,859.62811,-0.44491,-0.05215,0.70724,-0.03326,-0.00148,-0.02485,-0.00003,-0.00492,0.00621
="2026/04/02 17:15:48.420",0.0335,0.00142,-0.01859,20.66034,-0.26187,-1.02183,-0.65796,-0.07136,-0.01554,-0.07467,859.67047,-0.01104,-0.06485,0.15854,-0.01443,-0.00575,0.02251,0.0013,-0.00687,0.005
="2026/04/02 17:15:48.440",0.03166,-0.00408,-0.01423,20.82027,-0.08534,-0.64544,-0.62811,-0.02165,-0.02113,-0.05086,860.54608,0.96072,0.29496,-1.4166,-0.01707,0.021,0.02001,0.01352,0.0089,-0.00795
="2026/04/02 17:15:48.460",0.01172,-0.00429,-0.01556,20.95851,-0.4192,0.45004,-1.3422,-0.02552,0.02174,-0.00315,861.2113,-1.16906,0.11863,1.58756,0.02537,-0.00856,-0.03371,-0.01952,-0.00268,0.00798
="2026/04/02 17:15:48.480",-0.00449,-0.0013,-0.04557,20.43881,-0.06089,-0.64257,0.43994,0.02858,0.01918,-0.02788,861.15381,1.64615,-0.36112,-1.17185,0.011,0.01984,0.01347,-0.00109,-0.00401,0.00088
="2026/04/02 17:15:48.500",0.02009,-0.00075,-0.00104,19.91431,-0.14692,0.52741,-0.1585,-0.05217,0.02118,-0.0167,861.49536,-0.82117,-0.32716,-0.00283,-0.00357,-0.00483,-0.07468,0.01524,-0.01166,-0.00387
="2026/04/02 17:15:48.520",-0.02717,-0.00101,-0.0224,19.28616,-0.16265,0.30054,0.54823,0.03527,0.02599,0.12537,861.82208,-0.06066,-0.17082,0.97097,0.01898,-0.01903,-0.06661,0.01117,0.01188,0.02631
="2026/04/02 17:15:48.540",0.02155,-0.00266,-0.02578,18.30482,0.18748,-0.03885,1.22243,0.00022,0.03239,0.02884,861.91583,0.76217,-0.16016,-1.27965,0.01629,-0.00175,-0.03132,0.01723,0.01412,0.00304
="2026/04/02 17:15:48.560",-0.04699,-0.00331,0.03356,17.81289,-0.11441,0.81034,0.78055,0.02985,0.01006,-0.04107,862.16559,-1.69756,-0.03242,1.28208,0.03845,-0.02057,0.00459,-0.0348,-0.00596,-0.00169
="2026/04/02 17:15:48.580",-0.03524,0.00585,0.07485,17.64747,-0.08484,0.01944,1.56178,-0.01612,-0.01054,-0.00041,861.76215,1.02907,0.04009,-0.18215,0.05058,-0.01712,0.02769,-0.03614,-0.0297,-0.03638
="2026/04/02 17:15:48.600",0.04014,0.00747,0.09898,17.84436,0.18977,0.47451,0.94844,-0.00613,0.02741,0.04606,860.35608,-1.05655,0.08545,-0.1862,-0.03505,0.00337,0.06877,-0.03001,-0.01485,-0.04827
="2026/04/02 17:15:48.620",0.02159,-0.00291,-0.04098,17.69077,-0.33896,0.20658,0.85524,-0.07505,0.01937,-0.01814,859.4649,-0.52962,0.19161,1.43068,-0.08407,-0.01393,0.00444,0.03523,0.05997,0.07384
="2026/04/02 17:15:48.640",-0.00246,0.00233,-0.04566,18.08659,0.21634,-0.30253,0.94949,0.01721,-0.01286,0.00148,859.4892,0.61708,0.08641,-0.92359,-0.09167,0.01656,0.11979,0.00206,0.05912,0.09774
="2026/04/02 17:15:48.660",0.01144,-0.00946,-0.0101,18.50391,-0.03433,0.47384,0.05552,0.00888,0.00525,0.03586,859.59723,-1.21611,0.0167,0.89547,-0.00817,-0.0197,0.06879,-0.01718,-0.00501,-0.02549
="2026/04/02 17:15:48.680",0.00882,0.00815,-0.02072,19.33424,-0.19467,-0.27337,-0.00416,0.07909,0.01213,-0.00567,859.46857,1.02226,0.0592,0.17751,0.00493,0.00725,0.06015,-0.0196,-0.03313,-0.07091
="2026/04/02 17:15:48.700",-0.02057,0.02035,0.04969,20.23496,0.12853,0.14117,-0.34831,0.05511,-0.01645,0.04031,859.78107,-0.78776,-0.04941,-0.45145,-0.01863,0.01688,0.03392,0.01628,-0.03595,-0.04199
="2026/04/02 17:15:48.720",0.04225,0.01565,0.01615,20.65194,-0.33336,0.18701,-0.48658,0.05388,-0.01299,0.03304,860.08282,0.35603,0.1404,0.69563,-0.03762,-0.00639,0.01989,0.01714,-0.04382,-0.08435
="2026/04/02 17:15:48.740",0.01942,-0.0029,-0.02507,20.84743,0.08679,-0.01759,-0.37707,0.03867,0.041,0.10511,860.64642,0.29171,0.10958,-0.76968,0.03274,0.00155,-0.02629,0.03239,0.01387,0.02884
="2026/04/02 17:15:48.760",-0.00827,-0.03255,-0.03971,20.41881,-0.13032,0.3047,-0.69582,0.01182,0.01287,-0.05856,861.47351,-0.83749,0.09231,0.2066,0.04843,0.01836,0.03269,0.02069,0.02025,0.01818
="2026/04/02 17:15:48.780",-0.00097,0.02366,0.0145,20.18691,-0.24097,-0.11771,0.02411,0.01895,-0.02026,0.00715,861.80182,1.02023,0.0484,0.10486,0.06431,0.01211,0.00931,-0.0017,-0.01956,-0.05501
="2026/04/02 17:15:48.800",-0.0457,0.02749,-0.06528,19.84366,0.16153,0.29466,0.01247,0.07355,0.04113,0.0217,861.76544,-0.98833,-0.06149,-0.67707,0.02156,0.00339,0.00593,-0.00199,0.00035,-0.00624
="2026/04/02 17:15:48.820",0.00705,0.00576,-0.06368,19.18169,-0.37621,0.17653,0.50547,0.00204,-0.00074,0.0099,861.88123,0.26275,-0.07082,0.63287,0.04049,0.01477,0.05846,-0.00192,0.02256,0.02812
="2026/04/02 17:15:48.840",-0.07658,-0.03336,0.02626,18.54622,0.054,-0.03453,0.45966,0.05251,-0.01132,-0.01814,862.41217,-0.07376,-0.05809,-0.40631,-0.01424,0.00467,0.06733,-0.0364,-0.01612,-0.02445
="2026/04/02 17:15:48.860",-0.08617,0.01654,0.02009,17.68772,-0.15035,0.01804,0.0927,0.0688,0.02209,-0.00519,862.52191,-0.96377,0.06585,0.31263,-0.00865,-0.0056,-0.02889,0.07648,0.01182,-0.02908
="2026/04/02 17:15:48.880",0.00874,0.02983,-0.14329,17.65428,-0.17476,-0.40999,1.07588,0.29094,-0.0298,-0.18758,861.35626,0.60644,0.01457,0.47223,0.04372,-0.00486,-0.04362,0.00635,0.02367,0.02858
="2026/04/02 17:15:48.900",-0.01996,-0.02144,-0.05963,18.48094,0.33885,-0.06296,0.47485,-0.24045,0.27249,-0.34675,860.30035,-1.10993,-0.002,-0.37874,0.02332,-0.03126,-0.14419,-0.01445,-0.01579,-0.02641
="2026/04/02 17:15:48.920",0.0108,-0.00192,0.0429,18.93285,-0.15873,-0.14656,0.37151,-1.82672,-0.10034,0.33469,859.73987,0.24028,-0.01839,0.94434,-0.11735,-0.04624,-0.12998,-0.00455,-0.04549,-0.06205
="2026/04/02 17:15:48.940",-0.01923,0.04252,-0.02869,18.77284,0.39988,-0.25858,0.13233,-0.01659,0.21795,-0.51159,859.37262,-0.19629,-0.08975,-0.12835,-0.02528,0.02475,0.19189,-0.01494,0.0099,-0.00176
="2026/04/02 17:15:48.960",0.03074,-0.02933,-0.01785,18.9599,0.14484,0.15814,-0.20491,-0.64367,0.26025,-0.31657,859.56659,-0.44932,0.02124,0.0169,-0.08911,-0.0134,0.00012,-0.00754,-0.01242,-0.01019
="2026/04/02 17:15:48.980",0.04617,0.01612,-0.06563,19.99608,0.03083,0.05405,-0.45899,-1.18757,-0.0663,0.45678,859.86664,0.94267,0.03687,0.38396,-0.07142,-0.00906,-0.10937,-0.00727,0.00288,0.02362
="2026/04/02 17:15:49.000",0.07901,-0.0095,0.07312,20.5794,0.42496,-0.03823,-0.66299,0.78386,0.01469,-0.30535,859.91705,-0.67693,0.03611,-0.63995,-0.02411,0.00028,-0.04636,0.00528,0.04507,0.04352
="2026/04/02 17:15:49.020",0.00819,0.00388,-0.07103,20.21006,-0.18503,-0.07785,-0.79555,-0.96763,-0.16756,0.18153,860.10974,0.74211,0.11041,0.34191,0.07291,0.00967,0.01594,-0.01048,-0.0018,-0.02022
="2026/04/02 17:15:49.040",-0.00366,-0.00884,0.01901,20.18789,0.23163,-0.01304,-1.0306,0.33209,-0.15476,0.13079,860.75372,0.19496,0.1346,-0.53899,0.05308,0.00349,-0.01324,0.00744,-0.01261,0.00702
="2026/04/02 17:15:49.060",0.02806,0.03257,0.02734,20.51838,0.02026,0.05707,-0.91919,0.39463,0.08531,-0.19464,861.9267,-0.25708,-0.05338,-0.36399,0.01557,0.00489,-0.00613,-0.02766,-0.00573,0.01481
="2026/04/02 17:15:49.080",-0.02193,0.00566,0.07432,19.99296,-0.22355,-0.04518,-0.67154,-0.62986,-0.09051,0.77082,862.30481,0.91374,-0.00568,0.11852,0.10975,-0.00479,-0.05471,-0.02223,0.00669,0.01731
="2026/04/02 17:15:49.100",-0.01022,-0.00213,0.00396,19.40656,0.1507,0.039,-0.40521,1.00273,0.12723,-0.16111,862.50275,-0.64311,0.00091,-0.87743,0.00403,-0.01467,-0.06485,-1.74888,-0.00161,0.10102
="2026/04/02 17:15:49.120",0.02519,-0.00378,-0.0314,18.97318,-0.31444,-0.11428,0.0161,-0.23081,0.02172,0.05664,862.64459,0.67688,0.05583,0.26672,0.005,0.03294,0.09052,-0.20263,0.05616,0.18789
="2026/04/02 17:15:49.140",0.0303,0.0066,-0.01024,18.31414,0.08089,-0.15831,0.13233,0.56002,-0.14736,0.31111,861.81226,-0.0608,-0.02369,-0.13882,0.02655,0.01426,0.00883,0.18458,-0.15298,0.03115
="2026/04/02 17:15:49.160",0.00979,-0.00011,-0.00122,18.5737,0.06184,-0.1705,0.38965,0.66793,0.1265,-0.57431,861.0387,-0.41064,-0.00441,-0.19619,-0.03829,-0.0087,-0.10341,-0.00398,-0.10651,-0.27187
="2026/04/02 17:15:49.180",-0.06647,-0.02238,-0.06589,19.04025,-0.12072,-0.19977,0.44223,0.04111,-0.13459,0.43987,860.94531,0.58085,-0.01728,0.46845,0.03874,0.00999,-0.06227,0.07321,-0.04332,-0.0129
="2026/04/02 17:15:49.200",-0.01086,0.03408,0.02921,18.70307,0.36902,-0.16012,0.40849,0.78365,0.01485,-0.03252,860.44373,-0.71703,-0.0872,-0.41933,-0.0599,0.01287,0.10312,0.28632,0.10023,0.08345
="2026/04/02 17:15:49.220",0.01406,-0.00344,0.03087,18.98431,-0.03343,-0.11963,0.35054,-0.04013,0.08195,-0.30872,859.8681,0.51272,-0.07418,0.55059,-0.06831,0.0115,0.07929,0.05792,-0.02631,-0.01639
="2026/04/02 17:15:49.240",-0.01524,0.00059,-0.04869,19.55444,0.33815,-0.03468,0.26198,0.76016,-0.09511,0.34464,859.36292,0.04843,-0.06259,-0.25524,0.00787,0.02464,0.03122,0.17069,-0.00485,0.00971
="2026/04/02 17:15:49.260",0.03964,-0.00921,-0.10467,19.80112,0.22992,0.05109,-0.18202,0.35494,0.13948,-0.64878,858.9823,-0.02188,-0.03993,-0.36836,-0.00504,0.00923,0.18214,0.19123,0.01707,0.01177
="2026/04/02 17:15:49.280",-0.00084,0.0135,0.08695,20.35976,-0.01426,0.0899,-0.65026,0.09735,-0.11338,0.27317,859.49768,0.57846,0.00598,0.48703,0.02888,0.00107,0.01682,0.13304,-0.06547,-0.07612
="2026/04/02 17:15:49.300",-0.00276,0.00867,0.01261,20.45624,0.32335,-0.10191,-0.74104,0.65053,-0.01231,-0.05947,860.27399,-0.14747,0.02412,-0.83736,-0.01007,-0.01097,0.00874,0.21798,0.01381,0.03098
="2026/04/02 17:15:49.320",0.01991,-0.01594,-0.07569,20.44756,-0.09338,-0.01628,-0.88256,-0.18588,0.10704,-0.33144,860.84076,0.62027,0.06172,0.17965,0.01848,0.04523,0.0736,0.14597,-0.03786,-0.02327
="2026/04/02 17:15:49.340",-0.04993,-0.3165,0.10984,20.65862,0.11011,0.02898,-0.87343,0.48218,-0.16345,0.51234,860.86584,0.04508,0.02802,-0.21676,0.01924,0.00421,-0.11757,0.25864,-0.01815,-0.04845
="2026/04/02 17:15:49.360",-0.73859,-0.07502,0.34823,20.68342,-0.01577,-0.06975,-0.9466,0.11508,0.21208,-0.39096,860.88013,0.08304,-0.01606,-0.50393,0.05078,0.01869,0.03059,0.20973,0.02357,0.00246
="2026/04/02 17:15:49.380",-0.74979,-0.05299,0.25414,20.31923,-0.26863,0.00896,-0.48459,0.09545,-0.08962,0.13905,861.43719,0.49498,-0.04419,0.35665,0.09355,0.02328,-0.00638,0.18767,-0.05127,-0.09692
="2026/04/02 17:15:49.400",0.1122,0.36303,-1.65749,19.42148,0.05282,0.00643,-0.27398,0.30001,-0.01711,0.19117,861.35394,-0.43711,0.02711,-0.62402,-0.01293,-0.01073,-0.24665,0.12186,0.05147,0.04169
="2026/04/02 17:15:49.420",-0.71457,0.09667,0.7798,19.00083,-0.32918,0.07548,0.10005,-0.29019,0.08633,-0.19075,861.07623,0.3798,0.02857,0.20298,1.96192,-1.38569,0.50248,0.47947,0.02846,-0.01364
="2026/04/02 17:15:49.440",0.58356,-0.07218,-0.77209,18.88316,0.00496,0.11618,0.30463,0.27343,-0.2453,0.50175,861.16437,-0.3373,0.01753,0.12025,-0.15307,1.6695,-4.22634,0.21298,-0.03965,-0.041
="2026/04/02 17:15:49.460",-0.35923,0.20483,-0.4619,18.99529,-0.06534,-0.01075,0.51562,-0.16532,0.12951,-0.36847,860.88251,-0.18531,-0.03403,-0.20928,1.20249,0.68574,1.06878,0.19833,-0.01658,-0.00846
="2026/04/02 17:15:49.480",-0.00922,-0.07618,0.96777,19.51995,-0.12019,-0.00476,0.59573,-0.12667,-0.13311,0.1304,860.5235,0.14434,-0.0087,0.70947,-0.08238,0.78333,-2.98948,0.12526,-0.00892,-0.08578
="2026/04/02 17:15:49.500",0.31185,-0.19855,-0.85901,19.48927,0.19482,-0.00591,0.97137,0.21057,-0.00154,0.0931,860.1709,-0.48508,-0.08408,-0.3236,-0.787,0.52683,-0.9196,0.25297,-0.03837,-0.05104
="2026/04/02 17:15:49.520",-0.73485,0.04435,1.48752,19.40604,0.1462,0.14377,0.6722,-0.14861,0.0905,-0.43176,860.50378,0.26837,-0.04428,0.34872,1.47275,-0.21158,1.60403,0.16498,-0.01902,-0.0431
="2026/04/02 17:15:49.540",0.52742,-0.13588,0.47881,19.54074,0.15939,0.13878,0.32946,0.24034,-0.162,0.35257,860.19269,-0.26472,-0.08539,0.19738,-1.15258,0.46581,-2.05327,0.16902,0.02951,-0.02803
="2026/04/02 17:15:49.560",-0.58052,-0.153,0.26161,19.61091,0.1875,-0.10404,0.16262,-0.07503,0.13189,-0.33719,860.14246,0.05703,0.00481,-0.23053,0.30519,-0.88364,3.27455,0.09366,-0.01355,0.01303
="2026/04/02 17:15:49.580",-0.12639,0.15368,1.41239,19.7068,-0.04152,0.19084,-0.06987,-0.15347,-0.06705,0.16426,860.56598,0.32333,0.08461,0.27882,0.41897,-0.20395,0.27874,-0.14901,0.01461,-0.01695
="2026/04/02 17:15:49.600",0.48772,-0.1985,-0.41266,20.14919,0.25298,0.21915,-0.35236,0.00439,-0.10743,0.1259,860.80017,-0.28746,0.04936,-0.20687,-1.07895,-0.56288,1.64459,0.03973,0.00899,-0.05621
="2026/04/02 17:15:49.620",-0.52641,0.08135,0.81113,20.50258,-0.18305,0.0796,-0.42491,-0.37701,0.07843,-0.31394,861.047,0.62393,0.02156,-0.07517,1.56983,-1.24661,3.41693,-0.00683,-0.05549,-0.05285
="2026/04/02 17:15:49.640",0.79235,-0.00805,0.03917,20.98277,-0.10255,0.22108,-0.36159,-0.05023,-0.08428,0.5421,860.8421,-0.28217,0.08701,0.07404,-0.65419,-0.07843,-0.54675,-0.08202,0.02771,0.00085
="2026/04/02 17:15:49.660",-0.34031,-0.01016,-0.31243,20.98941,-0.17513,0.0665,-0.27038,-0.3786,0.15908,-0.29259,861.00726,0.13509,0.07862,-0.35799,-0.02037,-0.69496,3.09307,0.03983,0.04035,0.03138
="2026/04/02 17:15:49.680",0.33477,0.17923,0.16303,20.08837,-0.30788,0.09685,-0.14225,-0.2133,-0.09994,0.10355,861.54633,0.15063,0.03954,0.13613,1.02887,-0.15363,-0.11481,-0.06716,-0.00041,0.01969
="2026/04/02 17:15:49.700",0.40085,-0.06433,-0.94653,19.03249,-0.19228,0.03084,0.02436,-0.31368,-0.07386,0.16591,862.62738,-0.65071,0.03584,0.00092,-1.45073,-0.04093,0.14725,-0.07275,0.02407,0.09818
="2026/04/02 17:15:49.720",-0.37548,0.17145,-0.0392,18.45365,-0.34692,-0.06711,0.53273,-0.52614,0.07456,-0.21781,864.45312,0.25065,0.02218,0.06483,0.98088,-0.17058,0.39412,-0.0777,0.04251,0.0315
="2026/04/02 17:15:49.740",0.96231,0.12398,-0.18833,18.6604,-0.12719,0.23903,0.67355,-0.14939,-0.15882,0.38732,864.56769,-0.64413,0.00849,0.37609,-0.33434,0.41972,-1.70014,-0.04834,-0.05604,-0.0535
="2026/04/02 17:15:49.760",-0.45546,-0.08498,-0.25786,18.73829,-0.09996,-0.01849,1.03099,-0.24834,0.10297,-0.2909,865.31494,-0.24454,-0.03399,0.07364,-0.68878,-0.30398,0.69989,-0.21835,0.00132,0.03085
="2026/04/02 17:15:49.780",0.28014,0.11613,0.45623,18.55872,-0.01971,-0.07695,0.87188,-0.16528,-0.06155,0.22651,865.33612,-0.02854,-0.02013,0.25333,0.78429,0.12917,-1.60787,-0.17863,-0.01987,-0.00974
="2026/04/02 17:15:49.800",0.16494,-0.15335,-0.08305,18.90243,0.16158,0.10309,0.62366,-0.08312,-0.05463,0.05613,863.38562,-0.9503,-0.02202,0.52019,-1.65764,0.16612,-0.30101,-0.12678,0.06396,0.0366
="2026/04/02 17:15:49.820",-0.57472,0.06136,0.44304,19.72146,0.07816,-0.22915,0.90262,0.08306,0.05923,-0.3525,862.38556,0.46406,0.00629,0.01326,0.64761,-0.15144,0.50162,-0.10958,-0.01895,0.03277
="2026/04/02 17:15:49.840",0.73321,-0.08304,0.58716,21.68939,0.25287,0.14553,0.28441,0.05319,-0.18671,0.32738,859.34607,-0.45485,-0.04065,0.28662,-0.22191,-0.04543,-0.65905,-0.20851,0.00572,-0.01337
="2026/04/02 17:15:49.860",-0.55621,-0.05192,0.21522,22.76894,0.25268,0.05777,0.21112,-0.19537,0.06331,-0.36368,857.67615,-0.12807,-0.06112,0.34003,-0.77719,-0.38478,1.73748,-0.15113,0.04643,0.03884
="2026/04/02 17:15:49.880",0.30476,-0.02627,0.53273,21.68646,0.17159,0.13906,-0.11131,-0.06403,-0.02123,-0.07839,855.40167,0.55375,-0.03629,-0.19077,1.4365,-0.19163,0.14446,-0.28561,-0.03227,-0.00407
="2026/04/02 17:15:49.900",0.24867,-0.1381,-0.11055,22.41075,0.14372,0.29377,-0.46671,-0.1808,0.01797,0.08169,853.49976,-0.56443,0.10213,0.09047,-0.92709,0.17215,0.92687,-0.24564,0.00485,0.01599
="2026/04/02 17:15:49.920",-0.34391,0.19113,0.04262,21.33292,-0.087,-0.15215,-0.13516,-0.09856,0.15927,-0.3207,854.70874,0.72794,0.08636,-0.24887,1.07559,0.11277,1.26587,-0.33655,0.00306,0.03014
="2026/04/02 17:15:49.940",0.81727,-0.15278,-0.05809,20.13378,0.0248,0.17346,-0.65202,0.02276,-0.16452,0.26568,853.53314,-0.31784,0.11532,-0.10429,0.21441,0.05525,-0.06663,0.00533,-0.00445,0.00117
="2026/04/02 17:15:49.960",-0.36184,0.08356,-0.56335,19.87414,-0.2741,0.02687,-0.57732,-0.22196,0.00422,-0.18792,856.5675,-0.13681,0.06429,0.07836,-0.62087,0.11651,1.13782,-0.26851,0.04082,0.05724
="2026/04/02 17:15:49.980",0.5023,0.0985,-0.32316,16.44457,-0.2492,0.10784,0.06915,0.08867,-0.03069,-0.06841,859.39392,0.49142,-0.03162,-0.54212,1.41807,0.19797,-0.47087,-0.31493,-0.01677,-0.02328
="2026/04/02 17:15:50.000",0.38856,0.11536,-0.84152,15.8587,-0.15539,0.32948,-0.06688,-0.15876,-0.05098,0.19799,860.92102,-0.80901,0.04728,0.1424,-1.32562,-0.11423,0.14063,-0.16126,0.01325,0.02321
="2026/04/02 17:15:50.020",-0.29556,-0.06495,-0.56956,14.79946,-0.35218,-0.17841,0.61723,0.05958,0.09696,-0.14871,864.62964,0.48926,-0.06155,0.08227,0.68579,-0.17155,-0.82622,-0.2012,0.02986,0.01922
="2026/04/02 17:15:50.040",0.70623,0.20941,-0.30735,13.72131,-0.12116,0.13059,0.4853,0.00353,-0.03761,0.23485,863.96716,-0.48126,0.06436,-0.15781,-0.02101,0.55834,-1.46023,-0.2847,-0.03171,-0.05629
="2026/04/02 17:15:50.060",-0.57311,-0.08453,-0.42368,15.60886,-0.21236,-0.02613,0.46837,0.01131,0.13683,-0.05082,865.43091,-0.20895,0.06939,0.37007,-1.29502,0.21861,-0.55375,-0.07653,0.01302,0.04201
="2026/04/02 17:15:50.080",0.17789,0.02787,-0.01764,15.28175,-0.0411,-0.39935,0.2664,0.40958,0.02069,-0.00817,864.56989,0.04381,0.00806,0.0074,0.62527,0.23882,-1.96126,-0.23,-0.0049,0.05965
="2026/04/02 17:15:50.100",-0.02769,-0.07237,-0.06829,17.68855,0.05243,-0.14918,0.61677,0.11796,-0.04666,0.05855,861.7644,-0.45682,-0.04537,0.15489,-1.63264,0.14464,-0.4771,-0.07385,0.04465,0.03039
="2026/04/02 17:15:50.120",-0.58634,-0.00756,0.12245,18.30704,0.22933,-0.09307,0.32435,0.26828,0.03613,-0.26605,861.13934,0.55543,-0.03661,0.29734,0.15019,0.12064,-0.80428,-0.08971,-0.00251,-0.02773
="2026/04/02 17:15:50.140",0.36052,-0.03728,0.42431,18.60948,0.43392,-0.05042,-0.20797,0.57218,-0.05977,0.16186,856.74994,-0.21721,-0.16965,-0.1094,-0.01466,0.02329,-0.643,-0.13067,-0.04712,-0.00212
="2026/04/02 17:15:50.160",-0.68714,-0.06942,0.22265,22.77091,0.19991,-0.14743,-0.3426,0.05183,0.0311,-0.14786,855.40271,0.1491,-0.08545,0.24853,-0.81939,0.12352,0.59308,-0.10991,-0.02976,0.03236
="2026/04/02 17:15:50.180",0.157,-0.0362,0.33457,22.82106,0.13913,-0.21674,-0.60295,0.53631,0.02803,0.03634,853.20825,0.46619,0.0432,-0.31277,1.27441,0.19845,-0.39918,-0.12471,-0.04747,-0.0077
="2026/04/02 17:15:50.200",0.0677,-0.0483,0.16411,24.31798,0.13181,-0.05497,-1.30882,0.08208,0.00794,0.11268,851.53369,-0.2189,0.07378,-0.05661,-0.81986,0.05318,0.92354,-0.1329,0.02479,0.00342
="2026/04/02 17:15:50.220",-0.24986,-0.04117,-0.30861,23.86809,0.08116,-0.24672,-0.73798,0.17678,0.08439,-0.12127,854.34149,0.70477,-0.02556,-0.10749,0.70546,0.09646,0.08501,0.08611,-0.02447,0.05523
="2026/04/02 17:15:50.240",0.55828,0.05359,0.04106,21.31549,0.11906,-0.04257,-0.91967,0.31374,-0.00099,0.05387,855.0426,-0.13543,-0.02741,-0.44989,0.59612,0.09106,0.25318,0.18332,-0.03465,-0.04073
="2026/04/02 17:15:50.260",-0.21579,0.01718,-0.74475,21.60538,-0.16794,0.00529,-0.61352,-0.15648,0.0247,-0.09806,859.82147,0.33159,-0.11947,-0.03121,-0.49254,0.08171,0.55029,0.13821,0.0444,-0.00055
="2026/04/02 17:15:50.280",0.43296,0.04282,-0.43575,18.18006,-0.15017,-0.01359,-0.42299,0.41217,-0.07046,-0.06458,863.14301,0.36079,-0.05025,-0.49274,1.43377,-0.13073,-0.16555,0.1645,-0.01276,-0.08783
="2026/04/02 17:15:50.300",0.21911,0.06322,-0.43424,16.32834,-0.27718,0.05979,-0.10247,-0.10579,-0.04519,0.22017,865.55627,-0.44143,0.03234,-0.43009,-1.07214,0.0308,-0.30859,0.14845,-0.07121,-0.0689
="2026/04/02 17:15:50.320",-0.1542,-0.04001,-0.81305,14.03194,-0.35724,-0.10764,0.02338,-0.1831,0.03947,0.08506,869.76495,0.39368,0.06218,0.07936,0.37277,0.08061,-0.89653,0.26049,0.01151,-0.0254
="2026/04/02 17:15:50.340",0.401,0.06161,-0.15223,12.49765,0.07367,0.02112,0.32382,0.3969,-0.06147,0.05342,868.87927,-0.44107,-0.02277,-0.32667,-0.07632,0.26147,-1.12544,0.07386,-0.02691,-0.06606
="2026/04/02 17:15:50.360",-0.5176,0.07043,-0.40883,15.61399,-0.15767,-0.18019,0.35945,-0.26748,-0.02994,0.03546,869.49194,0.32646,-0.04778,-0.03159,-1.3778,0.35734,-1.2406,0.2644,0.00078,-0.05016
="2026/04/02 17:15:50.380",0.01738,-0.01274,-0.12236,14.67246,0.13325,-0.07638,0.17621,0.23702,-0.05161,0.07357,867.55737,-0.23029,-0.07148,0.28118,0.59229,0.11032,-1.23499,0.09778,-0.00438,-0.04704
="2026/04/02 17:15:50.400",-0.27111,0.02336,0.24183,16.00178,0.26381,-0.22,0.2228,0.28889,0.03121,-0.05908,863.58966,-0.17435,-0.08206,0.05288,-1.22402,0.23412,-0.68055,-0.03016,-0.04646,-0.01265
="2026/04/02 17:15:50.420",-0.5519,-0.05873,-0.01639,18.50415,0.22851,-0.14136,0.17089,0.04989,0.00116,0.02651,861.67957,0.60659,-0.00352,0.25998,-0.0775,0.2184,-0.63636,0.31876,0.07944,-0.00712
