time,v00018.AccX,v00018.AccY,v00018.AccZ,v00033.AccX,v00033.AccY,v00033.AccZ,s00018-1.chdata,s00018-2.chdata,s00018-3.chdata,v00029.AccX,v00029.AccY,v00029.AccZ,v00023.AccX,v00023.AccY,v00023.AccZ,v00035.AccX,v00035.AccY,v00035.AccZ,s0005-2.chdata,s0005-3.chdata,v00028.AccX,v00028.AccY,v00028.AccZ,v00015.AccX,v00015.AccY,v00015.AccZ,s0013-1.chdata,s0013-2.chdata,s0013-3.chdata,s00017-2.chdata,s00017-3.chdata,s0017-1.chdata,s0017-2.chdata,s0017-3.chdata,s0011-1.chdata,s0011-2.chdata,s0011-3.chdata,v00036.AccX,v00036.AccY,v00036.AccZ,v00025.AccX,v00025.AccY,v00025.AccZ,v00024.AccX,v00024.AccY,v00024.AccZ,v00014.AccX,v00014.AccY,v00014.AccZ,v00026.AccX,v00026.AccY,v00026.AccZ,v00034.AccX,v00034.AccY,v00034.AccZ
="2026/04/02 16:24:07.140",,,,-0.10386,-0.02276,0.1468,0,12.50679,0,-0.01021,0.00025,0.00739,0.07946,0.04979,-0.02485,,,,,,-0.0051,0.01629,-0.03106,-0.01291,-0.00528,0.00728,,,,,,,,,,,,-0.02072,-0.01079,0.01092,-0.02614,-0.01508,0.00836,,,,,,,,,,,,
="2026/04/02 16:24:07.160",,,,0.0037,-0.04484,0.01181,0,12.57982,0,-0.01708,0.03872,-0.05432,0.04156,0.00628,-0.0425,,,,,,0.00083,-0.04381,0.08108,0.01272,-0.00542,-0.00866,,,,,,,,,,,,0.02584,-0.00694,-0.01372,-0.02715,0.01624,-0.00544,,,,,,,,,,,,
="2026/04/02 16:24:07.180",,,,0.0685,0.03741,0.01202,0,13.48975,0,0.01202,0.01849,-0.01054,-0.06,-0.02637,-0.04288,,,,,,-0.02232,-0.00858,0.12588,0.0201,0.01162,0.0146,,,,,,,,,,,,-0.04012,0.01439,0.06328,0.0144,-0.00506,-0.04425,,,,,,,,,,,,
="2026/04/02 16:24:07.200",,,,0.01553,0.00428,-0.04051,0,13.62995,0,0.00242,-0.02015,0.08252,-0.01371,0.00068,0.0156,,,,,,0.03958,-0.01211,0.00335,-0.03096,-0.01622,0.00505,,,,,,,,,,,,0.01653,0.02086,0.08557,-0.06171,0.02789,0.02785,,,,,,,,,,,,
="2026/04/02 16:24:07.220",,,,0.02843,-0.0257,-0.02934,0,12.66021,0,0.00782,0.00355,0.06521,0.04283,0.02215,-0.05003,,,,,,-0.00309,0.00575,-0.00136,-0.01429,-0.01072,-0.03456,,,,,,,,,,,,0.04697,0.01001,0.15084,0.0143,-0.06595,-0.03108,,,,,,,,,,,,
="2026/04/02 16:24:07.240",,,,0.01222,0.01065,-0.07072,0,12.58897,0,-0.0074,0.00517,-0.01747,0.05336,0.01327,-0.05923,,,,,,-0.0521,-0.00771,-0.08144,0.00574,0.00581,-0.03117,,,,,,,,,,,,-0.03615,0.03758,0.07556,-0.02991,-0.02622,0.00249,,,,,,,,,,,,
="2026/04/02 16:24:07.260",,,,-0.01967,-0.02427,0.05273,0,13.13615,0,-0.00625,0.00058,-0.10723,0.01747,0.01721,0.05664,,,,,,-0.06533,0.04193,-0.07476,0.01085,0.00053,-0.06931,,,,,,,,,,,,-0.04658,-0.02511,-0.0373,0.04224,-0.01355,-0.02452,,,,,,,,,,,,
="2026/04/02 16:24:07.280",,,,-0.03335,-0.03712,0.03566,0,13.56284,0,-0.01178,0.02486,-0.03895,-0.07091,-0.01887,-0.04052,,,,,,-0.04521,-0.00985,-0.05976,-0.01387,-0.00324,0.00097,,,,,,,,,,,,0.02398,-0.00204,-0.11541,-0.04043,-0.01533,-0.01711,,,,,,,,,,,,
="2026/04/02 16:24:07.300",,,,0.00373,0.01684,0.11712,0,13.2034,0,-0.00114,-0.03744,0.01652,-0.08033,-0.03881,-0.04233,,,,,,-0.01035,-0.00278,0.13751,-0.00724,-0.02776,0.00494,,,,,,,,,,,,-0.01085,0.02407,-0.04285,0.00054,-0.00987,-0.00587,,,,,,,,,,,,
="2026/04/02 16:24:07.320",,,,-0.05715,-0.03583,0.03262,0,12.88091,0,0.01923,0.00999,0.08406,0.01398,-0.00393,0.05664,,,,,,-0.00021,0.00936,0.07022,-0.0154,-0.01221,-0.02101,,,,,,,,,,,,0.03151,0.00259,0.09811,-0.02187,0.0706,-0.00274,,,,,,,,,,,,
="2026/04/02 16:24:07.340",,,,0.07291,0.02419,0.04226,0,12.82907,0,-0.02485,-0.00276,-0.07469,-0.01184,-0.08132,0.01185,,,,,,-0.00009,-0.02127,-0.04294,0.01107,-0.03635,0.0763,,,,,,,,,,,,-0.01121,-0.01719,0.29059,-0.01943,0.02658,-0.00182,,,,,,,,,,,,
="2026/04/02 16:24:07.000",,,,,,,0,12.87163,0,,,,,,,,,,32.96785 | 33.21854 | 33.17664 | 32.41341 | 32.35704 | 32.68507 | 32.94044 | 32.82156 | 32.469 | 32.76507 | 33.25375 | 33.26748 | 33.16919 | 32.93633 | 32.24722 | 32.27365 | 32.70153 | 32.92427 | 33.08558 | 33.43404 | 33.01777 | 32.68725 | 32.77139 | 32.49665 | 32.43629 | 32.78488 | 32.7375 | 32.84173 | 33.06058 | 33.11405 | 33.09673 | 33.07534 | 32.85204 | 32.61144 | 32.74209 | 33.0448 | 32.9276 | 33.08038 | 32.53508 | 32.01207 | 32.1912 | 32.43235 | 32.64438 | 32.45496 | 32.34114 | 32.12764 | 32.26745 | 32.76234 | 32.78184 | 32.97227,178.14616 | 178.35896 | 178.20805 | 178.26582 | 178.50389 | 178.75745 | 179.11862 | 179.0047 | 178.79124 | 179.32373 | 179.51201 | 179.09589 | 178.26611 | 177.996 | 178.70673 | 179.30507 | 179.13583 | 178.62627 | 178.67766 | 178.66748 | 178.86041 | 178.74869 | 178.81366 | 178.90697 | 178.35023 | 178.19304 | 178.6111 | 178.46362 | 178.60834 | 178.61853 | 178.33369 | 178.06569 | 178.48886 | 179.00087 | 179.06514 | 178.92117 | 178.77989 | 178.94679 | 178.65494 | 178.1553 | 178.00693 | 177.97714 | 178.06589 | 178.64955 | 179.14937 | 178.95468 | 178.25725 | 178.41658 | 178.72406 | 178.6209,,,,,,,,,,,,,,,161.69339 | 161.66048 | 160.79218 | 160.50841 | 161.21489 | 162.30817 | 162.10606 | 161.08488 | 160.84816 | 160.9133 | 161.3297 | 162.21481 | 162.47165 | 161.65044 | 161.52583 | 161.56255 | 161.05225 | 161.28745 | 162.31047 | 162.32333 | 161.41043 | 160.29985 | 160.3304 | 161.45427 | 161.67392 | 161.5419 | 161.10529 | 160.0238 | 159.71799 | 161.03123 | 161.84166 | 161.45491 | 160.76593 | 159.9034 | 159.86957 | 161.13174 | 161.79874 | 161.30367 | 160.94025 | 160.26256 | 159.694 | 160.42807 | 161.81668 | 162.30196 | 161.43654 | 160.20697 | 160.35637 | 161.73476 | 162.72739 | 162.36697,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0,87.67163 | 86.99742 | 87.14405 | 87.64454 | 87.70736 | 87.25351 | 87.27996 | 87.59689 | 88.12436 | 88.53768 | 88.59623 | 88.33583 | 88.16312 | 87.77003 | 87.79163 | 87.64377 | 87.44477 | 87.42146 | 87.77508 | 88.63647 | 89.06335 | 89.13819 | 88.6443 | 88.57043 | 88.87273 | 88.40595 | 88.23392 | 88.11293 | 88.35192 | 88.33244 | 87.328 | 87.60422 | 88.62267 | 88.26631 | 87.53724 | 88.06766 | 88.36276 | 87.8226 | 87.61549 | 87.79684 | 87.88426 | 88.00371 | 87.7838 | 87.4369 | 87.85127 | 87.97192 | 87.32586 | 87.23259 | 87.08614 | 86.91794,,,,,,,,,,,,,,,,,,
="2026/04/02 16:24:07.020",,,,,,,0,13.2211,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
="2026/04/02 16:23:37.000",,,,,,,,,,,,,,,,,,,32.92092 | 33.19192 | 32.83441,178.67363 | 178.66206 | 178.46562,,,,,,,,,,,,,,,161.26228 | 162.19568 | 162.41484 | 161.42058 | 160.42058 | 160.24063 | 160.89662 | 161.20818 | 160.92668 | 160.64008 | 160.3317 | 160.86366 | 161.87152 | 161.68164 | 161.39919 | 161.21417 | 160.2049 | 159.5806 | 160.68443 | 162.12833 | 162.46487 | 161.2061 | 160.06854 | 160.28154 | 160.82748 | 161.2722 | 161.88463 | 161.32117 | 160.21001 | 160.52692 | 161.61659 | 161.49367 | 161.05278 | 160.91324 | 160.88963 | 161.32622 | 162.17986 | 162.81679 | 162.03319 | 160.65996 | 160.16646 | 160.79805 | 161.29823 | 162.11229 | 161.81952 | 160.30914 | 160.09323 | 160.98471 | 162.0757 | 162.355,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0,89.40868 | 88.61675 | 88.79732 | 88.98328 | 88.30935 | 87.73045 | 87.9189 | 88.65121 | 89.09421 | 89.05077 | 89.04162 | 89.09637 | 88.89069 | 88.75841 | 88.83231 | 88.95799 | 89.18665 | 89.37489 | 89.54179 | 89.74192 | 89.57898 | 89.61982 | 89.55389 | 89.28479 | 88.83103 | 89.09566 | 89.61909 | 89.86237 | 89.38283 | 89.05379 | 89.17354 | 88.84614 | 88.90627 | 89.11799 | 88.72586 | 88.55342 | 88.63063 | 88.66681 | 88.94242 | 89.19305 | 88.95605 | 89.36971 | 89.62991 | 89.27597 | 88.93298 | 88.29718 | 87.85418 | 88.56046 | 89.31944 | 89.4388,,,,,,,,,,,,,,,,,,
="2026/04/02 16:23:38.000",,,,,,,,,,,,,,,,,,,32.65561 | 32.98008 | 33.41293 | 33.50724 | 33.25908 | 32.89227 | 32.54348 | 32.73412 | 32.8197 | 32.5146 | 32.43913 | 32.8155 | 33.21632 | 33.03724 | 32.71869 | 32.45928 | 32.13541 | 32.2902 | 32.63099 | 32.62395 | 32.95139 | 33.37472 | 32.7396 | 32.39356 | 32.91225 | 33.17646 | 32.76933 | 31.95987 | 31.50568 | 31.69874 | 32.78706 | 33.34708 | 33.2697 | 33.17258 | 33.00623 | 33.26475 | 33.60896 | 33.38821 | 32.79172 | 32.32423 | 32.39202 | 32.88802 | 32.8769 | 32.53263 | 32.90348 | 33.27886 | 33.01764 | 33.17746 | 33.67796 | 33.26931,178.64009 | 179.20656 | 178.92854 | 178.58723 | 178.76952 | 178.81036 | 178.9929 | 178.98517 | 178.43832 | 178.32173 | 179.31487 | 179.8577 | 179.52934 | 179.28116 | 179.0181 | 178.35213 | 178.29497 | 178.40514 | 178.05331 | 178.31082 | 178.83919 | 178.52817 | 178.28821 | 178.24042 | 178.41451 | 178.995 | 179.27094 | 179.59267 | 179.46921 | 179.11342 | 178.60857 | 178.58751 | 179.00909 | 178.79541 | 179.01547 | 179.11467 | 178.80656 | 178.52605 | 178.87967 | 178.66789 | 178.10011 | 178.61372 | 179.42313 | 179.22353 | 178.51193 | 178.47359 | 178.84416 | 178.51817 | 178.45804 | 178.7471,,,,,,,,,,,,,,,160.8903 | 159.4743 | 160.2507 | 161.12392 | 161.93723 | 161.79355 | 161.22388 | 160.73518 | 160.43144 | 160.71719 | 161.63776 | 162.56064 | 161.64784 | 159.87064 | 159.75098 | 160.9707 | 162.19644 | 162.1124 | 160.6073 | 160.35619 | 160.9227 | 161.49985 | 161.38994 | 160.77463 | 159.77301 | 159.5829 | 160.64006 | 161.75264 | 162.2588 | 161.52672 | 160.35576 | 160.57614 | 161.17284 | 161.62016 | 161.82262 | 160.91519 | 160.18083 | 160.25618 | 161.53693 | 162.65074 | 162.05472 | 160.90762 | 159.94734 | 159.79448 | 160.73538 | 161.67075 | 161.94882 | 161.12044 | 160.12773 | 160.48886,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0,89.32774 | 89.20692 | 89.50256 | 89.2601 | 88.67673 | 89.05145 | 89.61919 | 89.27104 | 88.96143 | 88.94078 | 89.1126 | 89.07392 | 88.94534 | 89.08778 | 89.74438 | 89.77195 | 89.14855 | 88.68264 | 88.83936 | 89.11326 | 89.56338 | 89.85995 | 89.08807 | 88.62143 | 89.00381 | 89.74998 | 90.21218 | 89.82712 | 89.20277 | 88.8729 | 89.56702 | 89.90688 | 89.14361 | 88.52631 | 88.50945 | 89.08273 | 89.35264 | 89.3311 | 89.22523 | 89.16565 | 89.07088 | 89.28944 | 89.36743 | 89.12526 | 88.78098 | 88.59272 | 89.37686 | 89.90659 | 89.32731 | 88.87125,,,,,,,,,,,,,,,,,,
="2026/04/02 16:20:13.000",,,,,,,,,,,,,,,,,,,,,,,,,,,428.80963 | 429.13968 | 428.94415 | 429.51724 | 428.5531 | 427.77084 | 428.51083 | 428.99341 | 428.14914 | 427.68369 | 427.90112 | 428.12833 | 428.27106 | 428.30109 | 427.96359 | 428.16977 | 428.91721 | 429.70312 | 428.48657 | 428.42163,434.41656 | 433.75595 | 433.56384 | 434.9397 | 436.80136 | 436.76602 | 434.70389 | 434.09912 | 434.88846 | 435.27631 | 434.88632 | 434.92065 | 435.28088 | 435.21317 | 434.69861 | 434.38367 | 434.55414 | 433.80869 | 433.73129 | 434.43155,47.77399 | 48.62822 | 49.25026 | 49.84905 | 50.31491 | 50.28477 | 49.41861 | 49.61693 | 50.37904 | 49.86156 | 49.27473 | 49.35826 | 49.21716 | 48.80965 | 48.98145 | 48.77524 | 48.94738 | 48.99095 | 48.6796 | 48.60102,,,,,,,,,,,,,,,,,,,,,,,,,,
="2026/04/02 16:20:14.000",,,,,,,,,,,,,,,,,,,,,,,,,,,429.11481 | 429.00259 | 428.31009 | 428.05441 | 428.82693 | 429.97327 | 430.02582 | 429.10556 | 427.56216 | 426.88889 | 427.48282 | 427.85526 | 428.3212 | 429.61133 | 430.74573 | 430.20627 | 429.44952 | 428.8407 | 428.20792 | 427.76309 | 427.68875 | 428.49728 | 430.45334 | 430.32983 | 428.75964 | 428.42041 | 428.62476 | 429.09976 | 430.07483 | 429.91449 | 428.84039 | 428.5939 | 429.88577 | 430.33875 | 429.83859 | 429.69846 | 429.79376 | 428.60889 | 427.44141 | 427.53903 | 428.23096 | 428.89297 | 429.45935 | 429.28421 | 429.12881 | 428.22638 | 427.91516 | 429.63531 | 430.01508 | 428.18573,435.62964 | 435.39423 | 435.00162 | 434.95233 | 434.43552 | 433.98267 | 433.91544 | 434.50821 | 435.4411 | 434.69214 | 433.32861 | 433.10703 | 433.95154 | 432.99539 | 433.32541 | 435.22684 | 435.4306 | 434.93176 | 434.08282 | 433.34949 | 433.53931 | 433.92581 | 434.6781 | 435.34378 | 434.61584 | 433.2868 | 433.51285 | 434.77893 | 435.76874 | 435.37814 | 434.14072 | 433.73315 | 433.74777 | 433.68018 | 434.12659 | 434.79037 | 433.92444 | 433.00742 | 434.52771 | 435.83679 | 435.51105 | 434.15814 | 434.04504 | 434.55283 | 435.13968 | 434.88266 | 434.02585 | 434.44171 | 434.31876 | 432.935,48.61718 | 49.19674 | 50.41126 | 50.73631 | 49.7306 | 48.16753 | 47.84204 | 47.78379 | 49.81769 | 51.43111 | 50.34254 | 48.35054 | 47.25507 | 47.63858 | 49.05796 | 48.90484 | 49.7956 | 51.23736 | 50.6707 | 48.6426 | 48.48077 | 49.48663 | 50.81657 | 49.76365 | 48.64376 | 49.97529 | 50.76209 | 50.256 | 50.37619 | 50.33068 | 49.52048 | 50.99596 | 51.2154 | 49.83537 | 49.43849 | 49.9812 | 50.67866 | 51.02742 | 51.59167 | 50.86465 | 50.36861 | 50.60429 | 50.62291 | 51.03321 | 50.79549 | 51.11092 | 50.93845 | 49.09789 | 49.39114 | 49.71465,,,,,,,,,,,,,,,,,,,,,,,,,,
="2026/04/02 16:24:08.360",0.0136,-0.01286,-0.20627,-0.01383,0.01323,0.01524,0,12.71103,0,0.02109,-0.0307,0.01418,-0.05982,-0.08011,0.06985,0.02947,-0.06734,0.19871,,,-0.05362,0.06406,-0.00384,0.03125,0.00247,-0.06444,,,,126.44252,32.57601,75.70274,126.44252,32.57601,,,,-0.0008,0.00214,0.09312,0.00746,-0.04661,0.03885,0.00291,-0.02407,0.07029,-0.01506,0.00466,-0.00014,-0.12224,-0.07471,0.0162,-0.0515,-0.02545,-0.16474
="2026/04/02 16:24:08.380",0.08804,0.01461,0.01856,0.00242,-0.02145,0.01541,0,12.88185,0,0.10324,-0.04237,0.21576,-0.02129,0.02687,0.0331,0.07299,-0.02604,0.22562,,,-0.03264,0.04551,-0.04815,0.01243,0.01785,-0.02398,,,,126.07616,32.36421,75.60565,126.07616,32.36421,,,,-0.0482,-0.02594,0.07672,-0.04094,-0.01257,0.00823,0.00667,0.00831,0.07737,-0.01166,0.00764,-0.01986,-0.02045,-0.0257,0.02869,0.08314,0.00411,-0.21581
="2026/04/02 16:24:08.400",0.05636,-0.05833,0.18122,-0.00606,-0.00622,-0.02195,0,12.71719,0,0.02803,-0.03585,-0.11506,-0.0505,0.0791,0.02546,0.09286,-0.03399,0.02981,,,-0.04669,-0.01202,-0.04801,0.00418,0.02561,0.09892,,,,124.82377,32.62391,75.73466,124.82377,32.62391,,,,0.02947,-0.01257,-0.15316,0.03246,-0.06024,-0.03728,-0.00003,-0.00435,0.05226,0.01605,-0.00288,0.0079,0.05669,-0.0182,-0.14481,0.05093,-0.00879,0.08156
="2026/04/02 16:24:08.420",0.05855,-0.04717,0.20696,0.02652,-0.02046,0.0681,0,12.63105,0,-0.05374,0.05954,-0.17954,-0.07089,0.01885,-0.06093,-0.05393,-0.02142,-0.08968,,,-0.08267,-0.02095,-0.11914,-0.00759,0.01475,-0.0156,,,,122.44305,32.82206,76.07741,122.44305,32.82206,,,,0.02913,-0.02034,0.01558,-0.02541,-0.02945,0.00166,-0.00529,0.01242,-0.00548,-0.00114,0.00114,0.00375,0.06819,0.08161,0.02565,-0.02813,0.00109,0.13381
="2026/04/02 16:24:08.440",-0.08186,-0.01071,0.20698,-0.08745,0.01446,0.08151,0,12.5959,0,-0.00887,-0.08512,-0.0988,0.06671,-0.00514,0.00456,-0.00602,0.07058,-0.07043,,,0.10235,-0.04024,0.04644,0.00897,0.00835,-0.05833,,,,120.33611,32.48907,76.58208,120.33611,32.48907,,,,0.0448,0.00169,0.05202,0.03618,0.01574,-0.03121,-0.01406,0.03225,-0.01519,-0.00715,-0.00174,-0.00376,0.12499,0.01522,-0.03359,-0.10659,-0.0416,0.03068
="2026/04/02 16:24:08.460",-0.09844,0.07488,0.09591,0.05382,-0.00321,0.08569,0,12.63666,0,0.07105,-0.04169,0.05084,0.00104,-0.00295,0.00949,0.02304,-0.05924,0.0361,,,0.1126,0.04315,0.01715,0.01429,0.03523,-0.07518,,,,119.76412,32.31905,76.50803,119.76412,32.31905,,,,0.05839,-0.02275,0.0883,-0.0234,0.0227,0.0605,0.01333,-0.0242,0.03623,0.00099,-0.00655,-0.02912,0.04525,0.04714,0.00871,0.00407,0.06804,-0.23471
="2026/04/02 16:24:08.480",-0.08477,0.01146,-0.05952,0.02429,0.0289,-0.01508,0,13.19928,0,-0.00482,0.01863,-0.01881,0.071,0.27135,0.04796,-0.04105,0.05163,0.04843,,,-0.05012,-0.10033,0.03572,-0.03078,0.00001,-0.03279,,,,120.49374,32.01722,76.2645,120.49374,32.01722,,,,-0.03454,-0.05968,0.03294,0.06206,-0.03381,-0.02159,-0.00274,0.01573,0.03549,-0.02058,-0.00954,0.01872,0.0537,0.02295,-0.06169,0.15191,0.14237,-0.01611
="2026/04/02 16:24:08.500",-0.02377,-0.05283,0.00162,-0.02099,0.03928,0.00895,0,13.44661,0,-0.00026,0.07085,-0.07755,0.03292,0.02308,0.05952,-0.01,-0.03395,0.01458,,,0.02501,-0.04428,-0.0444,-0.00563,-0.02164,0.0241,,,,121.44173,31.66441,76.83876,121.44173,31.66441,,,,-0.04356,-0.01161,0.00497,-0.01973,-0.04919,0.03004,0.00336,-0.00409,0.02746,-0.04368,-0.00193,-0.00393,-0.04081,-0.02819,0.00576,0.0058,0.12424,0.2217
="2026/04/02 16:24:08.520",0.10771,0.0814,0.01974,-0.0625,-0.03343,-0.0092,0,12.86041,0,0.03033,-0.04351,0.10545,0.04202,-0.02742,0.02784,-0.05049,-0.08807,-0.12683,,,-0.0404,-0.02184,-0.03775,0.02866,-0.01963,0.05725,,,,121.78477,31.55632,77.11044,121.78477,31.55632,,,,0.03263,-0.03794,0.04714,-0.01905,0.00731,0.0343,-0.01797,0.01644,-0.01828,-0.01753,0.00167,0.02344,0.00913,-0.04659,0.02674,-0.09062,0.0603,0.22113
="2026/04/02 16:24:08.540",0.09563,-0.0325,0.03229,-0.00291,0.00535,0.01926,0,12.57978,0,0.04685,0.00376,-0.03175,0.09056,-0.03212,-0.05309,0.13394,-0.20498,-0.07509,,,0.11573,0.13358,0.08472,0.01807,-0.01614,0.10634,,,,121.48048,31.86668,76.18861,121.48048,31.86668,,,,-0.01787,0.00161,0.03506,-0.00251,0.0351,0.00397,0.01277,0.00155,0.03978,0.01026,0.00382,0.02888,-0.06055,-0.05556,0.05311,0.01661,-0.05558,-0.16563
="2026/04/02 16:24:08.560",0.12065,-0.01181,-0.05323,0.05095,0.0397,-0.01732,0,13.18504,0,-0.00818,0.02064,-0.08848,0.04976,0.10824,0.00164,0.14141,0.01178,0.13805,,,0.07989,0.01565,0.06521,0.00804,-0.01096,0.02485,,,,121.32142,32.51667,75.24742,121.32142,32.51667,,,,0.01427,0.01118,0.00416,0.05575,0.00747,0.0494,0.01465,0.01423,-0.02887,0.01124,-0.00855,0.01617,-0.07034,-0.00914,-0.00305,-0.00451,-0.08061,-0.21276
="2026/04/02 16:24:08.580",0.01103,-0.02617,-0.21205,-0.06245,-0.01489,-0.08257,0,13.47908,0,0.02701,0.02199,-0.00433,-0.07041,-0.05365,-0.13187,0.18438,-0.03157,0.00198,,,-0.05162,0.09924,0.01316,-0.02065,-0.01795,-0.00788,,,,121.25226,32.76593,75.73026,121.25226,32.76593,,,,-0.04118,0.00563,-0.06682,0.07112,0.02583,-0.04677,0.01111,0.01144,0.0158,0.00637,0.00952,-0.00683,-0.00234,0.12469,-0.09135,-0.00079,-0.11536,-0.18729
="2026/04/02 16:24:08.600",0.01807,0.00179,-0.09108,0.00549,0.00549,0.03913,0,13.63564,0,0.0019,-0.02848,0.01017,0.03723,-0.08828,0.06114,-0.01895,-0.0744,0.16195,,,-0.09899,-0.09657,0.07497,0.01656,-0.02496,0.04411,,,,120.72163,32.30839,76.54091,120.72163,32.30839,,,,-0.05525,-0.02497,0.1102,0.03315,-0.04281,-0.00412,-0.00531,0.02795,-0.0435,0.00568,0.01927,-0.01348,0.07886,0.06623,0.09991,-0.08184,-0.15743,0.05314
="2026/04/02 16:24:08.620",-0.0196,0.02185,0.16881,-0.05757,-0.02776,0.029,0,13.97191,0,-0.02005,-0.03021,-0.09509,-0.01107,-0.07345,-0.08434,-0.00204,-0.01931,-0.12096,,,0.02417,0.01435,0.00698,0.0266,0.00776,-0.02981,,,,119.18747,31.80196,76.79497,119.18747,31.80196,,,,0.02484,-0.01387,0.08095,-0.01336,0.00787,0.0499,0.00242,-0.02226,-0.03124,0.01547,0.02574,-0.04379,0.06042,0.10613,0.02407,-0.00619,0.01216,0.0442
="2026/04/02 16:24:08.640",-0.13071,-0.04312,0.09926,0.02893,-0.01916,0.0181,0,13.51144,0,-0.03047,0.01283,-0.04128,0.11556,-0.08076,-0.03707,-0.06836,-0.10077,-0.31617,,,-0.00189,0.02126,0.00878,0.00073,-0.01489,-0.03,,,,116.81125,31.37059,76.51118,116.81125,31.37059,,,,0.05513,-0.01366,0.00473,0.04797,0.00302,0.07137,-0.00183,0.00319,0.01974,-0.00133,-0.00417,0.01147,-0.02535,0.01217,-0.07037,-0.01275,0.0391,0.0451
="2026/04/02 16:24:08.660",-0.12615,-0.10099,0.05204,-0.03616,0.02637,-0.03115,0,12.9141,0,0.02951,-0.03586,0.06854,0.0629,0.00645,0.11442,0.04155,-0.06912,-0.00418,,,0.09135,0.02011,0.02222,0.00153,-0.02054,-0.02299,,,,113.88615,31.06061,76.68793,113.88615,31.06061,,,,-0.00698,-0.00123,0.12723,0.04759,0.02851,-0.04811,0.00588,-0.03327,0.04775,-0.01532,-0.02621,0.0556,-0.00395,0.00949,0.01441,-0.07533,0.09489,-0.2693
="2026/04/02 16:24:08.680",0.01024,0.15604,-0.12623,-0.03578,-0.03497,0.01608,0,12.97903,0,-0.03222,0.01353,-0.02222,0.02243,0.04179,0.05228,-0.02676,0.03196,0.00546,,,-0.04644,-0.00323,0.01239,0.01954,-0.00508,0.0014,,,,111.6254,30.68267,76.89286,111.6254,30.68267,,,,-0.02786,-0.02464,-0.06266,0.05931,0.01686,0.07556,0.00154,-0.00433,-0.04724,-0.00781,0.00503,0.02347,-0.02609,0.00403,-0.0699,-0.0813,-0.00711,-0.04723
="2026/04/02 16:24:08.700",0.06618,-0.13344,-0.03133,0.0233,0.03542,-0.06652,0,13.35266,0,-0.0177,-0.01387,-0.02094,-0.04169,0.15198,-0.07793,-0.0259,0.06972,0.16567,,,-0.11259,0.04965,0.0198,-0.01246,0.00178,-0.00044,,,,109.71916,30.36507,77.14471,109.71916,30.36507,,,,-0.03173,0.03079,0.02205,0.03849,0.00748,-0.05396,0.00508,-0.01748,-0.01204,0.01074,-0.01535,0.03442,0.00621,0.02566,0.09955,0.14699,-0.10285,0.23098
="2026/04/02 16:24:08.720",0.05671,0.08956,-0.05772,-0.00972,0.00585,-0.07101,0,13.36439,0,0.00565,-0.01117,0.04984,-0.0182,0.07201,-0.02981,0.01129,-0.14653,0.06312,,,-0.01222,-0.00227,-0.02272,-0.0088,0.02588,-0.05044,,,,107.78498,30.25515,77.35917,107.78498,30.25515,,,,-0.02365,-0.00174,-0.07314,-0.07102,-0.01095,0.05564,0.01372,-0.00928,0.01732,-0.00424,-0.03491,0.01643,0.14274,-0.10706,0.09843,-0.07315,0.09206,0.19078
="2026/04/02 16:24:08.740",0.03191,-0.01497,-0.04194,0.00178,-0.01017,-0.03697,0,12.57301,0,-0.00551,-0.00057,-0.00628,0.08949,-0.02034,0.17096,-0.04118,-0.19274,-0.16442,,,0.00754,0.03446,-0.04457,0.00309,-0.05113,0.01524,,,,105.40381,30.08413,77.62392,105.40381,30.08413,,,,0.04748,0.0341,0.05444,-0.0268,-0.11384,0.00947,0.0008,-0.01062,0.02909,0.01586,-0.00413,0.00866,-0.07748,0.00581,-0.08121,0.01631,0.08191,-0.28461
