time,v00018.AccX,v00018.AccY,v00018.AccZ,v00033.AccX,v00033.AccY,v00033.AccZ,s00018-1.chdata,s00018-2.chdata,s00018-3.chdata,v00029.AccX,v00029.AccY,v00029.AccZ,v00023.AccX,v00023.AccY,v00023.AccZ,v00035.AccX,v00035.AccY,v00035.AccZ,s0005-2.chdata,s0005-3.chdata,v00028.AccX,v00028.AccY,v00028.AccZ,v00015.AccX,v00015.AccY,v00015.AccZ,s0013-1.chdata,s0013-2.chdata,s0013-3.chdata,s00017-2.chdata,s00017-3.chdata,s0017-1.chdata,s0017-2.chdata,s0017-3.chdata,s0011-1.chdata,s0011-2.chdata,s0011-3.chdata,v00036.AccX,v00036.AccY,v00036.AccZ,v00025.AccX,v00025.AccY,v00025.AccZ,v00024.AccX,v00024.AccY,v00024.AccZ,v00014.AccX,v00014.AccY,v00014.AccZ,v00026.AccX,v00026.AccY,v00026.AccZ,v00034.AccX,v00034.AccY,v00034.AccZ
="2026/04/02 16:25:10.720",0.00675,0.00248,-0.01426,0.03265,0.03402,-0.05517,0,13.30087,0,-0.01011,0.00299,0.02334,-0.00961,-0.02666,-0.02612,-0.00257,-0.00004,0.00431,,,-0.02912,0.01175,-0.01755,0.00604,-0.01318,-0.00055,,,,104.08852,29.0624,77.62619,104.08852,29.0624,,,,-0.01573,0.02796,0.01676,-0.01303,0.00288,-0.00307,0.00209,0.02485,-0.02711,0.00078,-0.00213,0.0117,0.007,-0.02806,0.04019,0.00849,0.00677,-0.03173
="2026/04/02 16:25:10.740",-0.01893,0.0072,0.00676,0.00639,-0.01834,0.01537,0,13.21881,0,-0.03303,0.01232,-0.04454,-0.00942,-0.01614,-0.01282,0.01583,-0.03837,0.02704,,,0.00038,-0.01967,0.01876,-0.00556,0.022,0.02788,,,,104.22511,29.27112,77.00664,104.22511,29.27112,,,,-0.0185,-0.001,0.02878,-0.00887,0.00432,0.01568,-0.00289,0.0007,-0.05032,-0.00813,-0.0094,0.01141,0.04607,0.02696,0.02795,-0.00179,-0.04602,-0.06996
="2026/04/02 16:25:10.760",0.01606,-0.00827,-0.00318,-0.02976,-0.03327,0.0198,0,13.31991,0,-0.00403,0.0039,-0.01209,-0.00149,0.01676,0.01105,0.03398,-0.0195,-0.01403,,,0.01233,0.0014,0.03058,-0.01211,-0.03379,0.00101,,,,103.93652,29.55313,76.69192,103.93652,29.55313,,,,0.00793,0.01097,-0.00283,0.01222,0.01602,-0.01748,-0.00019,0.01914,0.04994,0.00386,-0.00068,0.02405,0.03332,-0.0024,0.00294,-0.00276,0.00056,-0.0333
="2026/04/02 16:25:10.780",0.03697,0.02075,-0.00463,-0.05832,-0.03879,0.00501,0,12.89603,0,-0.00291,-0.00559,0.02193,-0.03244,0.0144,0.01928,-0.02258,0.03303,-0.00189,,,0.01414,-0.00227,0.02111,0.00609,0.01557,0.00114,,,,103.76695,29.56732,77.08088,103.76695,29.56732,,,,-0.02428,0.00853,-0.01786,0.00953,0.01356,0.00052,0.00597,-0.00531,-0.00317,0.03013,0.00382,0.06008,-0.02747,-0.05264,-0.02253,-0.01952,0.08366,0.0593
="2026/04/02 16:25:10.800",0.00993,0.07972,-0.00122,-0.0459,0.00842,0.04307,0,12.757,0,0.01174,-0.00163,0.03898,0.02364,0.00885,0.01059,-0.00944,-0.00187,-0.00128,,,0.00111,0.00189,0.03895,0.00137,-0.00827,-0.02609,,,,103.88609,29.55882,77.36965,103.88609,29.55882,,,,0.00844,-0.00251,-0.01045,-0.00354,-0.00161,-0.00578,-0.00416,0.00085,0.01064,-0.01563,0.01497,-0.028,0.00913,0.00329,-0.00267,0.00703,-0.02166,0.01803
="2026/04/02 16:25:10.820",-0.01762,0.01944,-0.03687,0.02384,0.02537,-0.0619,0,12.71241,0,0.00712,0.00406,0.01397,-0.02959,-0.05465,-0.03816,0.03002,0.00936,0.02671,,,-0.02227,-0.01141,0.00264,-0.01932,-0.00983,0.01546,,,,104.06628,29.58085,77.03542,104.06628,29.58085,,,,-0.00516,-0.0154,-0.00348,-0.00891,-0.00539,0.00042,0.01457,0.02082,-0.00606,0.01854,0.01716,0.02718,-0.02135,-0.01985,-0.02525,-0.03609,-0.00878,-0.05513
="2026/04/02 16:25:10.840",-0.00023,0.04694,-0.00273,0.03954,0.01478,-0.02576,0,12.92339,0,-0.01793,0.01762,-0.06125,-0.03427,-0.03178,-0.00821,0.01209,0.0124,-0.03069,,,0.00929,-0.02154,-0.02451,0.0169,-0.01528,-0.00934,,,,104.13979,29.68682,76.73244,104.13979,29.68682,,,,0.00735,0.00323,-0.01712,0.00655,0.00002,-0.01135,-0.02076,0.01609,-0.04702,-0.01004,-0.01309,-0.01328,-0.01122,-0.02864,0.01716,0.01786,-0.06316,-0.07474
="2026/04/02 16:25:10.860",0.02353,0.07226,-0.0126,-0.00762,0.01213,0.00265,0,12.92439,0,0.00115,0.00157,-0.02426,-0.0047,0.00989,0.01161,0.01965,-0.0075,-0.01462,,,-0.0056,-0.00183,0.01429,-0.02256,-0.02506,-0.02255,,,,104.06503,29.7092,76.74613,104.06503,29.7092,,,,-0.0042,-0.00899,-0.013,0.00623,0.01811,-0.02005,-0.01229,0.00536,0.01989,0.02038,0.00276,0.00179,0.01583,0.00285,-0.01687,0.02044,0.05749,0.09176
="2026/04/02 16:25:10.880",-0.0236,-0.04115,-0.02703,-0.0313,0.00677,0.0118,0,13.00308,0,0.01362,0.01283,0.05397,0.02819,0.0289,0.01055,-0.00156,-0.05186,-0.01929,,,0.01542,0.01466,0.03196,-0.00406,-0.01881,-0.00503,,,,104.01434,29.58279,76.83582,104.01434,29.58279,,,,0.02183,0.01208,-0.04027,-0.01901,-0.01699,0.0332,-0.00444,0.0075,-0.0017,-0.0046,-0.00616,0.03563,-0.0265,0.04348,-0.02587,-0.03066,0.15757,0.14263
="2026/04/02 16:25:10.900",0.00065,-0.05356,-0.04488,0.00752,-0.01225,0.03709,0,12.66064,0,0.03551,-0.01932,0.04407,-0.01827,0.00367,0.00025,-0.09248,-0.03279,-0.0202,,,0.01124,0.00237,-0.01895,-0.00733,-0.01878,-0.00226,,,,104.14492,29.5415,76.8997,104.14492,29.5415,,,,0.03106,-0.01155,-0.01956,-0.01453,-0.00449,0.00539,-0.00125,-0.00347,-0.02423,0.01066,-0.00845,0.01231,-0.01971,0.01285,0.02773,-0.01019,-0.02024,-0.02128
="2026/04/02 16:25:10.920",0.04271,0.00623,-0.00737,0.01227,0.00501,-0.04965,0,12.55103,0,-0.0076,0.01182,0.01146,0.03422,0.02456,-0.02707,0.00191,0.0012,0.03668,,,-0.00522,-0.00798,0.01538,0.00112,-0.01667,0.01914,,,,104.13631,29.60301,76.8855,104.13631,29.60301,,,,-0.00524,-0.00798,-0.01434,-0.00421,-0.02683,-0.00507,-0.00347,-0.00214,-0.01645,0.03227,0.02444,0.01791,-0.02225,-0.01644,0.00353,0.00795,-0.08848,-0.13921
="2026/04/02 16:25:10.940",-0.01689,-0.02145,0.01029,0.01298,0.02499,0.00943,0,13.21296,0,-0.00781,-0.01318,-0.02758,0.02705,-0.00687,-0.00856,0.04088,-0.03818,-0.03759,,,-0.00418,-0.02334,-0.01165,0.00226,-0.01407,0.00838,,,,104.01006,29.21344,77.25586,104.01006,29.21344,,,,0.00392,0.00128,-0.03401,-0.00249,0.0222,0.01292,0.00702,0.01151,-0.02894,0.02083,-0.00569,-0.03553,-0.00604,-0.00135,-0.02579,-0.03328,-0.1006,-0.0911
="2026/04/02 16:25:10.960",-0.01221,0.03293,-0.0018,0.01195,-0.00647,0.01793,0,13.51811,0,-0.00283,0.00802,-0.00645,0.01927,-0.01467,-0.05742,-0.02939,0.00633,0.01831,,,-0.01923,0.00728,0.00277,-0.00069,-0.00527,0.00269,,,,103.93304,28.94871,77.29962,103.93304,28.94871,,,,0.03235,-0.119,0.00483,-0.03104,-0.042,-0.017,0.00616,-0.01141,-0.04937,-0.02682,-0.02672,-0.01643,0.01702,0.00593,-0.04523,0.00238,0.01518,0.02822
="2026/04/02 16:25:10.980",-0.01338,0.00942,0.01462,-0.00963,0.00118,0.03275,0,13.56277,0,-0.007,0.00685,-0.00448,-0.00139,0.02528,0.0184,-0.00662,0.04389,-0.01527,,,-0.00719,0.02041,-0.0086,-0.01109,-0.00715,0.00065,,,,104.10703,29.3762,77.32323,104.10703,29.3762,,,,0.0777,-0.10697,0.03791,0.02568,-0.00814,-0.01905,-0.01246,0.03974,-0.05431,0.00313,-0.0235,-0.02062,-0.01663,0.02112,-0.00645,-0.00348,0.0272,0.03251
="2026/04/02 16:21:16.000",,,,,,,,,,,,,,,,,,,,,,,,,,,426.49063 | 427.3237 | 427.82553 | 428.13013 | 428.15149 | 428.90076 | 429.66815 | 429.41382 | 428.06616 | 427.46173 | 428.8754 | 429.34488 | 428.01401 | 427.75385 | 426.87811 | 426.95547 | 428.74829 | 429.33566 | 427.96899 | 427.45981 | 428.98895 | 429.81808 | 428.20047 | 426.56909 | 427.38995 | 429.10159 | 429.3313 | 428.38007 | 427.77853 | 427.3251 | 427.79355 | 428.57306 | 428.57767 | 429.02689 | 429.10861 | 428.7153 | 429.6156 | 430.53925 | 429.83762 | 429.5141 | 429.00955 | 427.96695 | 427.82312 | 428.07236 | 427.93387 | 427.53992 | 427.84637 | 430.12738 | 429.81873 | 427.95889,432.4187 | 432.67795 | 433.42416 | 433.39981 | 432.93729 | 433.29053 | 433.39694 | 432.16162 | 432.47818 | 433.44583 | 434.82843 | 435.30472 | 434.09509 | 433.87222 | 433.81131 | 433.21506 | 433.9935 | 433.91177 | 433.75851 | 433.2276 | 433.03928 | 433.45114 | 433.509 | 434.25238 | 433.9888 | 432.92914 | 431.76736 | 431.48932 | 433.47943 | 434.41223 | 433.80759 | 433.32285 | 434.05185 | 435.13843 | 434.91324 | 434.85757 | 433.20407 | 431.75369 | 431.60593 | 431.97147 | 432.98572 | 432.61386 | 431.53711 | 431.66562 | 432.83121 | 432.81726 | 432.353 | 432.76141 | 432.52014 | 433.38437,49.76246 | 49.73585 | 50.57791 | 50.01736 | 48.26451 | 48.11112 | 49.06855 | 50.12719 | 50.49981 | 49.2212 | 48.39864 | 47.69831 | 47.9811 | 48.61373 | 49.20425 | 49.08434 | 49.34548 | 49.72999 | 49.7945 | 50.41904 | 49.88584 | 49.47813 | 50.32493 | 50.26077 | 49.78896 | 49.64539 | 49.06491 | 49.03642 | 49.23169 | 50.04733 | 50.68122 | 49.18411 | 48.46991 | 49.6937 | 49.72612 | 49.13886 | 48.38363 | 47.74648 | 49.02031 | 50.62935 | 50.36979 | 49.62698 | 49.84355 | 49.46108 | 48.63536 | 48.29585 | 48.34694 | 48.65192 | 49.40003 | 49.69785,,,,,,,,,,,,,,,,,,,,,,,,,,
="2026/04/02 16:25:11.000",-0.00832,0.0218,0.02257,0.00938,0.01109,0.04407,0,13.48416,0,0.00577,0.00447,0.00602,0.02083,-0.00815,0.03735,0.01127,0.00705,0.00236,32.98991 | 32.84716 | 33.23853 | 33.84649 | 33.23338 | 32.68109 | 33.16512 | 33.37861 | 32.66257 | 32.74125 | 33.05851 | 33.32953 | 33.08817 | 32.32465 | 31.8904 | 31.98456 | 32.55368 | 32.99794 | 33.40278 | 33.51095 | 33.41598 | 32.51611 | 31.86435 | 32.34542 | 32.64674 | 31.87067 | 31.70965 | 32.25628 | 32.72843 | 32.83368 | 32.45747 | 32.314 | 32.70489 | 32.98067 | 33.16019 | 33.04618 | 33.4214 | 33.23078 | 32.86935 | 32.74579 | 32.61519 | 32.74101 | 32.56414 | 32.60928 | 32.81339 | 32.69849 | 32.3069 | 32.39017 | 32.39323 | 32.38264,178.28699 | 178.72878 | 178.84427 | 178.55104 | 178.59201 | 178.86938 | 178.85617 | 178.93941 | 179.09192 | 179.28703 | 179.07343 | 178.78174 | 178.96329 | 179.26205 | 179.20819 | 178.8194 | 178.96776 | 178.76404 | 178.54362 | 178.8082 | 178.85182 | 179.15796 | 178.83052 | 178.85458 | 179.33737 | 179.28035 | 178.7533 | 178.48534 | 178.96939 | 179.43784 | 179.04327 | 178.28625 | 178.31903 | 178.74139 | 178.86942 | 178.51213 | 178.67064 | 178.75818 | 179.22153 | 179.12842 | 178.60847 | 178.70828 | 178.57378 | 178.64207 | 179.08165 | 179.09018 | 178.67947 | 178.55852 | 178.83398 | 178.87146,-0.01814,-0.01757,-0.00114,-0.01147,0.0076,0.00449,,,,104.29449,29.69399,77.36137,104.29449,29.69399,,,,-0.04201,0.01419,0.00746,-0.0507,0.03962,-0.00724,0.02194,0.06291,-0.00939,-0.02447,-0.00286,-0.01347,0.0036,0.01066,0.01927,0.02591,-0.00627,0.00853
="2026/04/02 16:25:11.020",0.00207,0.02921,-0.02547,-0.01704,0.01918,0.00926,0,13.80553,0,0.00453,-0.00541,0.04456,-0.04958,0.01952,0.03478,0.0255,0.01635,0.02012,,,-0.00762,0.00146,0.0093,-0.00658,-0.0098,0.01229,,,,104.19576,29.45479,77.35799,104.19576,29.45479,,,,0.0367,-0.08436,0.03509,0.00958,-0.03972,-0.00134,-0.02378,0.00869,-0.04992,0.01107,-0.0065,0.05103,-0.04958,0.00619,0.03354,0.0134,-0.05234,-0.04551
="2026/04/02 16:25:11.040",-0.05964,0.01333,0.00676,0.00264,-0.00191,0.01408,0,14.32717,0,0.00636,0.0193,0.01519,-0.03584,-0.04192,0.00527,0.03449,-0.00178,-0.0047,,,-0.01487,0.00506,0.01733,-0.01386,-0.00955,0.0033,,,,103.96992,29.40012,77.31431,103.96992,29.40012,,,,0.06891,0.08046,-0.00581,0.05803,0.03025,0.00914,0.00889,0.03181,-0.08118,-0.00124,-0.02777,0.04267,0.03847,0.03905,-0.0298,0.00275,-0.02492,0.00218
="2026/04/02 16:25:11.060",-0.03435,0.00751,0.03112,-0.01614,0.01019,0.01678,0,14.16636,0,-0.02845,-0.00425,-0.02909,0.01614,0.04432,-0.01574,0.01601,-0.02681,0.01114,,,-0.0024,0.00719,-0.00823,-0.01211,0.00379,-0.01467,,,,103.98662,29.46681,77.84737,103.98662,29.46681,,,,0.038,0.03894,-0.02867,0.07021,-0.03027,-0.01113,-0.02436,0.03566,-0.0656,-0.00814,-0.02173,-0.00437,0.00695,-0.01938,0.0239,-0.02777,0.03968,-0.00739
="2026/04/02 16:25:11.080",-0.01197,0.02415,-0.04778,-0.0016,0.01906,-0.01506,0,13.18898,0,-0.01401,0.02976,0.00748,0.01346,0.03084,-0.01592,-0.02873,0.04805,-0.0309,,,0.00078,0.01196,-0.01035,-0.02091,-0.01032,-0.01637,,,,104.22111,29.54996,77.8193,104.22111,29.54996,,,,-0.03231,-0.03378,0.0088,-0.00365,-0.00662,0.01107,0.00914,0.00014,-0.00343,-0.01211,-0.01732,-0.0123,-0.05112,0.02313,0.02329,0.01124,0.04443,0.0558
="2026/04/02 16:25:11.100",-0.01084,-0.02421,0.01214,-0.01681,-0.01956,0.02162,0,12.25014,0,0.02408,-0.0027,0.01784,0.01969,0.00587,0.01054,0.01029,0.02737,0.00929,,,-0.00033,0.02066,-0.00876,-0.0264,0.00229,0.00328,,,,104.33286,29.29681,77.19962,104.33286,29.29681,,,,-0.01095,-0.03127,0.00412,0.00354,-0.00563,0.0039,0.00945,-0.0006,-0.04188,0.00056,-0.00508,-0.01022,0.01419,-0.02295,0.00695,0.01985,0.00795,0.01123
="2026/04/02 16:25:11.120",-0.01179,0.03561,-0.02875,-0.01568,0.00866,0.03018,0,12.3791,0,-0.00324,0.02069,0.00884,-0.00901,0.00506,0.04033,-0.00257,-0.01813,-0.01729,,,0.01802,-0.00592,0.01514,-0.00355,-0.00654,0.00773,,,,104.09753,29.00368,76.98686,104.09753,29.00368,,,,-0.01133,-0.02701,-0.01879,0.00278,0.04497,0.00778,-0.0108,-0.00876,0.02145,0.01093,0.01493,-0.00357,-0.00365,0.03522,-0.03947,-0.00045,0.01461,0.00072
="2026/04/02 16:25:11.140",0.00502,-0.03952,0.00729,-0.01376,-0.01696,0.00759,0,13.0533,0,0.01055,-0.00167,-0.00045,-0.02934,0.01684,0.03362,-0.01128,-0.00409,0.01876,,,0.00201,-0.01291,-0.00539,0.00706,0.00532,0.02062,,,,103.92082,29.0009,76.8839,103.92082,29.0009,,,,0.06572,-0.05326,-0.03778,0.02513,-0.03198,-0.00834,-0.01493,0.03217,0.0171,0.02313,0.00934,-0.02188,-0.00973,0.01976,-0.03014,-0.01227,0.01628,-0.01056
="2026/04/02 16:25:11.160",-0.03597,-0.01175,-0.0205,0.00392,-0.00094,0.02876,0,12.90511,0,0.0025,0.00113,0.00109,-0.00602,-0.01478,-0.02519,-0.01365,-0.03771,-0.01084,,,0.00644,-0.00629,0.00716,-0.00248,0.0009,0.02621,,,,103.9721,29.04817,76.83743,103.9721,29.04817,,,,-0.01672,0.0389,0.01645,0.01969,0.02915,0.00293,-0.01365,0.05784,-0.02606,-0.01015,0.01515,-0.01789,0.02625,0.00364,-0.01488,0.00501,0.07021,0.0374
="2026/04/02 16:25:11.180",-0.0184,0.00673,0.01055,-0.00873,-0.02511,0.01808,0,12.60415,0,0.0125,-0.00441,-0.00306,-0.00009,0.00108,-0.00865,0.00037,0.02313,-0.01697,,,-0.0224,0.01145,-0.02239,0.00433,0.03399,0.01167,,,,103.98482,28.92487,76.93726,103.98482,28.92487,,,,-0.00857,0.02855,-0.00669,-0.02399,0.00828,-0.00434,-0.00926,0.02036,0.00715,-0.01459,-0.00509,-0.02572,0.01696,0.0316,-0.06278,0.00703,0.02628,-0.0095
="2026/04/02 16:25:11.200",-0.02926,0.05144,0.02132,0.01886,0.01821,-0.00882,0,12.90116,0,-0.00981,-0.00434,-0.02155,-0.00124,0.02059,0.00573,-0.00226,-0.00317,0.01939,,,0.00047,0.03521,0.00557,-0.00523,-0.0066,0.00922,,,,103.81729,28.97726,77.33745,103.81729,28.97726,,,,-0.00211,-0.03287,-0.02439,-0.03383,-0.00662,-0.00314,-0.03058,0.03411,-0.00852,-0.01159,-0.00963,-0.01552,-0.04289,0.02465,-0.05587,0.00869,0.04393,0.04847
="2026/04/02 16:25:11.220",0.00529,-0.01168,0.00775,-0.00032,-0.00798,0.00579,0,13.243,0,0.00386,-0.00407,-0.00793,-0.00722,-0.03585,-0.0101,0.00066,-0.00057,0.02163,,,0.00763,0.00259,-0.01872,-0.00325,0.01556,-0.00604,,,,103.7717,29.41673,77.24751,103.7717,29.41673,,,,-0.0071,-0.03585,-0.02375,-0.03172,-0.01407,-0.01106,-0.00441,0.00035,-0.00273,-0.028,-0.00695,-0.01301,-0.03792,-0.00901,-0.00859,-0.03059,0.03243,0.02271
="2026/04/02 16:25:11.240",0.05101,0.00834,-0.01441,0.00938,0.00745,-0.02849,0,13.63033,0,0.00513,-0.01162,0.00559,-0.014,0.02284,-0.00227,-0.03675,0.0118,0.00202,,,0.00967,-0.00943,0.01353,-0.02399,0.00416,-0.01033,,,,103.91882,29.60489,77.2831,103.91882,29.60489,,,,-0.0149,0.09629,-0.02401,-0.02644,-0.04193,-0.01367,-0.01816,0.00789,-0.10052,-0.00505,-0.02578,0.0333,0.00322,-0.00337,0.00896,0.00177,0.01848,0.02039
="2026/04/02 16:25:11.260",-0.00055,0.00696,0.00191,0.00908,0.00893,-0.01793,0,13.52944,0,-0.00195,0.0062,-0.01525,0.00974,-0.01778,-0.026,-0.02921,0.00048,0.03965,,,-0.01304,-0.00171,-0.00012,0.01619,-0.01632,-0.01009,,,,104.20605,29.52342,77.91653,104.20605,29.52342,,,,0.04454,0.02252,-0.00251,0.00843,-0.01014,-0.00101,-0.00237,0.03295,-0.02655,-0.01576,-0.01495,-0.00771,0.00484,0.00466,0.04362,-0.01674,-0.09251,-0.0651
="2026/04/02 16:25:11.280",0.01833,-0.00277,0.03279,-0.0095,-0.00729,0.01034,0,13.22377,0,-0.00691,0.00387,-0.00382,-0.01617,0.00567,-0.0101,-0.01258,-0.01175,0.00871,,,-0.01636,-0.00629,0.00454,0.00516,0.00001,-0.00977,,,,104.31196,29.46437,78.29517,104.31196,29.46437,,,,0.05091,0.0189,0.0338,0.01613,0.03326,-0.00397,0.00365,0.01624,-0.00625,0.00542,-0.00569,0.01799,0.00878,0.02299,0.03761,0.00765,-0.04295,-0.05751
="2026/04/02 16:25:11.300",0.00298,0.01727,-0.00743,0.00354,-0.00103,0.01167,0,12.97921,0,0.00496,0.00908,-0.00908,-0.00136,-0.00801,-0.02185,0.01338,-0.00502,-0.01393,,,-0.02101,0.01819,0.01258,-0.00647,-0.00985,-0.00387,,,,104.13216,29.49298,77.96789,104.13216,29.49298,,,,0.02546,-0.05424,0.03238,-0.00769,0.01272,0.00238,-0.00308,0.02258,-0.01801,-0.00447,0.00039,0.01463,-0.00769,-0.00009,-0.00167,0.00407,0.01111,0.00094
="2026/04/02 16:25:11.320",0.00964,-0.00182,-0.00032,-0.00816,0.00269,-0.01108,0,12.61396,0,-0.00916,-0.00387,0.00406,-0.04307,-0.01693,0.00259,0.02721,-0.00935,0.031,,,0.00378,-0.00169,0.00753,0.00552,0.00575,0.00586,,,,104.07883,29.72027,76.82366,104.07883,29.72027,,,,0.02286,0.00008,-0.00549,0.01836,-0.02222,-0.00922,0.01742,-0.0437,-0.03848,-0.0127,0.00399,0.00923,-0.00593,0.00124,-0.01204,0.01055,-0.00644,-0.00113
="2026/04/02 16:25:11.340",0.03949,-0.00077,0.04198,0.01757,-0.00123,-0.00804,0,12.44838,0,0.01509,0.00025,-0.00681,-0.00315,0.0014,0.01303,0.00001,-0.00504,-0.0072,,,-0.01054,-0.09265,-0.00779,0.02196,-0.01351,-0.01056,,,,104.20245,29.72916,76.19559,104.20245,29.72916,,,,-0.00832,-0.01703,0.00291,-0.04416,0.05447,0.01522,0.00992,-0.01972,-0.00942,-0.02336,0.00157,-0.0349,0.00231,-0.00627,0.01041,-0.00763,0.02788,0.0154
="2026/04/02 16:25:11.360",0.00379,-0.00422,-0.00419,0.01989,0.00411,-0.02653,0,13.14995,0,-0.01139,0.00349,0.00117,-0.00343,-0.01379,0.00847,0.00665,-0.01925,0.00126,,,0.03788,-0.09543,-0.01323,0.01427,-0.00043,0.00583,,,,104.32259,29.66848,76.77401,104.32259,29.66848,,,,-0.01464,-0.02576,-0.02066,-0.00573,0.02812,0.06371,-0.001,-0.01375,-0.00839,-0.00104,0.0012,0.02351,-0.01603,0.02345,-0.00493,0.01821,-0.00856,-0.00908
="2026/04/02 16:25:11.380",-0.03034,0.01035,-0.01285,0.00081,-0.02413,-0.00483,0,12.93668,0,0.00933,0.00049,0.01785,-0.00463,0.01192,0.02189,0.00262,-0.02164,-0.00187,,,0.04969,0.0189,0.01367,-0.00035,0.02298,0.0621,,,,104.21564,29.64147,77.78935,104.21564,29.64147,,,,-0.01581,0.00789,-0.00295,-0.00829,-0.00666,-0.0044,-0.00873,0.02446,0.02674,-0.01933,-0.00875,0.02307,0.02511,-0.00414,0.03172,0.00732,-0.00327,-0.01044
="2026/04/02 16:25:11.400",-0.00279,0.02303,-0.00413,-0.02087,-0.01757,0.01101,0,12.33279,0,0.00245,-0.0093,0.00136,0.00581,-0.00827,0.00445,0.01679,-0.00723,0.01054,,,0.02155,0.01721,-0.0031,0.00425,0.00504,0.01098,,,,103.97203,29.63904,77.60239,103.97203,29.63904,,,,0.01143,0.04769,0.01612,-0.0392,0.00379,-0.0514,0.00278,-0.01337,0.02704,-0.00158,-0.0139,0.0455,-0.00039,0.01032,0.00332,-0.00762,-0.00907,0.00071
="2026/04/02 16:25:11.420",0.03985,-0.01339,0.01671,-0.01811,-0.00509,-0.0085,0,12.6944,0,0.01195,-0.00205,0.03282,-0.01645,-0.03305,-0.01379,0.01124,0.00997,0.0018,,,-0.01425,0.00141,-0.00434,-0.00692,-0.02895,-0.04299,,,,103.90016,29.64213,77.08462,103.90016,29.64213,,,,0.00454,-0.01185,-0.04649,-0.04495,-0.00681,-0.01502,-0.03291,-0.0094,-0.09586,-0.01679,0.00079,-0.01601,0.00332,-0.01065,0.01647,0.02232,0.01253,0.01339
="2026/04/02 16:25:11.440",-0.00825,0.03385,-0.00754,0.00988,-0.00079,0.01763,0,13.4131,0,0.0015,-0.00621,0.01692,-0.00823,0.01358,-0.00416,-0.00639,0.02026,-0.00373,,,-0.02383,-0.00721,-0.0187,0.02049,-0.00384,0.0703,,,,104.06804,29.49517,76.85455,104.06804,29.49517,,,,0.0948,-0.01042,-0.03961,0.07496,0.04202,-0.04206,0.02257,0.00051,-0.00576,-0.00406,-0.00972,0.00789,0.01583,-0.00485,0.00934,-0.00263,0.05876,0.01466
="2026/04/02 16:25:11.460",-0.01291,-0.01369,0.0053,-0.02939,-0.01727,-0.00047,0,13.13247,0,0.00762,-0.00022,0.01967,-0.01979,0.00434,0.00665,0.00219,0.01382,-0.01603,,,0.02903,0.04981,0.02567,0.04496,-0.47316,-0.13149,,,,104.18967,29.17436,76.88551,104.18967,29.17436,,,,0.15076,-0.16348,0.05643,0.0711,0.01912,-0.04056,0.05025,0.01756,0.02576,0.00968,0.00879,0.01179,0.01963,0.00694,-0.02238,-0.00288,-0.0251,-0.00055
="2026/04/02 16:25:11.480",0.00291,-0.02843,-0.01487,-0.01699,-0.01018,0.014,0,12.96061,0,-0.01438,0.00854,-0.01618,0.00124,-0.00848,-0.01357,0.01753,0.00431,-0.0118,,,-0.04081,0.04,-0.03008,-0.00769,0.01565,-0.00076,,,,104.24342,28.98502,77.01633,104.24342,28.98502,,,,0.031,-0.01652,0.05921,-0.00749,0.07004,-0.02175,-0.00324,-0.01743,0.0533,-0.01294,0.00246,-0.02121,-0.00552,0.0081,-0.0418,-0.02857,-0.0015,-0.00572
="2026/04/02 16:25:11.500",0.00098,0.01135,-0.01915,-0.03968,-0.02545,0.01697,0,13.24239,0,-0.00189,0.01295,-0.01116,0.01152,-0.01019,-0.01296,-0.0139,-0.01872,-0.00768,,,0.00205,0.02031,-0.02503,-0.05015,-0.26215,0.03975,,,,104.27789,29.10337,77.07307,104.27789,29.10337,,,,0.02336,-0.03528,-0.01491,-0.07965,0.09668,0.00617,-0.02689,-0.02752,-0.05777,0.0086,-0.01274,-0.00928,-0.02122,0.05438,-0.03023,-0.01716,0.00877,-0.00789
="2026/04/02 16:25:11.520",-0.03489,0.00355,-0.00625,0.00845,-0.0141,0.02133,0,13.58957,0,-0.00901,0.01411,-0.01648,0.05737,0.02615,-0.02276,-0.00519,-0.01514,0.00766,,,-0.00101,0.02336,-0.01126,-0.01869,-0.08383,-0.00898,,,,104.2139,29.39258,77.19222,104.2139,29.39258,,,,0.01138,0.10455,-0.0231,-0.02772,0.02512,-0.00093,0.01286,-0.01921,0.02482,-0.04047,-0.01443,-0.00708,0.0012,0.01614,-0.00525,-0.00674,-0.03012,-0.01516
="2026/04/02 16:25:11.540",-0.0024,-0.0072,0.00725,-0.00003,-0.00192,-0.02319,0,13.82583,0,-0.0006,0.00017,-0.02157,0.04148,0.01753,-0.02627,-0.00014,0.00071,-0.00495,,,0.03171,-0.02417,0.00078,-0.01643,-0.11905,-0.03935,,,,104.14767,29.70416,77.14003,104.14767,29.70416,,,,0.0352,-0.02178,-0.04654,-0.06785,0.15134,0.00426,-0.00404,0.02559,-0.0266,0.00896,-0.0118,0.01132,0.02933,-0.01749,0.00487,0.01723,0.00354,-0.0392
