time,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ
="2026/04/02 17:07:18.180",0.0136,0.4848,-0.93804,0.40493,-0.04808,-0.13216,13.18273,-0.19141,0.13521,0.67635,-0.24112,0.01079,-0.22232,861.53741,-0.52806,0.05275,0.35354,-0.01987,0.37365,-0.00874
="2026/04/02 17:07:18.200",-1.59199,0.35635,-0.68368,0.78078,-0.11275,-0.10851,13.98129,-0.29315,-0.03353,-0.5271,-0.42293,-0.13659,0.24277,861.44226,0.06637,-0.11264,0.6064,-0.08911,0.17056,0.18804
="2026/04/02 17:07:18.220",1.06608,-0.33221,0.65045,0.37719,0.01229,-0.04644,12.6778,-0.52612,-0.05457,0.5312,-0.21563,0.15177,-0.39298,860.53784,0.1425,-0.04748,-0.90326,0.37581,-0.29802,-0.38603
="2026/04/02 17:07:18.240",-1.1864,0.29991,-0.84276,0.11977,-0.01665,-0.00433,14.58608,-0.08607,0.15308,0.44855,-1.10274,-0.02136,0.23494,858.58301,-0.34117,0.00271,0.85906,-0.11911,0.01452,-0.57903
="2026/04/02 17:07:18.260",-0.10759,-0.25011,0.79919,0.25145,-0.046,-0.04186,16.15194,-0.56481,-0.2902,-0.28175,-0.1866,0.03861,-0.21097,858.25342,0.53433,0.12963,-0.57194,0.23728,-0.34817,-0.60207
="2026/04/02 17:07:18.280",0.57566,-0.14888,0.87828,-0.13477,-0.07237,-0.0849,17.62006,-0.26858,0.24681,0.99625,-0.54518,0.05194,-0.53087,857.91455,-0.14427,0.00101,-0.34867,0.20751,-0.19147,-0.74902
="2026/04/02 17:07:18.300",-1.24992,-0.37839,0.27992,-0.12243,0.0376,0.01635,20.9854,-0.04764,-0.05666,0.19075,-1.13607,-0.20025,0.49808,859.4718,0.18159,-0.03033,0.41612,-0.08334,-0.16601,-0.75841
="2026/04/02 17:07:18.320",1.12124,-0.74316,2.00595,-0.22369,-0.00892,0.08447,22.45271,-0.32642,0.07578,0.60262,-0.21254,0.14409,-0.38409,860.71692,0.47641,-0.09492,-1.14629,0.34021,-0.43287,-0.66242
="2026/04/02 17:07:18.340",-0.45056,-0.24996,0.07404,-0.28899,-0.0109,-0.0583,25.13737,0.10493,-0.06518,0.81984,-0.88079,-0.08949,0.25264,861.80811,-0.02669,-0.07184,0.49889,-0.09186,-0.14049,-1.40971
="2026/04/02 17:07:18.360",-0.06205,-0.2469,1.7188,-0.30882,0.0846,0.04765,25.89958,-0.14443,-0.10423,-0.18347,-0.63293,0.00294,0.31838,865.08551,0.64634,-0.04981,-0.55897,0.0015,-0.41854,-0.87068
="2026/04/02 17:07:18.380",1.12008,-0.8825,1.51897,-0.48961,0.05326,0.04831,24.75559,-0.13909,0.14446,1.3407,-0.41691,0.14341,-0.34773,866.60223,0.19361,-0.02797,-0.70477,0.09571,-0.27523,-0.93313
="2026/04/02 17:07:18.400",-0.80078,-0.5901,0.80822,-0.44675,0.05894,0.07625,25.53707,0.24156,-0.05446,0.06835,-0.94308,-0.12011,0.59807,868.97156,0.07133,-0.08175,0.63574,-0.23543,-0.03618,-0.87951
="2026/04/02 17:07:18.420",1.13928,-0.94449,1.72935,-0.58521,0.10624,0.09129,23.4091,-0.17924,0.01505,0.16408,-0.05699,0.09174,-0.39141,869.86694,0.8397,-0.00116,-1.53579,0.19603,-0.60822,-0.44348
="2026/04/02 17:07:18.440",0.3982,-0.16977,-0.08839,-0.58787,0.00052,0.03643,21.73363,0.15916,0.01174,1.18611,-0.57613,-0.06624,0.0929,868.80206,-0.42388,-0.04457,0.42095,-0.16656,0.10037,-0.97101
="2026/04/02 17:07:18.460",0.13516,-0.02289,0.88666,-0.41058,0.0905,0.06731,20.82021,0.02845,-0.08703,-0.63314,-0.27349,-0.05566,0.13204,869.55005,0.68531,-0.09734,-0.19379,-0.08998,-0.42778,-0.56654
="2026/04/02 17:07:18.480",1.94871,-0.51417,1.64107,-0.69555,-0.00831,0.0451,18.16693,-0.18866,-0.03266,0.60522,0.1491,0.17839,-0.06655,867.29553,0.21944,-0.01965,-0.94557,0.11153,-0.36445,-0.45233
="2026/04/02 17:07:18.500",-1.10065,0.20087,-0.23106,-0.68334,0.00069,0.00148,18.46242,0.46338,0.08617,-0.10969,-0.37384,-0.10616,0.51894,864.30597,-0.2039,0.07607,0.72323,-0.08381,0.26528,-0.6719
="2026/04/02 17:07:18.520",0.95375,-1.06008,2.16392,-0.32712,0.04255,0.08005,17.3796,0.15951,-0.12124,-0.45724,0.33978,-0.02131,-0.16628,861.71973,0.7508,-0.08209,-1.02702,0.28458,-0.33574,-0.08325
="2026/04/02 17:07:18.540",0.32168,-0.24279,0.00391,-0.38908,-0.02897,0.02877,17.57797,0.44768,0.18414,0.59647,0.28854,0.04155,-0.09257,857.9873,-0.26116,-0.0233,0.3642,0.00801,0.13797,-0.49181
="2026/04/02 17:07:18.560",-0.77965,0.2383,-0.05258,-0.34955,0.0248,0.07246,19.33496,0.3738,-0.11654,-0.84684,0.20343,-0.04515,0.37804,856.5553,0.17762,-0.00039,0.32653,0.0988,0.08804,0.29568
="2026/04/02 17:07:18.580",1.40442,-0.03346,1.23469,-0.3222,0.02774,-0.0007,19.24422,0.17589,0.06748,-0.06267,0.75178,0.20617,-0.36336,854.59308,0.18157,-0.05853,-0.94937,0.27862,0.02112,0.72382
="2026/04/02 17:07:18.600",-1.24969,0.12762,-1.40271,0.09434,0.01122,-0.01899,21.79107,0.52839,0.02456,-0.21614,0.09501,-0.15269,0.47702,853.67712,-0.51395,0.11818,1.14806,-0.01151,0.56926,0.05511
="2026/04/02 17:07:18.620",0.41555,-0.04805,0.35851,0.02517,0.04078,0.07481,23.18813,0.17738,-0.17213,-0.95232,0.98604,0.0454,-0.13639,854.45422,0.22928,0.0775,-0.45707,0.01111,0.03749,1.05088
="2026/04/02 17:07:18.640",0.60562,0.33187,-0.8633,0.09928,-0.01832,0.04715,23.11522,0.42623,0.19558,0.06238,0.76699,0.07962,-0.06641,854.28613,-0.58729,0.17874,0.29848,0.08047,0.4019,0.85484
="2026/04/02 17:07:18.660",-1.14578,0.62397,-1.67,0.33916,-0.07261,-0.05116,23.64763,0.31348,-0.04544,-1.05521,0.52297,-0.24813,0.4743,856.65271,-0.25288,0.02071,0.84027,-0.12568,0.59011,1.33948
="2026/04/02 17:07:18.680",1.25612,0.4161,-0.53419,0.20513,0.03546,-0.03804,20.86788,0.11065,0.05236,-0.51499,1.2672,0.09794,-0.5302,858.28949,-0.25148,0.00543,-0.73005,0.27377,0.42151,1.46875
="2026/04/02 17:07:18.700",-0.58627,0.94274,-2.29972,0.5811,-0.11489,-0.03957,19.52554,0.32654,0.09858,0.03622,0.32837,-0.10958,0.37225,859.16162,-0.55035,-0.04404,1.0515,-0.31412,0.64088,1.08857
="2026/04/02 17:07:18.720",-0.16545,0.57975,-1.31234,0.47754,0.05007,0.03667,17.48168,-0.13049,-0.21485,-1.35976,0.77886,-0.05529,-0.03002,860.83588,-0.01869,0.09939,0.07176,-0.12871,0.21289,1.3189
="2026/04/02 17:07:18.740",0.67103,0.65305,-1.5753,0.48865,-0.07299,-0.0671,14.71371,-0.11283,0.1885,0.2642,0.59954,0.10175,-0.33833,860.09656,-0.58618,0.26728,0.12073,0.04783,0.05987,0.51163
="2026/04/02 17:07:18.760",-1.39425,0.81853,-1.99173,0.55434,-0.00488,-0.11125,14.80137,0.04559,-0.07449,-0.72684,0.07891,-0.10765,0.22572,860.37347,-0.76242,0.14793,1.59184,-0.33652,0.30136,0.69788
="2026/04/02 17:07:18.780",1.14523,-0.16568,0.47887,0.38982,-0.07671,-0.05672,12.65719,-0.37391,-0.03149,-0.39124,0.73004,0.13233,-0.58226,859.23846,0.32104,0.02608,-0.98829,0.15826,-0.21937,0.98922
="2026/04/02 17:07:18.800",-1.03996,0.62756,-1.84996,0.99798,-0.03195,-0.10263,12.07061,0.03311,0.08377,0.28438,-0.0698,-0.04045,0.14321,856.04376,-0.76249,-0.05448,0.94612,-0.17655,0.5908,0.70484
="2026/04/02 17:07:18.820",-0.94684,0.40891,-0.53945,0.54904,-0.09279,-0.0045,12.69427,-0.35103,-0.16398,-0.8344,0.06015,-0.05504,0.33297,855.26678,-0.02052,-0.04722,0.2553,0.09855,0.09168,0.47621
="2026/04/02 17:07:18.840",0.83122,-0.19144,-0.14586,0.35616,-0.04236,-0.0897,13.43333,-0.23416,0.12618,0.48003,0.05143,0.09403,-0.32517,854.13,-0.06887,-0.0478,-0.69724,0.36326,-0.23119,0.48155
="2026/04/02 17:07:18.860",-1.67585,0.51284,-1.4583,0.40739,-0.00823,-0.04355,16.23771,-0.20002,-0.09826,0.10288,-0.55677,-0.13891,0.27795,854.71436,-0.46808,0.1018,1.35588,-0.15027,0.14935,0.08468
="2026/04/02 17:07:18.880",0.52996,-0.05596,0.8634,0.6134,-0.07929,-0.0446,17.13816,-0.53146,-0.02031,-0.14594,-0.089,0.09896,-0.34099,855.90332,0.53202,-0.00696,-1.27092,0.15281,-0.19519,0.42297
="2026/04/02 17:07:18.900",-0.29164,0.10856,-0.51833,0.03639,0.01925,-0.08666,20.05633,-0.09146,0.04228,0.9722,-0.62647,0.0019,-0.1807,855.74786,-0.21651,-0.00382,0.49239,0.00241,0.31389,-0.66732
="2026/04/02 17:07:18.920",-1.0986,0.01975,0.00946,0.43976,-0.01538,0.07828,22.91564,-0.17719,0.10907,-0.17064,-0.18923,-0.20609,-0.05855,858.29523,0.41955,-0.18349,0.18395,-0.10306,-0.30876,-0.22036
="2026/04/02 17:07:18.940",1.3175,-0.66564,1.11472,-0.23008,0.10012,0.12017,22.15892,-0.31574,-0.26197,0.92541,-0.12545,0.11713,-0.38865,860.92523,0.14734,0.01346,-1.21236,0.1681,-0.45556,-0.29467
="2026/04/02 17:07:18.960",-1.0298,0.22863,-0.10193,-0.12675,-0.01477,-0.00914,23.59696,-0.12134,0.1331,0.73886,-1.20487,-0.17226,0.40528,864.4848,-0.02108,-0.02862,0.92785,-0.35838,-0.01893,-1.262
="2026/04/02 17:07:18.980",0.345,-0.67877,1.64844,-0.14188,0.03249,-0.04523,23.23486,-0.53887,-0.16548,-0.06436,-0.33653,-0.00362,-0.19059,867.73755,0.587,0.01126,-0.8691,-0.0355,-0.63567,-0.84839
="2026/04/02 17:07:19.000",0.43647,-0.53559,1.01429,-0.40943,-0.0498,0.01248,22.15958,-0.05643,0.21238,1.09244,-0.87983,0.02194,-0.23006,868.67413,-0.18028,-0.05248,-0.17206,-0.12594,-0.27523,-1.06252
="2026/04/02 17:07:19.020",-0.6964,-0.58359,0.43971,-0.31634,-0.01017,-0.00731,21.82351,-0.25811,-0.12587,0.27322,-0.89224,-0.1152,0.45326,870.75598,0.48061,-0.10637,0.25885,-0.1656,-0.33907,-1.09596
="2026/04/02 17:07:19.040",1.66026,-0.48532,1.92493,-0.41192,0.0628,0.06184,19.15726,-0.40699,-0.00727,0.65094,-0.21107,0.13676,-0.32249,870.29889,0.33055,-0.17658,-1.24917,0.15244,-0.64389,-0.69328
="2026/04/02 17:07:19.060",-0.38292,-0.11127,0.34106,-0.56113,-0.01084,0.05651,18.9904,-0.09221,0.05075,0.89755,-0.99609,-0.08492,0.32552,869.09167,-0.12548,-0.029,0.66815,-0.09225,-0.21858,-1.53228
="2026/04/02 17:07:19.080",0.45883,-0.4346,1.56733,-0.57277,0.04056,0.04567,18.47502,-0.17097,-0.11441,-0.41899,-0.25554,-0.03492,0.1287,867.80988,0.8297,-0.14726,-1.05816,0.16428,-0.59435,-0.49036
="2026/04/02 17:07:19.100",1.27245,-0.88069,1.4664,-0.59737,0.04876,0.03,18.17834,-0.09874,0.20227,1.15993,-0.33631,0.15613,-0.26492,864.57715,-0.03787,-0.05665,-0.32716,0.09399,-0.03521,-1.09199
="2026/04/02 17:07:19.120",-0.90957,0.22369,-0.0728,0.05197,-0.00275,0.06118,19.91103,0.29976,-0.11251,-0.33775,-0.61935,-0.08414,0.61893,863.46509,0.28271,-0.01452,0.59766,-0.05315,0.0219,-0.79214
="2026/04/02 17:07:19.140",1.74977,-0.62582,2.64879,-0.9515,0.00579,0.02297,19.36836,0.09357,0.16246,0.0452,0.18472,0.22332,-0.22179,860.94891,0.48924,-0.02862,-1.34994,0.3373,-0.54059,-0.3915
="2026/04/02 17:07:19.160",-0.29067,-0.06781,-0.45878,-0.56567,0.00281,0.06755,21.52827,0.46522,-0.09228,0.71259,-0.15799,-0.0945,0.2467,858.23547,-0.24856,0.02325,0.7887,-0.16797,0.08264,-1.0176
="2026/04/02 17:07:19.180",0.01056,0.05608,1.1896,-0.33699,0.13078,0.14412,23.14778,0.31872,-0.10404,-0.98151,0.3816,-0.02528,0.02723,858.20459,0.68259,0.03875,-0.36961,0.23183,-0.15191,-0.03176
="2026/04/02 17:07:19.200",1.07777,-0.52999,1.20789,-0.41894,-0.00782,0.00183,23.28446,0.34442,0.13625,0.3108,0.54906,0.11878,-0.18982,857.7052,-0.15641,-0.06159,-0.62856,0.13512,-0.04157,0.02199
="2026/04/02 17:07:19.220",-1.20162,-0.02236,-0.89319,-0.41925,0.01598,0.02248,25.70763,0.58707,0.01592,-0.43014,0.2999,-0.08967,0.52127,859.26135,-0.02077,0.04441,1.07285,-0.07696,0.23838,-0.25458
="2026/04/02 17:07:19.240",1.10337,-0.35603,1.08937,-0.09421,0.08239,0.06739,25.1449,0.21481,-0.04546,-0.71088,1.23738,0.11461,-0.30342,859.98914,0.30892,0.05814,-0.84213,0.12403,-0.20759,0.23281
="2026/04/02 17:07:19.260",0.17408,0.50584,-1.13677,-0.20538,-0.0203,0.05729,24.93397,0.55934,0.08717,0.20711,0.16107,0.01464,0.25795,859.73389,-0.43496,-0.04317,0.66512,-0.20993,0.40591,0.46129
="2026/04/02 17:07:19.280",-0.74703,0.28961,-1.05921,-0.03313,0.00865,0.03435,23.83608,0.36207,-0.02644,-1.13232,0.45578,-0.07617,0.32659,862.21112,0.21341,0.0767,0.33426,-0.18532,0.32539,0.37667
="2026/04/02 17:07:19.300",1.22315,0.03058,-0.25338,0.09107,-0.05035,-0.07588,20.03267,0.17527,-0.06826,-0.28803,1.1147,0.13165,-0.55112,862.56787,-0.37265,-0.04683,-0.48795,0.04453,0.19413,1.0193
="2026/04/02 17:07:19.320",-1.29182,0.75415,-1.88752,-0.00042,-0.02306,-0.0297,18.4614,0.38313,0.09406,-0.53294,0.18665,-0.17672,0.36246,861.93115,-0.65378,0.13434,1.43547,-0.26001,0.40331,0.58748
="2026/04/02 17:07:19.340",0.36278,0.10107,-0.36439,0.38031,0.00964,-0.03464,15.62706,-0.13316,-0.06569,-0.86614,0.8844,0.07653,-0.14712,860.74414,-0.08873,0.13957,-0.43508,-0.00828,0.03871,1.27572
="2026/04/02 17:07:19.360",-0.01528,0.48587,-1.51295,0.35484,-0.06491,-0.14821,14.38741,0.06421,0.0725,0.26787,0.59248,0.02977,-0.16888,857.99615,-0.56213,0.14821,0.43146,-0.0033,0.54807,0.99141
="2026/04/02 17:07:19.380",-1.27389,0.64728,-1.51984,0.88373,-0.12268,-0.02623,13.83576,0.10894,-0.0944,-1.3699,0.13845,-0.18844,0.22391,857.36469,-0.19431,0.00784,0.76579,-0.08003,0.489,1.00357
="2026/04/02 17:07:19.400",0.79416,0.16986,-0.7155,0.50091,-0.03489,-0.05591,11.95993,-0.24822,-0.03571,-0.04906,0.96311,0.13142,-0.75833,855.02142,-0.12871,0.02305,-0.59195,0.27476,0.08067,0.95808
="2026/04/02 17:07:19.420",-1.08479,0.72591,-1.81185,0.56182,-0.05786,-0.04435,14.68491,0.21046,0.1048,-0.09962,0.11626,-0.12993,0.36371,853.05322,-0.88514,0.09748,1.73067,-0.21387,0.64074,0.2459
="2026/04/02 17:07:19.440",-0.29075,0.11539,0.12827,0.56818,-0.02199,-0.13581,16.28547,-0.18512,-0.05314,-0.97955,0.62368,0.06796,-0.15806,852.9538,0.43971,0.14697,-0.45846,0.13019,-0.19934,0.93075
="2026/04/02 17:07:19.460",-0.11486,0.22375,-1.19658,0.16224,-0.05305,-0.07085,16.79011,-0.07291,0.17344,0.46785,0.1662,0.12168,-0.16924,851.91571,-0.69721,0.06621,0.28172,0.13344,0.21302,0.509
="2026/04/02 17:07:19.480",-1.74254,0.78964,-1.85983,0.85686,-0.05573,-0.08872,19.27814,0.02441,-0.13973,-0.69787,-0.22626,-0.19046,0.32288,853.3056,-0.31893,-0.14044,1.06228,-0.22226,0.42724,0.78732
="2026/04/02 17:07:19.500",0.98307,0.09908,0.70646,0.60269,0.05036,-0.06213,19.34788,-0.3862,0.03188,-0.08222,0.32474,0.09971,-0.50051,855.62445,0.20022,-0.05932,-1.06908,0.36768,0.13525,0.62456
="2026/04/02 17:07:19.520",-1.09541,0.3634,-1.50268,0.43368,-0.06021,0.01841,21.20495,0.04924,0.09121,0.49095,-0.46604,-0.10768,-0.02326,857.59705,-0.67511,0.01691,1.09806,-0.34897,0.45325,0.04735
="2026/04/02 17:07:19.540",-0.4701,-0.04956,-0.162,0.48987,0.0501,0.06274,21.53431,-0.35338,-0.26983,-0.51576,-0.3146,-0.0466,0.1379,860.34192,0.29712,0.18673,-0.18285,-0.07112,-0.23809,0.10653
="2026/04/02 17:07:19.560",0.73487,-0.05768,0.17309,0.28102,0.01693,-0.01999,20.31867,-0.30129,0.2154,0.831,-0.42038,0.10469,-0.27347,861.91058,-0.13886,0.10663,-0.81196,0.19872,-0.06482,0.58092
="2026/04/02 17:07:19.580",-1.39395,0.22723,-0.88063,0.36613,0.00729,-0.05836,20.872,-0.10729,-0.16039,0.03808,-0.86836,-0.15717,0.48072,865.59161,-0.19057,0.11176,0.93904,-0.28236,0.21476,-0.33536
="2026/04/02 17:07:19.600",0.87226,-0.51728,1.52591,0.21287,-0.05406,-0.0438,19.02118,-0.52084,0.17546,0.31484,-0.2982,0.13561,-0.36464,868.13879,0.37921,-0.10916,-1.0878,0.17436,-0.46394,-0.21405
="2026/04/02 17:07:19.620",-0.36271,-0.34659,-0.39465,-0.26281,-0.00892,-0.13965,18.26572,-0.16513,-0.12581,1.16189,-1.26614,-0.0917,0.05291,867.70166,-0.17411,-0.04763,0.47566,-0.21615,-0.04577,-0.64961
="2026/04/02 17:07:19.640",-0.50976,-0.24065,1.07201,0.03542,-0.05122,-0.00129,17.81447,-0.39227,-0.04351,0.06004,-0.77181,-0.03131,0.13095,868.07086,0.45341,-0.04404,-0.15128,-0.05334,-0.34098,-0.75601
="2026/04/02 17:07:19.660",1.29827,-0.6677,1.48252,-0.47482,0.10377,0.06675,16.07513,-0.49932,-0.11569,1.03805,-0.65323,0.09168,-0.429,866.8114,0.14911,-0.12078,-0.8317,0.18562,-0.52241,-0.77438
="2026/04/02 17:07:19.680",-0.91368,-0.22287,0.97852,-0.36752,0.00915,0.05043,17.17855,-0.02129,0.08614,0.62951,-1.42518,-0.13372,0.49773,865.84302,0.24949,-0.06051,0.48016,-0.10972,-0.24722,-1.02725
="2026/04/02 17:07:19.700",0.70382,-1.22235,2.32046,-0.39908,0.04435,0.04713,17.6692,-0.28765,-0.08157,-0.16507,-0.29182,0.13688,-0.14234,864.54944,0.49505,-0.00799,-1.07309,0.17796,-0.57145,-0.96358
="2026/04/02 17:07:19.720",0.31194,-0.60737,1.06246,-0.60722,-0.04243,-0.02117,19.11958,0.01171,0.16457,1.55798,-0.94628,-0.01748,-0.01985,862.18237,0.16298,-0.06895,-0.04821,-0.00806,-0.27569,-1.21961
="2026/04/02 17:07:19.740",-0.42118,-0.37741,1.38191,-0.57686,0.0425,0.08142,20.99181,0.21981,-0.02331,-0.44357,-0.83086,-0.07319,0.49286,861.95361,0.66012,-0.18089,-0.07933,0.00411,-0.19335,-0.7741
="2026/04/02 17:07:19.760",1.60215,-0.6429,1.9403,-0.59017,0.02633,0.07892,21.49733,-0.16524,0.00572,0.91561,-0.17431,0.18303,-0.4217,860.7724,0.56097,-0.16397,-1.28695,0.29867,-0.33805,-0.64518
="2026/04/02 17:07:19.780",-1.01483,0.42087,-0.64957,-0.69037,-0.01417,0.02241,24.067,0.23558,-0.03716,0.60712,-0.75181,-0.08826,0.22015,860.36188,-0.19221,-0.04089,0.83205,-0.13509,0.07132,-1.25272
="2026/04/02 17:07:19.800",0.9292,-0.45053,2.01318,-0.82977,0.01269,0.08429,24.66997,0.10729,-0.17808,-0.47179,-0.02908,0.00505,-0.19183,861.57782,0.77061,-0.03251,-1.0802,0.07526,-0.47973,-0.46789
="2026/04/02 17:07:19.820",0.87917,-0.41682,0.95745,-0.5191,0.06081,0.04489,25.28414,0.24879,0.29033,0.99119,-0.01967,0.05122,-0.12835,861.42572,-0.08388,0.03327,-0.16353,-0.06292,0.02743,-0.63548
="2026/04/02 17:07:19.840",-0.94594,-0.21198,-0.55463,-0.57561,0.03592,0.06778,26.35084,0.2525,-0.10249,-0.51001,-0.17529,-0.10798,0.54571,863.41901,0.30281,-0.04321,0.5505,-0.21599,-0.09684,-0.44736
="2026/04/02 17:07:19.860",2.04974,-0.12538,1.56971,-0.63561,0.0726,0.03424,24.04226,0.03828,0.07417,0.21934,0.55357,0.15203,-0.34337,864.75085,0.23511,-0.05835,-1.13696,0.03957,-0.30161,0.02199
="2026/04/02 17:07:19.880",-0.53747,0.48839,-1.09799,-0.41051,-0.04147,0.04164,23.73691,0.43865,0.04093,0.22842,0.26916,-0.07442,0.35411,864.30017,-0.30205,-0.07163,0.90343,-0.19222,0.27742,-0.09054
="2026/04/02 17:07:19.900",0.35916,-0.27069,0.77541,-0.32073,0.06722,0.01774,21.51902,0.25682,-0.04388,-0.83975,0.79218,0.02189,0.06612,865.12744,0.453,-0.00575,-0.4794,-0.04649,-0.00096,0.45116
="2026/04/02 17:07:19.920",1.07864,-0.406,-0.21987,-0.17096,0.00561,0.06633,18.40523,0.33186,0.09848,0.12983,0.20021,0.19454,-0.1106,863.55127,-0.43225,0.04701,-0.07717,0.04538,0.20852,0.29169
="2026/04/02 17:07:19.940",-1.277,0.715,-1.27795,-0.06389,0.01158,-0.02297,17.77915,0.41388,-0.00928,-0.81313,0.14983,-0.17782,0.4389,862.65735,-0.09118,0.04779,0.82221,-0.18536,0.34026,0.87031
="2026/04/02 17:07:19.960",1.02737,0.16063,0.37129,-0.00796,0.07145,0.0475,14.8762,0.04013,0.09107,-0.60995,1.37306,0.22602,-0.57327,860.02039,0.0349,0.07658,-0.85911,0.23794,0.12425,1.06556
="2026/04/02 17:07:19.980",-0.40394,0.62449,-1.96651,0.36358,-0.02487,-0.0776,14.19748,0.52841,-0.05501,0.00989,0.30337,-0.04751,0.32421,856.19269,-0.51185,-0.0969,0.92513,-0.14536,0.59889,0.76874
="2026/04/02 17:07:20.000",-0.71052,0.60716,-0.80586,0.16242,0.06142,0.00323,15.03106,0.1718,-0.01997,-1.1141,0.71652,-0.07442,0.13975,854.58942,0.00749,0.06259,0.38031,0.10666,0.30426,0.26954
="2026/04/02 17:07:20.020",0.86308,0.33357,-0.84909,0.35253,-0.10975,-0.02504,15.00429,0.14061,0.09682,-0.22755,1.14019,0.01315,-0.46588,851.901,-0.3776,0.08591,-0.04272,0.12277,0.21133,0.6972
="2026/04/02 17:07:20.040",-1.52706,0.8883,-1.88761,0.44954,-0.09762,-0.06323,16.85933,0.36113,-0.11144,-0.61677,0.51901,-0.19112,0.50134,850.93091,-0.29996,0.23318,1.18195,-0.20586,0.37097,0.70483
="2026/04/02 17:07:20.060",0.37648,0.39941,-0.38502,0.48361,-0.03132,-0.06982,17.59013,-0.12927,0.05758,-0.7186,1.30643,0.18243,-0.59008,850.97278,0.13017,0.05814,-0.79813,0.07998,0.18294,1.41128
="2026/04/02 17:07:20.080",-0.42677,0.5539,-1.707,0.45644,-0.03407,-0.12573,19.01658,0.19967,0.02214,0.19032,0.47708,0.12508,0.09865,850.82935,-0.85351,0.05554,1.07993,0.02423,0.60395,0.54934
="2026/04/02 17:07:20.100",-1.46194,0.78222,-1.25244,0.57295,-0.05758,-0.01481,20.19052,-0.06829,-0.13118,-1.17394,0.54836,-0.00404,0.36386,853.35498,-0.08569,-0.07221,0.43646,-0.14974,0.00832,1.03615
="2026/04/02 17:07:20.120",0.85451,-0.13436,-0.10136,-0.08288,-0.02125,-0.08059,19.35395,-0.1417,0.08335,0.1453,0.76291,0.17083,-0.58334,855.79663,-0.16299,0.03668,-0.74701,0.01635,-0.01949,0.93259
="2026/04/02 17:07:20.140",-1.67234,0.51028,-2.02134,1.19851,0.04088,-0.02161,20.06586,0.21405,0.00902,-0.12864,-0.02655,-0.14119,0.10707,858.58557,-0.84095,0.0547,1.80144,-0.34924,0.40959,0.06037
="2026/04/02 17:07:20.160",0.22172,0.02614,-0.12257,0.56581,-0.01604,-0.00227,18.50662,-0.50722,-0.10871,-0.49183,0.35959,0.00391,-0.3427,861.92163,0.37694,-0.03578,-0.85032,0.00742,-0.31092,0.83933
="2026/04/02 17:07:20.180",0.0574,0.55649,-1.15976,0.3131,-0.05724,-0.13139,17.44111,-0.17772,0.13022,0.66519,-0.24055,0.01062,-0.22451,862.92554,-0.662,0.00715,0.24778,-0.0943,0.45229,0.28203
="2026/04/02 17:07:20.200",-1.51709,0.32068,-0.79941,0.76329,-0.13565,-0.08376,17.32625,-0.19514,-0.03351,-0.55699,-0.48452,-0.13135,0.20847,864.70001,0.08894,-0.07242,0.58971,-0.18752,0.1967,0.17979
="2026/04/02 17:07:20.220",1.13432,-0.30841,0.39807,0.33687,-0.00059,-0.03378,14.58068,-0.53742,-0.04757,0.56404,-0.2339,0.1358,-0.39341,864.57513,0.24578,0.01967,-0.84717,0.19444,-0.32665,-0.44446
="2026/04/02 17:07:20.240",-1.20551,0.32568,-0.81944,0.15976,-0.08202,-0.03583,14.64683,-0.12801,0.18094,0.55577,-1.15696,-0.05684,0.19121,863.76422,-0.33976,0.03578,0.85033,-0.23319,0.02887,-0.55645
="2026/04/02 17:07:20.260",-0.07917,-0.29983,0.79332,0.17108,-0.00887,0.03172,14.67432,-0.69602,-0.32414,-0.16898,-0.25036,0.04631,-0.2537,864.3078,0.57216,0.15031,-0.56355,0.21938,-0.38261,-0.43665
="2026/04/02 17:07:20.280",0.55301,-0.19341,0.764,-0.24595,-0.00134,-0.06922,14.15879,-0.28159,0.22417,1.04415,-0.49273,0.05401,-0.41235,862.65491,-0.18916,-0.05355,-0.34524,0.25136,-0.25292,-0.62705
="2026/04/02 17:07:20.300",-1.34467,-0.37721,0.22093,-0.08942,0.03,0.05222,16.6532,-0.19608,-0.08741,0.08336,-1.03754,-0.16683,0.54057,861.81897,0.17362,-0.06874,0.42856,-0.03432,-0.19501,-0.65958
="2026/04/02 17:07:20.320",1.16989,-0.74039,1.98172,-0.28321,0.01589,0.02579,17.64704,-0.30736,0.11324,0.51099,-0.19423,0.1517,-0.37132,860.09961,0.42342,-0.08684,-1.11714,0.43089,-0.39316,-0.5938
="2026/04/02 17:07:20.340",-0.51695,-0.25525,0.4054,-0.2522,0.00688,-0.02671,20.83508,0.02974,-0.03142,0.88787,-0.86851,-0.04803,0.22843,859.50238,-0.01326,-0.08992,0.49568,0.10673,-0.15462,-1.37846
="2026/04/02 17:07:20.360",-0.21466,-0.27956,1.79249,-0.31164,0.08521,0.14638,22.13364,-0.25304,-0.11216,-0.1643,-0.63017,-0.01918,0.13592,861.29718,0.68693,-0.05341,-0.52491,0.11908,-0.52323,-0.9971
