time,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ
="2026/04/02 17:06:17.320",-0.02797,-0.01078,0.00022,0.00743,-0.00897,-0.0231,19.94918,0.00574,0.00094,-0.02297,-0.0124,0.00429,0.02037,860.74347,-0.01079,0.0049,0.01657,0.01452,-0.00621,0.00506
="2026/04/02 17:06:17.340",-0.02483,-0.00909,-0.00798,-0.02589,-0.00034,0.00301,19.4136,0.0148,-0.00402,0.01485,0.04515,0.00771,-0.02189,860.68457,0.01413,-0.00734,0.01699,-0.02675,-0.00892,-0.02931
="2026/04/02 17:06:17.360",-0.01871,-0.00729,0.01464,-0.00378,0.02273,0.01306,18.96359,-0.01458,0.00304,0.01373,0.03671,-0.00226,0.03307,860.71619,0.01572,0.00597,-0.03637,-0.00444,0.00583,-0.0252
="2026/04/02 17:06:17.380",-0.04215,0.00541,0.0027,0.01175,-0.00472,-0.00638,19.04878,-0.02241,0.01641,0.01146,-0.00259,-0.00351,-0.01064,860.56256,-0.01149,-0.00438,0.01556,0.00598,0.00925,0.02046
="2026/04/02 17:06:17.400",-0.01063,0.0086,0.05131,0.00442,-0.01756,-0.02863,18.79606,0.00387,0.01424,0.0196,0.00156,-0.00616,-0.00599,860.25745,-0.00548,-0.00128,-0.01517,0.01162,0.00384,0.03336
="2026/04/02 17:06:17.420",0.00464,0.00429,-0.00246,0.04115,0.01083,-0.00803,18.91578,0.00035,0.0036,-0.00318,0.00722,-0.01199,0.00429,860.01111,0.00146,0.0069,-0.02683,-0.02247,-0.01101,-0.02566
="2026/04/02 17:06:17.440",-0.0061,-0.00601,0.00283,-0.00555,-0.00036,-0.00194,19.37323,0.0106,0.01811,0.01981,0.00774,-0.01184,-0.00983,860.05011,0.01196,0.01019,0.0222,-0.00665,-0.01052,-0.00935
="2026/04/02 17:06:17.460",0.00397,-0.00596,-0.00468,0.02925,0.01039,0.02069,19.46831,0.01608,-0.0201,0.03233,0.01772,-0.00221,-0.00951,860.37494,0.00331,-0.0041,0.01343,-0.00512,0.00676,-0.01202
="2026/04/02 17:06:17.480",0.00022,0.02032,0.0272,0.01881,0.00703,0.00697,19.83547,0.02121,-0.02064,-0.02361,-0.00977,0.01211,0.0463,861.14966,-0.02575,0.01209,-0.02438,0.03207,-0.00252,-0.0019
="2026/04/02 17:06:17.500",0.00389,0.00205,0.02258,-0.00688,0.0321,0.07082,20.29831,0.02519,-0.0014,-0.0008,-0.02467,0.00427,-0.02825,861.10883,-0.01087,-0.00119,0.01413,-0.0135,0.00472,0.01152
="2026/04/02 17:06:17.520",-0.00151,-0.00117,-0.01055,-0.01885,-0.00532,0.00293,20.40648,-0.01586,-0.0041,0.01764,0.0015,0.01612,0.06814,860.81641,0.00642,-0.00001,-0.01712,0.00128,0.00329,0.01832
="2026/04/02 17:06:17.540",-0.01287,-0.0034,-0.02709,0.00583,0.02115,0.01,20.09669,0.00471,-0.00129,-0.00015,0.02788,-0.01014,-0.01748,861.03644,0.00132,0.00304,-0.01898,-0.00031,-0.00163,-0.03114
="2026/04/02 17:06:17.560",0.00127,-0.00914,-0.00171,0.00188,0.0148,0.0403,19.20956,-0.01696,0.00851,0.00174,-0.00274,0.00084,-0.03061,860.77551,-0.0068,-0.00319,-0.0179,0.00183,-0.0077,-0.00362
="2026/04/02 17:06:17.580",-0.00019,0.00793,0.02339,0.00569,0.01276,0.02406,18.90781,0.01917,0.00217,0.00604,0.02013,-0.00905,-0.04336,860.35352,-0.00179,0.0106,0.02929,-0.01011,-0.00699,0.00513
="2026/04/02 17:06:17.600",-0.01403,-0.00014,0.01198,0.01289,-0.00845,-0.01952,19.25821,0.03229,0.0068,0.00609,0.03189,0.01766,0.03877,860.0451,0.00947,-0.00152,0.00034,-0.02596,0.01098,0.0098
="2026/04/02 17:06:17.620",0.00486,-0.00989,-0.01106,-0.01582,0.00172,0.01367,19.06359,-0.00388,-0.02164,-0.02322,-0.01644,-0.01248,0.01127,860.08496,-0.00542,-0.0038,-0.00017,0.04841,-0.00061,0.02155
="2026/04/02 17:06:17.640",0.01554,-0.00145,0.01236,-0.00178,0.02081,0.02726,18.80665,-0.00407,-0.00463,0.03852,0.01378,0.01273,0.02692,860.13763,0.01525,-0.00672,-0.00778,0.02873,0.00165,0.01316
="2026/04/02 17:06:17.660",-0.06929,-0.0144,-0.03539,0.0313,0.00887,-0.01298,18.8773,-0.00713,0.00006,-0.0109,0.00145,-0.00824,-0.0082,860.52032,0.0137,-0.01374,-0.00243,-0.00746,-0.00128,0.00464
="2026/04/02 17:06:17.680",0.01961,-0.00357,-0.0227,0.00401,0.02282,0.03012,19.7326,0.02781,0.01534,0.01351,0.01385,-0.01619,0.01412,860.77118,-0.00002,-0.00705,0.0273,0.03426,-0.00358,-0.01008
="2026/04/02 17:06:17.700",-0.03274,-0.00353,0.04046,-0.04653,-0.01621,-0.01065,19.49659,-0.00183,0.00028,-0.05482,-0.03837,0.00487,0.00433,860.74585,0.00073,0.00359,-0.00466,0.00302,0.00899,0.00921
="2026/04/02 17:06:17.720",-0.01036,-0.01114,0.00921,0.01641,0.01263,0.02954,18.71593,0.01647,0.00204,-0.00211,0.01814,0.01668,-0.02267,860.32788,0.00877,-0.00832,0.01617,-0.02166,0.01268,0.00387
="2026/04/02 17:06:17.740",0.00564,-0.01742,0.05102,0.01513,0.01919,0.03288,18.58541,0.02199,-0.00233,-0.03003,0.00595,0.00376,-0.02481,860.08728,-0.01091,0.00819,-0.01099,0.00789,-0.00903,-0.00731
="2026/04/02 17:06:17.760",-0.03004,0.01574,-0.07149,0.02356,0.01697,0.00766,18.73731,0.01675,0.00135,0.01529,-0.0195,-0.01895,-0.02326,860.67664,0.00178,0.01132,-0.00592,-0.07576,0.00315,-0.03696
="2026/04/02 17:06:17.780",-0.00832,-0.00453,0.10978,0.01082,0.01423,0.01105,18.6215,-0.03139,0.00531,-0.00129,0.01067,-0.00945,-0.02215,861.45709,-0.00323,-0.00439,-0.00664,-0.02169,-0.00302,0.00652
="2026/04/02 17:06:17.800",0.01876,-0.01444,0.0669,0.0341,0.00808,-0.00052,18.97666,0.00745,-0.00415,0.0277,-0.00185,0.00863,-0.00258,861.2547,-0.01564,-0.00971,-0.02396,-0.0024,-0.0074,0.00004
="2026/04/02 17:06:17.820",0.01501,0.01071,-0.09488,-0.00848,0.00163,0.00934,19.74958,0.00705,0.01329,0.00619,-0.00616,-0.01083,-0.01955,861.18079,-0.02578,-0.01012,0.00612,-0.0022,0.0006,-0.00186
="2026/04/02 17:06:17.840",-0.01363,0.00617,0.04793,0.0094,0.00392,0.02685,20.03672,-0.03984,0.00299,0.02362,-0.00552,-0.0065,-0.01861,861.34888,0.00743,0.01063,0.01795,-0.03712,-0.00423,0.00197
="2026/04/02 17:06:17.860",-0.0245,-0.01729,-0.02418,0.01605,0.00179,-0.00895,19.80056,0.02935,0.00896,0.03834,0.00448,-0.00671,0.01446,860.6413,0.00256,-0.01,0.00879,-0.05586,-0.00059,-0.01807
="2026/04/02 17:06:17.880",-0.04386,-0.00963,0.01451,-0.02122,-0.00724,-0.01166,19.33603,-0.00456,-0.00639,-0.04594,0.00816,-0.01346,0.00752,859.90161,-0.02454,-0.00105,-0.00677,0.01609,0.00769,0.0029
="2026/04/02 17:06:17.900",0.03231,0.01059,0.01297,-0.01228,-0.00188,0.03423,19.31737,0.01471,0.00119,0.00271,0.01392,0.01039,-0.02123,859.97931,-0.0107,0.0109,0.0026,-0.00064,-0.00173,0.00188
="2026/04/02 17:06:17.920",-0.00799,-0.00185,0.01741,-0.03163,0.01073,0.02166,19.44522,-0.0048,0.00114,0.00489,-0.03145,-0.007,0.02307,860.54755,0.00735,-0.00228,-0.01973,0.02981,0.00947,0.02662
="2026/04/02 17:06:17.940",0.0108,-0.00231,-0.03074,0.00882,-0.01341,-0.01235,19.6868,0.01234,-0.01785,0.02198,0.00444,0.00032,0.03145,860.78485,0.0129,0.00413,0.02648,-0.0391,-0.00296,-0.02066
="2026/04/02 17:06:17.960",-0.01024,-0.01512,0.01751,-0.00655,-0.00809,0.00375,19.75949,-0.02646,-0.00761,0.01082,0.01205,-0.0006,0.02054,860.27563,0.00635,-0.00803,-0.00219,-0.00893,0.00434,0.00089
="2026/04/02 17:06:17.980",0.01305,0.00441,-0.05235,-0.02411,-0.00409,-0.01689,19.59571,0.01722,-0.00159,-0.00976,-0.00102,-0.01553,-0.03306,859.98584,-0.01087,-0.00167,-0.00523,-0.01226,-0.00576,-0.00465
="2026/04/02 17:06:18.000",0.01761,0.01818,0.02989,-0.00087,0.0078,0.00571,19.37838,0.02299,0.00212,0.03461,-0.01924,-0.00773,0.01177,859.7323,0.01013,0.0032,-0.00023,0.0081,0.01059,0.02939
="2026/04/02 17:06:18.020",-0.01933,0.00497,-0.04309,0.00572,0.00304,-0.00649,19.65117,-0.0064,-0.00012,-0.02598,0.00029,0.00393,0.02005,859.79803,-0.00189,-0.0022,0.01294,-0.01359,0.00937,0.0122
="2026/04/02 17:06:18.040",-0.00675,-0.0091,-0.04739,0.00754,0.0072,0.00773,20.36558,0.01308,0.0163,-0.01742,-0.00127,-0.00131,-0.00213,860.1391,-0.00096,-0.0017,0.00357,0.00787,-0.0083,-0.0363
="2026/04/02 17:06:18.060",-0.03734,-0.00285,0.01461,-0.01565,-0.00539,0.00919,20.17063,0.03375,-0.01601,-0.00412,0.00445,-0.00364,-0.0275,860.16815,0.01283,0.00108,0.02651,-0.02468,0.00926,0.02874
="2026/04/02 17:06:18.080",0.02855,0.00406,-0.02865,-0.02097,-0.0015,-0.00399,19.79427,0.00685,-0.00268,0.00717,-0.00785,0.00506,0.01463,860.185,-0.00381,-0.00296,-0.00901,0.0417,-0.00483,-0.0265
="2026/04/02 17:06:18.100",-0.00781,-0.00629,0.01863,0.00639,0.00649,0.01459,19.64941,0.00429,-0.00035,-0.00209,-0.01582,0.00666,0.00744,860.0517,0.01029,0.00746,0.00618,-0.01806,-0.00719,0.00316
="2026/04/02 17:06:18.120",0.01607,0.01661,-0.06581,0.02605,0.01366,0.01121,19.14356,0.00889,-0.01356,0.00862,-0.00922,0.00514,-0.00132,860.04504,0.01173,0.00305,0.00897,-0.00184,-0.00605,0.00573
="2026/04/02 17:06:18.140",0.00885,0.00937,-0.01788,-0.0104,-0.01255,-0.01913,19.08219,-0.01045,-0.01292,-0.00484,0.0066,0.00145,-0.00269,860.66028,0.01623,0.00956,-0.0132,-0.01941,-0.0045,-0.00998
="2026/04/02 17:06:18.160",-0.00987,0.00103,-0.01074,-0.00177,0.00587,0.016,19.60185,-0.00982,0.00452,-0.02361,-0.00321,-0.01496,-0.0052,860.82001,-0.0036,0.00425,0.02207,0.00446,0.00707,0.01639
="2026/04/02 17:06:18.180",0.01907,0.02672,-0.0258,-0.01333,0.00091,-0.00649,19.95618,-0.00629,-0.00492,-0.03171,-0.00485,0.01032,0.01121,860.03772,-0.00644,0.00976,0.02416,0.00975,0.01087,0.06239
="2026/04/02 17:06:18.200",-0.01952,-0.01251,-0.0166,0.00288,-0.00146,-0.01069,19.69965,0.01542,-0.00534,0.01982,-0.00117,-0.00119,0.0234,859.61389,0.00937,0.01415,-0.02412,0.01833,-0.00418,0.05411
="2026/04/02 17:06:18.220",-0.00205,0.00888,-0.06456,-0.01834,0.00083,0.01386,19.76153,-0.00172,0.01335,0.01278,-0.00411,-0.00706,-0.00142,860.0451,0.01809,0.01268,-0.02445,0.03762,0.01143,0.04563
="2026/04/02 17:06:18.240",0.06095,-0.00039,-0.08089,-0.01231,-0.00228,0.00334,20.4727,0.02092,-0.01117,-0.01896,0.00925,-0.00472,-0.00138,860.30902,0.0057,0.01276,0.01767,0.01497,-0.00082,0.09634
="2026/04/02 17:06:18.260",-0.02494,-0.00257,0.00654,-0.00721,0.01529,0.02633,20.14351,0.01248,-0.01129,0.01515,0.00558,-0.00263,-0.00826,860.26373,-0.02044,-0.01036,-0.00595,-0.00622,-0.00833,0.02637
="2026/04/02 17:06:18.280",0.01529,0.01869,-0.00123,0.00627,0.00144,0.00481,19.58609,0.02008,0.01183,0.02743,0.01356,-0.00458,-0.00124,860.17871,0.01031,-0.00385,0.05296,0.01234,0.00109,-0.01136
="2026/04/02 17:06:18.300",-0.03979,-0.01841,0.00951,-0.00176,0.0193,0.01693,19.84467,-0.00584,-0.00709,-0.00175,-0.00032,0.00168,0.02593,860.5058,-0.00448,0.00116,0.04413,-0.00498,0.00586,0.0473
="2026/04/02 17:06:18.320",-0.00533,-0.0105,0.07699,0.00436,0.01386,0.01929,20.41577,-0.00059,0.00516,-0.02139,-0.00056,-0.01096,-0.02098,860.85461,0.01536,0.01281,-0.02445,0.03054,0.0078,-0.02855
="2026/04/02 17:06:18.340",-0.02098,-0.0071,-0.01773,-0.00625,-0.00282,0.00055,20.27858,-0.01148,-0.00621,0.03895,-0.00708,0.00692,0.00214,860.25659,0.02114,0.0199,0.02736,0.00863,-0.00788,-0.00727
="2026/04/02 17:06:18.360",0.02831,0.0092,0.05482,0.03285,0.00675,-0.00615,19.68763,-0.00702,-0.00592,-0.04012,-0.00921,0.01334,0.03206,859.93781,-0.00502,0.00901,-0.01564,0.04982,-0.0073,-0.02306
="2026/04/02 17:06:18.380",-0.00776,-0.00018,0.03037,-0.00659,0.01166,0.01892,19.87515,-0.01657,0.01721,-0.00636,-0.00555,0.00683,0.00515,860.58728,0.00753,0.00987,-0.02336,0.0727,0.00947,0.03771
="2026/04/02 17:06:18.400",-0.01006,-0.00347,-0.03133,0.01791,0.01184,0.0207,20.10867,-0.02765,-0.00538,-0.00257,-0.00906,0.00656,-0.00139,860.79559,0.01685,-0.00202,0.03048,-0.00841,0.00424,-0.01676
="2026/04/02 17:06:18.420",0.04689,-0.01128,-0.01802,0.00331,0.00624,-0.00621,19.71283,0.02983,0.0012,0.01642,-0.01341,-0.00261,-0.01335,860.3031,-0.02424,-0.00883,-0.01675,0.00422,-0.02235,0.00346
="2026/04/02 17:06:18.440",0.03473,0.00773,-0.01734,-0.02011,-0.00564,0.00087,19.43158,0.00722,-0.00377,0.01955,0.00938,0.00022,-0.00416,860.41998,-0.03169,-0.01152,0.04455,0.02926,-0.00151,0.02229
="2026/04/02 17:06:18.460",-0.00002,0.00818,-0.00802,0.00415,0.00135,-0.00558,19.46281,0.0063,-0.005,0.00817,-0.00077,0.00532,0.01361,860.3938,0.03495,-0.00153,0.02595,0.03355,-0.01051,-0.01924
="2026/04/02 17:06:18.480",0.01563,0.01378,0.00765,0.01869,-0.01223,-0.00933,20.26279,-0.00571,0.00228,0.01251,0.01621,0.00881,0.00342,860.7356,0.00192,-0.01156,-0.00668,0.02706,0.00242,0.02088
="2026/04/02 17:06:18.500",-0.02439,0.00307,-0.02614,0.00689,-0.00804,-0.00401,20.21017,-0.00253,0.00463,-0.00305,0.00844,-0.00009,0.02152,861.39386,-0.02117,0.00439,-0.01606,-0.04304,0.00259,-0.01546
="2026/04/02 17:06:18.520",0.00887,-0.00138,0.04309,-0.01194,-0.01437,-0.00166,19.04151,-0.00639,-0.00846,-0.00778,-0.00894,-0.00233,0.00403,860.6153,-0.01015,0.00751,-0.01929,0.00218,0.00027,0.00672
="2026/04/02 17:06:18.540",-0.02725,-0.00997,-0.02469,0.00289,0.00493,-0.01042,18.43107,-0.00987,-0.01004,-0.0128,0.01058,-0.00156,0.02605,859.87189,0.01841,-0.003,0.00761,0.04436,0.00098,0.00485
="2026/04/02 17:06:18.560",0.00978,0.00438,-0.01491,0.00008,0.00156,-0.01351,18.5808,-0.00023,-0.00674,-0.02106,-0.01694,-0.0055,-0.00659,860.10016,2.28867,-0.41689,-2.93198,-0.30318,0.39387,2.94331
="2026/04/02 17:06:18.580",-0.00864,-0.0015,0.05748,0.00235,0.00391,0.01614,18.88015,0.00063,-0.00095,0.01924,-0.01179,0.00395,-0.02543,860.47168,-0.34059,-0.03089,0.39183,-0.11328,1.60408,-0.72076
="2026/04/02 17:06:18.600",0.00137,-0.00324,0.00221,-0.00279,-0.00189,0.00799,19.64547,-0.0046,0.00753,0.01792,-0.00107,-0.00585,0.01207,860.23853,-0.86144,-0.02444,0.30906,-0.62026,0.10067,-1.00931
="2026/04/02 17:06:18.620",-0.00571,-0.00994,0.01657,-0.00767,-0.00011,0.00506,20.06412,0.00876,-0.00298,0.00878,0.01698,-0.0015,0.01316,860.21875,2.30689,0.42645,-1.86385,-0.44635,-1.2563,-0.29488
="2026/04/02 17:06:18.640",-0.01153,0.00826,-0.01267,0.02697,0.00892,-0.00195,19.86167,-0.00633,-0.00357,-0.00122,-0.0004,-0.00681,0.00652,860.26764,-2.07831,0.48517,2.35231,-0.87067,0.61928,-2.29808
="2026/04/02 17:06:18.660",0.00191,-0.00274,-0.02757,-0.00448,-0.00354,-0.01553,19.42142,-0.00433,0.00755,0.01851,-0.00346,0.00138,-0.01139,859.84692,2.20649,-0.13164,-0.55835,-0.43219,-0.66882,-0.02346
="2026/04/02 17:06:18.680",0.00314,-0.01338,0.00116,0.00916,0.00029,-0.01413,19.73935,-0.00831,0.00768,-0.00693,0.01301,0.00769,-0.04243,860.02869,-0.86574,-0.34968,-0.47528,-0.03561,0.16594,-0.10839
="2026/04/02 17:06:18.700",-0.0253,-0.00675,-0.03302,-0.00656,-0.00013,0.0106,20.22098,0.01631,0.00761,0.02705,-0.01297,0.00891,0.04848,860.79346,-1.3207,-0.27991,1.88874,-0.22838,0.42792,0.43467
="2026/04/02 17:06:18.720",0.03132,0.00555,-0.01692,0.00246,0.00635,-0.0017,20.41007,-0.02692,-0.00715,0.00301,-0.00056,0.02867,-0.0871,861.10095,1.17791,-0.28414,-1.60647,0.57416,-0.51135,2.36352
="2026/04/02 17:06:18.740",-0.01563,-0.00101,0.01101,-0.01453,-0.01205,0.00102,20.3127,0.00864,-0.00538,-0.0033,-0.01918,0.02431,-0.01605,860.3642,-2.50659,-0.13537,1.58895,0.19443,0.86747,1.44847
="2026/04/02 17:06:18.760",0.00767,0.0011,0.01117,-0.01986,0.01227,0.01935,20.15866,0.00461,0.00049,0.00725,0.00081,0.00546,-0.04345,860.04272,0.53054,-0.04062,1.0887,0.05439,-0.05115,2.60088
="2026/04/02 17:06:18.780",-0.01236,-0.00156,0.07648,-0.01277,0.00116,0.01648,19.23952,0.01315,0.00708,0.00666,-0.02469,0.00669,0.02885,860.06982,-0.75529,0.09188,-0.84208,0.82815,-0.07168,2.46997
="2026/04/02 17:06:18.800",0.00264,-0.01291,0.0617,-0.00655,0.0038,0.00732,19.00697,-0.02041,0.00324,-0.03582,-0.01316,0.01014,-0.00934,860.57288,-1.60627,0.34624,2.76302,0.10831,0.68987,1.44474
="2026/04/02 17:06:18.820",-0.009,-0.01042,-0.0642,0.01216,0.00824,0.00851,18.90465,0.0039,-0.00423,0.03525,-0.00928,0.00824,-0.05479,860.82404,1.01918,0.10131,-1.09094,0.4904,-0.30988,2.03796
="2026/04/02 17:06:18.840",0.02327,0.02644,-0.0074,0.00313,0.00239,-0.00546,19.03681,0.04097,0.00104,0.01997,0.00487,-0.00025,-0.01451,860.30054,-1.67474,-0.00833,0.16423,0.61716,0.5276,0.89982
="2026/04/02 17:06:18.860",0.01394,0.01519,-0.01952,0.01687,0.01197,0.00854,19.44602,-0.00786,0.0076,0.00657,-0.00072,-0.01146,-0.04617,859.97797,0.87636,-0.01165,1.19064,-0.19988,0.09763,-0.03126
="2026/04/02 17:06:18.880",-0.004,0.00486,0.04161,0.01433,-0.00162,-0.00163,19.46049,-0.00524,0.00497,0.01352,-0.0003,0.01168,-0.01463,860.24158,0.1783,-0.08913,-1.85199,0.65842,-0.17065,-0.62986
="2026/04/02 17:06:18.900",-0.0145,-0.00403,0.00983,0.02434,0.00393,-0.00162,19.84686,-0.01029,-0.00346,-0.02841,-0.00908,0.005,0.00226,860.27692,-0.36777,0.2112,1.33281,-0.06908,0.62708,-2.13326
="2026/04/02 17:06:18.920",0.00782,-0.01076,-0.01305,0.00348,0.00027,0.00278,20.432,0.01918,0.0079,-0.0226,-0.00276,-0.00796,0.0123,859.92377,1.4656,0.21704,-0.93578,0.00664,-0.22665,-1.69029
="2026/04/02 17:06:18.940",0.00293,0.008,-0.00346,0.02902,0.01096,0.00271,20.45431,-0.00427,0.00521,0.01141,0.004,0.00574,0.02617,860.13287,-0.67801,0.20105,-1.26057,0.26905,0.0953,-1.85942
="2026/04/02 17:06:18.960",-0.00752,-0.00122,0.00494,0.01167,0.00953,-0.00017,20.05675,-0.00891,0.00503,0.02048,-0.02188,-0.01089,-0.02574,860.4743,1.43445,0.17004,0.76334,-0.58431,-0.01254,-1.79254
="2026/04/02 17:06:18.980",-0.01534,0.01332,0.00251,0.00148,0.0151,0.01295,19.53856,-0.01188,0.00046,-0.01248,0.01209,0.00922,-0.02021,860.48602,0.19246,-0.08185,-2.17948,0.13866,-0.50476,-0.84571
="2026/04/02 17:06:19.000",0.01695,0.00115,-0.00591,0.0003,0.01105,0.007,19.46009,-0.01472,-0.00368,-0.00776,-0.02154,-0.00998,-0.03129,860.91089,-0.04977,-0.08188,0.73522,-0.52272,-0.07999,-1.31737
="2026/04/02 17:06:19.020",0.00816,0.00364,-0.0255,0.01434,-0.0015,-0.00577,20.14027,0.00782,-0.00255,-0.01089,0.02096,0.02654,0.04759,861.24884,1.11617,-0.17403,-0.10885,-0.44714,-0.77143,-0.34815
="2026/04/02 17:06:19.040",-0.00277,0.007,0.01806,-0.01664,-0.00459,-0.00638,20.08662,-0.01804,0.00427,-0.01172,-0.03229,-0.01518,0.05498,860.89435,-0.95832,-0.15055,-0.97487,0.16911,-0.50478,0.00316
="2026/04/02 17:06:19.060",-0.00325,0.00423,0.03862,-0.021,-0.00616,0.00295,19.69863,-0.0191,0.01313,0.00164,0.02933,-0.02031,0.04245,860.62091,0.76537,-0.01075,1.67672,-0.72724,-0.37609,0.19806
="2026/04/02 17:06:19.080",0.02984,0.00464,-0.01435,-0.01843,-0.00769,0.00227,19.74456,-0.00215,0.0006,-0.00519,0.78718,0.24354,-1.32662,860.7558,-0.17094,-0.25893,-1.32558,0.25011,-0.76435,1.05785
="2026/04/02 17:06:19.100",0.01591,0.01037,-0.00951,0.00441,-0.01818,-0.01799,19.44469,0.00405,0.00438,0.00094,-1.10431,-0.2085,0.39953,860.55396,-0.02896,-0.25184,0.59365,-0.12389,-0.24388,0.39549
="2026/04/02 17:06:19.120",0.0046,0.00344,0.01489,-0.00011,-0.00057,0.00725,19.45474,-0.01581,-0.01013,-0.03862,0.94684,0.30726,-0.34957,860.43115,0.69447,-0.1704,0.66047,-0.17428,-0.21534,0.14868
="2026/04/02 17:06:19.140",-0.00289,0.00192,0.01977,0.00604,-0.00915,-0.03143,19.45386,-0.00394,-0.00236,0.03928,1.13163,0.49612,0.03201,860.38867,-0.36081,-0.1793,-1.68022,0.52343,-0.30878,-0.33028
="2026/04/02 17:06:19.160",-0.01559,-0.01242,0.01317,-0.02263,0.01009,0.00729,19.94146,-0.01991,0.0146,-0.00634,-0.6089,-0.19297,1.0775,859.84302,0.81624,0.03471,1.39789,-0.22134,0.07484,-1.07705
="2026/04/02 17:06:19.180",0.01528,-0.011,-0.03378,-0.01214,0.00527,0.01929,19.84455,0.00121,0.01432,-0.00188,2.46002,-0.06219,-0.45014,860.08447,0.35186,0.08472,-1.19707,0.35773,-0.1934,-0.93604
="2026/04/02 17:06:19.200",-0.01991,0.01501,0.02731,-0.01416,-0.00962,-0.00692,19.40617,0.00448,0.00597,-0.07313,-0.07405,-0.22185,-0.03993,860.79437,0.57649,0.14674,-0.58966,0.05816,0.10078,-1.62344
="2026/04/02 17:06:19.220",0.02475,0.00878,-0.00448,-0.01172,-0.02949,-0.04004,19.82279,0.00538,0.00874,0.02574,0.86691,-0.28596,0.86219,861.02722,0.6276,-0.03708,0.78114,-0.59137,0.34387,-1.50476
="2026/04/02 17:06:19.240",-0.00493,-0.00007,0.03057,0.01152,-0.01277,-0.0472,19.90307,0.00395,-0.0108,0.10353,1.62638,0.13149,-0.40414,860.38312,-0.11697,-0.06563,-1.73496,0.23075,-0.09895,-0.88228
="2026/04/02 17:06:19.260",0.01792,-0.00371,0.02331,0.01312,0.00209,-0.0018,19.28613,0.01782,-0.00394,-0.08534,-1.05777,-0.20004,1.02645,859.85046,0.52573,-0.01113,0.82859,-0.62514,0.21929,-0.76052
="2026/04/02 17:06:19.280",-0.0161,-0.00534,-0.00566,-1.21741,0.03988,0.09665,18.88139,0.00192,-0.00009,0.10323,1.29773,-0.12103,0.19017,860.21527,-0.50798,0.13441,-0.04742,-0.13932,0.19797,-0.2007
="2026/04/02 17:06:19.300",0.00225,0.01322,0.00466,-0.0048,0.10395,0.19454,19.01444,-0.06486,-0.00495,-0.05266,0.06358,0.09096,-0.30931,861.00562,-0.03069,0.10352,-0.37531,-0.15571,0.07128,0.8699
="2026/04/02 17:06:19.320",0.01163,-0.00344,0.02163,0.34222,-0.21014,-0.02931,19.12617,-0.01417,-0.00622,0.0866,-0.26019,-0.40248,1.29236,861.12817,-0.41025,0.08252,1.63313,-0.53799,0.35224,1.01428
="2026/04/02 17:06:19.340",-0.00286,-0.00057,-0.04103,0.32326,-0.19568,-0.3873,19.33115,0.00147,-0.00261,-0.00495,1.29731,0.1613,-0.70645,860.24731,-1.25471,0.03681,-0.70047,0.30711,-0.04309,2.39548
="2026/04/02 17:06:19.360",0.06169,-0.01008,0.03173,0.37858,-0.08358,-0.14881,19.50489,-0.04853,0.00417,-0.00726,-0.50809,0.0053,0.498,859.92712,-0.23805,-0.00595,1.28882,-0.05474,0.12775,2.31125
="2026/04/02 17:06:19.380",0.00207,0.01127,-0.03878,1.05705,0.09357,0.03206,19.73516,-0.02968,-0.01108,0.0277,0.95618,-0.03891,0.59395,859.92664,-1.26423,-0.14727,0.8127,0.20763,0.26639,2.34483
="2026/04/02 17:06:19.400",-0.00536,0.00868,0.01832,0.39287,-0.02942,-0.12939,19.48577,0.00154,0.01599,-0.12197,0.42269,0.31744,-0.9092,859.98273,-0.1993,-0.1671,-0.55138,0.46994,-0.00617,2.48829
="2026/04/02 17:06:19.420",0.01006,-0.00484,0.04861,0.58873,-0.09936,-0.02508,18.71283,0.03252,0.003,0.03369,-0.05776,-0.27144,0.59849,860.28656,-0.85673,-0.09468,1.86376,0.17547,0.80978,1.11761
="2026/04/02 17:06:19.440",-0.0235,-0.00435,0.04696,0.62718,-0.00272,-0.01113,19.02132,-0.03595,-0.00894,0.03717,0.88613,0.14431,-0.92125,860.29828,-0.42034,0.04042,-0.52599,0.59139,-0.10106,1.01034
="2026/04/02 17:06:19.460",0.01992,0.0249,-0.01931,0.0348,-0.06569,0.00716,19.79853,0.04386,-0.02405,-0.03474,-0.49322,0.0094,-0.13291,859.99438,0.37108,0.15951,0.12261,0.33603,0.15264,0.33943
="2026/04/02 17:06:19.480",-0.02807,-0.00004,-0.05322,1.11238,0.11897,0.08266,20.11148,0.04568,-0.00838,-0.00375,0.28222,-0.08071,0.20299,860.23956,-0.85468,0.14039,0.89895,0.2993,0.6971,-0.5676
="2026/04/02 17:06:19.500",0.0072,0.01436,-0.05716,0.35946,-0.07912,-0.06516,19.83092,0.01183,0.00839,-0.01317,-0.39712,0.42831,-0.88547,860.56335,1.03381,-0.01337,-1.29795,0.43788,-0.18468,-0.83082
