time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00003.chdata,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00004.chdata
="2026/04/02 16:33:29.300",-0.0293,-0.11784,0.25735,-1.19048,-0.04609,-0.50873,-0.58065,0.0139,0.06302,-0.2766,0.03434,1.48485,-0.95072,0.06616,-0.33257,17.07509,0.19593,0.83851,0.9191,821.34174
="2026/04/02 16:33:29.320",-0.56051,-0.11146,0.12571,0.14085,-0.25846,1.07205,-0.6072,-0.00677,-0.02947,-0.27345,-0.1947,0.59677,-1.55634,-0.01042,0.25148,25.48955,0.2569,0.85707,1.32551,826.88031
="2026/04/02 16:33:29.340",-0.55536,-0.04052,1.47375,1.11788,-0.11277,0.82038,-0.79441,0.04873,0.05536,-0.62333,0.07149,1.68799,-1.37786,-0.017,0.48719,31.74485,-0.17091,1.25162,2.00653,837.5564
="2026/04/02 16:33:29.360",-0.34299,-0.27862,-0.00192,0.17901,0.58796,-1.09856,-0.96612,-0.0073,0.11592,-0.45555,-0.08647,1.5398,-0.50423,0.11558,-0.08203,35.75623,-0.31722,0.89735,2.75941,852.69153
="2026/04/02 16:33:29.380",-0.68912,-0.11764,1.07267,2.06065,0.52718,0.16492,-0.9041,0.06364,0.08683,-0.90059,-0.29994,1.21834,-0.72628,-0.07126,0.25037,34.64622,-0.46069,0.93305,2.94156,869.06287
="2026/04/02 16:33:29.400",-1.00604,-0.34882,1.22011,1.39506,1.18315,-1.46976,-1.39989,0.05876,0.1485,-0.61286,0.09656,1.4025,0.33029,0.09667,-0.26985,31.50492,-0.87138,1.2067,2.21651,883.83459
="2026/04/02 16:33:29.420",0.14828,-0.35621,-0.55907,1.07696,1.10643,-1.12552,-0.73612,0.04879,0.20098,-0.85552,0.04235,1.02965,0.993,0.12176,-0.40722,25.06156,-0.58307,0.24522,2.42391,894.93365
="2026/04/02 16:33:29.440",-0.80036,-0.37369,1.24936,2.3589,1.44641,-0.63141,-0.66793,0.06941,0.08832,-0.80692,-0.3055,0.65695,0.96089,-0.01891,0.37212,15.96701,-0.93078,0.33953,1.97494,900.83868
="2026/04/02 16:33:29.460",0.1248,-0.49468,-0.34382,0.91803,0.99973,-0.31308,-0.69113,-0.05189,-0.0253,-0.79695,0.03664,1.48084,2.05013,0.13728,-0.27007,8.28181,-0.53633,0.0821,1.23295,901.79773
="2026/04/02 16:33:29.480",0.17499,-0.23668,-0.1559,0.64628,0.14347,0.11286,-0.39381,0.00622,0.11321,-0.73773,0.00337,-0.14066,1.56621,0.01101,0.17602,1.67949,-0.06963,-0.24591,0.57796,896.47504
="2026/04/02 16:33:29.500",0.13896,0.10543,0.76209,0.92969,0.45082,1.36376,0.22282,-0.00908,0.122,-0.71204,-0.01799,0.40116,1.71964,0.03716,0.0906,0,0.07259,0.12261,-0.52852,884.50641
="2026/04/02 16:33:29.520",1.04433,-0.04161,-0.9774,-0.96684,0.6252,-0.15909,-0.15973,0.05397,-0.00384,-0.15463,0.03651,-0.21808,1.94049,0.10785,-0.3323,1.38673,0.60701,-0.49527,-0.59787,871.45544
="2026/04/02 16:33:29.540",0.37935,-0.02246,0.08532,0.5889,-0.25311,2.25508,0.46404,-0.00851,-0.06194,0.19544,-0.13617,-1.32446,1.39126,-0.16505,0.14202,5.74672,0.62127,-0.63832,-1.85053,858.22577
="2026/04/02 16:33:29.560",0.86406,-0.02089,-0.63225,-0.68305,0.00187,0.68059,0.65273,-0.00237,0.00169,0.69729,0.18258,-0.50363,1.99241,-0.03194,-0.4083,14.1013,0.59094,-0.60502,-2.66168,846.54388
="2026/04/02 16:33:29.580",0.84782,0.05585,-1.14551,-1.34851,-0.09274,1.0248,0.76309,-0.04188,-0.11543,1.32807,-0.05023,-1.72347,1.17588,-0.02913,-0.22318,24.50637,0.87059,-1.12544,-2.44273,839.4115
="2026/04/02 16:33:29.600",0.49922,0.2742,0.14916,-0.04815,-0.88894,1.59014,0.90794,0.01103,-0.07418,1.40786,0.02072,-1.67735,0.6212,-0.06279,0.22328,34.55029,0.5724,-0.60227,-3.26213,837.22034
="2026/04/02 16:33:29.620",0.80924,0.15982,-1.38465,-1.83906,-0.703,-0.46809,0.90786,-0.04447,-0.11722,1.88371,0.19553,-1.58504,0.6432,0.12518,-0.36005,43.90947,0.52083,-0.92284,-3.41587,840.60455
="2026/04/02 16:33:29.640",0.53711,0.40566,-0.98694,-0.69171,-1.14822,0.80003,1.5974,-0.02697,-0.10832,1.76424,-0.12632,-2.18363,-0.5914,-0.05465,0.21382,48.43959,0.47101,-1.49022,-2.24143,848.44257
="2026/04/02 16:33:29.660",-0.37548,0.3797,0.40493,-0.65567,-1.30261,-0.64881,0.8335,-0.10585,-0.10605,1.55962,0.17183,-1.21587,-0.50261,-0.02291,-0.21947,48.69422,-0.11496,-0.42531,-2.38984,857.60016
="2026/04/02 16:33:29.680",0.31331,0.44298,-1.34238,-1.466,-1.14029,-1.37202,0.65745,-0.03325,-0.11494,1.2739,0.27632,-1.23172,-1.25032,0.0027,-0.18661,45.56113,-0.09744,-0.73274,-1.23623,868.4455
="2026/04/02 16:33:29.700",-0.76303,0.43735,0.46413,-0.23744,-0.80553,-0.45445,0.43715,0.07042,0.00662,0.72261,-0.20835,-1.52315,-2.23877,-0.49498,0.73044,37.2316,-0.32871,-0.25671,-0.51281,877.06854
="2026/04/02 16:33:29.720",-0.45858,0.37346,-0.18225,-0.88748,-0.51169,-1.79624,0.15593,-0.00087,-0.01437,0.11467,0.29802,0.30496,-1.43325,-0.04076,-0.54616,27.21014,-0.49549,0.24564,0.14191,882.12396
="2026/04/02 16:33:29.740",-0.50027,0.05312,-0.12486,-0.81711,-0.63171,-1.44559,-0.12134,-0.01555,-0.10626,-0.20924,-0.18312,-0.25941,-2.28326,-0.05901,0.16307,14.99402,-0.28974,0.0847,1.36002,883.13464
="2026/04/02 16:33:29.760",-1.18251,-0.00013,1.30233,0.62872,-0.842,0.238,-0.4008,0.06841,0.06141,-0.9535,0.10107,0.67609,-2.02648,-0.2046,0.22736,2.33399,-0.42501,0.78859,1.17788,877.97571
="2026/04/02 16:33:29.780",0.13255,-0.07067,-0.1028,-1.18261,0.09379,-1.75854,-0.36437,-0.0349,-0.04119,-1.12294,0.05079,1.41968,-1.6275,0.04833,-0.16336,0,-0.21253,0.67101,1.95511,869.84241
="2026/04/02 16:33:29.800",-0.94061,-0.13618,0.87301,0.38893,-0.19339,0.73722,-0.77983,-0.04698,0.03705,-1.37789,-0.22419,1.12129,-1.69327,-0.04861,0.61206,0,0.12145,0.61875,2.72179,859.57361
="2026/04/02 16:33:29.820",-0.21845,-0.32556,1.02011,0.64901,0.25719,0.47292,-0.76494,-0.00891,0.0054,-1.79918,0.01221,2.46283,-1.07698,0.08044,-0.27679,0,0.14257,1.08805,1.81641,848.52808
="2026/04/02 16:33:29.840",-0.04492,-0.30372,-0.06561,-0.29641,0.86461,0.01595,-0.97297,0.02786,0.05464,-1.43262,-0.18019,1.79796,-0.83407,0.07239,-0.29334,0,0.37651,0.46266,2.15584,840.07556
="2026/04/02 16:33:29.860",-0.69436,-0.0864,1.41613,1.50749,0.9374,2.02305,-0.76798,0.04024,0.13105,-1.71732,-0.35922,1.89047,-0.76363,0.02638,0.56371,1.21332,0.3113,0.84014,2.41432,833.86267
="2026/04/02 16:33:29.880",-0.10058,-0.30847,0.47231,0.23062,1.45517,-0.33827,-1.43131,-0.02717,0.05817,-1.42096,0.15438,2.20883,0.13725,0.23414,-0.02747,12.96208,0.24069,1.15439,1.45366,832.13422
="2026/04/02 16:33:29.900",0.39284,-0.32927,-0.37102,0.78114,1.57493,0.75694,-0.7472,0.1016,0.16525,-0.84825,-0.20746,0.59025,-0.2423,0.13436,0.07954,24.81168,0.38412,-0.04876,2.05601,838.00677
="2026/04/02 16:33:29.920",-0.4691,-0.36692,1.44138,1.53843,1.64483,0.42165,-0.53221,0.08541,0.19165,-0.60792,-0.10675,0.96476,0.62637,0.02862,0.25605,34.13337,-0.19095,0.54217,0.84107,848.80835
="2026/04/02 16:33:29.940",0.43092,-0.30197,-0.33825,0.53772,1.35509,-1.08733,-0.6388,-0.00484,0.00643,-0.03063,0.19949,0.86409,1.73946,0.22667,-0.26251,41.60726,-0.35331,0.44997,0.63862,863.41541
="2026/04/02 16:33:29.960",-0.12304,0.07584,-0.04066,1.56727,0.73781,0.67269,-0.22301,-0.01228,0.0253,0.32835,-0.17113,-0.88422,1.01935,0.00528,0.6959,43.83863,-0.32196,-0.073,0.69598,877.5708
="2026/04/02 16:33:29.980",0.09276,-0.06832,0.46448,1.10307,0.59769,-0.2739,0.00304,-0.00888,0.0055,0.39635,0.16864,0.22156,1.92713,-0.04195,-0.22595,42.76991,-0.65484,-0.0169,0.03201,889.45929
="2026/04/02 16:33:30.000",0.47522,-0.1097,-1.40451,-0.26631,0.53583,-1.53302,0.20894,-0.03815,-0.12857,0.8619,-0.06304,-0.8937,2.36889,0.11785,-0.4819,38.29859,-0.36642,-0.66851,-0.63686,900.04059
="2026/04/02 16:33:30.020",-0.04692,0.0053,0.21346,1.42012,-0.22233,0.82033,0.692,0.09778,0.0198,0.62738,0.03858,-1.34189,1.27986,-0.02578,0.33333,29.63422,-0.4329,-0.45922,-1.36035,904.75647
="2026/04/02 16:33:30.040",0.71144,0.13772,-0.71105,-0.66059,0.11061,-1.36716,0.6612,-0.01229,-0.05609,0.85971,0.19845,-1.03783,2.08158,0.19613,-0.23519,20.98862,-0.51831,-0.73731,-1.90576,902.75256
="2026/04/02 16:33:30.060",0.17341,0.19017,-0.97567,-0.51994,-0.47614,0.16921,0.7092,0.02754,-0.05607,1.0697,-0.07228,-2.12595,1.14659,-0.09847,0.14718,12.04688,-0.05712,-0.95444,-1.95024,894.55475
="2026/04/02 16:33:30.080",0.50504,0.29521,0.31866,-0.15818,-0.97092,0.49259,0.95276,-0.01037,-0.04934,0.77459,0.17938,-1.33374,0.92703,-0.07863,-0.08377,5.06876,0.1203,-0.59121,-2.36458,881.49365
="2026/04/02 16:33:30.100",0.86045,0.15901,-1.28383,-2.27182,-0.86522,-0.49217,0.22612,0.01949,-0.04704,1.23021,0.18569,-1.47768,0.95639,-0.00921,-0.53101,3.36227,0.32458,-0.88869,-2.62757,866.9939
="2026/04/02 16:33:30.120",0.59242,0.2826,-0.36946,-0.81132,-1.58234,1.83632,1.33498,0.08036,-0.00251,1.18285,-0.11323,-2.13894,-0.26085,-0.25018,0.05199,4.12796,0.75277,-0.84197,-2.16988,851.02039
="2026/04/02 16:33:30.140",0.28319,0.31936,0.03293,-1.5425,-1.34268,0.44593,0.66613,-0.11794,-0.12605,1.04435,0.2331,-0.28875,0.42609,-0.13271,-0.32947,8.56692,0.48062,0.06408,-2.58496,836.53638
="2026/04/02 16:33:30.160",0.65676,0.33799,-1.27944,-2.07944,-1.29619,1.09299,0.48346,-0.11448,-0.28053,1.10141,-0.07956,-1.06793,-0.4074,-0.02657,-0.28177,16.24729,0.6944,-0.46031,-1.48933,827.29657
="2026/04/02 16:33:30.180",0.03146,0.23783,0.81463,-0.16131,-1.94682,2.36052,0.7625,-0.00003,-0.00257,0.7489,0.17633,-0.93772,-1.62333,-0.38035,0.71038,23.86795,0.62162,0.25989,-1.14988,823.20044
="2026/04/02 16:33:30.200",0.13193,0.03596,-0.53494,-1.92853,-1.03543,-0.23167,0.28574,-0.02428,-0.11179,0.58511,0.0079,0.55739,-1.08326,-0.03746,-0.46382,31.82338,0.31858,0.20396,-0.39499,825.29163
="2026/04/02 16:33:30.220",-0.17849,-0.08398,-0.28165,-0.48235,-1.08478,0.76424,-0.20468,-0.0611,-0.01346,0.25363,-0.10459,-0.53325,-2.13058,-0.10496,0.03289,36.97118,0.02547,0.11672,0.33109,833.0506
="2026/04/02 16:33:30.240",-0.70576,-0.11396,0.88637,0.76734,-0.90774,0.19595,-0.20998,0.04293,-0.00195,-0.23152,0.24328,1.26899,-1.78371,-0.01294,0.42529,39.126,-0.15187,0.68752,0.9949,844.43982
="2026/04/02 16:33:30.260",-0.41651,-0.25491,-0.69865,-0.62634,0.37679,-1.73306,-0.50567,-0.03425,0.02922,-0.30567,-0.21071,1.12255,-1.56119,0.19998,-0.28193,37.87053,0.07686,0.15007,2.23767,859.00281
="2026/04/02 16:33:30.280",-1.3003,-0.1715,0.79147,1.89594,0.09655,-0.6088,-0.51165,-0.07201,-0.02195,-0.79634,-0.05338,1.02339,-1.88849,0.00345,0.39682,31.05448,-0.73351,0.5822,2.22351,872.1579
="2026/04/02 16:33:30.300",-0.49143,-0.11286,0.61749,1.03401,1.05522,-1.80652,-0.73476,-0.043,0.08987,-1.0427,0.06457,1.91673,-1.2977,0.07811,0.20677,22.58081,-0.78104,0.77547,2.40109,883.32324
="2026/04/02 16:33:30.320",-0.83206,-0.2493,0.18366,0.8396,1.33251,-1.18383,-1.00608,0.00188,0.02547,-1.31248,-0.22224,1.08922,-1.3613,0.04534,0.1636,13.15265,-0.55551,0.28688,3.08648,891.37286
="2026/04/02 16:33:30.340",-1.10103,-0.17465,1.29172,2.23868,1.1959,-0.72084,0.0815,0.00157,0.0269,-1.70289,-0.06778,1.40304,-0.88942,0.01633,0.57858,2.85732,-0.66535,0.53861,2.39187,892.25641
="2026/04/02 16:33:30.360",-0.52201,-0.18446,0.19041,0.15845,1.72569,-1.64015,-1.08257,-0.09082,0.0702,-1.80266,0.18658,2.43069,0.08993,0.15307,-0.29356,0,-0.24604,0.41067,1.98405,887.49811
="2026/04/02 16:33:30.380",-0.04082,-0.30087,0.04812,1.18265,1.45388,0.84721,-0.68529,0.03982,0.06995,-1.83948,-0.24765,0.51217,-0.94054,0.20879,0.32531,0,-0.27464,-0.0612,1.85304,878.97137
="2026/04/02 16:33:30.400",-0.43877,-0.3224,1.01502,0.7811,1.21272,-0.0196,-0.52637,0.00783,0.0973,-1.73143,0.18264,1.59544,0.12056,0.09981,0.15788,0,-0.04129,0.77459,1.02609,867.7558
="2026/04/02 16:33:30.420",0.7082,-0.21256,-0.75845,-1.06711,1.71381,-0.15102,-0.53581,-0.01616,-0.05668,-1.20932,-0.27557,1.16156,1.14316,0.35965,-0.3662,0,0.08663,0.07024,1.04663,857.86139
="2026/04/02 16:33:30.440",-0.01171,-0.09741,0.27757,1.00011,0.42654,2.42512,-0.30887,0.04661,0.09381,-0.71844,-0.17664,-0.05518,0.67016,0.05844,0.10081,6.24579,0.72156,0.03232,-0.39904,849.1673
="2026/04/02 16:33:30.460",0.77716,-0.10827,0.33501,-0.65352,0.26841,0.90043,-0.03659,-0.01475,-0.06308,0.02146,0.19098,0.18545,1.85934,0.22065,-0.04863,18.74862,0.32265,0.11287,-1.4689,843.98383
="2026/04/02 16:33:30.480",0.83279,-0.11431,-0.94538,-0.70369,0.40836,0.64537,0.28723,-0.03631,0.05409,0.72279,-0.17657,-1.28729,1.63801,0.09248,0.21178,31.34936,0.49921,-0.52112,-1.36699,844.52448
="2026/04/02 16:33:30.500",0.23887,0.02301,0.43983,0.59674,-0.24959,1.84701,0.45355,0.06013,-0.03812,1.12143,0.17637,-1.16306,1.28151,-0.05234,-0.08717,41.27808,0.32791,-0.3364,-1.92478,848.05402
="2026/04/02 16:33:30.520",1.22341,0.14187,-1.00462,-1.36108,-0.10914,-0.93614,0.39795,-0.04215,-0.06285,1.55152,0.24431,-1.07453,2.01341,0.08198,-0.78331,49.78872,0.18785,-0.63064,-1.86358,856.85272
="2026/04/02 16:33:30.540",0.12963,0.20518,-0.69674,0.19362,-0.64801,0.91605,0.83723,0.00394,-0.05776,1.70732,-0.14289,-2.0983,1.26206,-0.08519,-0.15723,52.22025,-0.12201,-0.77928,-2.16508,867.70465
="2026/04/02 16:33:30.560",0.41889,0.31477,-0.27153,-0.15529,-0.87201,-0.42783,0.94086,-0.0553,-0.09694,1.81401,0.27561,-1.5492,1.36399,-0.09775,-0.16085,50.35514,-0.41755,-0.59179,-2.41428,877.33075
="2026/04/02 16:33:30.580",0.68111,0.20399,-1.3102,-1.11084,-0.98307,-1.05594,0.03575,0.0676,-0.06545,1.67204,0.02365,-1.61487,0.81536,-0.06236,-0.18233,44.46836,-0.36653,-0.44163,-1.00357,885.81702
="2026/04/02 16:33:30.600",-0.1618,0.03856,-0.24116,0.26871,-1.50157,-0.17804,1.36485,0.01937,-0.02334,1.63709,-0.08612,-2.19131,0.0271,-0.1944,0.24628,32.91286,-0.41878,-0.19818,-1.29316,889.46472
="2026/04/02 16:33:30.620",0.01177,0.31264,-0.21441,-1.18799,-1.03783,-1.55821,0.8402,0.03421,-0.0466,1.15666,0.28469,-0.54075,0.8636,-0.24797,-0.42781,22.12854,-0.5398,-0.00069,-1.32583,889.12946
="2026/04/02 16:33:30.640",0.11506,0.30308,-1.16596,-0.86725,-1.28191,-0.33061,0.38598,-0.17255,-0.12117,0.96529,-0.15482,-1.33939,-0.06765,-0.17345,0.11062,10.93385,-0.31985,-0.4634,-0.5609,883.52765
="2026/04/02 16:33:30.660",-0.63105,0.07015,0.78193,0.54464,-2.05757,0.78897,0.59637,-0.04061,-0.00121,0.43932,0.23567,-0.20274,-0.72512,-0.31791,0.55619,0.47086,-0.0193,0.11083,-0.7385,872.08728
="2026/04/02 16:33:30.680",0.46597,-0.04647,-0.48936,-1.53043,-0.61006,-1.17396,-0.04708,-0.00724,-0.07205,0.07653,-0.16214,0.44684,-0.33632,0.05307,-0.25293,0,0.02508,-0.11402,-0.38748,859.22644
="2026/04/02 16:33:30.700",-0.53778,-0.02812,0.08437,0.05767,-0.95632,1.17162,0.03653,-0.05553,-0.00081,-0.44676,0.01909,0.03157,-1.84583,-0.22154,0.41202,0,0.51141,-0.12137,0.29488,845.32733
="2026/04/02 16:33:30.720",-0.42229,-0.03308,0.81387,-0.02632,-0.3174,0.2967,-0.20752,0.0189,0.11648,-0.85227,0.06112,1.63928,-1.251,0.06515,-0.409,0,0.42336,0.45444,0.17599,833.58618
="2026/04/02 16:33:30.740",0.02671,0.01277,-0.1383,-0.69808,0.30339,-0.0463,-0.59734,-0.07179,-0.05428,-0.61115,-0.01382,0.62988,-1.71441,0.01719,-0.245,3.05036,0.59828,0.34117,1.23871,826.25
="2026/04/02 16:33:30.760",-0.76364,-0.07756,1.00418,1.23316,0.22816,1.82326,-0.73089,-0.03199,0.01808,-1.01008,-0.07093,1.23382,-1.7952,-0.0592,0.37385,11.0556,0.60243,0.80086,1.15479,822.79657
="2026/04/02 16:33:30.780",0.14649,-0.09343,0.46026,-0.06995,1.05514,-0.99746,-0.95923,0.01563,0.07053,-0.86519,-0.00418,1.91068,-1.00112,0.22508,-0.22842,21.05967,0.46883,0.70727,2.13972,826.9812
="2026/04/02 16:33:30.800",-0.67086,-0.2698,0.42448,0.97516,0.90238,0.57823,-0.86347,-0.04334,0.04475,-0.72874,-0.28908,0.94439,-1.28905,0.09397,0.04227,29.20572,0.41406,0.8016,2.34382,837.38989
="2026/04/02 16:33:30.820",-0.77167,-0.24826,1.33582,1.74368,1.04474,0.05995,-0.55549,0.00057,-0.00448,-0.7893,0.04963,1.36638,-0.6787,0.03445,0.08707,35.05861,-0.1501,0.64691,0.77142,851.07434
="2026/04/02 16:33:30.840",-0.0752,-0.09167,-0.12064,0.53134,1.53622,-0.80506,-1.04161,-0.01689,-0.01151,-0.82444,0.10343,1.72221,-0.07684,0.18479,-0.19108,37.93494,-0.19737,0.08882,1.92939,867.98663
="2026/04/02 16:33:30.860",-0.61272,-0.3067,0.59761,1.78449,0.79529,0.68588,-0.55802,-0.10717,0.00652,-0.9194,-0.16098,0.36775,-1.05889,-0.01551,0.46625,35.55121,-0.09101,0.23061,2.30343,883.29425
="2026/04/02 16:33:30.880",-0.44056,-0.19849,0.83128,1.13269,1.12866,-0.74096,-0.49904,-0.04702,-0.05459,-1.17616,-0.06976,1.20666,0.06054,0.08561,-0.13041,31.70847,-0.59094,0.50413,0.90662,895.1803
="2026/04/02 16:33:30.900",-0.00354,-0.01475,-0.8308,-0.55358,1.52011,-1.11092,-0.48278,-0.01333,0.0298,-0.97571,-0.25034,0.25222,0.41781,0.11482,-0.24974,24.93498,-0.57244,-0.20765,0.89189,902.7218
="2026/04/02 16:33:30.920",-0.49341,-0.06462,0.90594,1.58158,0.03745,1.26875,0.08063,0.04671,-0.039,-0.87829,0.34225,-0.39207,-0.04422,-0.09219,0.61919,14.63599,-0.5122,0.00631,0.49067,904.41394
="2026/04/02 16:33:30.940",0.50352,-0.2112,-0.43076,-0.61149,0.74689,-1.53161,-0.20328,0.04622,0.07366,-0.6506,-0.0289,0.42243,1.32602,0.12159,-0.36749,7.78333,-0.21203,-0.15528,-0.0736,900.56891
="2026/04/02 16:33:30.960",0.31357,-0.15855,-0.7514,-0.23294,0.53847,0.20673,0.23008,0.05552,0.14093,-0.09172,-0.18101,-1.23456,1.5023,-0.00958,-0.07556,3.68976,0.04709,-0.67733,-0.81162,890.09668
="2026/04/02 16:33:30.980",0.28638,0.01192,0.11336,0.12789,-0.03414,0.71411,1.10951,0.00791,-0.11704,0.0743,0.12286,-0.6955,1.34727,-0.13646,0.05138,2.51128,0.1049,-0.31139,-2.10979,875.27356
="2026/04/02 16:33:31.000",1.04639,0.03586,-1.22342,-1.90596,-0.04929,0.05844,0.71103,0.01554,-0.03488,0.65996,0.02118,-1.18107,1.63865,0.06699,-0.33398,6.05233,0.37428,-0.76453,-2.51379,860.53052
="2026/04/02 16:33:31.020",0.41507,0.16324,-0.23832,-0.64903,-0.86329,1.51553,1.06958,-0.04707,-0.09846,0.73933,0.04334,-1.73437,0.69465,-0.04469,0.19175,11.3771,0.60272,-0.73807,-2.90991,847.68451
="2026/04/02 16:33:31.040",0.76578,0.36033,-0.3781,-1.44722,-0.80594,0.20744,0.8284,0.01491,-0.16047,1.27181,0.25909,-1.11088,1.10676,0.08828,-0.21246,20.20225,0.4892,-0.55931,-2.9874,838.05817
="2026/04/02 16:33:31.060",0.99915,0.23785,-1.24909,-1.6749,-1.07474,0.83657,0.72835,-0.01647,-0.06537,1.37414,-0.00208,-1.26504,0.42577,-0.00499,-0.25247,29.83933,0.70899,-0.43954,-1.88886,832.97314
="2026/04/02 16:33:31.080",-0.08277,0.26045,0.33678,-0.14814,-1.25757,0.9776,1.04751,0.02514,-0.02206,1.40155,0.03552,-1.84105,-0.25694,-0.09711,-0.01775,37.41831,0.35111,-0.25029,-2.28826,832.95142
="2026/04/02 16:33:31.100",0.40402,0.26429,-0.44703,-1.64274,-1.08964,-0.88984,0.47284,0.13838,0.05178,1.52718,0.07914,-0.68673,0.45808,0.00952,-0.59783,44.01905,-0.29966,-0.3182,-2.0038,838.23138
="2026/04/02 16:33:31.120",-0.01822,0.0753,-0.63787,-0.25187,-1.31794,-0.89732,0.30492,-0.01021,0.04151,1.39936,0.04652,-1.45806,-0.38638,-0.11255,-0.11464,46.10538,-0.16246,-0.65232,-1.22927,847.44916
="2026/04/02 16:33:31.140",-0.53163,0.14819,0.82782,1.32785,-1.02577,-0.46492,0.41456,0.08072,0.03574,1.33861,0.03894,-0.34796,-0.46334,0.02957,-0.16235,44.04372,-0.42447,0.01821,-0.67011,857.95233
="2026/04/02 16:33:31.160",0.07409,0.06696,-0.62941,-0.68419,-0.0155,-2.30334,0.30404,-0.07604,-0.16251,0.99923,-0.03297,0.09269,-0.57984,0.06961,-0.15678,38.37664,-0.50039,-0.28338,0.73149,869.23608
="2026/04/02 16:33:31.180",-1.01179,0.18727,0.64284,1.478,-0.56068,-0.36935,-0.44152,-0.07932,-0.07415,0.234,0.13227,-0.49993,-1.21771,-0.17264,0.16746,26.74429,-0.78168,-0.01409,1.25108,877.46747
="2026/04/02 16:33:31.200",-0.35654,0.12869,0.34831,0.08797,0.16845,-1.34181,-0.35094,-0.01785,-0.03898,-0.24649,0.04102,1.32955,-0.76997,-0.14337,-0.16971,15.39695,-0.56292,0.65514,1.81833,881.88049
="2026/04/02 16:33:31.220",-0.33152,-0.01569,-0.35675,0.14857,0.10803,-1.14777,-0.63701,0.02176,0.0044,-0.79855,-0.15307,1.01108,-1.1175,0.0122,0.24115,4.71338,-0.21621,0.47298,3.00372,882.07501
="2026/04/02 16:33:31.240",-0.97735,-0.04133,1.02985,1.53222,-0.06481,0.36918,-0.6055,-0.02533,0.0887,-1.42747,-0.10787,1.56358,-1.07441,-0.04525,0.61773,0,-0.30773,1.01014,2.71497,877.32404
="2026/04/02 16:33:31.260",-0.07957,-0.26593,0.20712,-0.46686,0.7726,-0.72232,-0.90031,0.00815,0.05365,-1.40972,0.00927,2.13659,-0.3934,0.06782,-0.32073,0,-0.26146,1.10689,2.87288,869.35211
="2026/04/02 16:33:31.280",-0.48559,-0.4708,0.71524,1.04868,0.57061,1.49012,-0.91049,0.00502,0.05365,-1.61446,-0.17916,1.35574,-0.85578,-0.15142,0.64015,0,0.23437,1.0075,2.63895,859.64044
="2026/04/02 16:33:31.300",-0.508,-0.28494,1.41474,0.56048,0.86834,0.76704,-0.9328,0.04043,0.15194,-1.13845,-0.04887,1.62059,-0.0194,-0.05245,0.28977,0,0.1295,0.83637,1.5588,849.80865
="2026/04/02 16:33:31.320",0.57409,-0.19304,-0.30462,-0.20212,0.88976,1.15161,-0.73675,0.04861,0.04628,-1.20604,-0.01078,1.96708,0.82912,-0.05125,-0.20696,0,0.7431,0.34893,1.83877,842.5946
="2026/04/02 16:33:31.340",-0.27574,-0.32453,0.81798,1.19909,0.70262,2.21646,-0.67939,-0.08053,-0.00067,-0.76803,-0.09401,0.65845,0.02799,-0.23401,0.63734,9.95913,0.65989,0.46044,1.16174,839.41766
="2026/04/02 16:33:31.360",0.35061,-0.24342,0.80767,0.10088,1.06265,2.04826,-0.55623,-0.01813,-0.07447,-0.78685,-0.05278,1.37012,0.63589,0.09813,0.07644,22.35168,0.50122,0.50386,0.82987,841.29938
="2026/04/02 16:33:31.380",0.82224,-0.122,-1.01884,-0.6327,0.57613,0.83897,-0.11618,-0.02712,0.10214,-0.27491,0.05495,-0.14758,0.65348,0.10081,0.28826,33.66784,0.52959,-0.2838,0.29525,848.34106
="2026/04/02 16:33:31.400",-0.088,-0.23377,0.48295,1.29753,-0.17201,1.54449,-0.15816,0.01901,0.0923,-0.12351,-0.07864,0.14615,0.51475,0.02761,0.19718,42.17562,0.36085,-0.04133,-0.49432,858.16882
="2026/04/02 16:33:31.420",0.67194,-0.26706,-0.70309,-0.57049,1.04331,-0.67457,0.34711,-0.07197,-0.08202,0.27332,-0.01483,-0.4071,1.56436,0.27928,-0.39147,48.68618,-0.28227,-0.2922,-1.25361,871.13885
="2026/04/02 16:33:31.440",0.07627,-0.03352,-0.63317,0.75923,0.21506,0.68485,0.4363,0.03997,-0.03827,0.80147,0.01834,-1.43211,0.57758,0.00409,-0.03625,48.69334,0.06379,-0.69914,-1.12118,884.25568
="2026/04/02 16:33:31.460",0.19315,0.12358,0.25271,0.15858,-0.03053,-0.61325,0.46615,0.07168,-0.04367,0.82512,0.27328,-0.8464,1.17313,0.02783,-0.23127,44.10403,-0.47897,-0.46615,-1.80241,894.33636
="2026/04/02 16:33:31.480",0.73578,0.2143,-1.20154,-0.72842,-0.02461,-2.07822,0.81649,0.02592,-0.10423,1.19562,-0.04412,-1.9011,1.21832,0.08446,-0.31434,37.43898,-0.36224,-1.00162,-1.6845,900.08185
