time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00003.chdata,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00004.chdata
="2026/04/02 16:34:16.920",-0.28685,-0.22173,0.10658,-0.67985,-0.07405,-0.94519,-0.25811,-0.11988,0.01761,-0.0082,0.11766,1.12923,-1.03983,-0.01711,-0.69546,15.75571,0.03588,0.65443,1.13175,845.03204
="2026/04/02 16:34:16.940",-0.95227,-0.19152,0.86261,0.50869,-0.30008,1.04338,-0.75931,-0.06722,-0.01321,-0.24014,-0.17844,0.79649,-1.94394,-0.09573,-0.02425,15.71008,0.07965,0.56304,1.95761,847.10284
="2026/04/02 16:34:16.960",-0.79669,-0.20025,1.48273,1.0639,0.13491,0.3095,-0.6328,-0.08699,-0.02826,-0.69314,0.03003,1.9272,-1.33495,0.07092,-0.05507,15.81054,-0.3147,0.87059,1.66757,850.7807
="2026/04/02 16:34:16.980",-0.66317,-0.33037,0.04965,-0.08016,0.73448,-0.53729,-0.78838,-0.05349,-0.02355,-0.6233,-0.21268,1.39548,-1.3113,0.16468,-0.55648,17.43755,-0.3611,0.28079,2.08962,856.98889
="2026/04/02 16:34:17.000",-1.18112,-0.1242,1.67464,1.64747,0.58979,1.35861,-0.59324,-0.01027,-0.01167,-1.19683,-0.17353,1.27885,-1.65574,0.05075,0.2412,17.36602,-0.48874,0.5171,2.31412,863.18439
="2026/04/02 16:34:17.020",-0.81102,-0.27703,1.09318,0.14023,1.26037,-0.669,-1.35434,-0.04947,0.01067,-1.31677,0.10636,1.8711,-0.81831,0.23554,-0.11649,17.87654,-0.72893,0.89655,1.41126,868.52728
="2026/04/02 16:34:17.040",-0.22387,-0.29758,-0.20959,0.32114,1.16536,0.41013,-0.51188,-0.01519,0.05855,-1.17241,-0.14671,0.76874,-1.10953,0.14637,0.12792,17.3099,-0.51544,-0.36606,2.15433,873.59576
="2026/04/02 16:34:17.060",-0.95391,-0.36788,1.44369,1.17194,1.01932,0.57992,-0.37643,0.05273,0.08241,-1.02401,-0.27132,0.57631,-0.39087,0.00767,0.41923,16.24624,-0.83324,0.13029,0.21127,876.46002
="2026/04/02 16:34:17.080",0.02157,-0.24741,-0.60733,-0.05115,0.31684,-0.14438,-0.54794,-0.08146,-0.00473,-0.71353,0.24652,1.2142,0.71492,0.2347,-0.15801,16.68312,-0.66496,-0.09437,-0.03151,878.46405
="2026/04/02 16:34:17.100",-0.11767,0.04216,0.37839,0.69372,0.19029,1.04501,0.02074,0.04145,0.05714,-0.63927,-0.0687,-0.58368,-0.061,-0.00496,0.61907,16.12662,-0.31471,-0.30981,0.15648,879.11902
="2026/04/02 16:34:17.120",0.2351,0.17122,0.76895,0.26413,0.72343,0.33979,0.08289,0.00311,0.0897,-0.59351,0.17413,0.4063,1.00941,0.15185,-0.01237,17.08515,-0.45007,0.0269,-0.57285,877.03003
="2026/04/02 16:34:17.140",0.96795,0.17515,-1.27407,-1.34937,0.61563,-0.67819,0.34961,0.02411,-0.02142,-0.00406,-0.00165,-0.47998,1.44633,0.1853,-0.46135,19.58772,0.04332,-0.70559,-0.54437,874.24841
="2026/04/02 16:34:17.160",0.35976,0.1411,0.26891,0.46728,-0.3626,1.64937,0.661,0.06652,0.03976,-0.01754,-0.11144,-1.20003,0.88681,-0.19647,0.37935,21.39533,0.12924,-0.30841,-1.36372,870.21771
="2026/04/02 16:34:17.180",1.18619,0.16706,-1.02483,-1.02803,-0.03599,-0.47663,0.42768,-0.00921,0.00376,0.37245,0.13859,-0.74747,1.93087,0.0072,-0.03129,24.70741,0.1606,-0.38732,-2.07829,865.99658
="2026/04/02 16:34:17.200",0.80471,0.21081,-1.38896,-1.0938,-0.35644,-0.16918,0.64279,0.06394,-0.01599,0.85954,-0.10253,-1.95847,1.43883,-0.04727,0.23658,27.38109,0.44225,-0.85717,-1.89248,863.1684
="2026/04/02 16:34:17.220",0.7725,0.27908,0.00837,-0.13633,-0.90778,0.57837,0.85337,0.08423,0.05666,0.85766,0.16152,-1.45804,1.48997,-0.0957,0.43927,29.13732,0.43331,-0.33845,-2.14709,860.40253
="2026/04/02 16:34:17.240",1.23343,0.16947,-1.65202,-1.55078,-0.71755,-1.25733,0.23258,0.01063,-0.00512,1.45692,0.3279,-1.4357,1.58061,-0.03209,-0.20677,31.41631,0.40874,-0.50411,-2.14891,858.97559
="2026/04/02 16:34:17.260",0.77787,0.38475,-0.83696,-0.06134,-1.04357,0.48078,1.39963,0.07129,-0.0108,1.50389,-0.15997,-2.19768,0.68593,-0.18414,0.25876,31.36083,0.66847,-0.59285,-1.23187,858.29681
="2026/04/02 16:34:17.280",0.30232,0.37683,0.06294,-0.44046,-0.97679,-0.91541,0.35735,-0.01216,-0.01797,1.2896,0.25092,-0.53446,1.29371,-0.22724,-0.14568,30.82223,0.40162,0.30498,-1.55702,857.30414
="2026/04/02 16:34:17.300",0.72999,0.38952,-1.43425,-0.8675,-0.97819,-0.57564,0.66182,-0.06358,-0.08155,1.28513,0.12278,-1.03758,0.57609,-0.02223,-0.4767,28.9449,0.58908,-0.27292,-0.31879,858.05463
="2026/04/02 16:34:17.320",-0.22002,0.11383,0.44532,0.53471,-1.09884,0.58114,0.52756,0.12934,0.08992,0.8797,-0.00411,-1.32359,-0.635,-0.30349,0.51098,24.07109,0.52977,0.28061,-0.20501,858.40839
="2026/04/02 16:34:17.340",-0.00235,-0.05817,-0.50316,-0.88162,-0.53515,-1.27338,0.28465,-0.01335,-0.04501,0.5696,0.1816,0.71664,-0.04781,-0.07441,-0.39257,20.33013,0.21317,0.31568,0.48246,858.52527
="2026/04/02 16:34:17.360",-0.522,-0.16158,-0.58499,-0.02091,-0.5643,-0.27224,-0.24121,-0.11608,0.03551,0.41189,-0.17895,-0.30554,-1.08725,-0.0556,-0.20357,16.57642,0.28484,0.03676,0.97551,858.4115
="2026/04/02 16:34:17.380",-0.78004,-0.18975,1.07081,1.31603,-0.75384,0.6195,-0.22206,0.02228,-0.12378,-0.19862,0.12042,1.08693,-1.31123,-0.07308,0.10482,12.367,0.02759,0.75514,0.95181,857.22345
="2026/04/02 16:34:17.400",-0.19642,-0.2557,-0.39026,-0.53743,0.3682,-1.16718,-0.3949,-0.03872,-0.06317,-0.34025,-0.15871,1.30125,-1.02729,0.23963,-0.10723,9.4686,0.03095,0.3075,1.80564,856.56525
="2026/04/02 16:34:17.420",-1.21713,-0.24583,0.9152,1.27324,0.1181,0.70396,-0.49567,-0.02826,0.03928,-0.60503,-0.24923,0.81428,-1.86993,0.02816,0.32195,6.63761,-0.13142,0.37405,1.57939,855.47839
="2026/04/02 16:34:17.440",-0.56755,-0.24176,1.12773,0.72489,0.7193,-0.30521,-0.67183,-0.08107,-0.01542,-0.9969,0.0894,2.13472,-1.1439,0.1946,-0.36883,6.37744,-0.13668,0.62427,1.44393,854.81885
="2026/04/02 16:34:17.460",-0.79678,-0.24953,0.30537,0.03708,1.05873,-0.01675,-0.77598,-0.06642,-0.07057,-0.90206,-0.1857,1.13685,-1.72393,0.136,-0.07525,7.9638,-0.25798,0.17502,1.95133,855.27246
="2026/04/02 16:34:17.480",-1.1496,-0.08416,1.63913,1.56229,0.86886,1.0715,0.17652,-0.05271,-0.03385,-1.27222,-0.14052,1.29887,-1.70418,-0.04307,0.23581,9.41598,-0.19016,0.32895,1.37986,855.73242
="2026/04/02 16:34:17.500",-0.67935,-0.22852,0.61565,-0.33066,1.42596,-0.64246,-1.08865,-0.1067,-0.05181,-1.46136,0.12866,2.25071,-0.89504,0.1745,-0.30844,13.47657,-0.4228,0.19759,0.99847,858.40668
="2026/04/02 16:34:17.520",-0.0839,-0.29771,-0.13929,0.4448,1.06893,1.17787,-0.58541,-0.01579,-0.00291,-1.15208,-0.24723,0.29312,-1.875,0.17179,0.10657,16.74526,-0.27172,-0.4997,1.26538,862.54889
="2026/04/02 16:34:17.540",-0.73839,-0.36356,1.8204,0.59324,0.8765,0.37842,-0.29868,-0.01161,-0.01438,-1.30528,0.06701,1.30205,-0.98825,0.05845,0.14331,19.93047,-0.40391,0.29579,1.28838,865.97003
="2026/04/02 16:34:17.560",0.29572,-0.09124,-0.67649,-1.00386,1.08844,-0.85027,-0.40656,-0.02436,-0.06615,-0.79701,-0.06243,0.87914,0.39821,0.25854,-0.24369,23.93467,-0.44493,-0.013,0.94311,870.3941
="2026/04/02 16:34:17.580",-0.12857,0.23405,-0.07162,0.98906,0.38858,1.59226,-0.25163,0.05046,0.04988,-0.6018,-0.18666,-0.53378,-0.28522,-0.15395,0.42258,25.6729,-0.20134,-0.14372,0.24666,874.43079
="2026/04/02 16:34:17.600",0.39391,0.12614,0.20535,-0.58269,0.42453,0.33409,0.37186,0.0473,-0.00512,-0.38964,0.04309,0.2042,1.28521,0.04651,0.15427,27.37262,-0.73419,0.03502,-0.76865,877.57764
="2026/04/02 16:34:17.620",0.68994,0.06047,-1.21558,-1.22637,0.1815,-0.38679,0.30698,0.04671,-0.01283,0.1452,-0.12232,-0.98399,1.45774,-0.0187,0.01279,28.29942,-0.09526,-0.45132,-0.7014,880.23615
="2026/04/02 16:34:17.640",0.41064,0.14983,0.18787,0.29816,-0.64207,1.58024,0.42562,0.10432,0.03183,0.10968,0.18729,-0.98062,0.94162,-0.09106,0.59316,27.34764,-0.12234,-0.15776,-1.43759,880.69983
="2026/04/02 16:34:17.660",1.36841,0.10983,-1.04057,-1.61224,-0.19796,-1.2956,0.39142,0.01564,0.06411,0.5405,0.15325,-0.8865,2.03033,0.16592,-0.1447,27.06618,-0.03411,-0.47679,-1.41404,879.63611
="2026/04/02 16:34:17.680",0.5462,0.14555,-1.12575,-0.41523,-0.82057,0.62295,0.6416,0.07697,-0.00937,0.84818,-0.04807,-2.07091,1.42145,-0.13346,0.18918,24.66998,0.19533,-0.66911,-1.55696,876.02106
="2026/04/02 16:34:17.700",0.9692,0.24787,-0.28667,-0.00645,-0.94791,-0.07868,0.73631,0.05733,0.03033,0.92984,0.33223,-1.17563,1.88667,-0.14235,0.04105,22.51303,0.32747,-0.24442,-1.82327,870.73627
="2026/04/02 16:34:17.720",1.21942,0.19221,-1.46834,-1.564,-0.61794,-0.82609,-0.1098,0.11119,0.11027,1.13486,-0.01968,-1.06503,1.66765,-0.0136,-0.2021,22.36287,0.43196,-0.15618,-0.88237,865.38129
="2026/04/02 16:34:17.740",0.58788,0.19982,-0.56724,0.32314,-1.13117,0.68384,1.10738,0.13914,0.07957,1.1676,-0.09424,-2.15843,0.9091,-0.19464,0.41818,20.80939,0.64388,-0.07446,-1.45578,858.99127
="2026/04/02 16:34:17.760",0.55319,0.36235,-0.32615,-0.84517,-0.95041,-0.93784,0.54747,0.07903,-0.00165,1.2477,0.20939,-0.38045,1.79809,-0.25915,-0.24617,21.04742,0.36385,0.20849,-1.50386,853.70038
="2026/04/02 16:34:17.780",0.59229,0.21926,-1.50918,-0.65111,-1.02182,0.03772,0.28072,-0.00842,0.01427,1.30598,-0.04847,-1.22693,0.85067,-0.12811,0.18496,20.94743,0.62578,-0.25707,-0.66561,850.85065
="2026/04/02 16:34:17.800",-0.40836,-0.08686,0.53617,1.36058,-1.4869,0.59831,0.72944,0.10674,-0.00854,0.96888,0.20176,-0.51268,-0.0685,-0.2078,0.37854,20.3684,0.57036,0.25081,-0.90803,847.51746
="2026/04/02 16:34:17.820",0.24623,-0.13808,-0.56223,-0.8338,-0.14594,-1.62147,-0.01013,0.00855,-0.02854,0.94731,-0.09234,0.31368,0.29892,0.05442,-0.45692,21.66245,0.24598,-0.02359,-0.53928,846.58423
="2026/04/02 16:34:17.840",-0.63099,-0.07261,-0.08135,0.83522,-0.57127,0.28796,0.17459,-0.09322,0.02414,0.54015,0.03843,-0.37676,-1.07629,-0.12929,0.24323,20.90338,0.48419,-0.0554,0.43704,847.96729
="2026/04/02 16:34:17.860",-0.85455,-0.1238,1.14831,1.21609,-0.18255,-0.2206,-0.23291,0.05314,0.04683,0.05606,0.06303,1.24926,-0.9701,0.03591,-0.02074,19.73361,-0.0354,0.51092,0.50904,850.09381
="2026/04/02 16:34:17.880",-0.44861,-0.1505,-0.0155,-0.11622,0.63388,-1.59079,-0.59327,-0.01493,-0.03804,-0.05686,-0.15652,0.8493,-1.13289,0.23245,-0.51237,19.25606,0.03393,0.11429,1.29433,853.66486
="2026/04/02 16:34:17.900",-1.43117,-0.09899,1.40246,1.90393,0.30674,0.77333,-0.28482,-0.05311,-0.04308,-0.62373,-0.02926,0.86643,-2.01034,0.00511,0.09404,16.84015,-0.25319,0.52024,1.34015,857.77179
="2026/04/02 16:34:17.920",-0.515,-0.14791,0.90699,0.40422,1.0317,-1.37564,-0.68669,-0.08623,-0.06101,-0.71904,0.06844,1.80638,-1.22462,0.16439,-0.33903,15.19033,-0.35641,0.51174,1.90425,862.60437
="2026/04/02 16:34:17.940",-1.07619,-0.20973,0.59329,0.70307,0.98533,0.00086,-0.76722,-0.0686,-0.05781,-1.02729,-0.29938,1.0209,-1.90056,0.03101,-0.32023,13.20211,-0.3298,0.3317,2.29427,867.10205
="2026/04/02 16:34:17.960",-1.35935,-0.20797,1.6995,1.48288,0.89223,0.36283,-0.32011,-0.05695,-0.04108,-1.12683,0.01909,1.20184,-1.51239,0.00559,0.02009,11.30569,-0.56942,0.25154,0.34749,868.93073
="2026/04/02 16:34:17.980",-0.41388,-0.11994,0.36013,-0.43648,1.23398,-0.467,-1.0194,-0.06239,-0.14411,-1.19604,0.13425,1.85901,-0.95456,0.14027,-0.45856,11.26921,-0.411,-0.25437,1.1224,870.41968
="2026/04/02 16:34:18.000",-0.73249,-0.33979,0.49185,0.75501,0.59632,1.55257,-0.42322,-0.14288,-0.03352,-1.27,-0.23822,0.2549,-2.19035,0.02052,0.57911,10.01381,-0.09247,-0.20154,1.21567,871.09619
="2026/04/02 16:34:18.020",-0.53694,-0.16561,1.05957,-0.07421,0.78482,0.71414,-0.42248,0.01366,-0.03852,-1.40155,-0.03441,1.25212,-1.1082,0.04326,-0.02373,10.46512,-0.55981,0.52259,0.15761,870.49805
="2026/04/02 16:34:18.040",0.24493,0.12543,-0.58548,-1.85869,1.1497,-0.0036,-0.36938,-0.03741,0.08024,-1.1326,-0.26148,0.67638,-0.32254,0.17452,-0.24102,13.71719,-0.2793,-0.14813,0.44175,870.39655
="2026/04/02 16:34:18.060",-0.34427,0.07646,0.87234,0.58881,-0.3856,2.51777,0.03994,0.0542,0.09797,-0.93289,0.06599,-0.30979,-0.69871,0.10257,0.51333,16.92916,-0.2193,0.15089,-0.41041,868.8811
="2026/04/02 16:34:18.080",0.85633,-0.0117,-0.17252,-1.33269,0.07568,-0.17631,-0.18053,0.10081,0.01197,-0.50445,0.00233,0.22485,0.65069,0.18156,-0.1811,21.99814,0.00267,0.14315,-0.60162,868.34204
="2026/04/02 16:34:18.100",0.71655,0.03929,-0.84384,-0.8852,-0.13495,0.67656,0.42732,0.02906,0.03899,0.02435,-0.08359,-1.37035,0.93256,-0.10467,0.35019,26.0518,0.06185,-0.42172,-0.76401,868.30841
="2026/04/02 16:34:18.120",0.38791,0.04565,0.04902,0.14547,-0.41127,0.74803,0.43188,0.08988,0.07144,0.198,0.12232,-0.78934,1.36796,-0.06227,0.1619,29.12668,-0.05471,-0.17784,-1.83136,867.40887
="2026/04/02 16:34:18.140",1.35632,0.06593,-1.3427,-1.55048,-0.13759,-0.83279,0.54201,0.05858,-0.02078,0.8039,0.10571,-1.16969,1.84856,-0.00183,-0.45836,32.86297,0.14273,-0.69282,-1.51103,868.35083
="2026/04/02 16:34:18.160",0.45585,0.16975,-0.75688,0.07846,-0.86952,0.58232,0.91495,-0.00005,0.0443,0.93108,-0.01565,-1.94629,1.26915,-0.27431,0.28097,33.82013,0.21142,-0.53578,-1.88296,868.79639
="2026/04/02 16:34:18.180",0.85454,0.39297,-0.65204,-0.37659,-0.58119,-0.91063,0.62648,0.10934,0.01197,1.18602,0.24448,-1.14994,1.92982,-0.03142,0.02196,34.0888,0.18368,-0.31449,-1.92185,868.55585
="2026/04/02 16:34:18.200",1.10472,0.24714,-1.69752,-0.88814,-0.62291,-0.82554,0.53536,0.04683,0.03865,1.11418,-0.04546,-1.3014,1.44962,0.01485,0.04383,32.33599,0.17364,-0.18284,-0.75109,868.69489
="2026/04/02 16:34:18.220",0.12644,0.14298,-0.04192,0.67081,-1.15651,0.00344,0.95451,0.03937,0.07467,1.12578,0.18975,-1.82354,0.84407,-0.08431,0.26741,27.81957,0.22299,-0.00824,-1.31166,866.68536
="2026/04/02 16:34:18.240",0.58051,0.22112,-0.54447,-0.83483,-0.70135,-1.73146,0.4472,0.13153,0.04655,1.05594,0.19739,-0.41772,1.67229,0.07679,-0.5739,24.81605,-0.0058,-0.09109,-1.14518,864.54016
="2026/04/02 16:34:18.260",0.19646,0.01478,-0.89266,0.13235,-0.81506,-1.16958,0.30896,0.00047,0.06573,1.20396,0.13181,-1.33868,0.84389,-0.0165,-0.15308,19.87168,0.41468,-0.41973,-0.73323,861.79028
="2026/04/02 16:34:18.280",-0.37162,0.07915,0.69154,1.72305,-0.79292,-0.15013,0.48709,0.01126,0.05065,0.93543,0.1514,-0.19441,0.31573,-0.06527,0.27556,14.87351,0.06208,0.14844,-0.59482,857.67767
="2026/04/02 16:34:18.300",0.3755,-0.02479,-0.50423,-0.55593,0.32805,-1.83312,0.18904,-0.11794,-0.08646,0.74013,-0.03413,0.25847,0.41992,0.05961,-0.35699,12.87873,0.29482,-0.1424,0.57201,854.22864
="2026/04/02 16:34:18.320",-0.77719,0.07201,0.50105,1.38061,-0.43164,0.39614,-0.29946,0.08214,0.01279,0.41024,0.1221,-0.13669,-0.5456,-0.1671,0.19255,10.57873,0.33041,0.02564,0.71673,850.48889
="2026/04/02 16:34:18.340",-0.37338,-0.01191,0.77677,0.4231,0.36759,-0.68061,-0.09885,-0.03646,-0.09173,-0.03458,-0.07315,1.38464,-0.40646,0.04769,-0.49876,10.29956,0.1432,0.57994,0.78161,848.0177
="2026/04/02 16:34:18.360",-0.31874,-0.11816,0.03016,-0.00919,0.42043,-0.22294,-0.72612,-0.08424,-0.02557,-0.18088,-0.07013,0.67553,-1.14203,0.03851,-0.11735,10.86569,0.19376,0.29549,1.94645,847.52722
="2026/04/02 16:34:18.380",-1.0818,-0.13271,1.34893,1.66547,0.22063,1.33713,-0.47728,-0.07085,-0.01727,-0.69111,-0.09696,1.37936,-1.60898,-0.09163,0.25624,11.51743,0.07731,0.76491,1.98848,847.987
="2026/04/02 16:34:18.400",-0.37953,-0.29801,0.43185,-0.31935,0.97982,-0.77786,-0.71005,-0.10042,-0.14239,-0.70578,-0.04606,1.83103,-1.04095,0.13911,-0.62841,14.2593,-0.17153,0.72342,1.96549,850.31879
="2026/04/02 16:34:18.420",-0.76067,-0.37606,0.63244,0.81891,0.57774,1.29259,-0.77949,-0.08658,-0.0428,-0.92568,-0.2582,0.89163,-1.77802,0.04328,0.35517,16.05127,-0.21663,0.48433,1.97399,854.00293
="2026/04/02 16:34:18.440",-1.00717,-0.25283,1.60738,0.89799,0.76944,0.76582,-0.66389,-0.04683,0.04475,-0.73282,0.15699,1.17835,-1.37756,0.0459,0.11539,17.87832,-0.31872,0.18586,1.06046,859.34393
="2026/04/02 16:34:18.460",-0.07395,-0.14311,-0.30584,-0.5234,0.83828,0.18843,-0.56826,-0.04223,-0.07931,-0.84198,-0.03949,1.69023,-0.49786,0.03012,-0.17733,20.50743,-0.31939,-0.11966,1.87313,866.23895
="2026/04/02 16:34:18.480",-0.65425,-0.12814,1.01708,1.14254,0.3673,1.43575,-0.49617,-0.152,-0.12459,-0.79259,-0.13382,0.30415,-1.42467,-0.16382,0.60113,20.78744,-0.20134,0.37513,1.72189,871.95215
="2026/04/02 16:34:18.500",-0.37654,0.02979,0.96229,-0.2009,0.69098,1.32818,-0.43552,-0.02191,-0.0785,-1.31639,-0.14423,1.37701,-0.56141,0.09643,-0.00784,21.30183,-0.55017,0.72065,0.5979,876.28772
="2026/04/02 16:34:18.520",0.44848,0.11207,-0.82237,-1.44777,0.28909,0.49445,0.01153,-0.04213,-0.05634,-0.89493,-0.11626,-0.08831,-0.35633,0.12787,0.18824,21.48807,-0.40505,-0.31161,0.77076,879.90497
="2026/04/02 16:34:18.540",-0.36751,-0.1789,0.85034,0.66261,-0.72258,1.92365,-0.04751,0.07901,0.10381,-0.93886,-0.01121,-0.09812,-0.3326,-0.14085,0.25495,20.99531,-0.35238,0.21703,0.10866,880.48138
="2026/04/02 16:34:18.560",0.81433,-0.26874,-0.841,-1.38248,0.34687,-0.51942,0.07275,0.02,0.02434,-0.53196,-0.02867,0.19396,0.92512,0.02126,-0.50503,22.61503,-0.34879,-0.13863,-0.77549,880.50317
="2026/04/02 16:34:18.580",0.54644,-0.13703,-0.80461,-0.03463,0.00323,0.75327,0.32372,0.08286,0.0312,-0.22564,-0.02384,-1.12864,0.58265,0.06771,0.02493,22.08461,-0.0176,-0.61795,-0.96211,878.2467
="2026/04/02 16:34:18.600",0.56483,0.0758,0.0834,-0.19277,-0.11604,0.03058,0.54605,0.04476,0.12234,0.10832,0.25162,-0.70033,1.51065,0.04885,0.31967,21.84958,-0.15399,-0.35269,-1.63589,873.35468
="2026/04/02 16:34:18.620",1.4144,0.1403,-1.53389,-1.26398,-0.00373,-0.68952,0.43994,0.07937,0.00342,0.67263,0.04062,-1.3705,1.68708,-0.01354,-0.18576,23.12093,0.27236,-0.75665,-1.69506,868.83807
="2026/04/02 16:34:18.640",0.54328,0.36093,-0.40865,0.14575,-0.62199,0.78287,0.73935,0.06973,0.07406,0.58983,0.06282,-1.6875,1.26279,-0.10018,0.54288,23.76679,0.42313,-0.58478,-1.95372,864.59131
="2026/04/02 16:34:18.660",0.80427,0.46734,-0.6562,-1.05302,-0.27173,-1.40291,0.68025,0.06258,0.01901,1.13355,0.1602,-1.12518,1.95116,0.08006,-0.12961,26.16556,0.23261,-0.55921,-2.07854,860.35944
="2026/04/02 16:34:18.680",1.15533,0.28365,-1.86529,-0.74931,-0.77663,-0.10092,0.99825,-0.02002,-0.14619,0.89503,-0.11536,-1.36143,1.14618,-0.06289,-0.15286,27.34332,0.55339,-0.76764,-1.72341,856.92047
="2026/04/02 16:34:18.700",-0.12983,0.18458,0.2482,0.41749,-0.9395,-0.21058,0.51118,-0.0096,0.01885,1.03865,0.08186,-1.46388,0.34253,-0.05103,0.54741,28.03332,0.30511,-0.25199,-1.78125,853.74353
="2026/04/02 16:34:18.720",0.8321,0.14319,-1.10918,-1.12032,-0.47656,-1.56601,0.74584,0.11597,0.09538,0.9731,0.1496,-0.5572,1.08462,0.13523,-0.64929,29.59872,0.29289,-0.32971,-1.32818,853.13849
="2026/04/02 16:34:18.740",0.2039,0.241,-0.60998,0.17674,-0.42749,-1.3265,0.48306,0.07219,0.16081,1.04701,0.12988,-1.43834,0.11889,-0.10716,-0.25055,27.1274,0.38008,-0.53572,-0.31899,853.87549
="2026/04/02 16:34:18.760",-0.49553,0.12761,0.40389,1.13615,0.05113,-0.89085,0.19169,-0.00018,0.05003,0.86915,-0.10304,0.37637,0.22936,0.05267,-0.1649,25.0179,0.14047,0.17483,-0.11471,853.84784
="2026/04/02 16:34:18.780",0.23529,0.15392,-1.2546,-0.32801,0.19409,-1.98844,0.01913,-0.08662,-0.07988,0.85296,0.12035,-0.05354,-0.03156,0.11721,-0.32116,23.04468,0.20395,-0.11516,0.59276,856.02594
="2026/04/02 16:34:18.800",-0.93391,-0.02124,0.89169,1.57332,-0.28962,0.45281,0.17577,-0.07424,-0.08209,0.33261,-0.07606,0.12236,-0.97342,-0.09728,0.41271,18.61294,0.00496,0.44414,0.95307,857.8382
="2026/04/02 16:34:18.820",-0.43806,-0.04941,0.33043,-0.22131,0.38958,-1.02445,-0.56961,-0.08104,-0.09076,0.10018,0.03934,1.444,-0.47462,0.04565,-0.17599,15.46342,-0.14683,0.64183,1.55544,858.62604
="2026/04/02 16:34:18.840",-0.73958,-0.23291,-0.07669,0.4095,-0.05958,0.01973,-0.20426,-0.13621,-0.10214,-0.16708,-0.19569,0.59107,-1.37074,-0.04376,-0.11798,11.61751,-0.05696,0.41206,1.8023,859.18793
="2026/04/02 16:34:18.860",-1.27186,-0.21602,1.84022,1.37894,-0.05708,0.85876,-0.56419,-0.01422,0.02804,-0.74723,-0.01648,1.60369,-1.39462,0.02061,0.31772,7.93126,-0.36857,1.06881,1.67003,860.06384
="2026/04/02 16:34:18.880",-0.40026,-0.28869,0.3037,-0.31002,0.77516,-0.44183,-0.75079,-0.03134,-0.02367,-0.69152,-0.02986,1.581,-1.32681,0.22548,-0.24261,6.90195,-0.31817,0.77428,2.00888,861.07465
="2026/04/02 16:34:18.900",-0.6875,-0.26227,0.98661,1.05034,0.25302,1.42995,-0.71497,-0.04312,0.00297,-1.12698,-0.28273,1.07078,-1.75886,0.01638,0.2145,6.43021,-0.24037,0.61284,2.0777,861.36395
="2026/04/02 16:34:18.920",-0.9997,-0.22029,1.87087,0.34346,0.6134,0.31662,-1.23511,0.07437,0.08329,-0.8366,0.18414,1.44884,-0.95419,0.15255,-0.09135,8.04785,-0.47175,0.7356,1.59364,861.18048
="2026/04/02 16:34:18.940",0.1282,-0.23127,-0.37283,-0.26727,0.73713,0.49931,-0.46167,0.00478,0.01414,-0.98979,-0.13333,1.23785,-0.28076,0.10781,-0.59356,10.98948,-0.25124,0.12415,1.5383,861.8866
="2026/04/02 16:34:18.960",-0.88377,-0.21627,1.24528,1.02941,0.67139,1.47545,-0.53417,-0.0113,-0.01639,-0.93279,-0.33029,0.90164,-0.73216,-0.14462,0.65533,14.00588,-0.25344,0.40816,1.2352,862.32916
="2026/04/02 16:34:18.980",0.03932,-0.07538,0.32819,-0.25973,0.3972,1.56045,-0.38021,-0.08265,-0.10705,-0.75731,-0.02165,1.34854,0.17841,0.10598,0.15779,19.00798,-0.50719,0.24134,0.68734,864.57428
="2026/04/02 16:34:19.000",0.37355,-0.25313,-0.27887,-0.66854,-0.56227,0.6879,-0.3245,0.07479,-0.09629,-0.64082,-0.06795,-0.27244,0.12147,-0.11875,-0.06905,22.84562,-0.08795,-0.25342,0.3791,868.0116
="2026/04/02 16:34:19.020",-0.0191,-0.12295,0.73485,0.52843,-0.21117,1.70073,0.06622,0.09511,0.16975,-0.70822,-0.02894,0.4037,0.34681,-0.03587,0.37194,25.91644,-0.21611,-0.10728,-0.95995,870.21729
="2026/04/02 16:34:19.040",0.86048,-0.055,-1.01924,-1.07369,0.83397,-1.05067,-0.01215,-0.02865,-0.03407,-0.29831,0.01037,-0.31621,1.10388,0.197,-0.34497,29.3968,-0.23292,-0.60011,-0.83872,873.58624
="2026/04/02 16:34:19.060",0.4329,0.08179,-0.3606,0.50332,-0.14741,0.83391,0.29863,0.04138,0.00521,0.15108,0.04423,-1.62954,0.4453,-0.11159,0.24665,30.45905,-0.09395,-0.73772,-1.2047,875.74139
="2026/04/02 16:34:19.080",0.78595,0.29621,-0.25318,-0.21116,0.05247,-0.96588,0.36668,0.10516,0.06468,0.23715,0.18996,-0.4574,1.63971,-0.07132,-0.34916,31.4912,-0.10685,-0.44771,-1.40755,876.72058
="2026/04/02 16:34:19.100",0.94984,0.30081,-1.57849,-1.05575,0.14458,-1.24949,0.78978,0.04021,0.05258,0.78659,-0.02957,-1.68403,1.67462,0.05138,-0.01072,30.9487,0.18554,-0.80471,-1.58047,877.23175
