time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ
="2026/04/02 16:18:09.660",0.25816,0.00116,-0.75839,0.06659,-0.13233,-0.25854,0.42296,0.23204,0.21702,-0.10177,0.04325,0.0344,18.7128,861.04083,-0.208,0.00817,0.15673,-0.56181,0.05532,-0.08408
="2026/04/02 16:18:09.680",-0.12081,0.02791,0.69794,-0.02049,0.20842,-0.55274,-1.15864,0.08709,-0.72435,-0.25725,-0.00899,-0.01532,18.64081,860.28076,0.06473,-0.02977,-0.17259,-1.04089,-0.04156,0.21695
="2026/04/02 16:18:09.700",0.62908,0.0275,-0.83264,-0.03141,0.03522,-0.18239,0.49376,-0.32493,0.61047,-0.07094,0.02904,-0.01538,19.6776,860.40027,-0.17967,-0.05918,-0.6483,-1.04959,-0.05061,0.20467
="2026/04/02 16:18:09.720",-0.14147,0.0106,0.13001,0.16923,0.02847,0.07974,-0.60359,0.25657,-0.96032,-0.00053,-0.04813,-0.06046,18.81321,860.10706,-0.13993,0.07708,0.2513,-0.86875,0.10264,-0.09731
="2026/04/02 16:18:09.740",0.29464,-0.03188,0.06309,-0.11576,0.35519,-0.31991,-0.51641,0.15353,-0.47905,0.26931,0.01358,0.03952,19.44107,861.06665,-0.11222,-0.07502,-0.63493,-1.22972,-0.05425,0.40429
="2026/04/02 16:18:09.760",0.03055,-0.09636,-0.48311,0.11873,-0.23967,0.2931,0.404,0.1012,-0.18867,0.08654,-0.01383,0.01216,18.91678,860.95135,-0.29333,0.10413,-0.1604,-0.5232,0.08216,-0.12466
="2026/04/02 16:18:09.780",-0.17681,-0.01481,0.80966,0.08493,0.13637,-0.18828,-1.33251,0.5423,-1.49327,0.10586,0.04672,0.02058,18.02946,861.36774,-0.14837,0.05088,0.04375,-1.05048,-0.04505,0.13043
="2026/04/02 16:18:09.800",0.16369,-0.01296,-0.34642,-0.13136,0.11955,0.2614,0.01975,0.32506,-0.17472,0.51708,-0.03606,0.02606,18.57752,862.68524,-0.18949,-0.15628,-1.01358,-1.1827,-0.10692,0.34818
="2026/04/02 16:18:09.820",-0.27762,-0.00632,0.03805,0.1445,-0.06677,0.18794,-0.61455,0.46554,-1.03889,-0.06883,-0.04516,-0.04046,17.3603,862.13788,-0.34519,0.12499,0.4295,-0.44121,0.07511,-0.24358
="2026/04/02 16:18:09.840",-0.10451,0.00079,0.614,-0.04628,-0.17036,0.02876,-1.13356,0.44199,-0.88726,0.51099,0.05407,0.04995,18.02174,862.47174,-0.1652,-0.12873,-0.56028,-1.16428,-0.06509,0.18065
="2026/04/02 16:18:09.860",-0.1915,-0.07024,-0.57357,0.12502,-0.45167,0.48335,0.54784,-0.22053,0.42072,0.29616,0.00909,-0.00345,18.09242,862.49115,-0.27429,-0.00335,-0.32519,-0.45116,0.0915,-0.21883
="2026/04/02 16:18:09.880",-0.27354,0.11116,0.70029,0.14855,-0.16221,0.31096,-1.47163,0.39216,-1.8101,0.49012,0.01495,-0.06435,17.36457,862.1933,-0.12235,0.12008,0.27539,-0.63752,0.03286,-0.25648
="2026/04/02 16:18:09.900",-0.14024,0.152,-0.00223,-0.05127,-0.30343,0.2225,-0.14229,0.19289,-0.05135,0.32257,-0.02323,0.0066,17.96562,863.33868,-0.14881,-0.14095,-0.66573,-0.61934,-0.15163,0.20354
="2026/04/02 16:18:09.920",-0.47867,0.11233,0.07919,0.23204,-0.53872,0.46729,-0.16922,0.3182,-0.46822,0.01887,-0.03354,0.02411,17.21244,863.02924,-0.26003,0.05311,0.31139,0.06097,0.08302,-0.25501
="2026/04/02 16:18:09.940",-0.13039,0.11676,0.79587,-0.00193,-0.1871,0.1345,-1.31531,0.21252,-0.79262,0.74036,0.05992,0.02312,18.14835,863.09558,-0.00552,0.01365,-0.27635,-0.56376,-0.07134,0.40384
="2026/04/02 16:18:09.960",-0.15426,0.08904,-0.50541,0.09136,-0.36297,0.46917,0.41818,-0.25885,0.58586,0.43011,-0.02574,-0.01292,19.12036,864.36182,-0.28513,-0.11037,-0.17344,0.34842,-0.04808,0.01731
="2026/04/02 16:18:09.980",-0.47499,0.14334,0.9336,0.26916,-0.414,0.27788,-0.94683,0.17565,-1.01547,0.30218,-0.02338,-0.05224,18.81463,864.59985,0.07399,0.1793,0.39549,0.3232,0.03688,-0.3108
="2026/04/02 16:18:10.000",-0.15576,0.08043,0.14824,-0.15942,0.07215,0.38033,-0.13593,0.05009,0.51881,0.23506,-0.0272,0.00485,19.99658,865.51508,-0.12856,-0.18305,-0.34657,0.3172,-0.06832,0.01189
="2026/04/02 16:18:10.020",-0.1601,0.00248,-0.37428,0.27488,-0.15711,0.74271,0.33281,-0.31982,0.09774,0.24705,0.02557,-0.01609,20.37129,866.13794,-0.07383,0.06161,0.39019,1.07396,0.08007,-0.61331
="2026/04/02 16:18:10.040",-0.56366,-0.01601,1.09809,-0.04597,0.10642,0.18613,-0.67438,-0.29589,-0.10691,0.16566,-0.0018,-0.01874,20.8952,867.07166,0.21258,-0.07692,0.24364,0.73474,-0.02025,-0.13581
="2026/04/02 16:18:10.060",0.15155,-0.07229,-0.63661,-0.04836,-0.30719,0.2676,0.93381,-0.40122,0.63221,0.28484,-0.00251,-0.00458,20.99957,868.11261,-0.09328,0.10777,-0.09489,1.07791,-0.02478,-0.08097
="2026/04/02 16:18:10.080",-0.42742,-0.00501,0.54057,0.05042,-0.36583,0.11925,-0.15251,0.39912,-0.25216,0.022,0.02506,0.01079,20.52538,868.30066,0.16468,-0.06135,0.63277,1.07221,0.08329,-0.29478
="2026/04/02 16:18:10.100",-0.15014,0.09028,0.5351,-0.17341,0.1609,-0.20811,0.06177,-0.16598,0.59517,0.12337,0.01205,0.02692,21.66516,869.25336,0.10173,-0.00959,0.02553,0.70017,-0.0681,0.22688
="2026/04/02 16:18:10.120",0.12679,0.0943,-0.47621,0.0497,-0.3234,-0.17436,1.06211,-0.35633,0.73577,0.09648,-0.04176,0.00266,21.04132,869.15558,0.06694,0.09793,0.37121,1.4074,0.10949,-0.30782
="2026/04/02 16:18:10.140",-0.38603,0.08513,0.87773,-0.09307,0.02242,-0.34597,-0.3129,0.12761,-0.0224,-0.12944,-0.01226,-0.03257,20.96423,868.53894,0.29847,-0.06095,0.42785,0.74286,0.00524,-0.13589
="2026/04/02 16:18:10.160",0.3026,0.00092,-0.6081,-0.09973,0.11675,0.09214,1.05402,-0.26576,1.12222,-0.16555,0.04019,0.11606,21.94502,868.66101,0.031,-0.05648,-0.11707,0.92595,-0.02161,0.0519
="2026/04/02 16:18:10.180",-0.24676,-0.01291,0.006,0.0491,0.27255,0.14052,0.36397,-0.24179,0.43417,-0.24253,0.02296,0.04319,20.82179,867.54303,0.11539,0.08896,0.92442,1.20842,0.08582,-0.46997
="2026/04/02 16:18:10.200",0.14156,-0.02833,0.08366,-0.17587,0.36996,-0.08449,0.16635,-0.2875,0.77861,-0.33582,0.03554,-0.01569,20.79751,867.08466,0.18823,-0.04386,-0.08064,0.58338,-0.16193,0.27996
="2026/04/02 16:18:10.220",0.33715,-0.16854,-0.77498,-0.05352,-0.17411,-0.2656,1.21751,-0.33815,1.0438,-0.33996,0.02231,0.00167,20.86031,867.02368,-0.00987,0.04009,0.16444,1.2718,0.04,-0.13552
="2026/04/02 16:18:10.240",-0.07044,-0.07797,0.38252,-0.14545,0.19422,-0.35701,-0.64036,0.35726,-0.5814,-0.44723,-0.00657,-0.04145,21.47298,866.36298,0.1643,-0.00205,0.64123,0.83175,0.04889,-0.11789
="2026/04/02 16:18:10.260",0.50098,0.03931,-0.47089,-0.1316,0.12706,-0.51214,0.94978,-0.4183,1.22071,-0.40838,-0.00766,-0.00908,22.94369,866.30505,0.27005,-0.09516,-0.53056,0.53467,-0.06569,0.2453
="2026/04/02 16:18:10.280",0.09299,0.11746,-0.23289,-0.04506,-0.01547,-0.45436,0.77501,-0.28433,0.46491,-0.40757,0.00655,0.00455,22.2095,865.0058,0.14415,0.18076,0.60936,0.89266,0.14683,-0.35743
="2026/04/02 16:18:10.300",0.38155,0.05714,0.19896,-0.17571,0.41814,-0.50153,-0.32024,0.17374,-0.05262,-0.43172,0.00578,0.01692,22.06813,864.69861,0.32193,-0.1876,-0.1025,0.11082,-0.10502,0.24511
="2026/04/02 16:18:10.320",0.33676,-0.11437,-0.82973,-0.02327,0.2369,-0.24848,1.37524,-0.53583,1.37798,-0.64167,-0.01205,0.02025,22.0871,864.96722,0.11888,0.05707,-0.23625,0.47978,0.05603,-0.07536
="2026/04/02 16:18:10.340",0.08661,-0.10842,0.24902,0.01466,0.40317,-0.37509,-0.49618,-0.03653,-0.6022,-0.46355,0.02166,-0.02446,21.49385,864.12756,0.29418,0.12789,0.41886,-0.03792,0.08572,-0.02638
="2026/04/02 16:18:10.360",0.48155,-0.24114,-0.51928,-0.23934,0.43055,-0.15603,0.41452,-0.299,0.56183,-0.29911,0.01131,0.05642,22.40461,864.47821,0.13121,-0.09921,-0.58043,-0.33557,-0.08132,0.59263
="2026/04/02 16:18:10.380",0.34973,-0.13867,-0.68297,0.14758,0.00291,-0.22819,0.57583,-0.0946,0.52165,-0.36379,-0.01972,0.00647,21.55639,863.74548,-0.12826,0.02861,0.41109,-0.21495,0.07922,-0.09701
="2026/04/02 16:18:10.400",0.07043,-0.04374,0.5319,-0.20535,0.31757,-0.69266,-0.77923,-0.01723,-0.53142,-0.35541,0.04734,-0.03668,20.82319,863.0921,0.12253,-0.07097,-0.17441,-0.80368,-0.04026,0.38745
="2026/04/02 16:18:10.420",0.54307,-0.01657,-0.97395,-0.00779,-0.00183,-0.26751,0.99115,-0.38742,0.64378,-0.17176,-0.03047,0.04084,20.46682,863.25452,-0.10058,0.08684,-0.36657,-0.76108,-0.02603,0.21228
="2026/04/02 16:18:10.440",-0.02021,0.06104,0.31424,0.11203,0.11036,-0.29407,-0.24379,0.6615,-1.09148,-0.34579,-0.01664,-0.0317,18.96909,862.47192,0.03992,0.05152,0.25279,-0.93613,0.02119,-0.06441
="2026/04/02 16:18:10.460",0.41183,0.0125,-0.07736,-0.16875,0.31581,-0.42485,-0.0853,0.51223,-0.31859,0.18696,-0.05908,-0.01547,19.22069,862.41016,-0.02128,-0.04685,-0.70553,-1.14778,-0.11805,0.48101
="2026/04/02 16:18:10.480",0.16432,-0.10364,-0.67886,0.08007,-0.16555,-0.0785,0.40432,0.31639,-0.20272,-0.03966,-0.00646,-0.02481,18.16838,860.92847,-0.2484,0.11918,-0.04853,-0.69774,0.06273,-0.07936
="2026/04/02 16:18:10.500",-0.23035,-0.04171,0.74358,0.00996,0.10885,-0.17884,-1.24681,0.42789,-1.26349,-0.13378,0.03826,0.04038,17.88369,860.29193,0.00069,-0.01219,-0.34465,-1.43973,-0.02915,0.49567
="2026/04/02 16:18:10.520",0.38314,-0.06498,-0.61154,0.01844,-0.00256,0.03072,0.10542,0.06665,0.22944,0.18019,0.0562,0.03196,18.72817,861.20245,-0.3943,-0.04183,-0.62959,-1.28261,-0.01982,0.34224
="2026/04/02 16:18:10.540",-0.21065,0.09292,0.27692,0.13135,-0.10472,-0.07697,-0.70126,0.36948,-1.08731,0.24149,-0.06807,-0.00053,17.39896,861.01703,-0.12252,0.06687,0.00294,-0.96711,0.15343,-0.2403
="2026/04/02 16:18:10.560",0.15782,-0.01426,0.23354,-0.08232,-0.10617,-0.47486,-0.8827,-0.00957,-0.27362,0.20526,0.02441,-0.05504,17.613,861.14557,0.01106,-0.10958,-0.7556,-1.52906,-0.10869,0.46263
="2026/04/02 16:18:10.580",-0.07732,0.00943,-0.48446,0.2414,-0.48648,0.22659,0.14824,-0.02152,-0.23229,0.23517,0.0283,0.05452,17.94383,861.18048,-0.2991,0.03807,-0.13291,-0.8326,0.10674,-0.35107
="2026/04/02 16:18:10.600",-0.2705,0.06073,0.63033,0.06259,0.00986,0.40678,-1.35824,0.33997,-0.95595,0.47021,-0.01541,-0.00431,17.97242,861.18927,0.0365,-0.01713,0.06575,-1.05774,0.00177,-0.14032
="2026/04/02 16:18:10.620",0.04826,0.10585,-0.28206,0.06894,0.01464,0.17401,-0.11225,-0.21557,0.56382,0.39432,0.02249,0.00828,18.29385,862.26141,-0.27523,-0.11327,-0.78231,-1.02392,-0.1604,0.23068
="2026/04/02 16:18:10.640",-0.43299,0.06253,0.14417,0.16808,-0.36961,0.58657,-0.64842,0.19109,-0.95949,0.25007,-0.02098,0.01074,17.60271,862.69568,-0.30164,0.15628,0.45618,-0.35284,-0.01859,-0.30104
="2026/04/02 16:18:10.660",-0.28201,-0.08641,0.68041,-0.00359,-0.00361,0.3908,-1.27648,0.34067,-0.71118,0.51229,-0.01787,0.00795,18.72141,863.17468,-0.07938,-0.12567,-0.42052,-0.89674,-0.13107,0.51622
="2026/04/02 16:18:10.680",-0.20654,-0.00665,-0.29511,0.09155,-0.23119,0.4296,0.54292,-0.08978,0.2456,0.32579,0.00824,0.01328,18.73318,863.6532,-0.39323,0.08023,-0.25439,-0.25086,0.02047,-0.01608
="2026/04/02 16:18:10.700",-0.35635,0.09256,0.81818,0.06343,-0.20506,0.36251,-1.23757,0.54003,-1.5569,0.41575,-0.0682,-0.06537,18.43254,864.25244,-0.09695,-0.00612,0.51578,-0.44489,0.05095,0.11027
="2026/04/02 16:18:10.720",-0.21106,0.06265,0.04232,-0.07227,-0.14766,0.32906,0.02651,0.14719,0.06117,0.46152,0.02825,0.01196,19.14129,865.41125,-0.23857,-0.09976,-0.51888,-0.31031,-0.02924,0.166
="2026/04/02 16:18:10.740",-0.25818,0.09105,0.01737,0.20881,-0.29406,0.56217,0.13848,0.27827,-0.43616,0.35588,-0.05274,0.00632,17.87032,865.65869,-0.23895,-0.01053,0.40674,0.44528,0.10681,-0.54748
="2026/04/02 16:18:10.760",-0.63439,0.03845,1.0248,-0.13593,0.08942,0.42085,-1.07471,0.07517,-0.52615,0.3673,0.02519,-0.02858,17.71566,866.25751,0.04677,0.10336,-0.02282,-0.09746,-0.03791,0.07009
="2026/04/02 16:18:10.780",0.26106,0.04283,-0.66253,0.07362,-0.12789,0.4294,0.82843,-0.15857,0.52541,0.40176,0.00935,0.05415,18.27231,866.72229,-0.2408,-0.03125,-0.15017,0.69432,-0.01629,-0.29198
="2026/04/02 16:18:10.800",-0.60532,0.04246,0.75127,0.05481,-0.25503,0.65525,-0.75138,0.27459,-0.69094,0.22214,-0.04156,-0.03005,19.16756,866.35364,0.02985,0.07994,0.51895,0.67712,0.00645,-0.36791
="2026/04/02 16:18:10.820",-0.19897,-0.03182,0.31151,-0.11617,0.16908,0.12249,-0.14941,-0.05822,0.87459,0.16826,0.03245,0.0058,21.36736,867.68188,-0.07061,-0.11451,-0.19524,0.64076,-0.06649,0.0626
="2026/04/02 16:18:10.840",0.03749,-0.00081,-0.3269,0.03058,-0.28509,0.31121,0.53951,-0.54377,0.68944,0.0471,-0.02055,-0.01388,21.14454,867.52002,0.0412,0.05071,0.49993,1.20964,0.07299,-0.48582
="2026/04/02 16:18:10.860",-0.57051,0.05051,1.01901,-0.10083,0.06229,-0.12367,-0.62839,-0.39198,0.02235,-0.09743,0.0092,-0.08361,21.02337,866.7583,0.24046,0.02281,0.30207,0.77947,-0.02438,0.09153
="2026/04/02 16:18:10.880",0.45918,0.17164,-0.63862,-0.00784,-0.11726,-0.0434,0.95954,-0.2002,1.23614,-0.30036,0.03593,0.0032,21.3966,867.43713,-0.05598,-0.14281,0.04148,1.43436,-0.00934,-0.22643
="2026/04/02 16:18:10.900",-0.22198,0.06535,0.34495,0.04539,-0.16877,-0.13414,0.08276,-0.22132,0.27568,-0.01952,-0.05631,-0.0078,21.03233,867.52106,0.33976,0.09644,0.68072,1.36523,0.09455,-0.45438
="2026/04/02 16:18:10.920",0.15015,0.02813,-0.18058,-0.23288,0.18818,-0.26061,0.27588,-0.43497,0.64289,-0.16804,0.07794,-0.06148,22.60249,868.05646,0.15981,-0.02089,0.03918,0.82354,-0.11649,0.2289
="2026/04/02 16:18:10.940",0.30104,-0.00193,-0.76679,0.06008,-0.44987,0.02081,1.37094,-0.239,0.73423,-0.23321,0.00312,0.05322,22.72182,867.76642,0.1658,0.02307,0.23429,1.48468,0.07317,-0.45389
="2026/04/02 16:18:10.960",-0.2273,0.00214,0.53311,-0.1089,0.10335,-0.15811,-0.09818,-0.05984,0.12391,-0.20515,-0.01369,-0.028,22.48142,867.6156,0.27189,0.08323,0.61892,0.93527,-0.03064,-0.07695
="2026/04/02 16:18:10.980",0.50022,0.11979,-0.65587,-0.08974,0.31985,-0.04381,1.35851,-0.24784,0.91034,-0.30477,-0.00772,0.0094,23.26905,868.98187,0.28055,-0.11217,-0.45747,0.94195,-0.02725,0.14717
="2026/04/02 16:18:11.000",-0.13178,0.03056,0.03119,0.00252,0.32103,-0.07781,0.85856,-0.08714,0.08451,-0.36381,0.01866,-0.01327,22.17451,868.51532,0.35659,0.20581,0.8356,1.08213,0.15791,-0.30492
="2026/04/02 16:18:11.020",0.22898,-0.1335,0.39308,-0.18374,0.53995,-0.35997,0.14743,0.27023,0.16267,-0.50746,-0.01456,0.03694,21.82677,868.46301,0.27681,-0.15903,-0.10357,0.29141,-0.13712,0.28799
="2026/04/02 16:18:11.040",0.43937,-0.24959,-0.78088,-0.04029,0.19567,-0.40528,1.61175,-0.44674,1.6746,-0.46493,0.02868,0.05153,21.02568,868.39355,0.18361,-0.02241,-0.03653,0.87421,-0.01957,-0.11187
="2026/04/02 16:18:11.060",-0.00334,-0.22757,0.43051,-0.07768,0.37426,-0.50087,-0.47641,-0.29769,-0.33363,-0.45431,-0.00244,-0.05793,20.22265,866.95911,0.28733,0.13872,0.58676,0.4004,0.05991,-0.10709
="2026/04/02 16:18:11.080",0.68847,-0.07685,-0.66729,-0.20807,0.20315,-0.59716,0.90787,-0.50251,0.87328,-0.23928,0.05041,0.01454,21.24114,866.10999,0.26039,-0.08475,-0.71611,0.15079,-0.09094,0.36871
="2026/04/02 16:18:11.100",0.08811,0.01075,-0.46614,0.0322,-0.01722,-0.30689,0.77423,-0.10429,0.4202,-0.55192,-0.08966,-0.05649,20.61337,864.64771,0.09874,0.11397,0.4672,0.21278,0.05131,-0.07638
="2026/04/02 16:18:11.120",0.16866,0.03684,0.32335,-0.08395,0.31115,-0.55851,-0.46867,0.14341,-0.30606,-0.3675,-0.01882,-0.05853,20.73459,863.5426,0.30281,-0.00874,-0.36815,-0.39902,-0.05708,0.43863
="2026/04/02 16:18:11.140",0.85768,0.0181,-1.2354,-0.04274,0.07667,-0.35985,1.33269,-0.36985,1.05425,-0.25399,0.02223,0.04105,20.5544,862.72858,0.11959,0.00897,-0.29082,-0.19456,-0.00553,0.16445
="2026/04/02 16:18:11.160",-0.3458,-0.08256,0.5143,0.0492,0.02821,-0.33027,-0.41805,0.3117,-1.00048,-0.35456,-0.0253,-0.02502,19.66061,861.48065,0.31082,0.169,0.35853,-0.58682,0.10162,0.08155
="2026/04/02 16:18:11.180",0.66503,-0.09469,-0.40638,-0.10874,0.32694,-0.59177,0.27415,0.2609,0.71576,-0.17502,0.02095,-0.02246,20.44972,861.59698,0.03852,-0.22481,-0.67416,-0.85304,-0.10465,0.3672
="2026/04/02 16:18:11.200",0.21918,-0.01077,-0.64665,0.08693,-0.1318,-0.06488,0.19377,-0.07011,0.25377,-0.0655,-0.05203,-0.05467,19.42836,860.47577,-0.11922,0.06781,0.17495,-0.56778,0.04754,-0.23744
="2026/04/02 16:18:11.220",-0.15266,-0.00385,0.66912,-0.05421,0.32283,-0.4558,-1.13449,-0.09576,-0.69782,-0.29793,-0.0098,0.00151,19.58761,860.28558,0.03058,-0.05119,-0.30199,-1.13293,-0.00186,0.26934
="2026/04/02 16:18:11.240",0.60456,-0.01681,-0.76776,-0.04146,0.05,-0.15159,0.57126,-0.26416,0.52739,-0.06066,0.02302,0.05495,20.31093,861.07672,-0.19514,0.00765,-0.60281,-0.98012,0.05553,0.17992
="2026/04/02 16:18:11.260",-0.27201,-0.03432,0.21264,0.04757,0.12383,-0.07254,-0.66909,0.43207,-1.22588,0.13768,-0.04262,-0.01039,19.05571,861.10846,-0.06582,0.07536,0.16048,-1.07719,0.08214,-0.07885
="2026/04/02 16:18:11.280",0.36628,-0.03632,0.05315,-0.05388,0.25344,-0.28262,-0.3424,0.15241,-0.44387,0.14118,-0.03877,-0.02928,18.84037,862.20209,-0.12844,-0.06193,-0.65925,-1.30793,-0.11918,0.3655
="2026/04/02 16:18:11.300",-0.06211,-0.10252,-0.4956,0.09673,-0.27208,0.28422,0.34596,0.19764,-0.44022,0.04818,-0.02676,-0.00274,17.77999,861.45947,-0.21425,0.09018,-0.03827,-0.53868,0.11077,-0.14596
="2026/04/02 16:18:11.320",-0.22525,0.02658,0.90473,0.03374,0.22846,-0.14674,-1.31321,0.5805,-1.31916,0.20706,-0.0027,0.02951,17.3894,861.151,-0.16763,0.03758,-0.01256,-1.08513,0.00124,0.21164
="2026/04/02 16:18:11.340",0.24755,0.0012,-0.64138,-0.11046,0.09458,0.22867,-0.03286,0.35284,-0.02791,0.36158,-0.00026,0.02395,18.3626,861.93811,-0.28486,-0.18608,-0.92118,-0.99788,-0.03561,0.24732
="2026/04/02 16:18:11.360",-0.33402,-0.04378,0.20824,0.16896,-0.23591,0.19956,-0.89512,0.37597,-1.08169,0.31105,0.04511,-0.0367,17.95716,861.26355,-0.36287,0.17959,0.4849,-0.56647,0.08441,-0.27166
="2026/04/02 16:18:11.380",-0.01548,-0.02614,0.36416,-0.12369,-0.25115,0.27637,-1.14712,0.37417,-0.60574,0.24901,-0.02945,0.03927,18.40625,861.59296,-0.24021,-0.19686,-0.65041,-1.24997,-0.10992,0.4104
="2026/04/02 16:18:11.400",-0.27827,-0.02596,-0.49024,0.15515,-0.44208,0.41229,0.41309,-0.25696,0.34107,0.43005,0.03096,0.01833,17.60386,861.99896,-0.27371,0.06323,-0.21088,-0.41737,0.13354,-0.22229
="2026/04/02 16:18:11.420",-0.34373,0.17321,0.86019,0.14452,-0.21654,0.26419,-1.54185,0.34421,-1.64159,0.39682,-0.03712,0.01154,17.68101,861.88892,-0.09077,0.09127,0.13217,-0.73374,0.12941,0.12754
="2026/04/02 16:18:11.440",-0.01057,0.15773,-0.08611,-0.06591,-0.3645,0.35309,-0.0213,0.17644,0.20406,0.38749,-0.00351,0.02645,19.47527,862.96039,-0.2442,-0.18846,-0.57542,-0.72295,-0.02477,0.17835
="2026/04/02 16:18:11.460",-0.54679,0.09087,0.18663,0.23222,-0.42675,0.39231,-0.41699,0.26027,-0.66984,-0.01872,0.01763,0.04471,18.46828,863.26849,-0.24302,0.09113,0.54729,0.05081,0.07293,-0.30645
="2026/04/02 16:18:11.480",-0.13517,0.10417,0.75655,0.048,-0.13791,0.33904,-1.15646,0.1146,-0.54943,0.60784,0.02017,0.06163,18.82861,864.25049,0.00959,-0.02846,-0.38834,-0.42162,-0.05508,0.21268
="2026/04/02 16:18:11.500",-0.16472,0.00945,-0.51732,0.10481,-0.364,0.58888,0.5133,-0.24432,0.49199,0.41797,-0.01852,0.03185,19.46337,865.27496,-0.27711,-0.01021,-0.09273,0.3767,0.02118,-0.4659
="2026/04/02 16:18:11.520",-0.68343,0.10807,0.98073,0.24302,-0.38894,0.41075,-1.09544,0.33771,-1.01347,0.18348,-0.04425,-0.06981,19.18485,865.41101,0.04799,0.07413,0.41344,0.33314,0.03131,-0.25286
="2026/04/02 16:18:11.540",0.0163,0.06055,-0.01296,-0.09171,0.06131,0.50368,0.08403,-0.03473,0.56178,0.47433,-0.00855,-0.00921,20.26399,866.64551,-0.2179,-0.16124,-0.3199,0.35898,-0.03689,0.01117
="2026/04/02 16:18:11.560",-0.35053,0.021,-0.20502,0.23283,-0.2042,0.68475,0.30543,-0.27437,-0.12862,0.05686,-0.03359,0.02559,19.60505,866.83478,-0.01955,0.07047,0.51801,1.01873,0.07954,-0.51739
="2026/04/02 16:18:11.580",-0.45951,0.00531,1.0763,-0.03879,0.08842,0.07109,-0.54525,-0.2096,-0.18109,0.20447,0.02194,0.00293,19.72,867.40759,0.20709,-0.03224,0.15013,0.78306,-0.06636,-0.04628
="2026/04/02 16:18:11.600",0.19178,-0.09176,-0.69475,-0.05237,-0.31271,0.26754,1.08687,-0.09273,0.56954,-0.21991,0.01035,0.0051,20.81404,868.41803,-0.124,0.07928,0.12531,1.06886,-0.03318,-0.09453
="2026/04/02 16:18:11.620",-0.52306,0.00557,0.5847,0.14797,-0.19842,0.12367,-0.32255,0.45338,-0.13083,0.00311,-0.01424,0.00866,20.63896,868.24841,0.19722,-0.11035,0.666,1.13356,0.02637,-0.22501
="2026/04/02 16:18:11.640",0.27128,0.04784,0.06652,-0.14947,0.15986,-0.00572,0.27083,-0.35056,0.68593,0.14424,-0.00216,-0.05396,21.35764,868.90314,0.10544,0.03992,-0.1058,0.83013,-0.11251,0.26701
="2026/04/02 16:18:11.660",-0.02847,-0.00538,-0.45234,0.09039,-0.27691,0.10514,0.83687,-0.28249,0.65691,-0.04621,-0.01366,0.02592,20.57146,868.46515,0.11527,0.05629,0.39246,1.40097,0.12538,-0.30441
="2026/04/02 16:18:11.680",-0.30499,0.01046,0.82936,-0.10241,0.1967,-0.07226,-0.42622,0.03395,0.22154,-0.03555,0.01826,-0.01643,20.59809,867.6156,0.2551,-0.08485,0.31604,0.77924,-0.01357,-0.02289
="2026/04/02 16:18:11.700",0.31708,-0.0129,-0.86155,-0.0645,0.16719,0.28137,1.05717,-0.452,1.07659,-0.26201,0.04343,0.05352,21.71428,867.50061,0.10051,-0.01044,-0.04263,0.9925,-0.05817,0.00163
="2026/04/02 16:18:11.720",-0.34483,-0.03075,0.27181,0.06141,0.23127,-0.12622,0.20024,-0.26548,0.41569,-0.21995,-0.02546,-0.01739,20.89911,866.31067,0.13097,0.10515,1.05171,1.20481,0.10244,-0.45819
="2026/04/02 16:18:11.740",0.33266,-0.08777,0.13931,-0.26464,0.153,-0.57559,0.2803,-0.32288,0.76778,-0.40576,0.03214,0.02233,20.88553,867.03967,0.18536,-0.08919,-0.17794,0.64274,-0.17202,0.17726
="2026/04/02 16:18:11.760",0.21863,-0.09549,-0.81936,0.04311,-0.24941,-0.38621,1.14132,-0.36541,1.02665,-0.54164,-0.01976,0.02048,20.97855,867.56049,0.06386,0.06534,0.20538,1.38912,-0.04714,-0.32806
="2026/04/02 16:18:11.780",0.01645,-0.00331,0.52156,-0.09023,0.23383,-0.4554,-0.77364,0.31804,-0.53253,-0.24947,0.03602,0.00761,22.09802,866.79559,0.17246,-0.03428,0.49461,0.60525,-0.04551,-0.01057
="2026/04/02 16:18:11.800",0.53289,0.13916,-0.66944,-0.1549,0.13659,-0.51614,1.11115,-0.41834,1.24497,-0.31772,0.0298,0.08065,23.08298,866.40924,0.28633,-0.02375,-0.545,0.6905,-0.04605,0.27561
="2026/04/02 16:18:11.820",0.03403,0.09451,-0.14485,-0.00025,0.08277,-0.44334,0.46151,-0.13962,0.41131,-0.49711,0.01053,0.00204,21.54657,865.38123,0.1423,0.14618,0.60545,0.77942,0.12774,-0.32554
="2026/04/02 16:18:11.840",0.43352,-0.02455,0.05491,-0.2096,0.46097,-0.39056,-0.1793,-0.05807,0.0135,-0.30985,0.01476,0.01517,21.53596,866.02515,0.3583,0.01093,-0.51312,0.00366,-0.07727,0.35233
