time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ
="2026/04/02 16:16:16.840",-0.0049,-0.00301,0.02423,0.00098,0.00378,0.00917,0.00445,-0.00706,0.02294,-0.02181,-0.01542,0.00185,19.67604,864.84467,0.00726,0.00044,-0.00518,-0.01317,0.00977,0.03414
="2026/04/02 16:16:16.860",-0.006,0.00056,0.02054,-0.00917,-0.00376,-0.00235,-0.00665,0.00252,-0.00951,0.01173,-0.00285,-0.00306,19.99643,864.57947,-0.00071,0.00158,-0.01133,0.00983,-0.00262,-0.01366
="2026/04/02 16:16:16.880",-0.00993,0.00366,-0.01428,0.03605,-0.0014,0.00764,0.01059,0.0018,-0.02929,-0.01686,0.00221,0.00166,20.10836,864.9151,0.0067,0.00724,0.01644,0.00578,-0.00958,-0.03098
="2026/04/02 16:16:16.900",-0.01381,-0.00314,0.01204,0.01298,-0.011,-0.00729,-0.00282,0.00153,0.03939,0.02595,0.00428,-0.00482,20.18389,865.22412,0.01145,-0.01035,-0.0335,0.00813,-0.00239,-0.01822
="2026/04/02 16:16:16.920",-0.00181,-0.00218,-0.00602,-0.0144,0.00358,-0.01221,0.00605,0.00715,0.05995,-0.01734,-0.01002,0.00271,20.68462,865.04126,0.00134,0.00541,-0.00157,-0.00237,-0.0084,-0.01319
="2026/04/02 16:16:16.940",0.00778,-0.00581,-0.00554,0.03769,-0.01539,-0.01551,-0.0014,-0.01066,0.01818,-0.00315,-0.01056,-0.00136,20.78496,865.37567,0.00035,-0.01091,0.0083,-0.00052,0.01568,-0.00875
="2026/04/02 16:16:16.960",0.00948,-0.00699,-0.01908,0.00026,0.00335,-0.00829,0.01354,-0.01008,-0.036,0.00994,-0.00129,-0.01529,20.38699,865.43396,0.00654,0.00531,0.01874,-0.01426,0.00254,0.00742
="2026/04/02 16:16:16.980",-0.00216,0.00572,-0.01526,-0.02213,-0.00145,0.02291,-0.0138,0.01173,0.04564,0.01374,0.01609,0.02171,19.86359,865.42896,0.00571,-0.00151,-0.01906,0.0067,0.00107,-0.01298
="2026/04/02 16:16:17.000",0.00829,0.00274,-0.0057,0.0255,0.0022,0.01317,0.02655,0.00706,-0.00283,0.0027,0.0065,0.00923,19.65539,865.68811,0.01035,0.00745,-0.03168,-0.01244,-0.00296,-0.00253
="2026/04/02 16:16:17.020",0.00859,0.01031,-0.01403,0.00682,0.00479,-0.0004,0.00536,-0.00502,0.01068,-0.00704,-0.00365,-0.00101,19.51854,865.25372,0.00527,-0.00215,-0.00128,-0.00024,-0.00534,0.02139
="2026/04/02 16:16:17.040",0.00569,0.00244,-0.01203,-0.00829,-0.00521,0.00172,-0.00126,-0.00958,0.00948,-0.04324,-0.01853,0.01427,19.31483,864.76874,-0.00687,-0.00078,0.00444,-0.01552,-0.00225,0.02335
="2026/04/02 16:16:17.060",0.00551,-0.00336,-0.00585,-0.00195,0.00036,0.0007,0.0005,-0.00207,0.01811,-0.01997,0.00121,-0.01047,19.42875,865.01752,0.00896,-0.00365,-0.01457,0.02761,-0.00102,0.00741
="2026/04/02 16:16:17.080",-0.00257,-0.00463,-0.00823,-0.01183,0.00144,0.02325,0.01806,0.02386,0.00539,0.0352,-0.00039,-0.00605,19.59103,865.39191,0.00634,-0.00261,0.00653,-0.01167,-0.00293,0.01435
="2026/04/02 16:16:17.100",0.0032,0.00725,0.01171,-0.00762,0.00155,-0.00374,-0.0058,0.00447,0.00686,-0.0316,-0.0094,-0.0124,19.66075,865.0849,-0.00892,0.00539,-0.01741,-0.01917,-0.0009,-0.00284
="2026/04/02 16:16:17.120",0.01077,-0.00358,-0.00608,0.01337,-0.01126,0.00262,0.026,0.00935,0.03245,0.02045,-0.00103,-0.00782,19.3808,864.77252,0.00253,0.00354,0.00393,0.00131,-0.00103,0.00339
="2026/04/02 16:16:17.140",0.00304,-0.00325,0.0097,-0.00838,0.01025,-0.00983,-0.00622,-0.00792,-0.00649,0.03416,0.00761,-0.00912,19.76284,865.22449,0.00373,0.00246,-0.0046,-0.00619,0.00064,0.01753
="2026/04/02 16:16:17.160",-0.00898,0.00366,0.01492,0.01349,0.00771,0.01783,0.00047,0.00606,0.00498,-0.01329,-0.00645,-0.00322,20.20436,865.37402,-0.00431,0.00376,0.00295,0.02683,-0.00382,-0.01782
="2026/04/02 16:16:17.180",0.0077,-0.00255,0.00712,0.02191,-0.00178,-0.00779,0.00314,-0.0102,0.00215,0.03908,0.00269,-0.00528,20.34642,864.8078,-0.00289,0.0034,-0.00971,0.0109,0.0068,0.01866
="2026/04/02 16:16:17.200",0.01098,0.01482,-0.00232,0.00512,0.00642,0.00699,-0.00345,0.00547,0.01287,-0.00218,0.00434,-0.0153,20.73442,864.3927,0.0064,-0.00258,0.01981,0.003,-0.00347,-0.02418
="2026/04/02 16:16:17.220",0.00166,0.00217,-0.00446,-0.00667,0.00158,0.00577,-0.00569,-0.00502,0.0121,-0.00331,-0.00849,-0.00354,20.66413,864.13519,0.02719,0.00245,0.00391,-0.00875,-0.0058,-0.01544
="2026/04/02 16:16:17.240",0.01177,-0.00331,0.00866,0.00987,0.00103,0.0003,-0.00099,0.00276,-0.01333,-0.0106,-0.00721,-0.00082,20.49659,864.5271,0.00761,0.0106,0.03138,0.01021,-0.002,0.00592
="2026/04/02 16:16:17.260",-0.00653,0.00062,-0.0007,-0.00703,0.00095,0.00448,0.03377,0.00252,0.01971,0.01424,-0.00319,-0.01666,20.72396,864.73138,0.00091,-0.00268,0.03088,0.00535,-0.00873,-0.00248
="2026/04/02 16:16:17.280",0.00813,-0.00997,-0.01402,0.00202,-0.00818,-0.01155,0.00884,-0.01442,-0.00265,-0.0107,0.00433,-0.00684,20.5549,864.80017,0.00884,0.00579,0.02298,0.00801,-0.00024,-0.00594
="2026/04/02 16:16:17.300",0.00571,-0.01152,0.0098,-0.0007,0.0031,-0.01127,0.03095,0.00334,0.02996,-0.02089,-0.00873,-0.02111,19.71364,864.94427,0.01654,0.00689,-0.00058,0.00403,-0.00194,-0.00681
="2026/04/02 16:16:17.320",-0.00388,0.00176,-0.01226,-0.00371,0.00305,0.00819,0.02366,-0.00513,-0.02026,-0.0178,-0.00676,-0.00112,19.13028,865.27924,0.01848,0.00893,0.02556,-0.00177,-0.00456,-0.00451
="2026/04/02 16:16:17.340",0.00369,-0.00793,0.014,-0.00213,0.00217,0.01236,0.02096,-0.00346,0.04531,0.03356,0.01576,0.01956,19.11931,865.55328,-0.01783,-0.00654,-0.01804,0.00732,-0.0025,0.00119
="2026/04/02 16:16:17.360",-0.00308,-0.00781,0.00807,-0.00363,-0.00025,-0.01688,-0.00039,-0.00372,-0.02191,-0.01659,-0.00257,0.01724,19.55725,865.12817,-0.0064,-0.00695,-0.03815,0.01815,-0.0151,-0.00034
="2026/04/02 16:16:17.380",0.00179,-0.00725,-0.00003,0.0172,0.006,0.0035,-0.01211,0.00625,0.02977,0.02303,-0.00437,-0.02175,19.91159,864.55267,0.0097,0.00565,-0.00349,-0.00858,-0.00344,0.01766
="2026/04/02 16:16:17.400",-0.00883,-0.00004,-0.00627,-0.01874,-0.00124,0.00099,-0.00679,-0.01622,0.0065,-0.00876,-0.01448,-0.01005,20.02107,864.25452,-0.00689,-0.00829,-0.00107,0.01178,-0.00181,0.02158
="2026/04/02 16:16:17.420",-0.00279,-0.0075,-0.02967,0.0203,-0.00553,0.01759,-0.02423,0.01825,0.01306,-0.00507,-0.00276,-0.00481,19.68204,864.38818,-0.00189,0.0077,-0.00628,-0.02016,0.00034,0.00591
="2026/04/02 16:16:17.440",0.00633,-0.00694,-0.01609,0.01352,0.02304,-0.00908,-0.02377,0.00781,0.01061,-0.0518,-0.01201,0.00946,19.59974,864.31702,0.00916,-0.00508,0.02617,0.01379,0.00726,0.00969
="2026/04/02 16:16:17.460",0.01973,-0.0009,-0.00128,-0.00417,0.00203,-0.00762,0.01135,-0.01048,-0.00012,0.00125,0.00235,0.00414,19.93466,864.20892,-0.00756,-0.0032,0.01403,-0.01836,-0.00402,0.02264
="2026/04/02 16:16:17.480",-0.00119,0.00409,0.01711,-0.00502,-0.01297,-0.02466,-0.01525,0.00109,0.03471,0.05795,0.01025,-0.00066,20.78199,864.29218,-0.01668,-0.00708,-0.00995,0.00176,0.00265,-0.03698
="2026/04/02 16:16:17.500",-0.00402,-0.00049,-0.00059,-0.00193,0.00423,-0.00134,0.02079,0.00717,-0.01215,0.02886,0.01127,-0.00287,21.06367,864.60736,0.01767,-0.00139,-0.00682,0.00022,0.00828,-0.00876
="2026/04/02 16:16:17.520",0.00175,-0.00183,0.00105,-0.00283,0.0073,0.004,-0.00131,0.00245,0.01381,-0.01685,-0.00581,-0.00472,20.55445,864.57825,0.00995,-0.00033,-0.00827,-0.00617,0.00608,0.02318
="2026/04/02 16:16:17.540",-0.00473,-0.00441,0.00064,-0.01191,0.00801,-0.00325,0.01492,-0.00041,-0.0095,-0.03155,0.00033,0.00692,20.03129,864.57104,0.02944,-0.00758,0.00526,0.00528,-0.00717,0.01463
="2026/04/02 16:16:17.560",0.01181,-0.00631,-0.00818,0.00903,-0.0034,0.00156,0.01331,-0.00466,-0.01184,0.02479,0.00367,0.00701,19.87284,864.99036,0.00083,-0.00261,-0.02565,-0.00029,-0.01098,-0.03234
="2026/04/02 16:16:17.580",0.001,-0.01077,-0.00131,0.00705,0.00597,-0.00135,0.01291,-0.00489,0.0158,0.00236,-0.00264,-0.01946,19.47238,864.75311,-0.00252,-0.01135,-0.02803,0.00488,0.01174,-0.01772
="2026/04/02 16:16:17.600",0.00257,0.00256,-0.01134,-0.01522,-0.0062,-0.00328,-0.00853,-0.0038,0.00759,0.02704,-0.00353,-0.00316,19.42616,864.31384,0.02168,0.0035,0.00983,-0.00402,0.00893,0.00948
="2026/04/02 16:16:17.620",0.00118,0.00845,-0.01532,-0.00358,-0.00055,-0.00523,-0.01306,-0.0106,-0.00219,0.00066,0.00137,-0.0053,20.22811,864.96167,-0.00788,0.00492,0.02311,0.00191,0.01471,0.01729
="2026/04/02 16:16:17.640",0.00387,0.00279,-0.00021,-0.00283,0.00013,0.00284,-0.00862,-0.00525,-0.01826,-0.02251,-0.00405,-0.00998,20.71177,865.47595,0.0085,0.00237,-0.02603,-0.00119,-0.00709,-0.0123
="2026/04/02 16:16:17.660",-0.00978,0.00054,-0.0063,-0.01712,0.00668,0.01033,-0.00626,0.01584,0.01891,0.01804,-0.00926,-0.00092,20.76406,864.52417,0.01064,0.00672,-0.018,0.00256,0.00553,0.00842
="2026/04/02 16:16:17.680",-0.00574,0.00334,0.00052,0.00067,0.00307,-0.02093,-0.00861,-0.00502,0.01621,-0.054,-0.01418,0.01312,20.51521,863.87366,0.02086,-0.01114,-0.00633,-0.00247,-0.00515,0.00567
="2026/04/02 16:16:17.700",0.00632,0.01537,-0.00404,0.01053,-0.0024,0.00901,-0.01524,-0.00319,-0.03332,-0.02143,0.00051,0.00868,20.45137,864.60529,-0.00433,0.00015,-0.01183,0.03335,0.00761,-0.00749
="2026/04/02 16:16:17.720",-0.00016,0.00059,-0.00024,-0.01075,-0.00696,0.00104,-0.00396,0.00469,0.00387,-0.02774,-0.01292,-0.01639,20.09193,864.8396,-0.00062,0.00144,0.00662,-0.00329,-0.00768,-0.04736
="2026/04/02 16:16:17.740",0.0059,-0.00097,0.0021,0.00565,0.00132,-0.00034,-0.00138,-0.00628,0.01442,-0.00811,-0.00126,0.0083,19.70802,864.63269,0.0063,-0.00354,-0.03339,0.00682,-0.00597,0.00391
="2026/04/02 16:16:17.760",0.00981,-0.00374,-0.0024,0.00661,0.00205,0.00667,-0.00529,0.00611,0.01581,-0.0053,0.00133,0.00533,19.59838,864.1142,-0.00506,-0.0007,0.00405,0.001,-0.00648,-0.01661
="2026/04/02 16:16:17.780",-0.0081,0.00176,0.00321,0.01236,-0.00475,-0.00511,0.00978,0.00459,0.01954,0.02617,-0.00859,-0.00572,20.06531,864.20593,0.00758,-0.00103,-0.00402,-0.01735,0.00468,0.00408
="2026/04/02 16:16:17.800",-0.00447,0.00095,-0.00111,0.00849,-0.00724,-0.00124,0.00743,0.00024,0.01834,-0.0158,-0.00146,0.00584,20.10065,863.93292,0.02132,0.00281,0.00995,0.01383,-0.00105,-0.0285
="2026/04/02 16:16:17.820",-0.00411,-0.00676,-0.00666,-0.00343,0.00396,0.00015,-0.00921,-0.00008,-0.00597,0.01201,0.00005,-0.00666,20.42373,863.84857,0.01264,-0.00711,-0.00887,-0.00412,-0.00088,0.02263
="2026/04/02 16:16:17.840",-0.00203,-0.00147,-0.00239,-0.00005,-0.00131,-0.00866,0.02135,0.00433,0.01689,0.01288,0.00888,-0.00157,20.44173,864.41797,-0.00612,-0.0005,-0.00578,-0.01721,-0.01283,-0.00055
="2026/04/02 16:16:17.860",-0.01215,0.00013,0.00231,-0.01157,0.01009,-0.00212,0.00666,0.00085,-0.01598,-0.02654,-0.00601,0.01205,20.66504,865.12598,-0.01126,-0.00281,0.00597,-0.00819,0.00993,0.03589
="2026/04/02 16:16:17.880",0.00715,-0.0028,-0.01074,-0.0041,0.00456,0.00142,-0.01855,0.00258,0.0035,-0.0275,0.00315,0.01041,20.62238,865.4718,0.00347,0.01622,-0.00766,0.01437,0.0074,-0.00116
="2026/04/02 16:16:17.900",-0.00805,-0.00134,-0.00304,-0.01452,0.00258,0.00454,0.00562,-0.00721,-0.01069,-0.0417,-0.00891,0.00257,20.14405,865.10443,0.00406,-0.00236,0.00131,-0.00122,0.0002,-0.00874
="2026/04/02 16:16:17.920",0.00332,-0.00345,0.01671,0.01827,0.00238,-0.00823,0.0201,-0.00256,-0.01481,-0.01411,0.00102,0.00136,20.33811,864.90228,0.00995,0.00571,-0.00462,0.00261,0.00769,0.01151
="2026/04/02 16:16:17.940",0.00195,0.00973,0.01563,-0.00936,-0.00136,-0.00205,0.02725,0.00704,-0.00409,0.0481,0.00564,-0.01735,20.61238,865.17065,-0.00267,-0.0057,-0.00516,-0.0002,0.01114,-0.01045
="2026/04/02 16:16:17.960",-0.01092,0.00499,-0.00532,-0.00647,-0.00252,-0.00918,-0.00224,-0.00371,-0.00067,0.01931,-0.01081,-0.01984,20.23149,865.00177,0.00376,-0.00316,-0.0034,-0.00215,-0.00028,-0.0114
="2026/04/02 16:16:17.980",0.00499,0.00717,0.0005,-0.00056,-0.00022,0.00379,0.03345,0.00413,-0.03611,0.00043,-0.00586,-0.01305,19.82616,864.41766,-0.01271,0.00213,-0.00863,0.00985,-0.00357,-0.00956
="2026/04/02 16:16:18.000",-0.00127,0.00362,0.00109,0.00884,0.00352,-0.00586,-0.00703,-0.0018,0.01968,0.01846,-0.0059,-0.00958,19.56115,864.39313,0.00271,0.00387,0.01921,-0.00728,0.01266,0.02918
="2026/04/02 16:16:18.020",-0.00432,-0.00367,0.01476,0.01111,0.00134,-0.00025,-0.0078,-0.00546,0.0039,-0.01807,-0.00269,0.00653,19.80236,864.5816,0.004,-0.00408,-0.01149,0.00869,0.00511,-0.0153
="2026/04/02 16:16:18.040",-0.00283,-0.00117,-0.00998,-0.01008,-0.00524,-0.01173,0.01036,-0.01103,0.02677,0.05269,0.00995,-0.01067,20.27454,864.11743,-0.00476,0.00896,0.00167,0.01576,0.00704,-0.00748
="2026/04/02 16:16:18.060",0.01259,-0.00024,0.02655,-0.00131,0.00465,-0.00425,-0.01859,-0.00044,0.0198,0.04803,0.01178,-0.02108,20.02808,864.51703,0.00312,0.00142,0.01563,-0.02595,0.00333,0.01762
="2026/04/02 16:16:18.080",0.00184,0.01339,0.0169,0.01546,0.001,-0.01607,-0.0061,-0.0073,0.00579,-0.0057,0.00311,-0.00206,19.47314,864.86829,0.00494,0.00061,-0.01293,0.00832,0.00366,-0.00956
="2026/04/02 16:16:18.100",0.01159,-0.00552,-0.014,0.01604,-0.00157,0.00854,0.02774,0.00229,0.01531,-0.00993,-0.00721,0.00204,19.34881,864.45618,-0.00751,0.00049,0.01647,-0.00133,-0.00514,0.02469
="2026/04/02 16:16:18.120",-0.0042,-0.00016,-0.00833,0.00257,0.00124,0.00921,-0.02388,0.00302,0.03995,0.04166,0.00819,0.00563,19.96319,864.33423,-0.00595,-0.0009,-0.00619,-0.00177,-0.01155,-0.00602
="2026/04/02 16:16:18.140",0.00054,0.00494,-0.02126,0.0056,-0.01181,0.00394,0.00284,0.00217,-0.01417,0.00469,-0.00257,0.00252,20.59691,864.96771,0.01352,-0.00191,-0.00378,-0.0172,-0.01091,0.00392
="2026/04/02 16:16:18.160",0.00146,0.00101,-0.01095,-0.02049,-0.0042,-0.01064,-0.01169,-0.00295,0.01556,0.04913,-0.00568,-0.02637,20.4539,865.05042,0.00888,0.00472,0.01021,-0.00527,0.0009,-0.03345
="2026/04/02 16:16:18.180",0.00754,0.00312,-0.01611,-0.00463,0.00578,0.01741,-0.02065,0,0.00796,-0.03087,-0.00572,0.00507,20.14172,865.03143,0.00329,0.00496,-0.0098,-0.00979,0.00777,0.01857
="2026/04/02 16:16:18.200",0.00373,-0.00752,0.0031,0.00328,0.00759,0.00277,0.00772,-0.00026,-0.0114,0.01953,-0.0089,-0.0171,19.65821,864.84961,0.00552,-0.00291,-0.01742,0.00083,-0.00072,-0.01455
="2026/04/02 16:16:18.220",0.00387,-0.00575,-0.02092,0.01882,0.00645,0.01547,0.01384,0.00141,-0.01492,-0.00896,0.00761,-0.00221,19.40716,864.40961,-0.00022,-0.01272,-0.01034,-0.00965,-0.00045,-0.00863
="2026/04/02 16:16:18.240",-0.00355,-0.00081,-0.00302,-0.00172,-0.00873,-0.00885,0.00132,-0.0041,0.00878,-0.02583,-0.00693,0.00687,19.60788,864.50244,0.00777,0.00966,0.03448,0.00715,0.00241,0.00073
="2026/04/02 16:16:18.260",-0.00522,-0.00706,0.01215,0.03352,0.00261,0.01729,-0.0057,-0.00633,-0.02894,-0.00585,-0.00862,-0.00759,19.68171,864.75226,0.01323,-0.00346,-0.01937,0.00887,0.00565,-0.01561
="2026/04/02 16:16:18.280",0.0021,0.0007,-0.0052,0.00056,-0.02737,-0.01631,-0.00694,0.0006,0.01509,-0.03366,-0.01517,-0.00291,19.37439,864.27869,0.00539,0.00758,0.00705,0.01407,0.01079,-0.00414
="2026/04/02 16:16:18.300",0.00161,-0.00104,-0.00935,0.00155,-0.01,0.00036,0.0036,0.00336,-0.00526,0.01522,-0.00098,-0.02112,18.90948,864.14691,0.00731,0.00436,-0.01481,-0.00998,0.00234,0.00069
="2026/04/02 16:16:18.320",-0.00764,-0.00668,0.00582,0.06817,-0.00624,0.00279,-0.00569,0.00014,0.0082,-0.0112,-0.00556,-0.00697,19.021,864.38965,-0.00646,-0.00454,0.0109,0.00182,0.00218,-0.02453
="2026/04/02 16:16:18.340",-0.00569,-0.01017,0.00489,0.00309,-0.00109,0.00714,-0.01507,0.00041,0.01953,-0.01703,-0.00588,0.00389,19.47404,864.75964,-0.00985,-0.00223,-0.01601,0.00894,-0.00018,0.00781
="2026/04/02 16:16:18.360",-0.00407,-0.00515,0.01879,-0.00079,-0.01054,0.00968,-0.02417,-0.00772,0.00951,-0.01033,-0.00485,-0.00414,20.03884,864.1969,0.00373,-0.00517,-0.01302,0.00072,0.01066,0.01434
="2026/04/02 16:16:18.380",0.00765,-0.00555,0.00048,0.00075,0.00818,0.00256,0.00574,-0.00221,0.0108,0.04412,0.01058,-0.00307,20.34663,864.12762,-0.00223,-0.00606,0.00239,0.00045,0.00643,0.00373
="2026/04/02 16:16:18.400",-0.01246,-0.00753,0.00801,-0.00387,-0.00236,-0.01307,-0.00595,0.00552,-0.0071,0.02674,0.00717,0.00563,20.29477,864.59735,0.00697,0.00151,0.00784,0.01427,0.00937,0.0136
="2026/04/02 16:16:18.420",-0.01285,0.00696,-0.016,0.01436,0.00548,0.0138,0.01715,0.01087,0.02107,0.03189,-0.00797,-0.00533,20.52433,864.41187,0.00318,-0.01121,-0.03197,0.01625,-0.00528,-0.01714
="2026/04/02 16:16:18.440",-0.00037,0.00355,0.00882,-0.002,0.00576,-0.0146,0.01617,0.00924,-0.00266,-0.02146,-0.01316,-0.00895,20.92331,864.60614,-0.00791,-0.00914,0.019,0.01154,0.00472,0.00895
="2026/04/02 16:16:18.460",0.00099,0.00718,0.00249,-0.003,0.00559,-0.00573,0.01679,0.00675,0.01072,0.00093,0.00526,-0.00572,20.40371,865.57098,-0.00538,0.00113,-0.01284,-0.00316,0.00477,-0.0157
="2026/04/02 16:16:18.480",0.00254,-0.00304,-0.00115,-0.02794,-0.00106,-0.00727,-0.00428,0.00214,0.01825,-0.02366,-0.00501,0.02165,20.61234,865.71259,-0.01685,0.0109,0.00199,-0.00128,-0.00527,-0.00803
="2026/04/02 16:16:18.500",-0.00514,-0.00593,0.01081,0.00094,-0.00043,-0.02706,-0.01187,0.00746,0.01096,-0.00666,0.0035,0.01775,20.04652,864.78088,-0.00173,-0.00318,0.01213,0.00413,0.00282,0.00702
="2026/04/02 16:16:18.520",0.00392,-0.00724,-0.01605,-0.01177,0.01002,0.0037,0.00938,0.00782,-0.01211,-0.0023,-0.00309,0.00447,19.31356,864.12762,-0.0033,0.00211,0.00129,-0.00156,-0.00806,-0.00403
="2026/04/02 16:16:18.540",-0.01035,-0.00589,-0.00093,-0.00232,0.01136,0.00082,0.0122,-0.0008,-0.00244,0.03346,0.00002,-0.01429,20.05369,864.23779,-0.00372,0.00135,-0.0067,0.01228,-0.00345,-0.01556
="2026/04/02 16:16:18.560",-0.00627,-0.00081,-0.00779,0.01623,-0.00352,-0.01428,-0.00073,-0.00089,0.03264,0.00409,-0.00111,-0.00782,19.97054,864.20154,-0.00775,-0.0105,-0.02144,0.01257,-0.00989,-0.01387
="2026/04/02 16:16:18.580",-0.00918,0.00342,-0.00605,0.01333,-0.00029,0.01045,-0.00801,0.01134,-0.01581,0.01224,0.01311,0.0074,19.18378,864.12128,0.00114,0.00038,-0.02321,0.00594,-0.00003,0.03012
="2026/04/02 16:16:18.600",0.00884,0.00149,-0.00495,0.0108,-0.00437,0.00376,0.00061,-0.00851,-0.01788,0.01245,0.01441,0.00978,19.18513,864.15576,-0.00121,-0.00174,-0.00687,-0.00147,0.00693,-0.00181
="2026/04/02 16:16:18.620",-0.0048,0.00345,0.00484,-0.00077,-0.01563,-0.00719,-0.00709,-0.00396,0.02259,-0.00987,-0.00283,0.01022,19.67212,864.14319,0.0008,0.00508,0.01565,0.00158,0.0098,0.00045
="2026/04/02 16:16:18.640",0.00203,0.00037,-0.00337,-0.00121,-0.01109,-0.01774,0.00565,0.00773,0.00325,0.00056,-0.00224,-0.0055,19.62416,864.56641,-0.00229,0.00138,-0.00123,0.01745,0.00275,-0.00611
="2026/04/02 16:16:18.660",0.00013,0.00711,0.00069,-0.00294,-0.00404,-0.01221,0.00537,0.01078,0.01962,0.02167,-0.00084,-0.00587,19.98098,864.8114,0.00238,0.00926,0.01739,-0.00615,-0.00716,-0.02011
="2026/04/02 16:16:18.680",0.00568,0.00085,0.00135,-0.01123,0.01402,0.00846,0.02572,0.0004,0.0226,0.0048,-0.00992,-0.02275,20.25007,864.28009,0.01772,-0.00149,0.01934,-0.00548,0.00293,0.0037
="2026/04/02 16:16:18.700",0.01736,0.00919,0.01246,0.00327,0.00078,0.01244,0.01355,0.00893,-0.00081,0.0106,-0.00758,-0.01599,19.71241,863.81763,0.01325,0.00791,-0.001,0.01959,0.02152,0.01864
="2026/04/02 16:16:18.720",-0.00585,0.01227,0.00188,0.013,-0.01086,-0.01631,0.00587,0.00442,-0.01219,0.0174,0.0094,-0.00053,19.13592,864.12372,0.01554,-0.00662,-0.00259,-0.01367,0.00515,0.02213
="2026/04/02 16:16:18.740",-0.02373,0.0053,-0.01697,-0.00307,-0.00394,0.00703,0.02119,0.01135,0.00598,-0.01464,0.01146,0.00451,19.63828,864.50183,-0.00948,0.00566,-0.01305,0.00552,0.01806,-0.00756
="2026/04/02 16:16:18.760",-0.01548,-0.00031,-0.00408,-0.00282,0.00022,0.00321,0.00639,0.00696,0.01373,-0.01873,-0.006,0.00513,20.07525,864.91382,0.00428,0.00099,0.00376,0.00211,-0.00038,0.01186
="2026/04/02 16:16:18.780",0.0126,-0.00492,0.01419,-0.00231,-0.00105,-0.00897,0.00022,-0.00337,-0.00809,0.01084,0.00268,0.00811,19.80503,865.10144,-0.00335,-0.0052,-0.01789,-0.00534,-0.01176,0.02724
="2026/04/02 16:16:18.800",-0.0079,0.00006,0.00418,0.02565,-0.01008,0.01321,0.00798,-0.0015,-0.02197,0.02189,0.0029,0.00084,19.13587,865.40326,0.00169,0.00471,-0.01038,-0.00199,-0.01191,0.00827
="2026/04/02 16:16:18.820",0.00144,0.00207,0.01919,0.01303,-0.00001,0.01398,0.0045,0.00103,-0.01207,-0.01161,-0.00404,0.00156,18.89149,866.02167,0.00364,0.0028,0.01809,-0.00108,-0.01791,-0.02312
="2026/04/02 16:16:18.840",-0.00916,0.00948,0.00289,0.02121,0.00386,0.01269,-0.01065,-0.00233,-0.01464,0.02747,0.00096,-0.0001,19.76963,865.90826,0.00203,0.00463,-0.00994,-0.0052,0.01186,0.04316
="2026/04/02 16:16:18.860",0.00762,-0.00002,0.0003,0.01815,0.00851,0.03049,-0.00987,-0.00959,0.00031,0.00382,0.01631,0.00048,19.98591,865.39392,0.00163,0.00556,-0.01849,-0.00115,0.01284,0.03068
="2026/04/02 16:16:18.880",0.00146,-0.00369,0.00015,0.01195,-0.00439,-0.01417,-0.00148,0.00134,0.00778,0.00445,-0.00744,-0.01334,19.20491,864.86182,0.00187,0.00246,-0.03097,0.02026,-0.00581,-0.00803
="2026/04/02 16:16:18.900",-0.00773,-0.00363,-0.02033,0.00412,-0.00111,-0.01269,-0.00659,-0.0008,0.01989,0.00698,-0.0075,-0.01117,19.46067,864.70227,0.00771,-0.0001,-0.00662,-0.00067,-0.01338,-0.01243
="2026/04/02 16:16:18.920",0.00297,0.00946,0.02337,-0.00796,-0.00969,-0.02792,-0.01419,0.0016,0.00714,0.03048,-0.00375,-0.02643,19.83693,865.18927,0.0107,-0.00945,-0.02291,-0.01444,0.00052,0.04052
="2026/04/02 16:16:18.940",0.00296,0.00764,-0.01726,-0.00336,-0.00599,-0.02554,0.00785,-0.00095,0.00426,0.00546,0.00542,-0.00369,19.26217,865.19843,-0.00776,0.00158,-0.01212,0.0032,-0.01107,-0.00113
="2026/04/02 16:16:18.960",0.00999,0.01631,0.0263,0.00044,0.00419,-0.01954,-0.00699,-0.00544,0.00597,0.01966,0.01311,0.01532,19.39767,864.51453,0.0118,-0.00038,0.01478,0.01011,0.00064,0.00747
="2026/04/02 16:16:18.980",0.00741,0.00721,0.00256,-0.0078,-0.00877,-0.04422,-0.00032,0.00183,-0.00557,0.02019,0.00636,0.01274,20.13372,864.94269,0.00958,0.00033,0.00466,-0.00476,-0.00433,-0.01644
="2026/04/02 16:16:19.000",-0.00477,-0.00171,0.00466,0.00127,-0.01642,-0.04489,-0.00242,-0.00621,-0.01784,0.00559,0.00544,0.00942,20.44957,865.69025,0.00369,-0.00285,0.00215,-0.0041,-0.00764,-0.0055
="2026/04/02 16:16:19.020",0.01311,0.00649,0.01672,-0.01262,-0.01346,-0.02023,-0.02593,-0.00716,-0.00361,-0.00097,0.00485,0.00536,20.59383,865.77991,0.0018,0.00277,0.00468,0.00719,0.00016,0.0217
