time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ
="2026/04/02 15:41:26.920",-0.036,0.05077,-0.13103,-0.06014,-0.03708,-0.08085,23.30199,-0.12829,-0.03041,0.04038,863.34125,0.1764,-0.02894,0.00416,0.06883,-0.02026,0.0554,-0.02295,0.04622,0.08935
="2026/04/02 15:41:26.940",-0.09158,-0.0543,-0.07726,0.33653,-0.06512,0.03474,23.96944,-0.03127,0.01087,0.01987,864.50513,0.08252,-0.04107,0.01175,0.04896,-0.02781,-0.1391,0.01692,0.0922,-0.12808
="2026/04/02 15:41:26.960",-0.02096,-0.20079,-0.08884,0.17949,0.07779,-0.32355,24.11914,0.04381,0.02254,0.04791,865.42194,0.18857,0.00774,-0.04438,0.0316,0.01964,0.07725,-0.14175,0.0332,0.08885
="2026/04/02 15:41:26.980",-0.09445,-0.21891,-0.1154,0.21988,0.2406,-0.36407,23.21322,-0.00291,0.01553,0.03912,866.50696,0.06799,-0.01634,0.04972,0.10667,0.07991,0.04137,-0.0232,-0.03684,0.03117
="2026/04/02 15:41:27.000",-0.02512,-0.10524,0.08098,0.39955,0.20351,-0.00886,21.86415,0.07438,0.02776,0.00104,867.54901,0.16047,-0.03976,-0.0642,0.01978,0.01018,-0.02076,0.04932,-0.13968,-0.02966
="2026/04/02 15:41:27.020",0.00008,0.08581,0.15328,-0.14593,0.16883,-0.09289,20.87152,-0.02632,0.02291,0.01458,867.68494,0.13314,-0.03029,-0.0197,-0.03062,0.01551,0.17553,-0.08589,-0.17031,0.09066
="2026/04/02 15:41:27.040",-0.01858,0.14125,0.13368,0.06918,-0.12853,0.13944,20.38595,0.01232,0.00472,-0.00558,867.24597,0.16431,-0.01117,0.03171,-0.06254,-0.03583,-0.16654,-0.00732,-0.08429,-0.08857
="2026/04/02 15:41:27.060",0.00628,0.10447,0.05261,-0.09478,-0.09181,0.01656,19.50681,-0.01491,-0.01382,-0.00698,866.16895,0.16752,0.01697,-0.02586,-0.15039,0.02297,0.13598,0.05346,0.06637,0.00467
="2026/04/02 15:41:27.080",0.02997,0.08521,-0.06446,-0.23135,0.02689,-0.02976,19.19504,0.13343,0.01746,-0.01998,864.28949,-0.0311,-0.02793,0.14056,-0.03822,-0.01061,-0.02106,-0.04422,0.12403,0.05303
="2026/04/02 15:41:27.100",0.01399,0.00844,-0.08865,0.16998,-0.01318,0.31883,19.22542,0.05969,0.00811,0.01218,863.18805,0.1197,-0.01951,-0.03052,-0.02792,0.04665,0.03055,0.12776,0.10588,-0.15055
="2026/04/02 15:41:27.120",0.09598,-0.1327,-0.06933,-0.37246,0.03589,0.01904,19.26917,0.03871,0.00529,0.00333,862.25043,0.16046,0.00565,-0.08122,0.02452,-0.01028,0.17817,-0.03008,0.01781,0.08875
="2026/04/02 15:41:27.140",0.06236,-0.08112,-0.17857,-0.07882,-0.13747,0.58459,20.19496,0.05116,0.01096,0.00228,861.48425,0.00231,-0.04096,0.10136,-0.01485,-0.0505,-0.02214,0.04818,-0.0582,-0.13131
="2026/04/02 15:41:27.160",0.07408,-0.10888,-0.03595,-0.19216,-0.19017,0.23161,21.6705,-0.03954,-0.00935,-0.00241,861.33832,0.21617,0.01529,-0.01339,0.03073,0.00166,-0.00089,0.07676,-0.10061,-0.01541
="2026/04/02 15:41:27.180",0.03074,0.06513,-0.11879,-0.15399,-0.15619,0.20237,22.86091,0.03259,0.00501,0.00392,861.68469,0.06983,-0.04136,0.04631,0.08406,0.02391,0.03009,-0.03719,-0.09057,0.03291
="2026/04/02 15:41:27.200",0.01343,0.06609,-0.01052,0.17044,-0.08151,0.23586,23.67707,0.06077,-0.01711,0.00959,862.79462,0.11089,-0.00574,0.09342,0.05849,-0.04116,0.01182,0.05395,-0.00557,-0.1161
="2026/04/02 15:41:27.220",-0.04077,0.07254,0.0391,0.05596,-0.07067,0.0055,23.21325,-0.01157,-0.00819,-0.00479,864.09381,0.18964,0.01151,-0.0946,0.14354,-0.01767,0.10035,0.00812,0.06887,0.03396
="2026/04/02 15:41:27.240",-0.08138,0.09989,-0.07489,0.32719,-0.1237,0.20013,23.2968,-0.00991,-0.00276,-0.01763,865.68286,0.03142,0.0194,0.108,0.01338,0.00631,0.07151,0.03598,0.07144,-0.08984
="2026/04/02 15:41:27.260",-0.06936,-0.03121,0.05512,0.22201,0.03573,0.02194,23.1162,-0.00058,-0.00738,-0.02922,866.784,0.16295,0.05769,-0.04315,-0.01362,-0.00179,0.09961,0.07577,0.02931,-0.019
="2026/04/02 15:41:27.280",-0.10157,-0.00488,0.00747,-0.04277,0.04096,0.05805,22.09248,0.15225,-0.0026,-0.01135,866.88684,0.13864,0.00504,0.06225,-0.02645,0.01116,0.01476,-0.06342,0.01693,0.02976
="2026/04/02 15:41:27.300",-0.0949,-0.03238,-0.00989,0.12034,0.03164,0.11563,21.23533,0.03684,0.00467,0.022,867.27148,0.09424,0.00125,0.01921,-0.16249,0.00566,-0.08548,0.07219,-0.0356,-0.18733
="2026/04/02 15:41:27.320",-0.0656,-0.09813,0.08634,-0.22422,0.04524,-0.0684,20.09652,-0.03721,0.02097,-0.00221,867.16937,0.1978,0.01137,-0.01839,-0.09713,0.00283,0.11608,-0.03254,-0.03915,0.07281
="2026/04/02 15:41:27.340",-0.04995,0.05703,-0.03806,-0.05006,-0.02646,0.10996,19.41635,-0.01948,-0.04152,0.012,865.89874,0.00871,-0.0313,0.06689,-0.16096,-0.0076,-0.00316,0.01509,-0.03663,-0.03717
="2026/04/02 15:41:27.360",-0.02602,-0.01555,0.02296,0.03666,-0.06638,0.13131,18.86863,-0.05002,-0.01879,0.02154,864.67987,0.21413,-0.00585,0.00309,-0.15999,0.02363,0.14654,0.08478,-0.01484,-0.16043
="2026/04/02 15:41:27.380",-0.00245,0.00003,0.00125,-0.22376,-0.06729,0.23515,18.24228,-0.00952,0.00411,0.01766,863.80634,-0.06819,0.00603,0.04482,-0.10127,-0.01084,0.11579,-0.04254,0.01332,0.13906
="2026/04/02 15:41:27.400",0.02298,0.0634,-0.08005,0.09925,-0.13918,0.30557,18.7994,0.05377,0.02051,-0.00339,863.12091,-0.08947,0.03095,0.1046,-0.15843,-0.00295,0.06081,0.16508,0.006,-0.1748
="2026/04/02 15:41:27.420",0.06547,-0.03233,-0.01086,-0.27523,-0.05602,0.13309,19.67299,0.06668,-0.01345,0.02639,862.12323,-0.01513,0.04303,-0.05732,-0.06413,0.00328,0.11945,-0.03835,-0.02734,-0.01676
="2026/04/02 15:41:27.440",0.02436,0.04718,-0.12234,-0.08229,-0.08799,0.37223,20.70383,-0.06524,0.0008,0.0169,861.13342,-0.15817,0.00513,0.09206,-0.08727,-0.02561,0.00183,0.04213,-0.01493,-0.00574
="2026/04/02 15:41:27.460",0.05113,-0.00236,-0.089,-0.00095,-0.0723,0.12087,21.41174,0.04896,0.00018,0.02332,861.1839,-0.05967,0.02548,0.05216,-0.06339,0.01501,0.12784,0.17061,-0.01107,-0.15253
="2026/04/02 15:41:27.480",0.06655,-0.03338,-0.03558,-0.20605,-0.01581,0.09523,22.13728,0.02746,-0.00037,-0.01029,861.35651,0.05501,-0.04567,-0.02155,-0.01282,-0.00529,0.1025,-0.04238,0.00968,0.02056
="2026/04/02 15:41:27.500",-0.04819,0.0488,-0.09837,0.15529,-0.05001,0.23115,23.0232,-0.02479,0.02619,0.00738,862.28595,-0.06474,-0.06391,0.12331,-0.05668,-0.03169,-0.02273,0.13478,0.00876,-0.1457
="2026/04/02 15:41:27.520",-0.03702,-0.03952,-0.03368,-0.06766,0.01622,-0.04252,23.11021,0.11323,0.01936,-0.00678,863.26666,-0.00998,-0.02952,-0.00421,-0.04781,0.03718,0.1836,-0.0753,0.00176,0.01979
="2026/04/02 15:41:27.540",-0.04261,0.01862,-0.09097,0.03827,0.00133,0.1234,22.57394,0.00064,-0.00245,0.00552,864.62512,0.00662,-0.02327,-0.06194,-0.07173,0.00029,-0.04424,-0.02193,-0.0002,0.05247
="2026/04/02 15:41:27.560",-0.06243,-0.02843,0.01888,0.12588,-0.01128,-0.04193,22.51764,0.07882,0.00703,-0.00636,866.00366,0.07384,0.02342,-0.07804,-0.0435,-0.00651,-0.02655,0.17257,-0.0253,-0.17973
="2026/04/02 15:41:27.580",-0.02928,-0.05235,0.05889,-0.21115,0.09349,-0.35275,21.72796,0.07659,-0.00906,0.02742,867.04376,0.14288,0.02823,-0.02736,-0.09916,0.0233,0.22334,-0.10608,-0.00893,0.14131
="2026/04/02 15:41:27.600",-0.06774,0.05562,-0.0072,0.17845,0.01036,0.11634,21.0142,-0.10091,-0.0166,0.00331,867.13269,-0.02642,-0.00947,0.11097,-0.07493,-0.03685,-0.09898,0.10558,-0.01261,-0.09817
="2026/04/02 15:41:27.620",-0.01512,-0.04252,0.06359,-0.05868,-0.06907,0.07593,20.71282,0.10263,-0.00915,0.00625,866.3913,0.05279,-0.00231,0.09041,-0.11594,0.0083,0.1736,-0.00167,-0.01388,-0.09218
="2026/04/02 15:41:27.640",-0.02245,0.0299,-0.03654,-0.21597,-0.01164,-0.07692,19.94725,0.05955,-0.00371,-0.00712,865.40503,-0.01887,-0.01185,0.04133,-0.13691,0.00879,0.075,-0.04722,-0.0074,0.11154
="2026/04/02 15:41:27.660",-0.01029,0.03632,-0.12452,0.10866,-0.11494,0.39106,18.6068,0.05268,-0.01489,-0.01495,864.22528,0.08301,-0.01862,0.02771,-0.1121,-0.03618,0.03441,0.14897,0.01943,-0.21897
="2026/04/02 15:41:27.680",0.02661,-0.0402,-0.04575,-0.36588,0.01507,-0.02868,17.38508,0.04742,0.02651,0.03644,862.70374,0.03719,0.04347,-0.02162,-0.12769,0.00496,0.14887,-0.04203,-0.0036,0.14253
="2026/04/02 15:41:27.700",0.02865,0.05949,-0.11245,-0.03102,-0.10869,0.30493,18.05287,0.04288,0.03756,0.00945,861.64398,-0.00472,-0.00308,0.01285,-0.08952,-0.04435,-0.07369,0.1637,-0.01905,-0.00031
="2026/04/02 15:41:27.720",0.06809,-0.0325,-0.00868,-0.13262,-0.0443,0.22163,19.70283,-0.07631,0.00902,0.00036,861.37073,-0.043,-0.00047,-0.08201,-0.05585,0.00722,0.05756,0.02512,-0.01402,-0.19157
="2026/04/02 15:41:27.740",0.05015,-0.02709,-0.14102,-0.21906,-0.02146,-0.06477,20.83209,-0.08781,-0.00563,-0.01054,861.25909,-0.03783,-0.01332,-0.01936,-0.03078,-0.00689,0.08338,-0.01176,-0.01549,0.22982
="2026/04/02 15:41:27.760",-0.00398,0.01827,-0.11695,0.16249,-0.11671,0.26527,21.64055,-0.00789,-0.01169,-0.00061,861.37988,-0.08151,0.03261,0.0406,-0.01927,-0.0123,-0.01644,0.17932,-0.00872,-0.1847
="2026/04/02 15:41:27.780",0.01625,-0.02356,-0.01993,-0.14591,0.0231,-0.105,22.16632,0.00737,-0.00591,-0.00358,861.56207,-0.12727,0.04439,-0.04726,0.03089,0.01748,0.06054,-0.04635,-0.00559,-0.02531
="2026/04/02 15:41:27.800",-0.01124,0.05657,-0.02266,0.10355,-0.02321,0.10077,23.17056,0.08867,-0.01106,-0.0186,862.47913,-0.10124,0.00828,0.03063,0.01418,-0.00367,-0.03522,-0.02223,0.00699,0.06375
="2026/04/02 15:41:27.820",-0.08135,0.04099,0.01903,0.06561,0.00497,0.02684,23.73236,-0.01364,-0.01455,0.02364,863.79633,-0.0204,0.01131,-0.06794,0.00788,0.0069,0.00306,0.08773,0.01633,-0.17044
="2026/04/02 15:41:27.840",-0.01487,-0.00645,0.10484,-0.03421,-0.03397,-0.16583,22.7716,-0.10807,-0.01508,-0.00811,864.69092,-0.04783,0.00599,0.00186,0.00292,0.00745,-0.04267,-0.12626,0.03374,0.18847
="2026/04/02 15:41:27.860",-0.06934,0.05708,0.11117,0.24828,-0.03648,-0.00559,21.65293,-0.01661,0.0084,-0.00697,865.42181,-0.07655,-0.05303,0.00659,-0.0242,-0.01338,-0.10934,0.04696,-0.00087,-0.08429
="2026/04/02 15:41:27.880",-0.03454,-0.04281,0.11993,-0.05721,0.11205,-0.44434,20.98665,0.01367,0.00287,-0.02878,866.3927,0.01396,-0.01141,-0.08126,-0.01901,-0.01049,0.15214,-0.04294,-0.00237,-0.06067
="2026/04/02 15:41:27.900",-0.07123,0.08353,0.04257,0.23672,0.02571,-0.12332,20.73422,-0.05466,0.00498,-0.0317,867.40009,-0.06091,0.0029,0.06723,-0.06356,-0.04709,0.02761,-0.02619,0.01093,0.10354
="2026/04/02 15:41:27.920",-0.04484,0.09455,0.08601,0.29518,0.07982,-0.20664,20.12304,-0.0189,-0.01465,0.02003,866.26038,0.01087,0.00649,0.02088,-0.09334,0.0311,0.12162,0.06712,0.0056,-0.17916
="2026/04/02 15:41:27.940",-0.03136,0.07171,0.07701,0.00791,0.21651,-0.25869,19.15771,-0.02123,-0.00258,-0.01247,864.5744,0.08162,0.01549,-0.0823,0.00388,0.00448,-0.00008,0.0006,0.00716,0.11922
="2026/04/02 15:41:27.960",-0.02226,0.139,-0.00571,0.1457,0.17245,0.13452,18.78361,-0.0376,0.02304,0.00863,863.54242,-0.06993,-0.01795,0.03496,0.00498,0.06752,-0.06886,0.0225,0.06287,-0.09381
="2026/04/02 15:41:27.980",0.00721,-0.01161,-0.02365,-0.32834,0.10839,0.02001,18.70956,-0.09119,-0.01922,0.01064,861.81433,0.11072,-0.01877,0.02205,0.00932,0.0204,0.03186,0.05392,0.0743,-0.07167
="2026/04/02 15:41:28.000",0.01147,-0.13547,-0.16531,-0.30091,-0.18374,0.309,19.14205,-0.08379,-0.00647,0.0104,860.60742,-0.02464,-0.00297,0.04391,0.00144,-0.04151,-0.02204,-0.10874,0.0884,0.23466
="2026/04/02 15:41:28.020",0.05187,-0.14786,-0.14697,-0.07547,-0.36724,0.37479,20.00273,0.04182,0.03169,-0.00286,860.35492,-0.00508,0.0187,0.03053,-0.03164,-0.04277,-0.02757,0.12679,-0.03139,-0.1287
="2026/04/02 15:41:28.040",0.03295,-0.08126,-0.07508,-0.17248,-0.20078,0.08474,20.99362,0.01163,0.01404,0.02722,860.39429,0.02038,0.03098,-0.02337,-0.05041,-0.00524,0.08606,0.04449,-0.13044,0.0768
="2026/04/02 15:41:28.060",0.00331,0.08387,-0.06664,0.06206,-0.11906,0.07366,21.97478,-0.04685,0.01089,-0.00792,860.76947,-0.04522,-0.00743,0.05882,-0.02144,-0.05178,-0.10236,0.02132,-0.12477,0.03726
="2026/04/02 15:41:28.080",0.03095,0.01978,0.02459,0.00847,0.08802,-0.08994,22.88939,-0.01714,-0.00509,0.0066,861.9184,0.18993,0.01905,-0.08047,0.03334,0.04959,-0.0484,0.04527,-0.02739,-0.15218
="2026/04/02 15:41:28.100",-0.02493,0.00339,-0.00597,-0.16707,0.30463,-0.41465,22.97383,-0.07838,0.00882,0.00952,862.88037,-0.02313,0.01707,-0.01338,0.06546,0.02809,-0.03449,-0.14979,0.06592,0.21853
="2026/04/02 15:41:28.120",-0.03945,-0.03658,-0.05167,0.13307,0.20421,-0.00398,22.8795,-0.02532,0.02511,0.0115,864.22388,-0.07282,-0.02532,0.0691,0.07683,-0.01744,-0.09879,-0.03898,0.07869,-0.17593
="2026/04/02 15:41:28.140",0.00363,-0.11851,0.08233,-0.06278,0.07568,-0.22255,22.61078,0.0095,0.00738,0.00442,865.75543,0.08829,0.00156,-0.10622,0.02148,0.03949,-0.0163,-0.15853,-0.01927,0.15651
="2026/04/02 15:41:28.160",-0.06463,0.09309,0.01612,0.08851,-0.08082,-0.03499,22.22416,-0.02269,-0.01369,-0.00419,866.83881,-0.08782,-0.02284,0.01595,0.00483,-0.02324,-0.15696,-0.00998,-0.09235,0.07771
="2026/04/02 15:41:28.180",0.00304,0.04604,0.08051,0.1287,-0.1159,-0.123,21.18077,0.00242,0.00394,-0.01079,866.68756,0.00979,-0.00561,-0.03296,-0.02072,0.0046,-0.00107,-0.0753,-0.08255,-0.07031
="2026/04/02 15:41:28.200",-0.03259,0.11266,0.16044,-0.00818,0.00265,-0.24673,20.17983,-0.08178,-0.00253,-0.01757,865.95166,0.00817,-0.01129,0.00278,-0.05239,0.00016,-0.02493,-0.12774,0.05102,0.24144
="2026/04/02 15:41:28.220",-0.0282,0.20564,0.04739,0.19879,-0.00538,-0.01346,19.72041,-0.03901,-0.00543,0.01306,865.53778,-0.0906,-0.03696,0.08928,0.02841,-0.02294,-0.13353,0.0088,0.13369,-0.06172
="2026/04/02 15:41:28.240",0.03286,0.04431,0.1021,0.04804,0.11438,-0.22513,18.89048,0.00621,0.00673,0.01576,864.84235,0.0847,-0.02007,-0.11648,0.01915,0.03384,0.04814,-0.113,0.11885,0.115
="2026/04/02 15:41:28.260",0.00729,0.05301,-0.00786,0.04529,0.14939,-0.10698,17.8737,-0.01493,0.00829,0.00384,863.3067,-0.06418,-0.02862,0.05715,0.05521,-0.03039,-0.03289,0.00743,0.09608,0.14863
="2026/04/02 15:41:28.280",0.04733,-0.09348,-0.06569,0.11321,0.03221,0.05886,18.61088,-0.11771,0.00373,-0.00017,861.49542,-0.07128,0.01223,0.00263,0.0722,0.00928,-0.04502,-0.00446,0.04667,-0.08082
="2026/04/02 15:41:28.300",0.08591,-0.12558,-0.09303,-0.02452,0.07142,-0.1039,19.93412,-0.16065,-0.00838,-0.01393,860.77991,0.09703,0.05963,-0.00635,0.01293,0.04753,0.06201,-0.04093,-0.01047,0.18728
="2026/04/02 15:41:28.320",0.02292,-0.03851,-0.06348,0.03414,-0.029,0.18431,20.69155,-0.06193,-0.01762,-0.01135,860.94281,-0.1515,0.00615,0.00127,0.07102,-0.04685,-0.17152,0.08077,-0.05616,-0.08332
="2026/04/02 15:41:28.340",0.06935,-0.03891,-0.08162,-0.04663,-0.03263,-0.06091,22.21788,-0.10172,-0.02632,0.0084,861.20886,0.01239,0.02435,-0.07007,0.0517,0.04163,0.00764,-0.09607,-0.05108,0.06419
="2026/04/02 15:41:28.360",0.05535,-0.01921,-0.03007,-0.07566,0.01581,-0.13254,23.29283,-0.07519,-0.01119,-0.00331,862.03278,-0.04355,0.00099,0.01599,0.09492,0.01048,-0.10935,-0.03982,-0.02007,0.10316
="2026/04/02 15:41:28.380",0.02525,-0.05835,-0.01456,0.10659,-0.03231,0.09384,23.75784,-0.03226,0.00332,0.00422,863.67059,-0.02933,-0.03546,-0.02233,0.08439,-0.01026,-0.10565,-0.05183,0.02612,-0.13997
="2026/04/02 15:41:28.400",0.00514,-0.04082,0.03261,-0.1222,0.03866,-0.28325,23.89808,-0.00703,-0.02186,0.01212,864.78247,0.04218,0.04076,-0.12116,0.06947,0.02311,0.01462,-0.13389,-0.01848,0.26322
="2026/04/02 15:41:28.420",0.01498,0.0107,0.00212,0.12133,-0.05995,0.04083,23.47797,-0.0628,0.01611,0.01422,865.68109,-0.14074,-0.02013,0.04586,0.08181,-0.02831,-0.21876,-0.02061,-0.0333,-0.07216
="2026/04/02 15:41:28.440",0.00831,-0.04351,0.13168,0.04553,0.034,-0.22028,22.56915,-0.05564,-0.01534,-0.00658,866.73389,0.04283,0.04783,-0.06184,-0.00966,-0.00106,0.00624,-0.09122,-0.03147,0.02487
="2026/04/02 15:41:28.460",-0.00033,0.02658,0.0803,-0.07045,0.04605,-0.31786,22.05872,-0.06052,0.00631,-0.03661,867.59064,-0.11881,0.04151,0.00548,0.04265,-0.01433,-0.05176,-0.08552,0.02321,0.0743
="2026/04/02 15:41:28.480",-0.03237,0.00499,0.09961,0.1328,-0.02424,0.03032,21.49446,-0.03405,-0.00668,-0.01562,867.7467,-0.13265,0.01082,0.07915,-0.00609,-0.00756,-0.13808,-0.04621,-0.00567,-0.04596
="2026/04/02 15:41:28.500",0.04628,-0.03224,0.06971,-0.09699,0.05382,-0.4115,20.69788,-0.05274,0.0017,-0.01029,867.08954,-0.06551,0.0255,-0.0849,-0.02738,0.02335,0.09513,-0.11569,0.00326,0.1971
="2026/04/02 15:41:28.520",0.00756,0.01944,0.00293,0.02601,0.0005,0.01964,19.93075,-0.0357,0.02172,-0.01133,865.82678,-0.07888,-0.03818,0.0967,0.0334,-0.02195,-0.13611,0.0445,0.01198,-0.03885
="2026/04/02 15:41:28.540",0.07669,-0.04832,0.07546,0.00919,0.00753,-0.05757,18.38439,-0.04721,-0.03754,0.01036,864.90326,-0.04456,-0.02631,-0.05956,-0.07731,0.00338,0.04914,-0.05346,0.02373,-0.01554
="2026/04/02 15:41:28.560",0.06386,0.01597,-0.04298,-0.19311,0.00149,-0.09519,18.23509,-0.06378,-0.0083,-0.03162,863.89508,-0.06962,-0.00466,-0.03931,0.00394,0.01303,-0.02334,-0.11223,0.0141,0.30059
="2026/04/02 15:41:28.580",0.08484,0.01814,-0.11187,0.11794,-0.06434,0.36124,19.48605,-0.0011,0.01775,0.03131,862.44043,-0.05453,-0.03014,0.12021,0.00895,-0.00563,-0.18353,0.07355,0.01901,-0.20782
="2026/04/02 15:41:28.600",0.10848,-0.13824,0.10154,-0.21281,0.09003,-0.22012,20.15925,-0.05679,0.02511,-0.05373,861.53912,-0.00139,0.03863,-0.06138,-0.01536,0.02521,0.07246,-0.06226,-0.0016,0.09768
="2026/04/02 15:41:28.620",0.04765,0.00771,-0.09715,-0.11062,-0.04163,0.07593,20.86344,-0.04887,-0.01386,0.01881,861.37628,-0.12937,0.00912,0.04533,0.07642,-0.01473,-0.11942,-0.08865,0.00076,0.09939
="2026/04/02 15:41:28.640",0.08977,-0.07512,-0.01653,0.11872,-0.00557,0.01743,21.81647,-0.0144,0.0246,0.01429,861.9046,0.05811,0.01457,-0.04605,0.00077,0.02308,-0.01294,0.07882,-0.03564,-0.14473
="2026/04/02 15:41:28.660",0.0589,-0.06354,0.03805,-0.15718,0.07815,-0.28448,23.13315,0.05648,-0.0372,0.00376,862.6048,0.13506,-0.01463,-0.09407,0.11531,0.02463,-0.01717,-0.13105,-0.01311,0.29709
="2026/04/02 15:41:28.680",0.00083,0.04556,-0.00027,0.18648,-0.03182,0.23107,24.40715,0.06246,-0.01467,-0.02285,863.18604,0.03321,-0.03369,0.06284,0.0618,-0.01594,-0.17773,0.03958,-0.00446,-0.13512
="2026/04/02 15:41:28.700",0.04805,-0.08867,0.13116,-0.02801,0.075,-0.3564,24.0787,-0.04853,-0.01174,0.00609,864.65259,0.08331,0.03857,-0.09566,0.05199,0.02746,0.07154,-0.00704,-0.01759,0.07283
="2026/04/02 15:41:28.720",-0.04988,0.02946,0.08498,-0.02226,0.03371,-0.11195,23.77964,-0.01422,0.02498,0.04691,866.55902,-0.0275,0.01261,0.04692,0.07602,-0.01417,-0.01404,-0.05627,-0.01356,0.13054
="2026/04/02 15:41:28.740",-0.00063,-0.01884,0.05532,0.24736,-0.04198,-0.05868,23.80323,0.01332,0.03087,0.01304,867.84015,0.0204,0.00407,-0.06406,-0.00215,-0.01891,-0.16474,-0.016,-0.00086,-0.19119
="2026/04/02 15:41:28.760",0.02818,-0.06505,0.10233,-0.21432,0.09781,-0.28255,22.69611,-0.09879,-0.03885,-0.02132,867.73932,0.1813,0.04759,-0.10598,0.03686,0.0114,0.04283,-0.14769,0.02269,0.26764
="2026/04/02 15:41:28.780",-0.05037,0.00087,-0.02565,0.06248,-0.0511,0.0392,21.45673,0.09894,-0.02797,-0.02399,866.77618,0.00828,-0.02013,-0.02292,0.02504,-0.03188,-0.1648,0.09187,-0.00196,-0.07374
="2026/04/02 15:41:28.800",-0.00419,-0.06168,0.01177,0.05687,-0.0118,-0.06444,20.4533,0.0534,-0.01257,-0.02917,866.50323,0.23013,-0.01259,-0.10281,-0.00916,0.02731,0.02174,-0.07733,-0.0387,0.03323
="2026/04/02 15:41:28.820",0.03319,0.04407,-0.02268,-0.14279,0.00107,-0.09915,19.49255,-0.09443,-0.02106,0.03075,865.98511,0.01284,-0.04887,-0.0022,0.05194,0.00901,-0.01955,-0.03028,-0.01606,0.08673
="2026/04/02 15:41:28.840",0.05115,0.02595,-0.01972,0.27635,-0.11303,0.36357,19.04519,-0.08047,0.01711,0.04793,864.87561,0.11559,-0.02427,0.06149,-0.01184,-0.00616,-0.07876,0.07794,0.0033,-0.18726
="2026/04/02 15:41:28.860",0.0677,-0.04928,0.01839,-0.19835,0.02173,-0.15711,19.45625,0.04885,0.03326,0.03873,863.26227,0.07664,0.01863,0.03353,0.0528,0.02718,0.05428,-0.05197,0.0185,0.19668
="2026/04/02 15:41:28.880",0.03262,0.07313,0.02703,-0.0083,-0.06908,0.21044,19.95124,0.07188,0.01135,-0.02121,861.8056,0.09883,-0.00328,0.11197,0.04131,-0.03458,-0.07757,0.13748,-0.01843,-0.16337
="2026/04/02 15:41:28.900",0.12427,0.03425,0.05845,0.07774,-0.07145,0.06183,20.64853,0.00073,-0.01944,-0.00658,860.65948,0.10814,0.00077,-0.07364,0.05846,-0.0074,-0.04043,-0.03698,0.03182,-0.06528
="2026/04/02 15:41:28.920",0.02487,0.03453,-0.06957,-0.13108,-0.01796,-0.01114,21.67585,-0.06252,-0.0179,0.01456,861.08923,0.09765,-0.01184,0.04566,0.06611,0.00349,0.03041,0.0176,0.04945,0.09245
="2026/04/02 15:41:28.940",0.02456,-0.11394,-0.11106,0.32376,-0.0674,0.11392,23.43797,-0.03972,0.00404,0.02376,862.69434,0.04164,-0.02943,0.05465,0.00613,-0.04483,-0.09447,0.02049,0.04747,-0.14129
="2026/04/02 15:41:28.960",0.0576,-0.27807,-0.12435,0.10706,0.06963,-0.33172,24.32977,0.08449,0.00907,0.02602,863.89319,0.21392,-0.00073,-0.00979,0.07086,0.04555,0.10455,-0.106,0.01931,0.0611
="2026/04/02 15:41:28.980",-0.06266,-0.25127,-0.03703,0.2,0.20673,-0.29187,24.6005,0.01013,0.02393,0.04608,864.86145,0.00126,-0.02796,0.01037,0.10451,0.04774,0.01345,-0.03313,-0.0753,-0.00404
="2026/04/02 15:41:29.000",0.05491,-0.04432,0.11778,0.35148,0.18777,0.01821,24.18605,0.08006,0.03083,-0.00654,865.97839,0.21791,0.00938,-0.04999,0.06853,0.00836,0.00683,0.07755,-0.16822,-0.07573
="2026/04/02 15:41:29.020",0.03762,0.13758,0.14014,-0.21587,0.10937,-0.13361,22.98858,-0.0231,-0.01982,-0.00337,867.32281,0.11258,-0.0298,-0.04695,-0.00518,-0.00621,0.1525,-0.04522,-0.18512,0.05763
="2026/04/02 15:41:29.040",0.02166,0.16005,0.18351,0.07092,-0.15531,0.14688,21.97914,0.05935,-0.00591,-0.01828,868.05542,0.12819,-0.02713,0.02098,-0.04897,-0.03757,-0.18562,-0.03932,-0.03951,-0.08821
="2026/04/02 15:41:29.060",-0.01064,0.13374,0.09208,-0.07523,-0.09149,0.01314,21.56291,-0.00458,-0.01772,0.00529,867.46643,0.17241,0.03008,-0.05527,-0.10609,0.02662,0.13343,0.05813,0.12751,0.00014
="2026/04/02 15:41:29.080",-0.03694,0.07562,0.01795,-0.18485,0.01521,-0.07494,20.85574,0.07182,-0.01158,0.00868,866.83167,-0.08797,-0.03319,0.13852,-0.01505,-0.00454,-0.0528,-0.01703,0.1662,0.00168
="2026/04/02 15:41:29.100",-0.01798,0.01198,0.00092,0.169,-0.05514,0.16033,20.25508,0.04924,0.00162,-0.00521,866.31409,0.1096,-0.00831,-0.01535,-0.00114,0.03206,0.03635,0.10382,0.09955,-0.10892
