time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ
="2026/04/02 15:43:13.440",0.00028,0.01209,-0.04794,-0.08203,0.00606,0.00982,17.61958,0.04423,0.01187,-0.00989,863.73633,-0.02343,-0.00342,-0.10466,-0.06591,0.00402,-0.00715,0.02222,-0.03669,0.00936
="2026/04/02 15:43:13.460",0.025,0.01535,0.02371,-0.11724,0.01333,0.01968,17.75494,0.00241,-0.00798,-0.01204,861.55402,0.05561,0.00501,-0.03249,-0.05665,-0.00543,-0.01223,0.02833,-0.0275,-0.03567
="2026/04/02 15:43:13.480",0.00354,0.0029,-0.01567,-0.12139,0.01345,0.0559,17.62235,0.02365,-0.0103,-0.01474,859.90149,-0.01729,0.00546,0.04425,-0.00839,-0.00201,-0.00309,0.04318,-0.03117,0.0667
="2026/04/02 15:43:13.500",0.14715,-0.01727,-0.04739,-0.10165,0.01183,0.09031,18.96153,-0.0181,-0.00177,-0.01775,859.19684,-0.0147,-0.0171,-0.01264,-0.00906,0.00209,0.01244,0.04865,0.03374,-0.02574
="2026/04/02 15:43:13.520",0.07088,-0.00696,0.03563,-0.07703,0.00477,0.05413,21.61571,0.01485,0.0028,0.00047,859.70477,0.0361,0.00608,0.00322,0.04219,0.01046,0.01492,0.04721,0.016,0.01595
="2026/04/02 15:43:13.540",0.03711,-0.01684,-0.00155,-0.0188,-0.00089,0.05715,23.53655,0.03081,0.00805,0.00681,860.50433,0.02743,0.01246,0.05228,0.06085,0.00346,-0.00046,0.03479,0.00584,0.04769
="2026/04/02 15:43:13.560",0.06491,-0.0117,-0.06037,-0.00478,0.00327,0.05332,24.35418,0.03511,0.0023,-0.00279,861.81378,0.04399,0.01607,0.06304,0.05443,-0.01675,-0.05403,0.03855,0.00205,-0.05601
="2026/04/02 15:43:13.580",-0.03743,-0.0031,0.07102,0.07964,-0.01221,-0.01839,24.62812,0.00856,-0.00345,-0.0168,863.63336,-0.02512,0.00171,-0.00476,0.06579,-0.02465,-0.00468,0.03013,0.00148,-0.02618
="2026/04/02 15:43:13.600",-0.05736,0.00578,0.00691,0.06786,-0.01426,-0.15574,24.38659,-0.028,-0.01391,-0.00936,865.74872,-0.07871,-0.04362,-0.03419,0.02818,-0.00776,-0.02839,-0.02569,0.00482,-0.02822
="2026/04/02 15:43:13.620",-0.07955,0.00671,0.04919,0.06835,-0.03408,-0.21953,23.71938,-0.02596,-0.01938,-0.03459,868.06854,-0.02913,-0.00107,-0.04373,0.0513,-0.02958,-0.0444,-0.01225,0.00304,-0.00512
="2026/04/02 15:43:13.640",-0.05625,-0.00152,0.03742,0.06093,0.00559,-0.0904,22.48516,0.02896,0.00408,-0.00417,870.00012,0.00016,-0.02749,-0.02527,0.00896,-0.00277,-0.00375,-0.03714,0.00619,-0.02202
="2026/04/02 15:43:13.660",-0.11671,0.00185,0.02195,0.00885,-0.02867,-0.17849,20.23182,0.01402,0.00648,0.00494,869.92938,0.00475,-0.032,0.06266,-0.04862,0.00305,-0.03685,-0.00279,0.00315,-0.01501
="2026/04/02 15:43:13.680",-0.09106,-0.00355,-0.00906,0.01935,-0.00792,-0.08165,18.19041,0.00226,-0.0069,-0.00734,868.16602,-0.03321,-0.00407,0.05026,0.00789,-0.00539,-0.08114,-0.07092,-0.00474,0.01297
="2026/04/02 15:43:13.700",-0.04721,-0.01551,0.0169,-0.00145,0.02418,-0.09293,17.37145,0.03008,0.00244,0.00085,866.25861,-0.04967,-0.02334,-0.10323,-0.0366,-0.03134,-0.07348,-0.00255,-0.019,0.02277
="2026/04/02 15:43:13.720",-0.00406,0.00133,-0.00535,-0.04049,-0.00083,0.00475,16.72298,0.00813,-0.00004,-0.00195,864.77618,-0.01652,0.0085,0.01972,-0.04433,-0.00722,-0.05207,-0.01102,0.00428,0.00047
="2026/04/02 15:43:13.740",0.0173,0.00005,0.04746,-0.15265,0.00937,0.09819,16.64365,0.00165,-0.00543,-0.00517,863.40295,0.03243,-0.02638,-0.03617,-0.031,0.00601,0.01027,0.08037,0.0132,0.01428
="2026/04/02 15:43:13.760",0.16099,-0.00427,-0.03164,-0.09361,-0.0274,0.01356,17.36499,-0.01189,-0.00389,0.00276,861.97101,-0.00362,0.00434,0.07834,-0.03293,0.01405,-0.04592,0.06129,0.02291,-0.01197
="2026/04/02 15:43:13.780",0.07085,-0.00268,-0.02427,-0.1975,0.01968,0.13542,18.51411,0.01939,-0.00948,-0.00601,860.74542,-0.00663,-0.03324,-0.00139,-0.00346,-0.01074,-0.00617,0.01163,0.03416,-0.01025
="2026/04/02 15:43:13.800",0.08847,-0.00737,-0.00886,-0.11863,0.02507,0.03871,19.92606,-0.02096,-0.0167,-0.02749,859.73932,-0.04458,-0.03123,0.01895,0.02353,-0.02358,0.05787,0.088,0.02058,-0.01395
="2026/04/02 15:43:13.820",0.11534,-0.00198,-0.02695,-0.02391,0.02794,0.01579,21.78926,-0.0237,-0.00119,-0.00829,860.10791,-0.01855,-0.0579,-0.04266,-0.00236,0.00889,0.02248,0.05203,-0.00136,-0.00783
="2026/04/02 15:43:13.840",0.03596,-0.01438,-0.03807,0.05224,0.01926,0.04,23.34898,0.01243,0.00884,0.01348,861.30841,-0.00407,-0.01559,0.00993,0.04357,-0.01268,-0.00334,0.04302,-0.00027,-0.03253
="2026/04/02 15:43:13.860",-0.00063,0.00289,-0.06285,0.11057,0.02333,0.02387,24.53563,-0.01172,0.00116,0.00774,862.50391,-0.00855,0.02373,-0.05506,0.06856,0.00531,0.08293,0.00448,-0.00272,0.00893
="2026/04/02 15:43:13.880",-0.03677,-0.00033,-0.03206,0.07699,0.01314,0.0056,25.35211,-0.00278,0.00503,0.01559,864.03577,-0.00323,0.00381,-0.00999,0.04232,0.00432,0.01607,-0.02841,-0.00101,-0.01994
="2026/04/02 15:43:13.900",-0.02668,-0.00685,-0.01737,0.06973,-0.01992,-0.11636,25.38225,0.005,0.0021,0.00128,865.99744,0.0134,0.06265,0.08701,0.07758,-0.05293,-0.1259,-0.0092,-0.0051,0.00536
="2026/04/02 15:43:13.920",-0.12653,-0.00762,0.04815,0.13733,-0.01776,-0.05603,24.30424,0.012,-0.00053,0.00088,867.57367,-0.04935,-0.02249,0.02701,0.0424,-0.01063,-0.0389,-0.02372,0.01745,-0.0146
="2026/04/02 15:43:13.940",-0.04555,0.00369,0.00161,0.16783,0.03009,-0.1356,22.72046,0.0168,0.00093,-0.00705,867.9859,-0.06446,-0.024,0.0417,-0.00668,0.02444,0.01778,-0.00986,0.03066,-0.05279
="2026/04/02 15:43:13.960",-0.06866,-0.0075,0.03804,0.07086,-0.03039,-0.05092,20.47874,-0.00392,0.00138,-0.00389,868.0365,-0.0744,-0.01856,0.00854,-0.05233,-0.02132,-0.10201,0.00349,0.01388,-0.0799
="2026/04/02 15:43:13.980",-0.04645,-0.00494,0.03375,-0.01843,0.01292,-0.05699,18.59532,0.01496,-0.00293,-0.01752,867.86365,-0.01485,-0.02935,-0.03094,-0.06929,-0.00438,-0.09063,-0.02239,-0.01614,0.03287
="2026/04/02 15:43:14.000",0.01504,-0.00831,0.00585,0.01694,0.02975,-0.0593,17.37192,0.00381,0.00656,0.00976,866.80902,-0.04925,0.03107,0.14379,-0.0603,-0.01248,-0.01264,-0.0307,0.02186,0.00434
="2026/04/02 15:43:14.020",0.00528,-0.01066,0.03424,-0.0792,0.00659,-0.05879,16.59545,-0.0233,-0.01092,-0.00856,864.95892,0.00414,0.01422,-0.04571,-0.06056,0.0205,0.08362,0.0333,0.00533,0.02403
="2026/04/02 15:43:14.040",0.07462,-0.00447,0.01781,-0.12196,0.00087,0.03905,16.77742,0.00243,-0.01031,-0.02991,863.01544,-0.02935,-0.02585,-0.00522,-0.02633,0.01851,-0.01405,0.07165,-0.01962,0.03787
="2026/04/02 15:43:14.060",0.04618,0.00946,-0.04987,-0.12493,0.02061,0.06859,18.2687,0.02703,0.00848,-0.01202,861.59082,0.00407,0.01489,0.06921,-0.02052,-0.0013,-0.05214,0.04398,-0.01972,-0.00094
="2026/04/02 15:43:14.080",-0.00724,-0.00532,0.03041,-0.1043,0.01206,0.14843,19.11061,-0.01703,-0.02401,-0.01168,860.3905,-0.01287,-0.01557,-0.05956,-0.00559,-0.00713,0.04848,0.01449,-0.02485,0.02827
="2026/04/02 15:43:14.100",0.12016,-0.00619,-0.06896,-0.16016,-0.01268,-0.05579,20.4177,-0.04147,0.00045,0.00569,859.97455,-0.03001,0.01327,0.00559,0.00911,-0.00919,-0.06056,-0.00867,-0.00727,0.01932
="2026/04/02 15:43:14.120",0.0158,-0.00328,-0.0298,-0.0877,-0.00083,0.01057,22.8643,0.02349,0.00311,-0.0008,859.82294,-0.02914,0.0012,-0.06456,0.04082,0.00013,-0.03615,0.04524,-0.01772,-0.01488
="2026/04/02 15:43:14.140",0.03693,0.01884,0.02286,0.04649,0.00314,-0.14233,24.75999,0.03398,0.00085,-0.0356,860.74805,-0.03802,0.02125,-0.02452,0.04065,0.01133,0.08976,0.01578,0.02172,-0.05265
="2026/04/02 15:43:14.160",0.03802,0.01224,0.01995,0.07788,-0.01958,0.01181,25.333,0.02114,0.00202,-0.01408,862.80994,-0.04308,0.0084,0.0225,0.12357,0.00172,0.07832,0.02972,0.03045,-0.0633
="2026/04/02 15:43:14.180",-0.01118,-0.0026,0.00229,0.09892,0.01792,-0.05037,25.20621,0.00404,-0.00618,-0.00222,865.10638,-0.06295,-0.0022,0.02111,0.0901,0.00939,-0.08306,-0.00104,0.01413,-0.05149
="2026/04/02 15:43:14.200",-0.03421,-0.02463,0.01109,0.06213,0.00109,-0.11508,24.8694,0.00628,-0.00175,-0.01299,866.93793,0.0257,-0.00996,-0.06229,0.03736,0.01161,-0.06772,-0.02256,-0.01691,0.00486
="2026/04/02 15:43:14.220",-0.06516,-0.01124,-0.02439,0.07837,0.00342,-0.09046,24.09977,-0.02037,0.00017,-0.00463,868.10449,-0.03379,0.01869,0.05916,-0.00879,0.00289,-0.10011,-0.04482,-0.00092,-0.02198
="2026/04/02 15:43:14.240",-0.12502,-0.00898,-0.02039,0.08247,-0.00362,-0.07124,22.3065,0.00662,-0.0092,-0.02216,868.85815,0.0136,-0.03733,-0.17174,-0.02146,0.02156,0.0598,-0.03532,-0.0164,-0.01174
="2026/04/02 15:43:14.260",-0.11187,-0.00483,0.10436,0.04468,0.00364,-0.06019,19.597,-0.01373,-0.01873,-0.00776,868.97198,-0.00485,0.00433,0.00111,-0.05825,0.00317,-0.02151,-0.03854,-0.01968,0.04069
="2026/04/02 15:43:14.280",-0.09864,0.00287,0.03014,-0.03132,-0.00849,-0.02257,17.50574,0.01954,0.01095,0.00768,868.0719,0.01553,0.01638,-0.02108,-0.05694,-0.00464,-0.04716,-0.01356,-0.0111,0.03874
="2026/04/02 15:43:14.300",-0.03685,-0.00436,-0.0175,-0.06255,-0.00866,-0.02333,16.76561,-0.00245,-0.00978,-0.01707,866.36731,-0.0197,0.02746,0.05788,-0.02767,0.01723,0.05517,0.01032,-0.0092,0.04804
="2026/04/02 15:43:14.320",0.05079,-0.01,-0.00784,-0.13803,0.00205,-0.00133,16.48709,-0.01061,-0.00879,-0.00656,863.91864,-0.05141,0.00488,0.00871,-0.07579,0.00928,-0.04952,0.01309,-0.0066,-0.00629
="2026/04/02 15:43:14.340",0.10081,0.00152,-0.01991,-0.12161,0.00915,-0.04862,16.3423,-0.00242,-0.00728,0.00434,861.76245,-0.03964,0.04261,0.06518,-0.08558,-0.01249,-0.02281,0.02715,-0.00129,-0.02942
="2026/04/02 15:43:14.360",0.09996,-0.01471,-0.03581,-0.07775,0.02657,0.09434,17.14157,-0.01248,-0.0016,0.00843,860.72559,-0.05096,0.01568,-0.00599,-0.04405,0.01202,-0.01662,0.02309,-0.01568,0.02768
="2026/04/02 15:43:14.380",0.1253,-0.01371,-0.01268,-0.1031,0.02154,0.01665,18.96951,0.00403,0.00342,0.00453,860.10681,0.00626,-0.0065,0.0659,-0.03453,0.00559,0.04952,0.02334,0.00119,0.03652
="2026/04/02 15:43:14.400",0.06541,-0.01529,-0.02937,-0.07807,0.01321,0.11842,20.98123,0.00427,0.00848,0.01226,860.04773,0.01139,0.0215,0.05908,0.0207,-0.00771,-0.02817,0.0004,-0.00794,0.02898
="2026/04/02 15:43:14.420",0.06902,-0.00719,-0.01213,0.03554,0.01545,-0.01316,22.29945,-0.00287,0.00409,-0.00065,860.32172,0.00702,-0.00634,-0.03262,0.07225,0.00964,0.04414,-0.00208,-0.0178,0.01952
="2026/04/02 15:43:14.440",0.00683,0.00996,0.00667,0.02929,-0.01368,-0.00325,23.74214,0.02203,0.00441,0.01084,861.37396,-0.0355,0.01047,0.04868,0.03112,-0.00851,-0.02636,-0.01711,-0.01036,-0.01485
="2026/04/02 15:43:14.460",-0.01657,0.00116,0.01028,0.05985,-0.00484,-0.03382,24.66046,0.00811,-0.0005,-0.00462,863.8443,-0.05918,-0.01186,-0.02191,0.08552,-0.01587,0.07603,-0.00872,0.00533,-0.02453
="2026/04/02 15:43:14.480",-0.05543,-0.00041,0.01733,0.08227,-0.01781,-0.121,24.76106,-0.01168,-0.00998,-0.00652,866.14496,-0.03846,-0.01707,-0.10681,0.03837,0.01429,0.0508,0.00554,0.0307,-0.01321
="2026/04/02 15:43:14.500",-0.07222,-0.01357,-0.00777,0.12693,0.02984,-0.07081,24.47532,-0.00441,-0.00537,-0.00001,867.6748,-0.02186,0.02178,0.02575,0.05178,-0.0301,0.04132,-0.00048,0.05469,-0.02957
="2026/04/02 15:43:14.520",-0.07129,-0.00678,0.01547,0.12849,0.03752,0.02843,23.25313,-0.02438,-0.00887,0.001,868.30603,0.01836,0.04563,0.02565,0.03375,-0.00555,0.02044,0.00918,0.02515,0.00733
="2026/04/02 15:43:14.540",-0.08516,-0.00421,0.01905,0.06365,0.01087,-0.08717,21.37186,-0.005,-0.00539,-0.0079,868.31433,0.01318,-0.00589,0.01026,-0.01771,-0.01114,0.03468,-0.00768,0.01071,-0.0141
="2026/04/02 15:43:14.560",-0.04467,0.00282,-0.01185,0.00004,0.02801,-0.01887,19.78431,0.0123,-0.00022,-0.00127,867.9104,0.01362,0.01529,0.08392,-0.11073,0.02323,-0.04502,-0.01336,0.00256,-0.01621
="2026/04/02 15:43:14.580",-0.04404,0.00135,0.02217,0.004,0.0212,0.03793,18.80365,-0.02554,-0.01149,-0.00882,867.26196,-0.02056,-0.00514,-0.07298,-0.07946,-0.02001,-0.18307,-0.00558,-0.01427,-0.00524
="2026/04/02 15:43:14.600",0.01165,-0.00911,0.00458,-0.06574,-0.0004,0.02119,17.74979,-0.02687,-0.00539,0.01689,866.2132,0.01807,0.02173,0.13032,-0.05618,0.00804,0.02524,0.01423,-0.02164,-0.00744
="2026/04/02 15:43:14.620",0.0392,0.00224,0.0142,-0.09455,0.00647,0.01905,16.96823,-0.00581,-0.00544,-0.01087,864.30518,-0.06288,-0.03276,-0.03628,-0.06471,-0.00011,-0.04595,0.0233,-0.00892,0.01209
="2026/04/02 15:43:14.640",0.06135,-0.00718,-0.01726,-0.12206,-0.00533,-0.0039,16.84245,-0.02129,-0.00558,-0.00016,861.76331,-0.02627,-0.00872,0.0283,0.00501,0.01715,0.04593,0.0315,-0.0014,0.00668
="2026/04/02 15:43:14.660",0.06786,-0.00669,-0.03395,-0.10653,0.00804,0.08597,17.76464,0.00604,-0.00575,-0.00664,860.28455,-0.00277,-0.00604,-0.06514,-0.02269,0.01243,0.05933,0.02921,-0.00362,0.00252
="2026/04/02 15:43:14.680",0.07613,-0.00728,0.0039,-0.09512,0.02565,0.06939,19.70596,0.00421,-0.0082,0.00484,860.13165,-0.0081,0.04161,0.03533,0.00359,0.01118,0.00241,0.02922,-0.01255,0.01117
="2026/04/02 15:43:14.700",0.06945,-0.01092,-0.01875,-0.05162,-0.00484,0.00918,21.73127,-0.02807,-0.01638,-0.01107,860.12274,0.00226,-0.00495,-0.02355,0.01621,-0.0295,0.03552,0.01042,-0.01757,0.01283
="2026/04/02 15:43:14.720",0.07715,-0.01274,-0.02065,-0.02491,0.00467,0.02572,23.58486,-0.01676,-0.00216,0.00154,860.90393,-0.01572,0.02961,0.06581,0.07043,-0.0282,0.07649,0.01906,-0.00315,0.00221
="2026/04/02 15:43:14.740",0.01569,-0.00791,-0.01429,0.054,-0.01788,-0.06297,25.27659,-0.01492,-0.00769,0.01011,862.33276,0.00772,-0.00166,-0.07843,0.02712,-0.02341,0.03547,0.00377,-0.00331,-0.02313
="2026/04/02 15:43:14.760",-0.02991,0.00576,-0.01173,0.05529,0.00477,-0.09179,25.8032,0.00544,0.00252,0.01689,864.54224,0.01247,-0.00452,0.02657,0.02431,-0.02583,0.02133,0.00971,0.00702,-0.01029
="2026/04/02 15:43:14.780",-0.08635,-0.00243,0.00961,0.11935,0.01418,-0.1029,25.37211,0.00075,-0.0019,0.01399,866.58789,-0.05638,-0.0144,0.00242,0.08971,0.01178,0.05706,-0.03219,0.0099,-0.02748
="2026/04/02 15:43:14.800",-0.08601,0.01308,0.0313,0.10197,0.00034,-0.04554,23.96899,-0.01865,-0.01145,0.00358,868.19434,-0.0441,-0.00781,-0.00746,0.07807,-0.00797,-0.0023,-0.01059,0.01094,-0.00103
="2026/04/02 15:43:14.820",-0.10962,-0.00376,0.01912,0.04894,0.01586,-0.06668,22.32471,0.0046,0.00204,0.00837,869.15747,-0.03803,-0.03218,-0.04297,-0.01052,0.01089,-0.00439,-0.02188,0.00901,-0.02281
="2026/04/02 15:43:14.840",-0.06334,-0.01255,0.00932,0.07357,0.01221,-0.04258,20.90306,0.04542,0.00684,0.0019,868.92816,-0.01338,0.02527,0.03413,-0.11316,-0.00431,-0.00012,-0.01735,-0.0027,-0.02559
="2026/04/02 15:43:14.860",-0.0681,-0.01018,0.0114,0.02543,0.00732,-0.03335,19.03835,0.02917,0.00923,-0.00537,867.64612,-0.02184,0.04319,-0.04079,-0.02994,0.01823,0.04339,0.00519,-0.01478,0.01038
="2026/04/02 15:43:14.880",-0.03259,-0.00551,-0.00031,-0.01981,-0.00247,-0.06348,17.71198,0.03758,0.0109,-0.0019,866.15985,-0.00373,0.00004,-0.036,-0.05156,-0.00787,-0.01434,-0.00533,-0.01809,0.00954
="2026/04/02 15:43:14.900",0.00947,-0.00153,-0.0032,-0.04695,0.00604,0.08021,17.35606,-0.00041,-0.00642,0.00299,864.8783,-0.02032,-0.0323,-0.03946,-0.10269,0.0022,0.01658,0.02521,-0.01692,0.00176
="2026/04/02 15:43:14.920",0.05334,-0.00067,-0.01737,-0.11906,0.00678,0.0427,17.39772,0.00404,-0.00342,-0.01095,863.41736,0.00159,-0.0106,0.03327,-0.04407,0.01211,0.06524,0.00601,-0.00683,0.00099
="2026/04/02 15:43:14.940",0.07857,0.00551,-0.02438,-0.14289,-0.00017,0.03561,18.05519,0.02508,-0.0036,-0.01334,861.65222,-0.02076,0.01088,0.09182,-0.00586,-0.01669,-0.03353,0.03171,-0.00059,0.0165
="2026/04/02 15:43:14.960",0.10049,0.00781,-0.00744,-0.13798,0.01226,0.09339,18.83557,0.02825,-0.00392,-0.02428,860.55157,-0.05365,0.01574,0.04704,0.00914,-0.01529,-0.03708,0.03437,0.00082,0.01467
="2026/04/02 15:43:14.980",0.08299,0.00217,-0.0144,-0.09569,-0.00257,-0.03158,20.41826,0.04498,0.00898,-0.00354,860.04645,-0.02383,-0.02244,-0.00844,0.06298,-0.00872,-0.0043,0.01994,0.00047,0.00413
="2026/04/02 15:43:15.000",0.07155,-0.00202,0.00603,-0.03255,-0.0067,0.0071,22.44118,-0.02222,-0.00029,0.00675,859.89276,0.00452,0.01357,0.05122,0.04277,-0.00646,-0.03301,0.01472,-0.01439,0.00453
="2026/04/02 15:43:15.020",0.0234,-0.00667,-0.00103,0.02555,-0.00284,0.02467,24.07055,-0.00686,-0.0052,-0.01259,860.52368,-0.01154,-0.01751,-0.01426,0.04623,0.02475,-0.07921,-0.00137,-0.00467,-0.00844
="2026/04/02 15:43:15.040",-0.0159,-0.00264,-0.01939,0.0326,0.01472,-0.09096,24.63723,0.01272,-0.00115,-0.00233,862.45184,-0.01149,-0.03396,-0.00933,0.03498,0.01399,-0.021,0.00379,-0.00953,-0.00026
="2026/04/02 15:43:15.060",-0.0566,-0.00858,0.0018,0.04225,0.03318,-0.00884,25.05867,-0.02041,-0.00452,0.01729,865.05005,-0.01497,0.00663,0.05025,-0.00659,0.00794,0.03365,-0.01831,-0.0015,-0.00171
="2026/04/02 15:43:15.080",-0.05609,-0.00614,0.02307,0.14883,-0.00835,-0.04558,25.09327,0.01178,-0.00251,-0.02037,866.76392,0.00051,-0.02014,0.01704,0.0528,0.00577,0.04346,-0.02089,0.00151,-0.02994
="2026/04/02 15:43:15.100",-0.08346,0.00635,0.00746,0.04433,0.00712,-0.13026,23.97139,-0.01653,-0.00072,-0.01508,868.18335,-0.01228,-0.01399,0.00074,0.05607,-0.02222,-0.01819,-0.00672,0.009,-0.02055
="2026/04/02 15:43:15.120",-0.0767,0.00093,0.01465,0.15125,0.00241,0.03158,22.45864,0.01915,0.00955,0.01423,868.48187,-0.01787,-0.00876,-0.02023,-0.09606,-0.02972,-0.03691,-0.02655,0.01011,-0.00887
="2026/04/02 15:43:15.140",-0.07099,-0.00674,0.01408,0.01635,0.01129,-0.04989,20.58996,0.01558,0.01181,0.00206,868.32623,-0.02183,0.00133,0.00789,-0.05256,0.00465,-0.0464,-0.0148,0.00345,-0.00859
="2026/04/02 15:43:15.160",-0.05705,-0.0045,0.01887,0.04008,0.02039,-0.04934,18.99812,0.02074,0.00862,-0.00185,867.61011,0.01086,0.01256,0.01133,-0.04027,0.01086,-0.03912,0.00759,0.00745,-0.0031
="2026/04/02 15:43:15.180",-0.01811,-0.00354,-0.00371,-0.02446,0.01651,-0.04791,17.52554,-0.01228,-0.00391,0.00005,865.74994,0.0024,0.00612,0.01858,-0.07087,0.01369,-0.07365,-0.00039,0.0092,0.01602
="2026/04/02 15:43:15.200",0.02679,0.00185,-0.01281,-0.02997,0.01968,0.05299,15.84526,0.01157,0.00033,-0.00131,863.76947,-0.00372,0.0106,0.03903,-0.03641,0.02576,-0.03112,0.0149,0.00173,0.00092
="2026/04/02 15:43:15.220",0.0411,-0.00261,-0.02394,-0.09777,0.01873,0.02946,15.60444,-0.00186,-0.00317,0.00752,861.99292,-0.00843,-0.0068,0.0281,-0.01631,0.02177,0.01423,0.01899,-0.01148,0.01914
="2026/04/02 15:43:15.240",0.07591,-0.00152,-0.0055,-0.12159,0.00134,0.05797,16.88625,0.03853,0.00467,-0.01034,860.78619,-0.00446,0.00182,-0.00491,-0.03564,0.00556,-0.01524,0.0346,-0.01503,0.03255
="2026/04/02 15:43:15.260",0.09071,0.00433,-0.03021,-0.05445,0.00095,0.07555,19.04793,0.00525,0.00559,0.00761,859.849,-0.0135,-0.00018,0.0258,0.00514,-0.02522,0.08686,0.03436,-0.00978,0.00763
="2026/04/02 15:43:15.280",0.09755,0.00807,-0.01961,-0.0836,0.01444,0.0665,21.06874,0.05137,0.0097,0.00517,859.64954,-0.02503,-0.00196,-0.01345,0.02514,-0.01196,0.01317,0.01544,-0.00816,0.00466
="2026/04/02 15:43:15.300",0.05711,-0.00421,-0.00583,-0.02584,-0.00147,-0.0183,22.74435,-0.012,-0.013,-0.01323,860.59149,-0.0237,0.00452,0.00127,0.04692,-0.02089,-0.01621,0.01697,-0.00536,0.0087
="2026/04/02 15:43:15.320",0.02011,0.00567,-0.01053,0.01234,0.00454,-0.04002,24.38896,0.01385,0.00212,-0.0103,861.83612,-0.02042,0.00261,-0.02671,0.06769,-0.00697,0.02839,-0.00655,-0.00559,-0.011
="2026/04/02 15:43:15.340",-0.0178,-0.00168,0.01046,0.06696,0.01146,-0.03008,25.41239,-0.01952,-0.01655,-0.01687,863.13409,-0.01691,0.01036,0.0261,0.0583,-0.00839,-0.00615,0.00284,-0.0085,-0.01232
="2026/04/02 15:43:15.360",-0.08866,-0.00563,0.00873,0.10464,0.00257,-0.10565,25.06022,-0.01441,-0.0047,-0.00592,865.4375,-0.02113,-0.00845,-0.02258,0.04017,0.00427,0.0503,-0.02913,-0.00582,-0.00414
="2026/04/02 15:43:15.380",-0.06699,0.00085,0.02057,0.09782,0.00862,-0.13564,23.9731,-0.03789,-0.01049,-0.00614,867.82611,-0.00085,-0.00194,-0.00197,0.03074,0.00214,-0.02532,-0.01634,0.00239,-0.03352
="2026/04/02 15:43:15.400",-0.1094,0.01745,0.02588,0.11588,-0.00387,-0.06536,22.27543,0.00578,-0.00301,0.01577,869.13855,-0.03185,-0.00283,-0.00397,0.01202,0.0005,0.0066,-0.01478,-0.00799,-0.01796
="2026/04/02 15:43:15.420",-0.09372,-0.00602,0.02646,0.08055,0.0006,-0.05602,20.59305,0.01881,-0.00097,-0.00379,869.01855,-0.00811,-0.00755,-0.01227,-0.02741,0.01697,-0.03316,-0.02625,0.00936,0.02438
="2026/04/02 15:43:15.440",-0.0722,-0.00794,-0.00601,0.002,-0.00101,-0.01793,19.27343,0.00713,-0.00529,-0.0194,868.37738,-0.00855,0.00401,0.01839,-0.04856,-0.01161,0.02006,0.00779,0.0156,-0.00525
="2026/04/02 15:43:15.460",-0.01817,0.01376,0.03922,0.01066,0.01509,0.02664,17.98285,0.00373,-0.00048,0.00936,867.21893,-0.01417,0.0123,0.03862,-0.06569,-0.01664,-0.01042,0.0282,0.01366,0.01865
="2026/04/02 15:43:15.480",0.05796,-0.0269,-0.01682,-0.06131,0.00441,-0.00482,16.73779,0.00022,0.00034,0.01488,865.58337,0.0045,-0.01153,0.02275,-0.08718,-0.01327,0.00468,0.04039,0.02852,-0.02325
="2026/04/02 15:43:15.500",0.04028,0.0091,-0.02103,-0.1034,0.00755,0.01622,16.08839,-0.01153,-0.00224,-0.01893,863.41852,-0.01141,0.00895,0.00593,-0.06529,-0.00043,-0.02125,0.07725,0.03894,-0.05284
="2026/04/02 15:43:15.520",-0.05638,0.01041,-0.06417,-0.09195,0.01555,0.02268,16.18363,0.0147,-0.00067,-0.00132,861.75061,-0.01004,-0.00002,0.01041,-0.03572,0.01008,-0.02137,0.04296,0.00084,-0.02367
="2026/04/02 15:43:15.540",0.02117,-0.00843,-0.02222,-0.1097,0.00216,0.04407,17.56289,0.02299,0.00091,-0.01885,860.32092,-0.01201,-0.00428,0.00346,-0.00987,0.00533,-0.00972,0.0483,-0.00717,-0.02284
="2026/04/02 15:43:15.560",0.11352,-0.00337,-0.02343,-0.09298,0.01743,0.04233,19.41514,0.02675,0.01737,0.0114,859.73529,-0.02694,0.00167,0.01606,0.0167,0.00913,0.00174,0.04344,-0.01126,0.0215
="2026/04/02 15:43:15.580",0.11306,0.00309,-0.01167,-0.04944,0.00618,0.03026,21.67603,-0.0341,-0.01334,0.01313,859.94507,-0.01458,0.01302,-0.00282,0.03291,0.01101,-0.01389,0.02129,-0.0246,0.03615
="2026/04/02 15:43:15.600",0.01411,0.01402,-0.03203,0.00194,-0.00143,-0.01961,23.20173,0.01526,-0.00871,-0.00377,860.59436,-0.01879,0.01112,0.00825,0.04464,-0.00058,0.03637,0.0053,-0.00131,0.02959
="2026/04/02 15:43:15.620",0.06548,-0.01852,0.03485,0.05301,-0.00556,-0.01686,23.68215,0.04026,0.00224,-0.01127,862.45862,-0.01685,-0.00995,0.00132,0.06006,0.0044,0.02222,-0.01112,0.01476,0.00015
